fbpzoningmodcat,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,job_out_cat
los_gatosNAtra3HRADISNAinsfd,851,5,1.581857347,85,507,los_gatos,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
martinezGGNANANAinNA,852,1,0.115491579,13,1093,martinez,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
martinezGGNANANAinsfd,853,6,0.777648519,13,1093,martinez,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
martinezGGtra3NANAinNA,854,430,115.6970017,13,1092,martinez,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
martinezGGtra3NANAinsfd,855,154,20.44770276,13,1093,martinez,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
martinezNANADISNAinNA,856,670,1707.922066,13,1087,martinez,NA,NA,DIS,NA,in,NA,,,,,,,,,,
martinezNANADISNAinsfd,857,2950,723.9934455,13,1096,martinez,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
martinezNANADISNAoutNA,858,8,527.7705931,13,1095,martinez,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
martinezNANAHRADISNAinNA,859,311,1003.680634,13,1125,martinez,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
martinezNANAHRADISNAinsfd,860,2508,565.599918,13,1126,martinez,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
martinezNANAHRANAinNA,861,107,173.2420487,13,1096,martinez,NA,NA,HRA,NA,in,NA,,,,,,,,,,
martinezNANAHRANAinsfd,862,974,222.6913343,13,1096,martinez,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
martinezNANANANAinNA,863,749,1058.378784,13,1124,martinez,NA,NA,NA,NA,in,NA,,,,,,,,,,
martinezNANANANAinsfd,864,2810,698.8202437,13,1124,martinez,NA,NA,NA,NA,in,sfd,,,,,,,,,,
martinezNANANANAoutNA,865,3,61.25073033,13,1095,martinez,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
martinezNAtra3NANAinNA,866,136,228.10481,13,1093,martinez,NA,tra3,NA,NA,in,NA,,,,,,,,,,
martinezNAtra3NANAinsfd,867,166,27.36950664,13,1091,martinez,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
martinezNAtra3NANAoutNA,868,2,128.0524164,13,1092,martinez,NA,tra3,NA,NA,out,NA,,,,,0,0,,,,
menlo_parkGGNADISNAinNA,869,4,6.256397563,81,332,menlo_park,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
menlo_parkGGNADISNAinsfd,870,2,0.667961779,81,336,menlo_park,GG,NA,DIS,NA,in,sfd,,,25,1.5,,,,,,
menlo_parkGGNAHRADISNAinNA,871,1,0.48720433,81,335,menlo_park,GG,NA,HRADIS,NA,in,NA,HM,,35,1,,,,,,
menlo_parkGGNAHRADISNAinsfd,872,2,0.948584966,81,336,menlo_park,GG,NA,HRADIS,NA,in,sfd,HM,,35,1,,,,,,
menlo_parkGGNAHRADISNAoutNA,873,1,0.087677677,81,335,menlo_park,GG,NA,HRADIS,NA,out,NA,,,,,0,0,,,,
menlo_parkGGNAHRANAinNA,874,73,65.24858425,81,340,menlo_park,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
menlo_parkGGNAHRANAinsfd,875,420,57.58927388,81,338,menlo_park,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,,
menlo_parkGGNANANAinNA,876,200,205.9375862,81,336,menlo_park,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
menlo_parkGGNANANAinsfd,877,970,165.4717025,81,336,menlo_park,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
menlo_parkGGtra2aHRADISNAinsfd,878,4,2.366222773,81,340,menlo_park,GG,tra2a,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
menlo_parkGGtra2aHRANAinNA,879,4,1.60074792,81,340,menlo_park,GG,tra2a,HRA,NA,in,NA,HM,,100,2.5,,,,,,
menlo_parkGGtra2aHRANAinsfd,880,24,6.054185786,81,340,menlo_park,GG,tra2a,HRA,NA,in,sfd,HM,,50,2,,,,,,
menlo_parkGGtra2bHRANAinNA,881,672,314.1198005,81,340,menlo_park,GG,tra2b,HRA,NA,in,NA,HM,,65,2.5,,,,,,
menlo_parkGGtra2bHRANAinsfd,882,292,36.81571397,81,340,menlo_park,GG,tra2b,HRA,NA,in,sfd,HM,,50,2,,,,,,
menlo_parkGGtra3HRANAinNA,883,260,81.16932631,81,341,menlo_park,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
menlo_parkGGtra3HRANAinsfd,884,510,89.34291504,81,340,menlo_park,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
menlo_parkNANADISNAinNA,885,107,596.6540446,81,332,menlo_park,NA,NA,DIS,NA,in,NA,,,,,,,,,,
menlo_parkNANADISNAinsfd,886,2,0.602748039,81,332,menlo_park,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
menlo_parkNANAHRADISNAinNA,887,29,23.33614827,81,344,menlo_park,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
menlo_parkNANAHRADISNAinsfd,888,991,272.1337349,81,344,menlo_park,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
menlo_parkNANAHRANAinNA,889,288,507.7092771,81,345,menlo_park,NA,NA,HRA,NA,in,NA,,,,,,,,,,
menlo_parkNANAHRANAinsfd,890,1941,441.8054346,81,338,menlo_park,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
menlo_parkNANANANAinNA,891,617,2482.037253,81,331,menlo_park,NA,NA,NA,NA,in,NA,,,,,,,,,,
menlo_parkNANANANAinsfd,892,1245,192.3411446,81,331,menlo_park,NA,NA,NA,NA,in,sfd,,,,,,,,,,
menlo_parkNANANANAoutNA,893,3,0.445717773,81,357,menlo_park,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
menlo_parkNAtra2bHRANAinNA,894,18,13.07979769,81,341,menlo_park,NA,tra2b,HRA,NA,in,NA,,,,,,,,,,
menlo_parkNAtra2bHRANAinsfd,895,22,3.350163801,81,341,menlo_park,NA,tra2b,HRA,NA,in,sfd,,,,,,,,,,
menlo_parkNAtra3HRANAinNA,896,150,30.2444104,81,341,menlo_park,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
menlo_parkNAtra3HRANAinsfd,897,258,54.65317114,81,343,menlo_park,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
mill_valleyGGtra3HRADISNAinNA,898,28,13.61020475,41,1443,mill_valley,GG,tra3,HRADIS,NA,in,NA,HM,,50,2.5,,,,,,
mill_valleyGGtra3HRADISNAinsfd,899,31,2.313224991,41,1443,mill_valley,GG,tra3,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
mill_valleyGGtra3HRADISNAoutNA,900,14,7.855568709,41,1443,mill_valley,GG,tra3,HRADIS,NA,out,NA,,,,,0,0,,,,
mill_valleyGGtra3HRADISNAoutsfd,901,48,0.381862293,41,1443,mill_valley,GG,tra3,HRADIS,NA,out,sfd,,,,,0,0,,,,
mill_valleyNANAHRADISNAinNA,902,197,275.2901251,41,1452,mill_valley,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
mill_valleyNANAHRADISNAinsfd,903,887,496.2727356,41,1442,mill_valley,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
mill_valleyNANAHRADISNAoutNA,904,8,26.31014739,41,1452,mill_valley,NA,NA,HRADIS,NA,out,NA,,,,,0,0,,,,
mill_valleyNANAHRADISNAoutsfd,905,10,29.36058785,41,1452,mill_valley,NA,NA,HRADIS,NA,out,sfd,,,,,0,0,,,,
mill_valleyNANAHRANAinNA,906,75,445.6166796,41,1442,mill_valley,NA,NA,HRA,NA,in,NA,,,,,,,,,,
mill_valleyNANAHRANAinsfd,907,384,180.9418855,41,1442,mill_valley,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
mill_valleyNANAHRANAoutNA,908,2,1.997447261,41,1453,mill_valley,NA,NA,HRA,NA,out,NA,,,,,0,0,,,,
mill_valleyNANAHRANAoutsfd,909,5,7.720078535,41,1452,mill_valley,NA,NA,HRA,NA,out,sfd,,,,,0,0,,,,
mill_valleyNAtra3HRADISNAinNA,910,669,325.0465876,41,1442,mill_valley,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
mill_valleyNAtra3HRADISNAinsfd,911,1421,248.0972581,41,1443,mill_valley,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
mill_valleyNAtra3HRADISNAoutNA,912,29,99.37053458,41,1443,mill_valley,NA,tra3,HRADIS,NA,out,NA,,,,,0,0,,,,
mill_valleyNAtra3HRADISNAoutsfd,913,10,0.079539971,41,1443,mill_valley,NA,tra3,HRADIS,NA,out,sfd,,,,,0,0,,,,
mill_valleyNAtra3HRANAinNA,914,375,130.7285229,41,1442,mill_valley,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
mill_valleyNAtra3HRANAinsfd,915,1501,321.656903,41,1442,mill_valley,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
millbraeGGNAHRANAinNA,916,1,6.319910113,81,240,millbrae,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
millbraeGGtra1HRANAinNA,917,448,192.4400479,81,240,millbrae,GG,tra1,HRA,NA,in,NA,HM,,200,7.5,,,,,,
millbraeGGtra1HRANAinsfd,918,395,51.5914855,81,240,millbrae,GG,tra1,HRA,NA,in,sfd,HM,,50,2,,,,,,
millbraeGGtra3HRANAinNA,919,87,67.47452903,81,240,millbrae,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
millbraeGGtra3HRANAinsfd,920,22,2.690934742,81,240,millbrae,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
millbraeNANADISNAinNA,921,2,1.10333769,81,241,millbrae,NA,NA,DIS,NA,in,NA,,,,,,,,,,
millbraeNANADISNAinsfd,922,5,0.960703717,81,241,millbrae,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
millbraeNANAHRADISNAinNA,923,149,226.1686204,81,242,millbrae,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
millbraeNANAHRADISNAinsfd,924,2275,412.012937,81,242,millbrae,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
millbraeNANAHRANAinNA,925,104,60.02190745,81,244,millbrae,NA,NA,HRA,NA,in,NA,,,,,,,,,,
millbraeNANAHRANAinsfd,926,947,224.5217259,81,245,millbrae,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
millbraeNANANANAinNA,927,1,0.132655723,85,405,millbrae,NA,NA,NA,NA,in,NA,,,,,,,,,,
millbraeNAtra1HRANAinNA,928,12,24.79485266,81,240,millbrae,NA,tra1,HRA,NA,in,NA,,,,,,,,,,
millbraeNAtra1HRANAinsfd,929,22,2.933779169,81,244,millbrae,NA,tra1,HRA,NA,in,sfd,,,,,,,,,,
millbraeNAtra2bDISNAinNA,930,3,0.443843579,81,240,millbrae,NA,tra2b,DIS,NA,in,NA,,,,,,,,,,
millbraeNAtra2bNANAinNA,931,1,0.202784787,81,240,millbrae,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
millbraeNAtra3DISNAinsfd,932,10,1.29528411,81,241,millbrae,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
millbraeNAtra3HRADISNAinNA,933,29,22.82993133,81,241,millbrae,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
millbraeNAtra3HRADISNAinsfd,934,661,93.48262361,81,241,millbrae,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
millbraeNAtra3HRANAinNA,935,340,157.6263411,81,244,millbrae,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
millbraeNAtra3HRANAinsfd,936,605,82.62575875,81,244,millbrae,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
millbraeNAtra3NANAinNA,937,6,0.617428106,81,236,millbrae,NA,tra3,NA,NA,in,NA,,,,,,,,,,
milpitasGGNADISNAinNA,938,1,1.432600825,85,618,milpitas,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
milpitasGGNAHRADISNAinNA,939,275,142.1501754,85,620,milpitas,GG,NA,HRADIS,NA,in,NA,HM,,35,1,,,,,,
milpitasGGNAHRADISNAinsfd,940,835,84.32635823,85,619,milpitas,GG,NA,HRADIS,NA,in,sfd,HM,,35,1,,,,,,
milpitasGGNANANAinNA,941,1,0.627070554,85,406,milpitas,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
milpitasGGtra2aDISNAinNA,942,60,238.1393497,85,608,milpitas,GG,tra2a,DIS,NA,in,NA,HM,,75,2,,,,,,
milpitasGGtra2aDISNAinsfd,943,3,5.213637129,85,608,milpitas,GG,tra2a,DIS,NA,in,sfd,HM,,35,1.5,,,,,,
milpitasGGtra2aDISppainNA,944,41,32.70231507,85,608,milpitas,GG,tra2a,DIS,ppa,in,NA,IW,HM,,2,0,,,,,
milpitasGGtra2aHRANAinNA,945,78,156.9430766,85,606,milpitas,GG,tra2a,HRA,NA,in,NA,HM,,100,2.5,,,,,,
milpitasGGtra2cDISNAinNA,946,737,98.24280027,85,607,milpitas,GG,tra2c,DIS,NA,in,NA,HM,,40,2,,,,,,
milpitasGGtra2cDISNAinsfd,947,1,0.142054661,85,608,milpitas,GG,tra2c,DIS,NA,in,sfd,HM,,35,1.5,,,,,,
milpitasGGtra2cDISppainNA,948,1,17.40491471,85,608,milpitas,GG,tra2c,DIS,ppa,in,NA,IW,HM,,2,0,,,,,
milpitasGGtra2cHRANAinNA,949,173,59.92513722,85,606,milpitas,GG,tra2c,HRA,NA,in,NA,HM,,65,2.5,,,,,,
milpitasGGtra2cHRANAinsfd,950,525,64.35099387,85,606,milpitas,GG,tra2c,HRA,NA,in,sfd,HM,,65,2.5,,,,,,
milpitasGGtra2cNANAinNA,951,9,28.14848721,85,406,milpitas,GG,tra2c,NA,NA,in,NA,HM,,40,2,,,,,,
milpitasGGtra2cNAppainNA,952,46,295.1950995,85,406,milpitas,GG,tra2c,NA,ppa,in,NA,IW,HM,,2,0,,,,,
milpitasGGtra3DISNAinNA,953,225,296.3507636,85,607,milpitas,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
milpitasGGtra3DISNAinsfd,954,173,7.891623397,85,607,milpitas,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
milpitasGGtra3HRADISNAinNA,955,902,385.4319522,85,613,milpitas,GG,tra3,HRADIS,NA,in,NA,HM,,50,2.5,,,,,,
milpitasGGtra3HRADISNAinsfd,956,2809,387.0496273,85,614,milpitas,GG,tra3,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
milpitasGGtra3HRANAinNA,957,42,37.31887671,85,606,milpitas,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
milpitasGGtra3HRANAinsfd,958,102,11.88343215,85,606,milpitas,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
milpitasGGtra3NANAinNA,959,2,0.114135436,85,606,milpitas,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
milpitasGGtra3NAppainNA,960,4,9.879938533,85,406,milpitas,GG,tra3,NA,ppa,in,NA,IW,HM,,2,0,,,,,
milpitasNANADISNAinNA,961,233,170.9686224,85,617,milpitas,NA,NA,DIS,NA,in,NA,,,,,,,,,,
milpitasNANADISNAinsfd,962,788,140.3996872,85,617,milpitas,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
milpitasNANADISNAoutNA,963,24,784.8995884,85,618,milpitas,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
milpitasNANADISNAoutsfd,964,9,19.08117679,85,618,milpitas,NA,NA,DIS,NA,out,sfd,,,,,0,0,,,,
milpitasNANADISppainNA,965,138,400.5573658,85,608,milpitas,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
milpitasNANAHRADISNAinNA,966,271,435.2106442,85,615,milpitas,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
milpitasNANAHRADISNAinsfd,967,3706,679.7634515,85,615,milpitas,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
milpitasNANAHRADISNAoutNA,968,9,402.9810077,85,615,milpitas,NA,NA,HRADIS,NA,out,NA,,,,,0,0,,,,
milpitasNANAHRADISNAoutsfd,969,3,7.234496507,85,615,milpitas,NA,NA,HRADIS,NA,out,sfd,,,,,0,0,,,,
milpitasNANANANAinNA,970,584,392.6809797,85,616,milpitas,NA,NA,NA,NA,in,NA,,,,,,,,,,
milpitasNANANANAinsfd,971,675,94.54296838,85,616,milpitas,NA,NA,NA,NA,in,sfd,,,,,,,,,,
milpitasNANANAppainNA,972,23,258.6783884,85,405,milpitas,NA,NA,NA,ppa,in,NA,,,,,,,,,,
milpitasNAtra2cNANAinNA,973,5,22.71187055,85,406,milpitas,NA,tra2c,NA,NA,in,NA,,,,,,,,,,
milpitasNAtra2cNAppainNA,974,4,32.96295869,85,406,milpitas,NA,tra2c,NA,ppa,in,NA,,,,,,,,,,
milpitasNAtra3DISNAinNA,975,85,65.44460433,85,607,milpitas,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
milpitasNAtra3DISNAinsfd,976,100,12.20144387,85,607,milpitas,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
milpitasNAtra3DISppainNA,977,17,56.85035338,85,608,milpitas,NA,tra3,DIS,ppa,in,NA,,,,,,,,,,
milpitasNAtra3HRADISNAinNA,978,159,95.88372899,85,613,milpitas,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
milpitasNAtra3HRADISNAinsfd,979,1313,223.7291768,85,611,milpitas,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
milpitasNAtra3HRANAinNA,980,49,15.5124929,85,606,milpitas,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
milpitasNAtra3HRANAinsfd,981,138,13.51850351,85,606,milpitas,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
milpitasNAtra3NANAinNA,982,434,214.6961611,85,612,milpitas,NA,tra3,NA,NA,in,NA,,,,,,,,,,
milpitasNAtra3NANAinsfd,983,146,12.32130033,85,612,milpitas,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
milpitasNAtra3NAppainNA,984,21,92.98501742,85,406,milpitas,NA,tra3,NA,ppa,in,NA,,,,,,,,,,
monte_serenoGGNAHRADISNAinsfd,985,4,0.966435008,85,510,monte_sereno,GG,NA,HRADIS,NA,in,sfd,HM,,35,1,,,,,,
monte_serenoGGNAHRANAinNA,986,3,1.892135662,85,508,monte_sereno,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
monte_serenoGGNAHRANAinsfd,987,11,2.384667483,85,510,monte_sereno,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,,
monte_serenoNANAHRADISNAinsfd,988,26,8.596274945,85,510,monte_sereno,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
monte_serenoNANAHRANAinNA,989,163,159.0828605,85,510,monte_sereno,NA,NA,HRA,NA,in,NA,,,,,,,,,,
monte_serenoNANAHRANAinsfd,990,1039,739.8815721,85,510,monte_sereno,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
monte_serenoNANAHRANAoutNA,991,3,2.11561406,85,511,monte_sereno,NA,NA,HRA,NA,out,NA,,,,,0,0,,,,
monte_serenoNANAHRANAoutsfd,992,2,2.920768966,85,511,monte_sereno,NA,NA,HRA,NA,out,sfd,,,,,0,0,,,,
moragaGGNAHRADISNAinNA,993,162,486.4704126,13,1158,moraga,GG,NA,HRADIS,NA,in,NA,HM,,35,1,,,,,,
moragaGGNAHRADISNAinsfd,994,853,380.4293024,13,1159,moraga,GG,NA,HRADIS,NA,in,sfd,HM,,35,1,,,,,,
moragaGGNAHRANAinNA,995,78,82.46003779,13,1159,moraga,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
moragaGGNAHRANAinsfd,996,374,103.2385994,13,1152,moraga,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,,
moragaNANAHRADISNAinNA,997,343,2223.655192,13,1157,moraga,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
moragaNANAHRADISNAinsfd,998,1304,551.3132215,13,1157,moraga,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
moragaNANAHRANAinNA,999,154,1217.954457,13,1160,moraga,NA,NA,HRA,NA,in,NA,,,,,,,,,,
moragaNANAHRANAinsfd,1000,1724,672.7986198,13,1160,moraga,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
morgan_hillGGNADISNAinNA,1001,3,0.383779624,85,700,morgan_hill,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
morgan_hillGGNADISNAinsfd,1002,16,2.231511549,85,700,morgan_hill,GG,NA,DIS,NA,in,sfd,,,25,1.5,,,,,,
morgan_hillGGNANANAinNA,1003,57,9.438894173,85,700,morgan_hill,GG,NA,NA,NA,in,NA,,,25,1.5,,,,,,
morgan_hillGGNANANAinsfd,1004,89,11.73598996,85,700,morgan_hill,GG,NA,NA,NA,in,sfd,,,25,1.5,,,,,,
morgan_hillGGtra3DISNAinNA,1005,208,73.5632363,85,700,morgan_hill,GG,tra3,DIS,NA,in,NA,HM,,35,2,,,,,,
morgan_hillGGtra3DISNAinsfd,1006,174,29.46073454,85,700,morgan_hill,GG,tra3,DIS,NA,in,sfd,HM,,35,2,,,,,,
morgan_hillGGtra3NANAinNA,1007,518,305.8553537,85,700,morgan_hill,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
morgan_hillGGtra3NANAinsfd,1008,266,42.5877662,85,702,morgan_hill,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,,
morgan_hillGGtra3NAppainNA,1009,4,4.212125468,85,702,morgan_hill,GG,tra3,NA,ppa,in,NA,IW,HM,,2,0,,,,,
morgan_hillNANADISNAinNA,1010,811,1475.988223,85,699,morgan_hill,NA,NA,DIS,NA,in,NA,,,,,,,,,,
morgan_hillNANADISNAinsfd,1011,3304,1318.846209,85,698,morgan_hill,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
morgan_hillNANADISNAoutNA,1012,6,208.0653741,85,703,morgan_hill,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
morgan_hillNANADISppainNA,1013,8,70.48609484,85,698,morgan_hill,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
morgan_hillNANANANAinNA,1014,700,522.8092774,85,701,morgan_hill,NA,NA,NA,NA,in,NA,,,,,,,,,,
morgan_hillNANANANAinsfd,1015,1711,431.3813916,85,701,morgan_hill,NA,NA,NA,NA,in,sfd,,,,,,,,,,
morgan_hillNANANANAoutNA,1016,17,320.6429319,85,714,morgan_hill,NA,NA,NA,NA,out,NA,,,,,0,0,,,,
morgan_hillNANANANAoutsfd,1017,1,1.316536407,85,702,morgan_hill,NA,NA,NA,NA,out,sfd,,,,,0,0,,,,
morgan_hillNANANAppainNA,1018,183,431.0308318,85,700,morgan_hill,NA,NA,NA,ppa,in,NA,,,,,,,,,,
morgan_hillNANANAppainsfd,1019,2,10.69194445,85,700,morgan_hill,NA,NA,NA,ppa,in,sfd,,,,,,,,,,
morgan_hillNAtra3DISNAinNA,1020,293,231.162166,85,700,morgan_hill,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
morgan_hillNAtra3DISNAinsfd,1021,496,123.0155484,85,700,morgan_hill,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
morgan_hillNAtra3DISppainNA,1022,1,1.902541021,85,703,morgan_hill,NA,tra3,DIS,ppa,in,NA,,,,,,,,,,
morgan_hillNAtra3NANAinNA,1023,895,732.9271912,85,702,morgan_hill,NA,tra3,NA,NA,in,NA,,,,,,,,,,
morgan_hillNAtra3NANAinsfd,1024,1015,239.7723444,85,700,morgan_hill,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
morgan_hillNAtra3NAppainNA,1025,150,303.4159188,85,700,morgan_hill,NA,tra3,NA,ppa,in,NA,,,,,,,,,,
morgan_hillNAtra3NAppainsfd,1026,1,1.717745635,85,700,morgan_hill,NA,tra3,NA,ppa,in,sfd,,,,,,,,,,
mountain_viewGGNADISNAinNA,1027,144,578.2301793,85,401,mountain_view,GG,NA,DIS,NA,in,NA,,,25,1.5,,,,,,
mountain_viewGGNAHRADISNAinNA,1028,1,16.0599817,85,397,mountain_view,GG,NA,HRADIS,NA,in,NA,HM,,35,1,,,,,,
mountain_viewGGNAHRANAinNA,1029,2,4.146814259,85,383,mountain_view,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,,
mountain_viewGGNAHRANAinsfd,1030,13,3.220558612,85,383,mountain_view,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,,
mountain_viewGGtra2aHRADISNAinNA,1031,89,17.6068301,85,376,mountain_view,GG,tra2a,HRADIS,NA,in,NA,HM,,100,2.5,,,,,,
mountain_viewGGtra2aHRADISNAinsfd,1032,2,1.572258845,85,398,mountain_view,GG,tra2a,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
mountain_viewGGtra2aHRANAinNA,1033,891,288.3450073,85,377,mountain_view,GG,tra2a,HRA,NA,in,NA,HM,,100,2.5,,,,,,
mountain_viewGGtra2aHRANAinsfd,1034,357,48.25187229,85,377,mountain_view,GG,tra2a,HRA,NA,in,sfd,HM,,50,2,,,,,,
mountain_viewGGtra2bHRADISNAinNA,1035,33,23.08477839,85,365,mountain_view,GG,tra2b,HRADIS,NA,in,NA,HM,,65,2.5,,,,,,
mountain_viewGGtra2bHRANAinNA,1036,45,72.89827222,85,372,mountain_view,GG,tra2b,HRA,NA,in,NA,HM,,65,2.5,,,,,,
mountain_viewGGtra2bHRANAinsfd,1037,2,0.377474587,85,373,mountain_view,GG,tra2b,HRA,NA,in,sfd,HM,,50,2,,,,,,
mountain_viewGGtra2cHRADISNAinNA,1038,541,191.6990293,85,397,mountain_view,GG,tra2c,HRADIS,NA,in,NA,HM,,65,2.5,,,,,,
mountain_viewGGtra2cHRADISNAinsfd,1039,216,16.74225872,85,397,mountain_view,GG,tra2c,HRADIS,NA,in,sfd,HM,,50,2,,,,,,
mountain_viewGGtra2cHRANAinNA,1040,187,262.6779114,85,399,mountain_view,GG,tra2c,HRA,NA,in,NA,HM,,65,2.5,,,,,,
mountain_viewGGtra3HRADISNAinNA,1041,33,66.45261873,85,391,mountain_view,GG,tra3,HRADIS,NA,in,NA,HM,,50,2.5,,,,,,
mountain_viewGGtra3HRANAinNA,1042,308,164.4306385,85,372,mountain_view,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,,
mountain_viewGGtra3HRANAinsfd,1043,5,1.070536754,85,384,mountain_view,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,,
mountain_viewGGtra3NANAinNA,1044,24,15.41678448,85,380,mountain_view,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,,
mountain_viewNANADISNAinNA,1045,44,1089.359874,85,401,mountain_view,NA,NA,DIS,NA,in,NA,,,,,,,,,,
mountain_viewNANADISNAoutNA,1046,7,1277.965118,85,401,mountain_view,NA,NA,DIS,NA,out,NA,,,,,0,0,,,,
mountain_viewNANAHRADISNAinNA,1047,1124,517.908582,85,376,mountain_view,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
mountain_viewNANAHRADISNAinsfd,1048,559,81.01854392,85,376,mountain_view,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
mountain_viewNANAHRANAinNA,1049,1726,804.3025738,85,375,mountain_view,NA,NA,HRA,NA,in,NA,,,,,,,,,,
