zone_id,totacre_abag,resacre10_abag,ciacre10_abag,meanhhsize,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65p,sh_62plus,perf1re1gt1,perfareagt10,perfareagt50
418,268.8,124,111,2.9914,2,2,2,2,3,3,3,-0.0596,0.064,0.171,0.357,0.277,0.130,0.161,1,1,1
419,199.9,145,47,2.9868,8,8,9,9,10,10,11,-0.0599,0.065,0.171,0.357,0.276,0.131,0.161,1,1,0
420,197.0,153,25,3.8517,23,24,26,27,29,30,32,-0.0374,0.069,0.226,0.333,0.269,0.103,0.133,1,1,0
421,354.0,275,52,2.3199,0,0,0,0,0,0,0,-0.0566,0.041,0.110,0.248,0.329,0.272,0.308,1,1,1
422,341.0,144,134,2.3332,0,0,0,0,0,0,0,-0.0277,0.055,0.094,0.439,0.217,0.195,0.219,1,1,1
423,231.0,160,68,3.1784,1,1,1,1,1,1,1,-0.0472,0.061,0.206,0.386,0.252,0.096,0.124,1,1,1
424,378.0,263,106,3.0000,31,33,35,37,39,41,43,-0.0257,0.081,0.193,0.400,0.232,0.094,0.120,1,1,1
425,166.0,122,44,2.6925,9,10,10,11,12,12,13,0.0202,0.078,0.161,0.507,0.186,0.067,0.088,1,1,1
426,324.3,76,155,2.3056,79,84,88,94,99,105,111,0.0243,0.072,0.124,0.536,0.203,0.065,0.088,1,1,1
427,726.4,23,756,2.3191,7,7,8,8,9,9,10,0.0237,0.072,0.123,0.536,0.204,0.066,0.088,1,1,1
428,426.2,53,347,2.2995,21,22,23,25,26,27,29,0.0251,0.072,0.124,0.536,0.202,0.065,0.088,1,1,1
429,388.0,0,383,0.0000,0,0,0,0,0,0,0,0.0000,0.000,0.000,0.000,0.000,0.000,0.183,1,1,1
430,552.4,16,517,2.5000,1,1,1,1,1,1,1,-0.1340,0.091,0.182,0.364,0.182,0.182,0.183,1,1,1
431,312.8,16,287,6.0000,0,0,0,0,0,0,0,-0.0638,0.000,0.200,0.400,0.200,0.200,0.183,1,1,1
432,826.2,99,708,2.7985,1,1,1,1,1,1,1,-0.0797,0.074,0.176,0.396,0.191,0.162,0.183,1,1,1
433,229.5,197,19,2.8141,11,12,12,13,14,14,15,-0.0798,0.074,0.177,0.396,0.192,0.162,0.183,1,1,1
434,1206.1,6,992,2.1818,1,1,1,1,1,1,1,0.0536,0.066,0.182,0.380,0.198,0.174,0.198,1,1,1
435,517.4,135,331,2.1411,9,10,10,11,12,12,13,0.0574,0.063,0.183,0.380,0.197,0.176,0.198,1,1,1
436,337.0,275,60,2.4417,19,20,21,23,24,25,27,-0.0582,0.055,0.146,0.320,0.245,0.234,0.261,1,1,1
437,265.0,194,53,2.8245,0,0,0,0,0,0,0,-0.0441,0.077,0.173,0.417,0.223,0.109,0.134,1,1,1
438,352.0,244,91,2.8239,5,5,6,6,6,7,7,-0.0327,0.054,0.186,0.321,0.279,0.161,0.191,1,1,1
439,267.0,154,44,2.6791,12,13,13,14,15,16,17,-0.0265,0.061,0.155,0.341,0.296,0.147,0.180,1,1,1
440,337.0,252,80,2.4991,6,6,7,7,7,8,8,-0.0269,0.069,0.149,0.457,0.233,0.092,0.118,1,1,1
441,292.0,230,51,2.5082,0,0,0,0,0,0,0,-0.0033,0.063,0.141,0.462,0.204,0.130,0.152,1,1,1
442,246.0,184,57,3.0412,14,15,16,17,18,19,20,-0.0157,0.052,0.164,0.311,0.309,0.164,0.199,1,1,1
443,230.0,176,53,3.3401,6,6,7,7,7,8,8,-0.0618,0.065,0.214,0.365,0.264,0.092,0.121,1,1,1
444,378.0,258,107,2.7033,10,11,11,12,13,13,14,-0.0088,0.065,0.151,0.369,0.248,0.167,0.195,1,1,1
445,349.0,277,60,2.6017,0,0,0,0,0,0,0,-0.0329,0.075,0.136,0.446,0.244,0.099,0.126,1,1,1
446,372.0,308,64,2.5299,0,0,0,0,0,0,0,0.0222,0.070,0.137,0.471,0.240,0.081,0.108,1,1,1
447,286.0,206,39,2.3043,1,1,1,1,1,1,1,0.0600,0.061,0.128,0.403,0.270,0.138,0.168,1,1,1
448,304.0,178,98,2.4547,8,8,9,9,10,10,11,-0.0278,0.072,0.109,0.530,0.177,0.112,0.131,1,1,1
449,360.0,280,76,2.3330,82,87,92,97,103,109,115,-0.0380,0.061,0.102,0.453,0.241,0.143,0.170,1,1,1
450,333.0,159,169,2.1845,3,3,3,3,4,4,4,-0.0222,0.051,0.097,0.415,0.241,0.195,0.221,1,1,1
451,464.0,414,30,2.6264,5,5,6,6,6,7,7,-0.0428,0.057,0.170,0.293,0.308,0.173,0.207,1,1,1
452,321.0,240,81,2.5963,122,129,137,144,153,162,171,-0.0190,0.051,0.130,0.235,0.309,0.275,0.309,1,1,1
453,615.0,542,43,2.6536,115,122,129,136,144,152,161,-0.0210,0.061,0.148,0.309,0.271,0.211,0.241,1,1,1
454,478.0,412,44,2.7673,166,176,186,197,208,220,233,-0.0481,0.053,0.188,0.224,0.303,0.232,0.266,1,1,1
455,304.0,274,26,2.7895,4,4,5,5,5,6,6,-0.0261,0.051,0.189,0.212,0.315,0.232,0.267,1,1,1
456,320.0,262,47,2.6905,28,30,31,33,35,37,39,-0.0374,0.069,0.192,0.384,0.248,0.106,0.134,1,1,1
457,382.0,314,53,2.8817,8,8,9,9,10,10,11,-0.0401,0.066,0.175,0.305,0.298,0.156,0.189,1,1,1
458,248.0,218,19,2.8845,0,0,0,0,0,0,0,-0.0670,0.074,0.173,0.364,0.251,0.137,0.165,1,1,1
459,640.0,510,125,2.7458,14,15,16,17,18,19,20,-0.0084,0.068,0.148,0.353,0.274,0.157,0.187,1,1,1
460,667.0,146,437,2.6362,2,2,2,2,3,3,3,-0.0561,0.080,0.145,0.412,0.232,0.132,0.157,1,1,1
461,370.0,311,47,2.6978,25,26,28,30,31,33,35,-0.0255,0.053,0.170,0.296,0.283,0.197,0.229,1,1,1
462,378.0,259,109,2.8428,33,35,37,39,41,44,46,-0.0645,0.062,0.180,0.326,0.276,0.156,0.187,1,1,1
463,280.0,227,48,2.4727,0,0,0,0,0,0,0,-0.0050,0.043,0.137,0.327,0.305,0.188,0.221,1,1,1
464,325.0,299,8,2.4954,18,19,20,21,22,24,25,-0.0395,0.063,0.130,0.377,0.274,0.156,0.186,1,1,0
465,535.0,407,105,2.2799,132,140,148,156,165,175,185,-0.0306,0.055,0.131,0.356,0.224,0.234,0.259,1,1,1
466,415.0,289,115,2.4673,8,8,9,9,10,10,11,-0.0008,0.066,0.144,0.344,0.263,0.183,0.212,1,1,1
467,328.0,176,96,2.2773,18,19,20,21,22,24,25,0.0150,0.076,0.162,0.401,0.223,0.139,0.164,1,1,1
468,352.0,258,83,2.5074,175,185,196,207,219,232,245,-0.0507,0.066,0.159,0.411,0.227,0.136,0.161,1,1,1
469,211.0,178,33,3.0364,120,127,134,142,150,159,168,-0.0876,0.081,0.197,0.439,0.189,0.094,0.115,1,1,0
470,506.0,468,32,2.5686,0,0,0,0,0,0,0,-0.0123,0.065,0.177,0.345,0.248,0.165,0.193,1,1,1
471,367.0,252,62,2.2600,75,79,84,89,94,99,105,-0.0157,0.056,0.126,0.424,0.231,0.163,0.189,1,1,1
472,272.0,188,82,2.3940,0,0,0,0,0,0,0,0.0273,0.074,0.168,0.473,0.218,0.067,0.091,1,1,1
473,272.0,204,57,2.8843,9,10,10,11,12,12,13,-0.0946,0.077,0.215,0.409,0.197,0.102,0.124,1,1,1
474,251.0,217,34,2.5733,9,10,10,11,12,12,13,0.0172,0.070,0.197,0.378,0.260,0.095,0.124,1,1,0
475,388.0,246,122,2.6474,0,0,0,0,0,0,0,-0.0539,0.063,0.199,0.346,0.253,0.139,0.167,1,1,1
476,616.0,449,146,2.6890,224,237,251,265,281,297,314,-0.0555,0.060,0.167,0.288,0.251,0.234,0.262,1,1,1
477,463.0,362,75,2.8710,10,11,11,12,13,13,14,-0.0493,0.063,0.197,0.323,0.264,0.153,0.182,1,1,1
478,266.0,168,28,2.5488,0,0,0,0,0,0,0,-0.0449,0.074,0.163,0.503,0.192,0.069,0.090,1,1,1
479,542.0,438,101,2.9300,30,32,34,35,38,40,42,-0.0378,0.064,0.217,0.371,0.258,0.090,0.118,1,1,1
480,319.0,246,62,3.0749,0,0,0,0,0,0,0,-0.0180,0.048,0.236,0.229,0.329,0.158,0.195,1,1,1
481,372.0,306,56,2.9821,0,0,0,0,0,0,0,-0.0377,0.046,0.233,0.228,0.344,0.148,0.187,1,1,1
482,342.0,322,5,3.1263,5,5,6,6,6,7,7,-0.0420,0.054,0.232,0.255,0.292,0.167,0.200,1,1,1
483,354.0,169,115,2.7438,1,1,1,1,1,1,1,-0.0511,0.046,0.223,0.323,0.284,0.123,0.155,1,1,1
484,550.0,397,143,2.6914,24,25,27,29,30,32,34,-0.0790,0.066,0.190,0.314,0.262,0.167,0.196,1,1,1
485,650.0,308,282,2.9427,14,15,16,17,18,19,20,-0.0743,0.069,0.195,0.324,0.265,0.147,0.176,1,1,1
486,462.0,307,107,3.0154,0,0,0,0,0,0,0,-0.0817,0.055,0.248,0.348,0.262,0.086,0.115,1,1,1
487,524.0,294,73,2.6718,8,8,9,9,10,10,11,-0.0840,0.057,0.193,0.347,0.277,0.126,0.157,1,1,1
488,1642.0,705,20,2.7267,232,245,260,275,290,307,325,-0.0407,0.043,0.197,0.249,0.335,0.177,0.214,1,0,0
489,1944.0,785,55,2.9825,0,0,0,0,0,0,0,0.0199,0.043,0.248,0.208,0.377,0.125,0.167,1,0,0
490,651.0,392,210,2.9655,0,0,0,0,0,0,0,-0.0059,0.045,0.226,0.250,0.340,0.140,0.177,1,1,1
491,244.0,211,13,3.1283,1,1,1,1,1,1,1,-0.1096,0.048,0.260,0.261,0.295,0.137,0.169,1,1,1
492,419.0,372,5,3.1295,1,1,1,1,1,1,1,-0.0485,0.048,0.255,0.275,0.302,0.120,0.153,1,1,1
493,808.0,635,77,2.9342,5,5,6,6,6,7,7,-0.0170,0.043,0.213,0.203,0.352,0.189,0.228,1,1,1
494,905.0,817,88,2.9206,2,2,2,2,3,3,3,-0.0408,0.043,0.235,0.184,0.339,0.199,0.237,1,1,1
495,3410.0,1358,26,2.8224,0,0,0,0,0,0,0,0.0107,0.041,0.212,0.188,0.388,0.173,0.215,0,0,0
496,2947.0,1297,33,2.6031,74,78,83,88,93,98,104,0.0709,0.039,0.181,0.187,0.396,0.196,0.240,0,0,0
497,2097.0,1844,226,2.6232,95,100,106,112,119,126,133,-0.0105,0.043,0.194,0.176,0.347,0.241,0.279,1,1,0
498,570.0,413,83,2.6364,24,25,27,29,30,32,34,0.0324,0.064,0.178,0.266,0.297,0.194,0.227,1,1,1
499,606.0,504,91,2.8496,13,14,14,15,16,17,18,-0.0224,0.073,0.203,0.326,0.277,0.120,0.151,1,1,0
500,394.0,310,43,2.9311,1,1,1,1,1,1,1,0.0283,0.070,0.212,0.320,0.301,0.098,0.131,1,1,1
501,323.0,301,9,2.8799,42,44,47,50,53,56,59,-0.0269,0.062,0.188,0.293,0.305,0.153,0.187,0,0,0
502,302.0,258,44,2.7065,9,10,10,11,12,12,13,-0.0315,0.066,0.178,0.351,0.265,0.139,0.169,0,0,0
503,415.0,305,71,2.2946,7,7,8,8,9,9,10,-0.0514,0.060,0.166,0.382,0.227,0.165,0.190,1,1,1
504,723.0,222,337,2.0333,3,3,3,3,4,4,4,0.0672,0.049,0.139,0.420,0.288,0.104,0.136,1,1,1
505,425.0,394,15,2.6786,11,12,12,13,14,14,15,0.0304,0.070,0.207,0.378,0.259,0.086,0.114,1,1,1
506,332.0,238,48,2.5487,10,11,11,12,13,13,14,-0.0096,0.051,0.174,0.321,0.289,0.164,0.197,1,1,1
507,817.0,625,62,2.3892,1,1,1,1,1,1,1,0.0299,0.039,0.157,0.203,0.398,0.203,0.247,1,1,1
508,448.0,270,87,2.3062,25,26,28,30,31,33,35,0.0198,0.044,0.190,0.286,0.342,0.139,0.177,1,1,1
509,434.0,210,61,2.0663,1,1,1,1,1,1,1,0.0582,0.042,0.154,0.423,0.296,0.086,0.119,1,1,1
510,776.0,746,16,2.7711,0,0,0,0,0,0,0,-0.0483,0.048,0.217,0.185,0.370,0.178,0.219,1,0,0
511,2966.0,1275,193,2.1586,107,113,120,127,134,142,150,0.0000,0.038,0.139,0.251,0.337,0.235,0.272,0,0,0
512,33268.0,1665,23,2.4657,17,18,19,20,21,23,24,0.0779,0.053,0.189,0.281,0.391,0.086,0.130,0,0,0
513,3381.0,689,13,2.6618,92,97,103,109,115,122,129,0.0495,0.040,0.195,0.210,0.388,0.167,0.210,0,0,0
514,2314.0,1313,46,2.7749,63,67,70,74,79,83,88,-0.0340,0.053,0.194,0.233,0.321,0.199,0.235,0,0,0
515,562.0,443,93,2.8660,38,40,42,45,47,50,53,-0.0191,0.063,0.212,0.310,0.282,0.133,0.164,1,1,1
516,380.0,351,28,2.6961,0,0,0,0,0,0,0,-0.0015,0.062,0.184,0.269,0.309,0.177,0.211,0,0,0
517,503.0,399,52,2.6726,151,160,169,179,189,200,212,-0.0283,0.056,0.182,0.316,0.276,0.170,0.200,1,1,1
518,725.0,513,128,2.5852,62,66,69,73,78,82,87,-0.0072,0.060,0.199,0.293,0.280,0.168,0.199,1,1,1
519,756.0,440,134,2.5046,200,212,224,237,250,265,280,-0.0102,0.061,0.175,0.337,0.270,0.156,0.186,1,1,1
520,419.0,371,40,2.9432,10,11,11,12,13,13,14,-0.0580,0.067,0.220,0.312,0.267,0.134,0.164,1,1,1
521,428.0,287,116,2.4961,13,14,14,15,16,17,18,-0.0101,0.057,0.169,0.372,0.265,0.137,0.166,1,1,1
522,462.0,366,96,2.6840,33,35,37,39,41,44,46,-0.0308,0.062,0.180,0.322,0.257,0.178,0.206,1,1,1
523,644.0,560,69,2.7814,38,40,42,45,47,50,53,-0.0304,0.061,0.190,0.269,0.293,0.186,0.219,1,1,1
524,458.0,414,33,2.6432,8,8,9,9,10,10,11,-0.0437,0.056,0.158,0.249,0.297,0.240,0.273,1,1,1
525,429.0,403,26,2.4937,113,119,126,134,141,149,158,-0.0608,0.049,0.136,0.236,0.312,0.267,0.301,1,1,1
526,618.0,503,93,2.5312,16,17,18,19,20,21,22,-0.0260,0.067,0.142,0.301,0.292,0.198,0.231,1,1,0
527,688.0,563,82,2.4168,11,12,12,13,14,14,15,0.0131,0.065,0.144,0.334,0.303,0.154,0.188,1,1,1
528,467.0,420,24,2.3456,11,12,12,13,14,14,15,0.0188,0.058,0.138,0.369,0.280,0.156,0.187,1,1,1
529,361.0,323,38,2.2432,6,6,7,7,7,8,8,-0.0931,0.042,0.122,0.195,0.315,0.327,0.362,1,1,1
530,630.0,414,123,2.1176,21,22,23,25,26,27,29,0.0136,0.048,0.124,0.440,0.246,0.141,0.168,1,1,1
531,273.0,241,32,1.9862,131,139,147,155,164,174,184,0.0267,0.051,0.111,0.369,0.280,0.189,0.220,1,1,1
532,236.0,188,47,2.2963,129,136,144,153,162,171,181,-0.0229,0.058,0.143,0.445,0.215,0.139,0.163,1,1,1
533,447.0,244,203,2.7945,206,218,231,244,258,273,289,-0.0413,0.081,0.190,0.417,0.206,0.106,0.128,1,1,1
534,475.0,354,71,2.4350,152,161,170,180,190,201,213,0.0024,0.058,0.157,0.361,0.251,0.173,0.200,1,1,1
535,331.0,190,77,2.5457,8,8,9,9,10,10,11,-0.0464,0.070,0.188,0.381,0.229,0.132,0.157,1,1,1
536,230.0,139,25,3.1701,24,25,27,29,30,32,34,-0.0981,0.088,0.233,0.417,0.192,0.071,0.092,1,1,1
537,410.0,85,259,2.2049,22,23,25,26,28,29,31,-0.0845,0.075,0.176,0.372,0.210,0.168,0.191,1,1,1
538,164.2,117,40,2.3453,163,172,182,193,204,216,228,0.0074,0.078,0.198,0.405,0.218,0.100,0.124,1,1,1
539,508.1,76,359,2.3392,78,82,87,92,97,103,109,0.0079,0.078,0.198,0.404,0.219,0.100,0.124,1,1,1
540,329.0,228,87,2.1799,67,71,75,79,84,89,94,0.0318,0.052,0.129,0.412,0.267,0.139,0.169,1,1,1
541,531.0,328,174,2.5548,219,232,245,259,274,290,307,-0.0688,0.058,0.145,0.290,0.278,0.229,0.260,1,1,1
542,252.0,189,48,2.4063,83,88,93,98,104,110,116,0.0214,0.069,0.152,0.398,0.270,0.111,0.141,1,1,1
543,369.0,162,192,2.3786,1362,1441,1524,1612,1705,1804,1908,0.1208,0.035,0.330,0.415,0.162,0.058,0.076,1,1,1
544,391.0,256,74,2.4827,46,49,51,54,57,61,64,0.0082,0.048,0.124,0.472,0.222,0.134,0.159,1,1,1
545,236.0,162,58,2.2608,1045,1105,1169,1237,1308,1384,1464,-0.0576,0.034,0.260,0.414,0.165,0.127,0.145,1,1,1
546,470.0,161,200,2.1056,167,177,187,198,209,221,234,-0.0977,0.043,0.183,0.477,0.202,0.095,0.117,1,1,1
547,475.0,261,196,3.0178,67,71,75,79,84,89,94,-0.0765,0.081,0.231,0.349,0.216,0.124,0.148,1,1,1
548,455.0,307,83,2.7253,266,281,298,315,333,353,373,-0.0335,0.066,0.210,0.364,0.211,0.149,0.172,1,1,1
549,199.0,101,87,2.3570,88,93,98,104,110,116,123,-0.0548,0.066,0.164,0.412,0.195,0.163,0.185,1,1,1
550,205.0,180,24,3.0227,63,67,70,74,79,83,88,-0.0334,0.081,0.220,0.389,0.211,0.098,0.121,1,1,1
551,371.0,223,85,3.4156,87,92,97,103,109,115,122,-0.1059,0.093,0.234,0.392,0.184,0.097,0.117,1,1,1
552,151.0,125,14,3.7692,0,0,0,0,0,0,0,-0.1334,0.101,0.269,0.388,0.177,0.065,0.085,1,1,1
553,205.0,114,18,4.1501,40,42,45,47,50,53,56,-0.1153,0.088,0.291,0.369,0.180,0.071,0.091,1,1,1
554,182.0,154,25,2.5178,759,803,849,898,950,1005,1063,0.0180,0.046,0.142,0.483,0.260,0.069,0.098,1,1,1
555,302.0,165,72,2.6749,231,244,259,274,289,306,324,-0.0546,0.079,0.214,0.485,0.170,0.051,0.070,1,1,1
556,61.0,24,37,2.4674,2971,3143,3324,3516,3720,3935,4162,-0.1539,0.035,0.375,0.459,0.104,0.028,0.039,1,1,1
557,179.0,21,158,1.8974,96,101,107,113,120,127,134,-0.0356,0.043,0.112,0.516,0.209,0.120,0.143,1,1,1
558,408.0,47,233,1.9762,21,22,23,25,26,27,29,0.0500,0.044,0.162,0.381,0.219,0.194,0.218,1,1,1
559,381.0,287,48,3.0018,9,10,10,11,12,12,13,-0.0441,0.074,0.206,0.384,0.233,0.103,0.128,1,1,1
560,254.0,172,18,3.8174,233,246,261,276,291,308,326,-0.1245,0.092,0.273,0.410,0.160,0.067,0.084,1,1,1
561,283.0,91,184,2.7663,1,1,1,1,1,1,1,0.0748,0.076,0.217,0.467,0.169,0.071,0.090,1,1,1
562,170.0,105,32,3.6607,89,94,100,105,112,118,125,-0.0972,0.095,0.281,0.378,0.178,0.069,0.088,1,1,1
563,1599.0,387,932,2.5863,717,758,802,848,897,949,1004,-0.1140,0.065,0.190,0.395,0.245,0.104,0.131,1,1,1
564,580.0,302,175,2.8733,24,25,27,29,30,32,34,-0.0580,0.103,0.228,0.392,0.183,0.093,0.113,1,1,1
565,307.0,185,23,2.4612,0,0,0,0,0,0,0,-0.0281,0.073,0.107,0.444,0.215,0.162,0.185,1,1,1
566,1079.0,424,110,2.4332,1,1,1,1,1,1,1,-0.1408,0.042,0.107,0.231,0.308,0.312,0.346,1,1,1
567,444.0,173,222,3.4135,112,118,125,133,140,148,157,-0.0942,0.077,0.239,0.342,0.240,0.102,0.129,1,1,1
568,345.0,269,28,3.8250,20,21,22,24,25,26,28,-0.1129,0.085,0.254,0.376,0.206,0.079,0.102,1,1,1
569,148.0,113,10,4.4438,6,6,7,7,7,8,8,-0.1634,0.099,0.312,0.361,0.175,0.053,0.072,1,1,1
570,145.0,104,19,4.0472,11,12,12,13,14,14,15,-0.1400,0.096,0.263,0.386,0.183,0.073,0.093,1,1,1
571,284.0,156,8,4.7097,10,11,11,12,13,13,14,-0.1430,0.079,0.285,0.341,0.222,0.073,0.098,1,1,1
572,377.0,196,54,4.8013,7,7,8,8,9,9,10,-0.1250,0.073,0.264,0.353,0.223,0.086,0.111,1,1,1
573,340.0,215,5,3.9373,45,48,50,53,56,60,63,-0.0547,0.055,0.217,0.335,0.302,0.092,0.125,1,1,1
574,284.0,161,22,3.7225,67,71,75,79,84,89,94,-0.1748,0.076,0.232,0.366,0.237,0.089,0.115,1,1,1
575,410.0,155,29,4.3294,49,52,55,58,62,65,69,-0.0875,0.057,0.253,0.332,0.279,0.079,0.110,1,1,1
576,267.0,227,29,4.2664,50,53,56,59,63,66,70,-0.0764,0.062,0.238,0.332,0.284,0.084,0.115,1,1,1
577,232.0,199,21,4.7394,63,67,70,74,79,83,88,-0.0981,0.071,0.266,0.351,0.230,0.081,0.107,1,1,1
578,268.0,218,45,3.6726,0,0,0,0,0,0,0,-0.0959,0.092,0.249,0.428,0.177,0.055,0.074,1,1,1
579,437.0,62,82,3.2381,35,37,39,41,44,46,49,-0.0798,0.083,0.262,0.348,0.234,0.073,0.099,1,1,1
580,201.0,72,82,4.3484,1,1,1,1,1,1,1,-0.1295,0.101,0.321,0.357,0.152,0.069,0.086,1,1,1
581,214.0,141,6,4.6637,7,7,8,8,9,9,10,-0.1278,0.083,0.277,0.352,0.211,0.077,0.101,1,1,1
582,353.0,273,40,3.8299,183,194,205,216,229,242,256,-0.1236,0.081,0.256,0.345,0.203,0.115,0.138,1,1,1
583,617.0,333,199,4.2961,33,35,37,39,41,44,46,-0.0534,0.070,0.258,0.331,0.238,0.103,0.130,1,1,1
584,424.0,184,182,4.9699,18,19,20,21,22,24,25,-0.1563,0.074,0.247,0.347,0.237,0.095,0.121,1,1,1
585,187.0,138,19,5.3672,5,5,6,6,6,7,7,-0.1212,0.080,0.299,0.349,0.199,0.073,0.095,1,1,1
586,274.0,196,78,5.5817,4,4,5,5,5,6,6,-0.1568,0.084,0.289,0.343,0.210,0.074,0.097,1,1,1
587,93.0,84,9,5.8414,9,10,10,11,12,12,13,-0.1167,0.087,0.275,0.363,0.194,0.081,0.102,1,1,1
588,248.0,209,18,5.2347,10,11,11,12,13,13,14,-0.1882,0.073,0.299,0.315,0.227,0.087,0.112,1,1,1
589,256.0,157,27,4.4543,0,0,0,0,0,0,0,-0.0387,0.076,0.275,0.355,0.204,0.091,0.113,1,1,1
590,180.0,70,60,4.8151,0,0,0,0,0,0,0,-0.1190,0.088,0.314,0.346,0.182,0.071,0.091,1,1,1
591,357.0,251,61,4.3572,80,85,89,95,100,106,112,-0.1438,0.096,0.280,0.358,0.169,0.097,0.116,1,1,1
592,293.0,129,4,3.8034,2,2,2,2,3,3,3,-0.1282,0.085,0.243,0.342,0.210,0.120,0.143,1,1,1
593,335.0,104,185,3.3922,112,118,125,133,140,148,157,-0.1474,0.082,0.210,0.370,0.205,0.134,0.156,1,1,1
594,190.0,156,21,4.0269,78,82,87,92,97,103,109,-0.1078,0.086,0.269,0.364,0.208,0.073,0.096,1,1,1
595,275.0,148,65,2.9777,257,272,288,304,322,340,360,-0.1350,0.082,0.208,0.329,0.194,0.186,0.208,1,1,1
596,298.0,111,92,3.7541,7,7,8,8,9,9,10,-0.1210,0.064,0.258,0.313,0.266,0.099,0.128,1,1,1
597,222.0,110,108,3.7324,12,13,13,14,15,16,17,-0.1432,0.074,0.285,0.335,0.233,0.073,0.098,1,1,1
598,517.0,267,155,3.4844,30,32,34,35,38,40,42,0.0343,0.059,0.200,0.339,0.298,0.104,0.137,1,1,1
599,291.0,230,12,3.5323,21,22,23,25,26,27,29,-0.0244,0.066,0.200,0.362,0.280,0.092,0.123,1,1,1
600,288.0,277,3,3.7023,27,29,30,32,34,36,38,0.0040,0.064,0.206,0.324,0.301,0.105,0.139,1,1,1
601,544.0,217,121,3.0753,1,1,1,1,1,1,1,0.0161,0.086,0.156,0.443,0.223,0.092,0.117,1,1,1
602,360.4,68,167,3.2273,100,106,112,118,125,132,140,-0.1077,0.072,0.190,0.329,0.289,0.120,0.151,1,1,1
603,399.2,10,305,3.2170,17,18,19,20,21,23,24,-0.1093,0.073,0.190,0.330,0.288,0.120,0.151,1,1,1
604,317.0,74,217,3.2257,108,114,121,128,135,143,151,-0.1079,0.072,0.190,0.330,0.289,0.119,0.151,1,1,1
605,1133.0,321,480,2.8814,43,45,48,51,54,57,60,-0.0228,0.086,0.173,0.467,0.209,0.065,0.088,1,1,1
606,499.0,185,243,3.5016,13,14,14,15,16,17,18,-0.0443,0.066,0.212,0.335,0.280,0.107,0.138,1,1,1
607,642.0,130,474,2.7592,0,0,0,0,0,0,0,-0.1444,0.046,0.128,0.612,0.177,0.038,0.057,1,1,1
608,810.9,32,712,2.7609,522,552,584,618,653,691,731,-0.1447,0.046,0.127,0.612,0.177,0.038,0.057,1,1,1
609,461.0,312,113,3.5052,6,6,7,7,7,8,8,0.0063,0.060,0.209,0.321,0.309,0.101,0.135,1,1,1
610,147.0,49,33,2.5506,0,0,0,0,0,0,0,-0.0054,0.074,0.135,0.365,0.215,0.211,0.235,1,1,1
611,434.0,302,72,3.4825,7,7,8,8,9,9,10,-0.0415,0.068,0.211,0.334,0.270,0.117,0.147,1,1,1
612,442.0,176,152,2.8549,0,0,0,0,0,0,0,-0.0341,0.078,0.137,0.449,0.237,0.100,0.126,1,1,1
613,218.0,164,35,3.6720,12,13,13,14,15,16,17,-0.1060,0.066,0.213,0.351,0.249,0.122,0.149,1,1,1
614,410.0,249,132,3.5927,6,6,7,7,7,8,8,-0.0365,0.060,0.202,0.343,0.296,0.099,0.132,1,1,1
615,4186.0,519,23,3.4016,7,7,8,8,9,9,10,-0.0018,0.057,0.224,0.312,0.333,0.074,0.111,1,1,0
616,242.0,127,73,3.8443,11,12,12,13,14,14,15,-0.0458,0.077,0.226,0.369,0.254,0.075,0.103,1,1,1
617,258.0,147,59,3.8272,10,11,11,12,13,13,14,-0.0667,0.073,0.249,0.360,0.235,0.083,0.109,1,1,1
618,2260.0,385,8,3.6383,0,0,0,0,0,0,0,-0.0515,0.067,0.236,0.306,0.306,0.085,0.119,1,0,0
619,298.0,221,30,3.4048,3,3,3,3,4,4,4,-0.0075,0.069,0.217,0.326,0.292,0.096,0.128,1,1,1
620,282.0,105,94,3.3902,11,12,12,13,14,14,15,-0.0030,0.075,0.206,0.356,0.271,0.092,0.122,1,1,1
621,265.0,158,61,3.7137,9,10,10,11,12,12,13,-0.0530,0.075,0.214,0.333,0.266,0.112,0.141,1,1,1
622,336.0,286,49,3.6321,20,21,22,24,25,26,28,-0.0108,0.061,0.215,0.329,0.306,0.088,0.122,1,1,1
623,399.0,348,16,3.4070,18,19,20,21,22,24,25,0.0010,0.064,0.221,0.341,0.301,0.073,0.106,1,1,1
624,234.0,154,6,3.4933,28,30,31,33,35,37,39,-0.0048,0.064,0.195,0.302,0.336,0.102,0.139,1,1,1
625,328.0,220,25,3.5351,9,10,10,11,12,12,13,-0.0192,0.058,0.201,0.369,0.272,0.100,0.130,1,1,1
626,355.0,292,62,3.6786,26,27,29,31,32,34,36,-0.0466,0.061,0.218,0.313,0.304,0.104,0.137,1,1,1
627,421.0,300,42,3.2434,20,21,22,24,25,26,28,-0.0446,0.058,0.192,0.321,0.314,0.115,0.150,1,1,1
628,4328.0,822,103,3.0226,3,3,3,3,4,4,4,-0.0055,0.047,0.185,0.274,0.338,0.156,0.193,1,1,1
629,739.0,569,52,2.9136,24,25,27,29,30,32,34,-0.0507,0.051,0.167,0.280,0.313,0.189,0.223,1,0,0
