zone_id,gqpop10,gqpop15,gqpop20,gqpop25,gqpop30,gqpop35,gqpop40,zonal_emp_sh_resid10,sh_age0004,sh_age0519,sh_age2044,sh_age4564,sh_age65up,sh_62plus
597,12,13,13,14,15,16,17,-0.1432,0.074,0.285,0.335,0.233,0.073,0.098
598,30,32,34,35,38,40,42,0.0343,0.059,0.200,0.339,0.298,0.104,0.137
599,21,22,23,25,26,27,29,-0.0244,0.066,0.200,0.362,0.280,0.092,0.123
600,27,29,30,32,34,36,38,0.0040,0.064,0.206,0.324,0.301,0.105,0.139
601,1,1,1,1,1,1,1,0.0161,0.086,0.156,0.443,0.223,0.092,0.117
602,100,106,112,118,125,132,140,-0.1077,0.072,0.190,0.329,0.289,0.120,0.151
603,17,18,19,20,21,23,24,-0.1093,0.073,0.190,0.330,0.288,0.120,0.151
604,108,114,121,128,135,143,151,-0.1079,0.072,0.190,0.330,0.289,0.119,0.151
605,43,45,48,51,54,57,60,-0.0228,0.086,0.173,0.467,0.209,0.065,0.088
606,13,14,14,15,16,17,18,-0.0443,0.066,0.212,0.335,0.280,0.107,0.138
607,2084,2204,2331,2465,2607,2756,2915,-0.1444,0.046,0.128,0.612,0.177,0.038,0.057
608,522,552,584,617,653,690,730,-0.1447,0.046,0.127,0.612,0.177,0.038,0.057
609,6,6,7,7,7,8,8,0.0063,0.060,0.209,0.321,0.309,0.101,0.135
610,0,0,0,0,0,0,0,-0.0054,0.074,0.135,0.365,0.215,0.211,0.235
611,7,7,8,8,9,9,10,-0.0415,0.068,0.211,0.334,0.270,0.117,0.147
612,0,0,0,0,0,0,0,-0.0341,0.078,0.137,0.449,0.237,0.100,0.126
613,12,13,13,14,15,16,17,-0.1060,0.066,0.213,0.351,0.249,0.122,0.149
614,6,6,7,7,7,8,8,-0.0365,0.060,0.202,0.343,0.296,0.099,0.132
615,7,7,8,8,9,9,10,-0.0018,0.057,0.224,0.312,0.333,0.074,0.111
616,11,12,12,13,14,14,15,-0.0458,0.077,0.226,0.369,0.254,0.075,0.103
617,10,11,11,12,13,13,14,-0.0667,0.073,0.249,0.360,0.235,0.083,0.109
618,0,0,0,0,0,0,0,-0.0515,0.067,0.236,0.306,0.306,0.085,0.119
619,3,3,3,3,4,4,4,-0.0075,0.069,0.217,0.326,0.292,0.096,0.128
620,11,12,12,13,14,14,15,-0.0030,0.075,0.206,0.356,0.271,0.092,0.122
621,9,10,10,11,12,12,13,-0.0530,0.075,0.214,0.333,0.266,0.112,0.141
622,20,21,22,24,25,26,28,-0.0108,0.061,0.215,0.329,0.306,0.088,0.122
623,18,19,20,21,22,24,25,0.0010,0.064,0.221,0.341,0.301,0.073,0.106
624,28,30,31,33,35,37,39,-0.0048,0.064,0.195,0.302,0.336,0.102,0.139
625,9,10,10,11,12,12,13,-0.0192,0.058,0.201,0.369,0.272,0.100,0.130
626,26,27,29,31,32,34,36,-0.0466,0.061,0.218,0.313,0.304,0.104,0.137
627,20,21,22,24,25,26,28,-0.0446,0.058,0.192,0.321,0.314,0.115,0.150
628,3,3,3,3,4,4,4,-0.0055,0.047,0.185,0.274,0.338,0.156,0.193
629,24,25,27,29,30,32,34,-0.0507,0.051,0.167,0.280,0.313,0.189,0.223
630,165,175,185,195,206,218,231,-0.0986,0.064,0.215,0.321,0.272,0.127,0.157
631,13,14,14,15,16,17,18,-0.0180,0.076,0.214,0.353,0.278,0.079,0.110
632,24,25,27,29,30,32,34,-0.0543,0.067,0.178,0.334,0.279,0.142,0.173
633,42,44,47,50,53,56,59,-0.1032,0.077,0.235,0.336,0.219,0.133,0.157
634,0,0,0,0,0,0,0,-0.1354,0.089,0.255,0.368,0.205,0.083,0.106
635,328,347,367,388,410,434,459,-0.1438,0.073,0.272,0.338,0.205,0.112,0.135
636,5,5,6,6,6,7,7,-0.1424,0.081,0.266,0.336,0.221,0.095,0.120
637,17,18,19,20,21,23,24,0.0132,0.047,0.185,0.252,0.373,0.143,0.185
638,56,59,63,66,70,74,78,-0.1463,0.079,0.276,0.340,0.210,0.095,0.118
639,19,20,21,23,24,25,27,-0.1021,0.084,0.278,0.355,0.195,0.089,0.110
640,0,0,0,0,0,0,0,-0.1205,0.058,0.269,0.329,0.244,0.100,0.127
641,0,0,0,0,0,0,0,-0.0996,0.082,0.263,0.327,0.228,0.100,0.125
642,4,4,5,5,5,6,6,-0.0009,0.057,0.209,0.287,0.347,0.100,0.138
643,44,47,49,52,55,59,62,-0.0526,0.065,0.237,0.306,0.281,0.112,0.143
644,31,33,35,37,39,41,43,0.0587,0.055,0.250,0.305,0.282,0.108,0.139
645,40,42,45,47,50,53,56,-0.0964,0.064,0.248,0.311,0.289,0.087,0.119
646,14,15,16,17,18,19,20,-0.0451,0.056,0.247,0.298,0.312,0.087,0.121
647,0,0,0,0,0,0,0,-0.0311,0.058,0.235,0.280,0.353,0.074,0.113
648,0,0,0,0,0,0,0,-0.0582,0.085,0.239,0.359,0.246,0.070,0.098
649,34,36,38,40,43,45,48,-0.0102,0.066,0.274,0.328,0.254,0.078,0.106
650,25,26,28,30,31,33,35,-0.0519,0.077,0.238,0.360,0.249,0.075,0.103
651,115,122,129,136,144,152,161,-0.0789,0.073,0.258,0.347,0.248,0.076,0.103
652,17,18,19,20,21,23,24,0.0138,0.058,0.237,0.306,0.291,0.108,0.140
653,48,51,54,57,60,63,67,0.0253,0.102,0.222,0.371,0.237,0.067,0.093
654,6,6,7,7,7,8,8,-0.1228,0.040,0.118,0.154,0.269,0.418,0.448
655,24,25,27,29,30,32,34,-0.0096,0.095,0.206,0.354,0.290,0.055,0.087
656,29,31,33,34,37,39,41,0.0238,0.090,0.207,0.384,0.274,0.046,0.076
657,10,11,11,12,13,13,14,-0.0600,0.081,0.241,0.380,0.237,0.060,0.086
658,0,0,0,0,0,0,0,0.0187,0.071,0.234,0.299,0.314,0.082,0.117
659,0,0,0,0,0,0,0,-0.0472,0.067,0.229,0.328,0.307,0.069,0.103
660,15,16,17,18,19,20,21,-0.0286,0.070,0.250,0.317,0.291,0.072,0.104
661,30,32,34,35,38,40,42,-0.0129,0.065,0.227,0.310,0.306,0.092,0.126
662,8,8,9,9,10,10,11,-0.0186,0.065,0.232,0.319,0.323,0.061,0.097
663,0,0,0,0,0,0,0,0.0200,0.056,0.253,0.300,0.326,0.065,0.101
664,34,36,38,40,43,45,48,0.0346,0.072,0.234,0.346,0.274,0.073,0.104
665,47,50,53,56,59,62,66,-0.0149,0.063,0.217,0.325,0.305,0.090,0.124
666,7,7,8,8,9,9,10,-0.1088,0.070,0.197,0.344,0.248,0.140,0.168
667,8,8,9,9,10,10,11,-0.0463,0.081,0.239,0.426,0.214,0.040,0.063
668,23,24,26,27,29,30,32,0.0263,0.065,0.212,0.342,0.308,0.073,0.107
669,18,19,20,21,22,24,25,-0.1149,0.091,0.275,0.341,0.224,0.069,0.093
670,22,23,25,26,28,29,31,-0.0550,0.073,0.251,0.341,0.259,0.075,0.104
671,60,63,67,71,75,79,84,-0.0122,0.071,0.161,0.502,0.213,0.053,0.077
672,55,58,62,65,69,73,77,-0.0208,0.069,0.211,0.356,0.286,0.078,0.110
673,2,2,2,2,3,3,3,-0.0009,0.075,0.208,0.354,0.257,0.107,0.136
674,29,31,33,34,37,39,41,0.0172,0.062,0.227,0.306,0.318,0.087,0.123
675,31,33,35,37,39,41,43,-0.0244,0.066,0.215,0.316,0.313,0.089,0.124
676,63,67,70,74,79,83,88,-0.0378,0.066,0.195,0.378,0.260,0.101,0.129
677,0,0,0,0,0,0,0,-0.0521,0.068,0.202,0.357,0.207,0.167,0.190
678,13,14,14,15,16,17,18,0.0553,0.048,0.206,0.267,0.393,0.086,0.130
679,25,26,28,30,31,33,35,0.0107,0.064,0.208,0.322,0.303,0.104,0.137
680,27,29,30,32,34,36,38,-0.0052,0.063,0.220,0.313,0.330,0.075,0.111
681,141,149,158,167,176,186,197,-0.0648,0.062,0.168,0.286,0.258,0.226,0.255
682,5,5,6,6,6,7,7,-0.0141,0.064,0.208,0.291,0.305,0.131,0.165
683,81,86,91,96,101,107,113,-0.0204,0.059,0.189,0.283,0.299,0.171,0.204
684,27,29,30,32,34,36,38,-0.0137,0.068,0.199,0.340,0.261,0.132,0.161
685,18,19,20,21,22,24,25,-0.0059,0.063,0.220,0.355,0.259,0.104,0.132
686,5,5,6,6,6,7,7,-0.0376,0.061,0.180,0.358,0.268,0.133,0.162
687,8,8,9,9,10,10,11,0.0062,0.071,0.172,0.365,0.283,0.108,0.140
688,32,34,36,38,40,43,45,-0.0381,0.083,0.220,0.353,0.236,0.108,0.134
689,9,10,10,11,12,12,13,0.0519,0.054,0.212,0.242,0.389,0.103,0.146
690,22,23,25,26,28,29,31,0.0241,0.053,0.200,0.227,0.391,0.129,0.172
691,0,0,0,0,0,0,0,0.0000,0.054,0.194,0.204,0.366,0.182,0.222
692,0,0,0,0,0,0,0,-0.0397,0.060,0.192,0.238,0.359,0.152,0.192
693,0,0,0,0,0,0,0,-0.0612,0.059,0.212,0.255,0.324,0.150,0.186
694,8,8,9,9,10,10,11,0.0383,0.052,0.250,0.246,0.377,0.074,0.115
695,0,0,0,0,0,0,0,0.0235,0.057,0.232,0.251,0.380,0.080,0.122
696,41,43,46,48,51,54,57,0.0111,0.049,0.221,0.281,0.340,0.108,0.146
697,103,109,115,122,129,136,144,-0.0815,0.041,0.292,0.254,0.303,0.110,0.143
698,48,51,54,57,60,63,67,0.0088,0.063,0.241,0.277,0.346,0.073,0.111
699,0,0,0,0,0,0,0,0.0134,0.065,0.228,0.272,0.359,0.076,0.115
700,43,45,48,51,54,57,60,-0.0826,0.082,0.262,0.323,0.225,0.109,0.133
701,9,10,10,11,12,12,13,-0.0458,0.066,0.225,0.255,0.309,0.145,0.179
702,229,242,256,271,286,303,320,-0.0922,0.080,0.245,0.331,0.239,0.104,0.131
703,8,8,9,9,10,10,11,0.0359,0.056,0.247,0.257,0.369,0.072,0.112
704,0,0,0,0,0,0,0,0.0001,0.042,0.196,0.232,0.409,0.122,0.167
705,33,35,37,39,41,44,46,-0.0291,0.076,0.256,0.312,0.265,0.092,0.121
706,13,14,14,15,16,17,18,0.0108,0.071,0.267,0.308,0.255,0.100,0.128
707,229,242,256,271,286,303,320,-0.1359,0.093,0.304,0.332,0.172,0.099,0.118
708,34,36,38,40,43,45,48,-0.0873,0.069,0.235,0.288,0.267,0.141,0.171
709,405,428,453,479,506,535,566,-0.1666,0.099,0.281,0.356,0.178,0.087,0.106
710,105,111,117,124,131,139,147,-0.1352,0.096,0.269,0.364,0.219,0.052,0.076
711,0,0,0,0,0,0,0,-0.0219,0.096,0.241,0.329,0.281,0.054,0.085
712,143,151,160,169,179,189,200,-0.0553,0.056,0.227,0.260,0.337,0.120,0.157
713,13,14,14,15,16,17,18,-0.0477,0.047,0.227,0.254,0.358,0.114,0.154
714,39,41,44,46,49,52,55,0.0355,0.047,0.172,0.284,0.350,0.147,0.186
715,95,100,106,112,119,126,133,0.0232,0.102,0.187,0.399,0.244,0.069,0.096
716,26,27,29,31,32,34,36,-0.1035,0.059,0.167,0.301,0.269,0.204,0.234
717,33,35,37,39,41,44,46,-0.0526,0.068,0.214,0.352,0.228,0.137,0.163
718,9,10,10,11,12,12,13,0.0234,0.084,0.235,0.372,0.259,0.050,0.079
719,14,15,16,17,18,19,20,-0.0025,0.090,0.203,0.408,0.210,0.089,0.112
720,13,14,14,15,16,17,18,0.0651,0.070,0.244,0.395,0.246,0.045,0.073
721,98,104,110,116,123,130,137,0.0387,0.080,0.190,0.394,0.264,0.071,0.101
722,31,33,35,37,39,41,43,-0.0618,0.082,0.213,0.406,0.215,0.084,0.108
723,22,23,25,26,28,29,31,0.0036,0.064,0.190,0.356,0.286,0.103,0.135
724,117,124,131,139,147,155,164,0.0458,0.060,0.161,0.344,0.282,0.153,0.185
725,13,14,14,15,16,17,18,0.0808,0.060,0.222,0.250,0.386,0.083,0.126
726,0,0,0,0,0,0,0,-0.0037,0.063,0.214,0.318,0.316,0.090,0.125
727,142,150,159,168,178,188,199,-0.0943,0.065,0.206,0.339,0.264,0.126,0.155
728,0,0,0,0,0,0,0,0.0532,0.073,0.216,0.366,0.281,0.063,0.095
729,0,0,0,0,0,0,0,0.0245,0.068,0.162,0.459,0.236,0.074,0.100
730,5669,5995,6340,6704,7090,7498,7929,-0.2020,0.034,0.066,0.701,0.187,0.011,0.032
731,1,1,1,1,1,1,1,-0.1270,0.065,0.149,0.516,0.234,0.036,0.062
732,38,40,42,45,47,50,53,-0.1435,0.075,0.211,0.395,0.250,0.069,0.097
733,59,62,66,70,74,78,83,-0.1657,0.070,0.215,0.377,0.250,0.089,0.117
734,8,8,9,9,10,10,11,-0.0920,0.058,0.199,0.341,0.319,0.083,0.119
735,0,0,0,0,0,0,0,0.1444,0.054,0.181,0.309,0.357,0.099,0.139
736,12,13,13,14,15,16,17,0.1105,0.059,0.211,0.316,0.320,0.094,0.130
737,27,29,30,32,34,36,38,0.0879,0.071,0.219,0.324,0.321,0.065,0.101
738,13,14,14,15,16,17,18,0.1195,0.061,0.260,0.288,0.333,0.058,0.096
739,118,125,132,140,148,156,165,0.0057,0.065,0.138,0.431,0.199,0.166,0.188
740,15,16,17,18,19,20,21,0.0926,0.052,0.202,0.275,0.335,0.136,0.173
741,60,63,67,71,75,79,84,0.1104,0.050,0.230,0.282,0.353,0.085,0.125
742,11,12,12,13,14,14,15,0.1023,0.077,0.196,0.422,0.250,0.054,0.082
743,61,64,68,72,76,80,85,0.0724,0.081,0.205,0.380,0.243,0.090,0.118
744,139,147,155,164,174,184,194,0.0429,0.068,0.175,0.350,0.249,0.158,0.186
745,0,0,0,0,0,0,0,0.0649,0.062,0.192,0.300,0.304,0.142,0.176
746,0,0,0,0,0,0,0,0.0968,0.067,0.251,0.285,0.333,0.064,0.101
747,0,0,0,0,0,0,0,0.1767,0.064,0.211,0.296,0.360,0.070,0.110
748,0,0,0,0,0,0,0,0.0739,0.081,0.205,0.352,0.284,0.078,0.110
749,6,6,7,7,7,8,8,0.0360,0.080,0.157,0.439,0.252,0.073,0.101
750,1,1,1,1,1,1,1,-0.0172,0.143,0.143,0.500,0.143,0.071,0.067
751,1,1,1,1,1,1,1,-0.0172,0.143,0.143,0.500,0.143,0.071,0.067
752,3,3,3,3,4,4,4,0.0187,0.117,0.163,0.503,0.169,0.048,0.067
753,9,10,10,11,12,12,13,0.0869,0.065,0.234,0.309,0.324,0.068,0.104
754,76,80,85,90,95,100,106,0.1048,0.058,0.261,0.312,0.273,0.096,0.126
755,70,74,78,83,88,93,98,0.0390,0.064,0.233,0.310,0.300,0.092,0.125
756,12,13,13,14,15,16,17,-0.0396,0.050,0.224,0.283,0.289,0.154,0.186
757,8,8,9,9,10,10,11,0.0127,0.079,0.220,0.390,0.237,0.074,0.101
758,22,23,25,26,28,29,31,0.0136,0.070,0.210,0.371,0.243,0.106,0.133
759,19,20,21,23,24,25,27,0.0217,0.076,0.186,0.394,0.237,0.106,0.133
760,7,7,8,8,9,9,10,-0.0098,0.077,0.206,0.388,0.218,0.111,0.136
761,120,127,134,142,150,159,168,0.0127,0.071,0.191,0.419,0.208,0.111,0.134
762,14,15,16,17,18,19,20,0.0770,0.078,0.200,0.443,0.210,0.068,0.092
763,3,3,3,3,4,4,4,-0.0323,0.088,0.138,0.510,0.161,0.102,0.120
764,249,263,278,294,311,329,348,-0.0347,0.070,0.196,0.375,0.230,0.128,0.154
765,18,19,20,21,22,24,25,0.0895,0.072,0.192,0.346,0.285,0.104,0.136
766,8,8,9,9,10,10,11,0.0002,0.054,0.181,0.305,0.276,0.185,0.216
767,12,13,13,14,15,16,17,0.0229,0.063,0.185,0.391,0.275,0.086,0.117
768,40,42,45,47,50,53,56,-0.0163,0.080,0.227,0.389,0.238,0.067,0.093
769,43,45,48,51,54,57,60,0.0184,0.117,0.163,0.502,0.170,0.048,0.067
770,18,19,20,21,22,24,25,-0.0166,0.070,0.226,0.354,0.254,0.096,0.124
771,16,17,18,19,20,21,22,-0.0040,0.058,0.189,0.300,0.296,0.158,0.191
772,14,15,16,17,18,19,20,-0.0802,0.077,0.219,0.406,0.206,0.092,0.115
773,46,49,51,54,57,61,64,-0.0381,0.081,0.222,0.435,0.191,0.070,0.091
774,141,149,158,167,176,186,197,-0.0088,0.081,0.162,0.467,0.204,0.085,0.108
775,157,166,176,186,197,208,220,-0.0134,0.071,0.184,0.365,0.234,0.146,0.172
776,24,25,27,29,30,32,34,-0.0162,0.064,0.178,0.367,0.261,0.130,0.159
777,343,363,384,406,429,454,480,-0.0345,0.075,0.119,0.485,0.158,0.163,0.181
778,5,5,6,6,6,7,7,0.0826,0.078,0.127,0.540,0.196,0.059,0.081
779,0,0,0,0,0,0,0,0.0412,0.058,0.231,0.282,0.310,0.119,0.153
780,11,12,12,13,14,14,15,0.0520,0.064,0.236,0.277,0.324,0.100,0.136
781,71,75,79,84,89,94,99,0.0679,0.052,0.198,0.312,0.295,0.142,0.175
782,36,38,40,42,45,47,50,0.0299,0.069,0.170,0.388,0.265,0.109,0.138
783,7,7,8,8,9,9,10,0.0815,0.071,0.132,0.457,0.268,0.072,0.102
784,31,33,35,37,39,41,43,0.0216,0.066,0.165,0.343,0.308,0.117,0.152
785,33,35,37,39,41,44,46,0.0255,0.071,0.204,0.410,0.220,0.095,0.119
786,23,24,26,27,29,30,32,0.0098,0.062,0.189,0.342,0.293,0.113,0.146
787,22,23,25,26,28,29,31,0.0592,0.069,0.179,0.390,0.274,0.088,0.119
788,16,17,18,19,20,21,22,0.0068,0.075,0.218,0.343,0.259,0.104,0.133
789,25,26,28,30,31,33,35,0.0521,0.072,0.199,0.347,0.303,0.080,0.114
790,9,10,10,11,12,12,13,0.0837,0.068,0.240,0.325,0.301,0.066,0.100
791,35,37,39,41,44,46,49,0.0054,0.075,0.245,0.374,0.234,0.072,0.098
792,79,83,88,93,99,104,110,0.0462,0.057,0.206,0.319,0.315,0.104,0.139
793,23,24,26,27,29,30,32,-0.0379,0.063,0.233,0.343,0.271,0.090,0.120
794,0,0,0,0,0,0,0,0.0332,0.116,0.207,0.412,0.203,0.062,0.085
795,0,0,0,0,0,0,0,-0.0428,0.079,0.241,0.401,0.210,0.069,0.092
796,61,64,68,72,76,80,85,0.0219,0.065,0.218,0.338,0.282,0.097,0.128
797,68,72,76,80,85,90,95,-0.0327,0.075,0.203,0.376,0.249,0.097,0.125
798,65,69,73,77,81,86,91,-0.0613,0.048,0.163,0.300,0.314,0.175,0.210
799,16,17,18,19,20,21,22,0.0810,0.073,0.177,0.367,0.304,0.079,0.113
800,47,50,53,56,59,62,66,-0.0114,0.061,0.190,0.360,0.247,0.142,0.170
801,47,50,53,56,59,62,66,-0.0049,0.078,0.178,0.430,0.243,0.072,0.099
802,26,27,29,31,32,34,36,-0.1386,0.088,0.275,0.378,0.169,0.088,0.107
803,62,66,69,73,78,82,87,0.0447,0.063,0.164,0.368,0.224,0.181,0.207
804,22,23,25,26,28,29,31,-0.0607,0.053,0.186,0.349,0.243,0.168,0.195
805,37,39,41,44,46,49,52,-0.0565,0.077,0.225,0.363,0.216,0.120,0.144
806,97,103,109,115,122,129,136,-0.0511,0.061,0.173,0.315,0.253,0.198,0.226
807,10,11,11,12,13,13,14,-0.0970,0.070,0.220,0.336,0.235,0.139,0.165
808,42,44,47,50,53,56,59,-0.1178,0.067,0.231,0.335,0.258,0.110,0.138
809,7,7,8,8,9,9,10,-0.0639,0.060,0.181,0.296,0.272,0.191,0.222
810,27,29,30,32,34,36,38,-0.0492,0.069,0.192,0.344,0.258,0.136,0.165
811,179,189,200,212,224,236,250,-0.0494,0.058,0.166,0.342,0.257,0.177,0.206
812,39,41,44,46,49,52,55,-0.0157,0.058,0.175,0.342,0.263,0.163,0.193
813,17,18,19,20,21,23,24,-0.0747,0.069,0.243,0.335,0.237,0.115,0.141
814,6,6,7,7,7,8,8,-0.0581,0.076,0.209,0.332,0.236,0.147,0.173
815,119,126,133,141,149,157,166,-0.1233,0.102,0.253,0.406,0.160,0.079,0.097
816,213,225,238,252,266,282,298,-0.1068,0.065,0.196,0.315,0.203,0.221,0.243
817,32,34,36,38,40,43,45,-0.0864,0.115,0.261,0.432,0.151,0.041,0.058
818,46,49,51,54,57,61,64,-0.0432,0.067,0.223,0.348,0.235,0.128,0.154
819,1,1,1,1,1,1,1,0.0050,0.085,0.206,0.414,0.217,0.078,0.102
820,52,55,58,62,65,69,73,0.0695,0.086,0.170,0.434,0.244,0.067,0.094
821,1094,1157,1223,1294,1368,1447,1530,0.0396,0.045,0.174,0.415,0.286,0.081,0.112
822,15,16,17,18,19,20,21,0.1077,0.039,0.160,0.239,0.356,0.207,0.246
823,49,52,55,58,62,65,69,0.0099,0.062,0.163,0.358,0.270,0.146,0.176
824,-1,-1,-1,-1,-1,-1,-1,0.0142,0.075,0.171,0.523,0.170,0.062,0.081
825,15,16,17,18,19,20,21,-0.0972,0.090,0.242,0.394,0.190,0.083,0.105
826,9,10,10,11,12,12,13,-0.0198,0.099,0.191,0.464,0.159,0.088,0.106
827,13,14,14,15,16,17,18,-0.0421,0.077,0.176,0.416,0.208,0.123,0.147
828,167,177,187,198,209,221,234,-0.0795,0.105,0.216,0.419,0.172,0.088,0.107
829,23,24,26,27,29,30,32,-0.0354,0.089,0.200,0.383,0.210,0.118,0.142
830,4,4,5,5,5,6,6,-0.1083,0.102,0.224,0.398,0.179,0.097,0.117
831,156,165,174,184,195,206,218,0.0030,0.107,0.208,0.405,0.194,0.087,0.108
832,4,4,5,5,5,6,6,-0.0926,0.059,0.201,0.317,0.238,0.185,0.211
833,27,29,30,32,34,36,38,-0.0623,0.057,0.204,0.307,0.254,0.178,0.206
834,5,5,6,6,6,7,7,-0.0495,0.049,0.177,0.291,0.256,0.227,0.256
835,19,20,21,23,24,25,27,-0.0569,0.065,0.204,0.341,0.246,0.143,0.171
836,13,14,14,15,16,17,18,-0.0723,0.073,0.175,0.332,0.225,0.195,0.220
837,446,472,499,528,558,590,624,-0.1070,0.086,0.191,0.406,0.211,0.106,0.129
838,37,39,41,44,46,49,52,-0.0813,0.077,0.158,0.377,0.209,0.178,0.201
839,148,157,166,175,185,196,207,-0.0566,0.066,0.145,0.366,0.205,0.218,0.241
840,115,122,129,136,144,152,161,0.0230,0.051,0.116,0.347,0.251,0.234,0.262
841,264,279,295,312,330,349,369,-0.0352,0.081,0.176,0.390,0.213,0.140,0.163
842,41,43,46,48,51,54,57,0.0214,0.084,0.150,0.405,0.212,0.150,0.173
843,127,134,142,150,159,168,178,0.0455,0.058,0.203,0.346,0.288,0.105,0.137
844,20,21,22,24,25,26,28,0.1435,0.059,0.182,0.302,0.351,0.105,0.144
845,107,113,120,127,134,142,150,0.0693,0.042,0.211,0.242,0.324,0.180,0.216
846,35,37,39,41,44,46,49,-0.0139,0.046,0.179,0.315,0.271,0.188,0.219
847,0,0,0,0,0,0,0,-0.0309,0.063,0.161,0.376,0.225,0.175,0.200
848,215,227,241,254,269,285,301,-0.0151,0.060,0.167,0.386,0.212,0.175,0.198
849,36,38,40,42,45,47,50,0.0049,0.058,0.197,0.274,0.271,0.199,0.230
850,14,15,16,17,18,19,20,0.0100,0.048,0.182,0.250,0.315,0.205,0.240
851,0,0,0,0,0,0,0,0.0566,0.040,0.184,0.227,0.339,0.210,0.248
852,7,7,8,8,9,9,10,0.0442,0.049,0.185,0.286,0.306,0.174,0.208
853,635,672,710,751,794,840,888,-0.0565,0.060,0.200,0.350,0.256,0.135,0.163
854,19,20,21,23,24,25,27,-0.0884,0.110,0.222,0.435,0.171,0.061,0.081
855,8,8,9,9,10,10,11,-0.1064,0.093,0.203,0.372,0.191,0.140,0.161
856,80,85,89,95,100,106,112,-0.0550,0.069,0.191,0.377,0.230,0.133,0.159
857,79,83,88,93,99,104,110,-0.1257,0.071,0.193,0.390,0.231,0.115,0.141
858,0,0,0,0,0,0,0,-0.0620,0.055,0.185,0.329,0.248,0.183,0.210
859,10,11,11,12,13,13,14,-0.0976,0.054,0.173,0.278,0.257,0.238,0.267
860,3,3,3,3,4,4,4,0.0106,0.064,0.138,0.345,0.263,0.191,0.220
861,23,24,26,27,29,30,32,-0.0764,0.054,0.186,0.297,0.246,0.217,0.244
862,144,152,161,170,180,190,201,-0.0200,0.057,0.143,0.367,0.223,0.210,0.235
863,12,13,13,14,15,16,17,-0.1025,0.063,0.169,0.329,0.268,0.172,0.202
864,6,6,7,7,7,8,8,0.0102,0.068,0.147,0.412,0.242,0.131,0.158
865,3,3,3,3,4,4,4,-0.0835,0.042,0.139,0.291,0.266,0.262,0.291
866,8,8,9,9,10,10,11,0.0094,0.039,0.137,0.267,0.291,0.266,0.298
867,1,1,1,1,1,1,1,-0.0188,0.040,0.146,0.278,0.298,0.238,0.271
868,7,7,8,8,9,9,10,-0.0227,0.071,0.175,0.341,0.269,0.143,0.173
869,178,188,199,211,223,235,249,-0.0113,0.054,0.147,0.327,0.270,0.202,0.233
870,1,1,1,1,1,1,1,-0.0934,0.071,0.148,0.398,0.231,0.152,0.178
871,233,246,261,276,291,308,326,-0.0465,0.058,0.132,0.361,0.234,0.215,0.241
872,13,14,14,15,16,17,18,-0.0645,0.075,0.185,0.346,0.244,0.149,0.176
873,5,5,6,6,6,7,7,-0.0745,0.072,0.195,0.356,0.253,0.124,0.153
874,0,0,0,0,0,0,0,0.0000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.183
875,50,53,56,59,63,66,70,-0.2415,0.077,0.235,0.323,0.205,0.160,0.183
876,62,66,69,73,78,82,87,-0.2432,0.062,0.266,0.337,0.182,0.153,0.173
877,4,4,5,5,5,6,6,-0.2158,0.084,0.277,0.346,0.171,0.121,0.140
878,74,78,83,88,93,98,104,-0.1795,0.098,0.247,0.362,0.199,0.095,0.117
879,9,10,10,11,12,12,13,-0.1066,0.079,0.230,0.350,0.235,0.106,0.132
880,0,0,0,0,0,0,0,-0.2094,0.103,0.282,0.354,0.183,0.078,0.098
881,10,11,11,12,13,13,14,-0.1324,0.103,0.239,0.355,0.217,0.086,0.110
882,9,10,10,11,12,12,13,-0.0631,0.071,0.223,0.347,0.257,0.101,0.130
883,0,0,0,0,0,0,0,0.0227,0.043,0.139,0.245,0.351,0.222,0.261
884,24,25,27,29,30,32,34,0.0827,0.043,0.141,0.238,0.387,0.190,0.233
885,0,0,0,0,0,0,0,0.1489,0.046,0.139,0.279,0.370,0.166,0.208
886,18,19,20,21,22,24,25,0.0304,0.074,0.210,0.340,0.272,0.104,0.134
887,138,146,154,163,173,183,193,-0.0862,0.075,0.199,0.309,0.278,0.140,0.171
888,39,41,44,46,49,52,55,-0.1997,0.098,0.280,0.349,0.194,0.078,0.100
889,2,2,2,2,3,3,3,-0.1538,0.102,0.246,0.359,0.216,0.077,0.101
890,3,3,3,3,4,4,4,-0.2234,0.092,0.253,0.347,0.201,0.107,0.129
891,11,12,12,13,14,14,15,-0.2133,0.103,0.271,0.343,0.186,0.097,0.118
892,7,7,8,8,9,9,10,-0.1729,0.102,0.266,0.383,0.171,0.078,0.097
893,19,20,21,23,24,25,27,-0.2024,0.105,0.294,0.357,0.163,0.080,0.099
894,127,134,142,150,159,168,178,-0.1906,0.104,0.254,0.359,0.165,0.117,0.136
895,0,0,0,0,0,0,0,-0.2091,0.089,0.292,0.343,0.182,0.094,0.114
896,4,4,5,5,5,6,6,-0.1315,0.081,0.222,0.448,0.169,0.080,0.099
897,51,54,57,60,64,67,71,-0.1819,0.103,0.247,0.405,0.166,0.079,0.098
898,62,66,69,73,78,82,87,-0.1763,0.101,0.255,0.390,0.163,0.091,0.109
899,20,21,22,24,25,26,28,-0.2001,0.085,0.238,0.360,0.204,0.113,0.135
