taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
     720,         8.7759,        10.8587,         9.0738,        11.2507,              0,              0,              0,              0,         2.9213,         5.6549
     721,         9.1457,        11.1911,         9.4046,        11.5630,         1.4466,         3.4366,         1.3391,         3.3217,         5.5755,         6.4079
     722,         9.2132,        11.2849,         9.4826,        11.6684,         1.8528,         3.8364,         0.2421,         1.2068,         3.5384,         5.0677
     723,         9.0274,        11.1337,         9.3142,        11.5308,         0.7139,         2.2418,         0.0646,         0.4352,         4.5276,         6.6811
     724,         9.1031,        11.1948,         9.3668,        11.5677,         2.8933,         4.6946,         2.7813,         4.5781,         5.0389,         7.1956
     725,         9.0211,        11.1464,         9.3548,        11.6063,              0,              0,              0,              0,         3.0490,         4.2039
     726,         9.1285,        11.2184,         9.4385,        11.6566,              0,              0,              0,              0,         4.8720,         6.1632
     727,         9.1150,        11.1953,         9.3923,        11.5917,              0,              0,              0,              0,         4.3061,         5.9304
     728,         9.1245,        11.1912,         9.3995,        11.5853,              0,              0,              0,              0,         4.6860,         6.7339
     729,         9.2892,        11.3448,         9.5341,        11.6988,              0,              0,              0,              0,         4.0649,         5.4830
     730,         9.5080,        11.5893,         9.7867,        11.9883,         1.7404,         3.6187,         1.5273,         3.4016,         5.0372,         7.1997
     731,         9.5474,        11.6383,         9.8065,        12.0136,         0.8685,         2.4984,         0.1042,         0.5395,         4.7698,         6.7994
     732,         9.6393,        11.7334,         9.9197,        12.1323,         1.9979,         3.8915,         1.9033,         3.8423,         5.5485,         7.6079
     733,         9.6663,        11.7733,         9.9402,        12.1596,         0.2916,         1.1643,         0.2956,         1.2485,         5.6844,         7.1923
     734,         9.4267,        11.5366,         9.7121,        11.9325,              0,              0,              0,              0,         3.8027,         5.6877
     735,         9.5708,        11.6549,         9.8648,        12.0887,              0,              0,              0,              0,         3.6816,         5.1901
     736,         9.5973,        11.6280,         9.8590,        12.0336,         1.3641,         3.3096,         0.1550,         0.8933,         6.5157,         7.6335
     737,         9.7296,        11.8104,        10.0115,        12.2192,         2.6891,         4.2672,         0.7963,         2.2203,         4.5529,         7.1160
     738,         9.5838,        11.6390,         9.8709,        12.0644,         2.8317,         4.9093,         0.4993,         1.7676,         4.2274,         5.3944
     739,         9.5480,        11.5987,         9.8553,        12.0499,         3.0625,         4.9986,         2.9854,         4.8909,         6.4424,         8.1113
     740,         9.5826,        11.6244,         9.8537,        12.0328,         3.2841,         5.1604,         3.2831,         5.1628,         5.6613,         7.3113
     741,         9.5191,        11.5552,         9.7716,        11.9354,         3.1068,         4.9995,         3.0885,         4.9809,         5.8896,         7.7766
     742,         9.6127,        11.6517,         9.8899,        12.0593,         3.2069,         5.0035,         3.0917,         4.9114,         6.8329,         8.7635
     743,         9.3745,        11.4137,         9.6356,        11.8061,              0,              0,              0,              0,         5.1508,         7.0312
     744,         9.3870,        11.4474,         9.6873,        11.8859,         1.5404,         3.1377,         0.1786,         0.8357,         4.0472,         6.8358
     745,         9.2563,        11.3120,         9.5476,        11.7389,              0,              0,              0,              0,         3.7212,         5.9533
     746,         9.3528,        11.4301,         9.6991,        11.9204,              0,              0,              0,              0,         4.1536,         5.8748
     747,         9.5837,        12.0333,         9.8489,        12.3446,              0,              0,              0,              0,         2.0841,         4.2065
     748,         9.7082,        12.1758,         9.9612,        12.4703,         2.2050,         5.0590,         2.1704,         5.0269,         3.5264,         6.9991
     749,         9.6484,        12.0981,         9.9529,        12.4630,         1.7522,         4.2936,         1.7198,         4.2560,         3.5413,         5.1955
     750,         9.7562,        12.2328,        10.0094,        12.5210,         2.4685,         4.7068,         2.4345,         4.6489,         3.6065,         7.8897
     751,         9.5000,        11.9272,         9.7991,        12.2892,              0,              0,              0,              0,         4.8351,         7.4898
     752,         9.6950,        12.1284,         9.9817,        12.4754,         0.9626,         3.3258,         0.9601,         3.3384,         5.2362,         8.0241
     753,         9.6622,        12.0642,         9.9580,        12.4213,         1.8874,         4.4142,         1.8867,         4.4157,         2.9534,         4.5002
     754,         9.4567,        11.8317,         9.7291,        12.1668,              0,              0,              0,              0,         2.7295,         5.5204
     755,         9.5650,        11.9243,         9.8313,        12.2539,         1.7551,         4.2528,         1.7845,         4.2781,         3.5662,         5.5117
     756,         9.5621,        11.8994,         9.8746,        12.2846,         1.8087,         4.0134,         1.9752,         4.1446,         4.2494,         6.4753
     757,         9.6440,        12.0445,         9.9674,        12.4345,         2.2142,         4.3995,         2.2166,         4.3963,         3.0575,         4.4115
     758,         9.6410,        12.0344,        10.0012,        12.4708,         1.9133,         4.0994,         1.9136,         4.1006,         4.1401,         6.1539
     759,         9.6277,        12.0111,         9.9695,        12.4329,         1.8203,         4.5493,         1.7814,         4.4897,         3.5890,         5.2982
     760,         9.6357,        11.9969,         9.9629,        12.4032,         1.0828,         3.2796,         1.0699,         3.2834,         4.4442,         6.5854
     761,         9.6031,        11.9726,         9.9072,        12.3489,         3.3375,         5.8507,         3.3385,         5.8428,         4.7117,         6.8033
     762,         9.5591,        11.9138,         9.8700,        12.2981,         3.1183,         5.6754,         3.1095,         5.6573,         3.8053,         6.6021
     763,         9.5906,        11.9378,         9.8951,        12.3163,         3.9646,         6.3113,         3.9589,         6.2912,         5.0746,         7.7067
     764,         9.6062,        11.9507,         9.9596,        12.3940,         1.6691,         3.4088,         1.6653,         3.4055,         4.6829,         6.9140
     765,         9.6530,        11.9947,        10.0068,        12.4421,         1.5866,         3.2622,         1.5803,         3.2533,         5.4004,         6.9554
     766,         9.6236,        11.9659,        10.0009,        12.4400,         1.4366,         3.0783,         1.4323,         3.0696,         4.8407,         6.6781
     767,         9.5983,        11.9321,         9.9835,        12.4182,         2.5049,         4.7836,         2.4773,         4.7414,         6.2397,         7.6017
     768,         9.3587,        11.6978,         9.7300,        12.1695,         0.4103,         1.5165,         0.4441,         1.5942,         4.5760,         6.8110
     769,         9.4434,        11.7840,         9.8290,        12.2697,         1.4407,         3.5593,         0.5613,         2.0504,         3.2784,         6.3384
     770,         9.3924,        11.7209,         9.7783,        12.2079,         1.2672,         2.8488,         1.2184,         2.7317,         4.4561,         6.2492
     771,         9.4934,        11.8330,         9.8959,        12.3354,         1.3097,         2.9587,         1.2398,         2.8100,         4.5928,         5.6238
     772,         9.5258,        11.8596,         9.9234,        12.3573,         2.7548,         4.5993,         2.6830,         4.4866,         5.0266,         6.8647
     773,         9.5538,        11.8809,         9.9253,        12.3521,         2.8750,         4.6260,         2.8028,         4.5128,         5.6483,         7.4307
     774,         9.5669,        11.9035,         9.9609,        12.3966,         2.6018,         4.6611,         2.5994,         4.6395,         4.7185,         7.2252
     775,         9.5436,        11.8759,         9.9069,        12.3329,         2.4984,         4.6157,         2.4958,         4.6014,         5.1728,         7.3553
     776,         9.5464,        11.8783,         9.8521,        12.2639,         2.7768,         4.9303,         2.7739,         4.9102,         5.4265,         7.7770
     777,         9.5416,        11.8763,         9.8535,        12.2674,         3.6048,         6.0833,         3.5990,         6.0570,         6.1197,         8.3961
     778,         9.4751,        11.8001,         9.7647,        12.1587,         3.8383,         6.0746,         3.7703,         6.0155,         3.5711,         7.4034
     779,         9.5493,        11.8928,         9.8044,        12.2137,         1.1972,         3.4793,         1.2359,         3.5236,         4.0854,         5.8744
     780,         9.4939,        11.8264,         9.7660,        12.1559,         1.7305,         4.1939,         1.7423,         4.2100,         3.5113,         5.7419
     781,         9.3528,        11.6739,         9.6538,        12.0321,         0.5188,         2.0816,         0.5034,         2.0930,         2.5000,         4.5936
     782,         9.3397,        11.6628,         9.6695,        12.0520,         0.1641,         1.1162,         0.1869,         1.3360,         2.9486,         4.6819
     783,         9.4852,        11.8125,         9.8120,        12.2277,         0.3765,         1.6482,         0.3799,         1.6504,         3.0993,         5.8123
     784,         9.4704,        11.7974,         9.8525,        12.2783,         2.8944,         5.0321,         2.8799,         4.9908,         4.9243,         6.0318
     785,         9.5403,        11.8749,         9.9254,        12.3596,         2.9279,         5.0631,         2.9213,         5.0373,         4.8009,         6.6258
     786,         9.5344,        11.8742,         9.9732,        12.4116,         3.5095,         5.5865,         3.4893,         5.5284,         3.2172,         4.6697
     787,         9.4634,        11.7971,         9.8862,        12.3172,         1.3961,         3.0715,         1.3861,         3.0338,         4.1400,         5.2001
     788,         9.4278,        11.7699,         9.8848,        12.3191,         1.7466,         3.3791,         1.7327,         3.3334,         3.1848,         4.8158
     789,         9.3978,        11.7377,         9.8172,        12.2504,         2.5117,         4.2273,         2.4827,         4.1594,         2.5415,         3.7030
     790,         9.4197,        11.7567,         9.8154,        12.2461,         2.3903,         4.0026,         0.9578,         2.3247,         4.3355,         5.7562
     791,         9.3982,        11.7358,         9.7904,        12.2175,         2.8253,         4.4725,         0.6120,         1.7349,         4.1397,         5.4635
     792,         9.4494,        11.7848,         9.8326,        12.2570,         4.1079,         5.7966,         2.6242,         4.2462,         4.4309,         6.1923
     793,         9.4537,        11.7910,         9.8452,        12.2700,         4.1028,         6.0570,         3.6137,         5.5714,         4.4945,         6.1955
     794,         9.4183,        11.7554,         9.8005,        12.2236,         3.3482,         5.3151,         2.8861,         4.8438,         3.9205,         6.3186
     795,         9.5318,        11.8695,         9.9277,        12.3500,         4.5330,         6.5143,         4.0546,         6.0460,         4.0921,         6.5606
     796,         9.4670,        11.7954,         9.8623,        12.2758,         4.1423,         6.5411,         3.5387,         5.9245,         5.4516,         6.8171
     797,         9.3538,        11.6947,         9.8045,        12.2319,         3.4943,         5.2728,         2.7690,         4.5813,         4.6332,         7.1843
     798,         9.4521,        11.7876,         9.9079,        12.3327,         3.6750,         5.5716,         2.9347,         4.8312,         2.3702,         4.6702
     799,         9.4340,        11.7696,         9.8813,        12.3120,         1.7052,         3.3808,         1.6899,         3.3328,         3.4976,         4.8799
     800,         9.3574,        11.6827,         9.7864,        12.2080,         3.3627,         5.3237,         2.9129,         4.9330,         4.2675,         6.5653
     801,         9.3588,        11.6778,         9.8004,        12.2186,         4.3912,         6.5863,         4.1320,         6.4088,         4.2455,         6.2486
     802,         9.3871,        11.7112,         9.7902,        12.2066,         3.2490,         5.2611,         2.6750,         4.6269,         3.6758,         6.0675
     803,         9.0787,        11.4038,         9.4137,        11.8029,              0,              0,              0,              0,         1.1607,         4.2553
     804,         9.3606,        11.6854,         9.7085,        12.1140,         3.1149,         5.0119,         3.0767,         4.9744,         3.4751,         5.3401
     805,         9.2913,        11.6115,         9.6352,        12.0367,         2.6360,         4.6015,         2.6049,         4.5722,         4.2790,         5.5371
     806,         9.4330,        11.7709,         9.8084,        12.2245,         0.1985,         0.8385,         0.2511,         0.9935,         5.2148,         7.7817
     807,         9.5647,        11.9135,         9.9931,        12.4135,         3.2142,         5.4657,         3.0215,         5.2249,         4.1583,         6.0371
     808,         9.6091,        11.9615,        10.0049,        12.4269,         3.8530,         6.0031,         3.5060,         5.6298,         3.6894,         6.9378
     809,         9.5543,        11.9055,         9.9205,        12.3408,         3.8156,         5.9965,         3.3564,         5.5155,         3.3007,         6.5187
     810,         9.3984,        11.7766,         9.7529,        12.1879,         2.9983,         5.0186,         2.5610,         4.5479,         5.2008,         7.9861
     811,         9.6074,        11.9693,         9.9655,        12.3886,         3.8371,         5.9595,         3.5205,         5.6142,         5.2300,         7.3074
     812,         9.5995,        11.9543,         9.9503,        12.3689,         3.5483,         5.8299,         3.1960,         5.4723,         5.8626,         7.5968
     813,         9.6249,        11.9795,        10.0266,        12.4497,         3.6146,         5.7674,         3.2756,         5.3927,         3.8247,         6.8584
     814,         9.6180,        11.9673,        10.0318,        12.4484,         0.9015,         2.6648,         0.9532,         2.7170,         4.4525,         6.4109
     815,         9.6087,        11.9530,        10.0067,        12.4206,         1.9193,         3.8969,         1.9486,         3.9171,         4.6775,         6.5391
     816,         9.5656,        11.9077,         9.9757,        12.3902,         2.3743,         4.5609,         2.2325,         4.3759,         4.3464,         5.7466
     817,         9.5134,        11.8500,         9.8830,        12.2951,         3.4074,         5.6165,         3.2357,         5.4056,         4.4106,         6.6379
     818,         9.5573,        11.8903,         9.9065,        12.3104,         1.2415,         3.2651,         1.3303,         3.3632,         2.8252,         4.3424
     819,         9.5383,        11.8653,         9.8930,        12.2925,         3.5673,         5.6881,         3.5386,         5.6619,         3.7934,         4.7403
     820,         9.1958,        11.5205,         9.5823,        11.9866,              0,              0,              0,              0,         2.3129,         4.7137
     821,         9.3965,        11.7113,         9.7387,        12.1275,         1.3172,         3.4160,         1.3455,         3.4542,         2.6148,         5.0061
     822,         9.3337,        11.6360,         9.6322,        12.0011,         0.0563,         0.4844,              0,              0,         2.1988,         3.9086
     823,         9.4756,        11.8005,         9.8198,        12.2105,         2.7321,         5.0360,         2.7555,         5.0695,         3.7230,         6.2731
     824,         9.5841,        11.9085,         9.9104,        12.3003,         3.8448,         6.0755,         3.8612,         6.1003,         4.1234,         5.4449
     825,         9.5845,        11.9209,         9.9635,        12.3650,         1.4202,         3.3501,         1.4425,         3.3737,         4.1577,         6.0831
     826,         9.6457,        11.9903,        10.0576,        12.4699,         1.8464,         3.9196,         1.8741,         3.9381,         5.1054,         7.0996
     827,         9.7020,        12.0562,        10.0875,        12.5057,         2.7292,         4.9318,         2.5995,         4.7793,         5.0410,         7.6029
     828,         9.7094,        12.0542,        10.0600,        12.4669,         4.2402,         6.5604,         4.1645,         6.4715,         4.6933,         7.1284
     829,         9.7231,        12.0800,        10.0937,        12.5119,         2.4996,         4.7024,         2.4794,         4.6625,         3.7720,         6.7751
     830,         9.6612,        12.0249,        10.0109,        12.4354,         4.0630,         6.2304,         3.6082,         5.7674,         4.4877,         6.3095
     831,         9.6732,        12.0412,        10.0133,        12.4362,         4.0759,         6.1871,         3.6551,         5.7457,         3.3534,         5.8945
     832,         9.7401,        12.1082,        10.0517,        12.4754,         4.3810,         6.5044,         3.9444,         6.0521,         4.6194,         6.3918
     833,         9.5534,        11.9298,         9.8575,        12.2864,         1.4951,         3.4914,         1.5197,         3.5159,         2.2784,         5.0538
     834,         9.5995,        11.9812,         9.9128,        12.3447,         1.3377,         3.2259,         1.3487,         3.2490,         4.1832,         6.6346
     835,         9.7743,        12.1477,        10.0775,        12.5050,         4.4505,         6.6353,         4.1105,         6.2903,         5.1276,         6.8451
     836,         9.7729,        12.1300,        10.0709,        12.4848,         2.7878,         4.9258,         2.5590,         4.6891,         4.9676,         6.7323
     837,         9.7383,        12.0872,        10.0438,        12.4515,         1.8699,         4.0076,         1.8923,         4.0367,         4.2154,         6.5866
     838,         9.7771,        12.1189,        10.0719,        12.4743,         4.6182,         6.8527,         4.6012,         6.8395,         4.9803,         7.2863
     839,         9.7345,        12.0694,        10.0632,        12.4571,         4.8594,         7.1149,         4.8249,         7.0834,         5.1741,         7.5922
     840,         9.6728,        11.9991,         9.9831,        12.3710,         3.3102,         5.7208,         3.2756,         5.6881,         4.6793,         6.8408
     841,         9.6590,        11.9689,         9.9931,        12.3651,         1.1458,         2.9465,         1.2266,         3.0564,         4.1198,         6.6797
     842,         9.7006,        12.0094,        10.0199,        12.3903,         3.7767,         6.2036,         3.7381,         6.1707,         4.3203,         6.5830
     843,         9.5580,        11.8655,         9.8732,        12.2450,         0.7931,         2.6560,         0.8358,         2.7336,         2.8170,         5.4275
     844,         9.2937,        11.5587,         9.5942,        11.9274,              0,              0,              0,              0,              0,              0
     845,         9.4059,        11.7241,         9.6973,        12.0718,         0.1446,         1.1414,         0.0859,         0.8829,         2.9122,         5.7780
     846,         9.6187,        11.9334,         9.9232,        12.2972,         1.5489,         3.6266,         1.4962,         3.5273,         4.2656,         6.8151
     847,         9.6661,        11.9948,         9.9552,        12.3426,         3.8586,         6.2879,         3.8180,         6.2534,         4.4518,         6.8154
     848,         9.6294,        11.9709,         9.9062,        12.3050,         1.4691,         3.5348,         1.5468,         3.6194,         4.8875,         7.6611
     849,         9.6007,        11.9520,         9.8750,        12.2822,         2.0405,         4.2557,         2.0474,         4.2662,         4.3257,         7.1048
     850,         9.3929,        11.7310,         9.6768,        12.0705,         0.2518,         1.6278,              0,              0,         3.2222,         6.0378
     851,         9.4876,        11.8363,         9.7527,        12.1575,         0.4183,         2.1245,              0,              0,         2.3519,         5.1163
     852,         9.6879,        12.0457,         9.9590,        12.3711,         1.5209,         3.7248,         1.4321,         3.5295,         4.2330,         6.9705
     853,         9.7954,        12.1560,        10.0985,        12.5154,         2.9778,         5.1627,         2.9685,         5.1531,         3.7726,         6.7602
     854,         9.7501,        12.0979,        10.0270,        12.4347,         4.8219,         7.0029,         4.8049,         6.9862,         4.9636,         6.9644
     855,         9.7576,        12.1065,        10.0366,        12.4436,         4.6345,         6.7923,         4.6217,         6.7762,         3.9909,         6.6183
     856,         9.7597,        12.1238,        10.0785,        12.4991,         4.7571,         7.1432,         4.7198,         7.1081,         5.2429,         6.8243
     857,         9.8050,        12.1658,        10.0981,        12.5142,         2.9931,         5.1445,         3.0012,         5.1486,         4.6128,         6.6834
     858,         9.7589,        12.1439,        10.0739,        12.5086,         3.5375,         5.7472,         3.5314,         5.7319,         5.0953,         6.7520
     859,         9.5908,        12.0014,         9.8855,        12.3330,         2.9438,         5.1700,         2.9343,         5.1497,         4.1837,         6.9158
     860,         9.5581,        12.0055,         9.8345,        12.3098,         2.3720,         4.6206,         2.3219,         4.5030,         4.9254,         8.0917
     861,         9.6112,        12.0261,         9.8946,        12.3472,         3.7989,         6.0624,         3.7411,         5.9492,         5.0602,         7.3576
     862,         9.7245,        12.0915,        10.0168,        12.4373,         3.0189,         5.2387,         3.0141,         5.2260,         6.2178,         7.8209
     863,         9.7864,        12.1452,        10.0888,        12.5038,         5.5919,         8.2502,         5.5375,         8.2123,         6.2363,         7.5498
     864,         9.7169,        12.1237,         9.9861,        12.4351,         4.1342,         6.4769,         4.1048,         6.4309,         5.5633,         7.4326
     865,         9.6992,        12.0785,         9.9784,        12.4075,         4.7005,         6.8594,         4.6862,         6.8268,         3.4633,         5.3113
     866,         9.6925,        12.0818,         9.9700,        12.4073,              0,              0,              0,              0,         2.5978,         5.5304
     867,         9.7687,        12.1848,        10.0390,        12.4982,         3.7175,         5.8539,         3.7102,         5.8330,         4.8508,         6.9057
     868,         9.7626,        12.1799,        10.0327,        12.4907,         3.6465,         6.1587,         3.5540,         6.0096,         5.2963,         7.1654
     869,         9.6631,        12.0919,         9.9155,        12.3865,         3.7125,         6.2648,         3.5906,         6.0875,         5.2652,         7.0940
     870,         9.6744,        12.1119,         9.9274,        12.4025,         5.2546,         8.0028,         5.0553,         7.8056,         5.6297,         7.5706
     871,         9.7660,        12.2015,        10.0277,        12.4991,         6.0161,         8.6909,         5.9477,         8.6216,         6.0257,         8.0794
     872,         9.7878,        12.2560,        10.0687,        12.5652,         4.0982,         6.6893,         4.0595,         6.6421,         5.3314,         7.0840
     873,         9.7038,        12.1894,         9.9830,        12.4908,         2.7304,         5.0319,         2.5039,         4.6087,         5.2384,         7.9095
     874,         9.5181,        12.0485,         9.7800,        12.3210,         3.9726,         6.7928,         3.9433,         6.7613,         0.5480,         5.1363
     875,         9.6134,        12.1721,         9.8745,        12.4413,         3.0828,         5.8807,         3.0444,         5.8326,         5.2065,         8.4256
     876,         9.7194,        12.2362,         9.9935,        12.5279,         3.8403,         6.5817,         3.5224,         6.2771,         4.5140,         7.3041
     877,         9.6807,        12.1871,         9.9491,        12.4761,         3.6880,         6.4118,         3.0455,         5.5737,         3.9602,         5.9842
     878,         9.6930,        12.1897,         9.9544,        12.4767,         5.0314,         7.7936,         4.8063,         7.5606,         5.1282,         7.0189
     879,         9.7242,        12.1831,         9.9716,        12.4657,         5.1279,         7.8842,         4.9097,         7.6513,         5.3000,         6.9474
     880,         9.7259,        12.2057,         9.9833,        12.4935,         5.2104,         8.0142,         5.0007,         7.7919,         5.1841,         7.0216
     881,         9.7046,        12.1552,         9.9713,        12.4589,         3.6602,         6.0880,         3.6159,         5.9448,         4.4472,         5.9163
     882,         9.7193,        12.1898,         9.9788,        12.4826,         3.8600,         6.2998,         3.8356,         6.2426,         4.5381,         6.4261
     883,         9.4992,        11.9619,         9.7683,        12.2673,              0,              0,              0,              0,         2.4946,         4.9357
     884,         9.6085,        12.0787,         9.8696,        12.3721,         0.0379,         0.4908,         0.0466,         0.5927,         3.3361,         5.2968
     885,         9.4649,        12.0002,         9.7161,        12.2768,         2.9391,         5.6710,         2.6889,         5.3745,         2.5704,         5.0250
     886,         9.7047,        12.2289,         9.9557,        12.5077,         3.7009,         6.4832,         3.6836,         6.4679,         4.2111,         5.6080
     887,         9.6969,        12.1807,         9.9534,        12.4671,         2.7611,         5.3065,         2.7306,         5.2607,         3.7221,         5.5505
     888,         9.6132,        12.0922,         9.8559,        12.3654,         4.0296,         6.5483,         3.9666,         6.4086,         4.5823,         6.6845
     889,         9.6901,        12.2106,         9.9301,        12.4751,         4.3504,         7.0990,         4.3392,         7.0916,         4.8030,         6.9858
     890,         9.6219,        12.1457,         9.8654,        12.4110,         4.8980,         7.8041,         4.6878,         7.5836,         4.6243,         6.9843
     891,         9.6072,        12.1185,         9.8504,        12.3851,         5.3829,         8.2651,         5.1610,         8.0354,         4.6803,         6.8614
     892,         9.6623,        12.1551,         9.9216,        12.4407,         4.8880,         7.7180,         4.6738,         7.4941,         5.0019,         7.1448
     893,         9.5874,        12.1240,         9.8449,        12.3977,         5.2251,         8.1011,         5.0028,         7.8712,         3.6822,         6.0777
     894,         9.7048,        12.2512,         9.9578,        12.5207,         5.1176,         8.0412,         4.9591,         7.8876,         4.6524,         7.2910
     895,         9.7250,        12.2908,         9.9803,        12.5598,         5.3958,         8.3422,         5.2865,         8.2262,         4.8299,         7.5755
     896,         9.7406,        12.3372,         9.9959,        12.6006,         4.6607,         7.7016,         4.4196,         7.4594,         5.3161,         8.0387
     897,         9.7226,        12.3205,         9.9828,        12.5895,         5.2739,         8.3472,         5.0505,         8.1120,         5.2510,         7.7328
     898,         9.6888,        12.2660,         9.9320,        12.5256,         5.1804,         8.1521,         4.9837,         7.9331,         4.9003,         7.3204
     899,         9.7029,        12.2584,         9.9518,        12.5280,         4.6659,         7.5355,         4.5277,         7.3811,         5.0079,         7.5788
     900,         9.6551,        12.1967,         9.9029,        12.4658,         4.6657,         7.5672,         4.4717,         7.3559,         4.9257,         7.5228
     901,         9.7540,        12.2917,        10.0026,        12.5633,         3.7289,         6.2837,         3.6962,         6.2432,         3.8311,         5.4842
     902,         9.7455,        12.3055,         9.9996,        12.5776,         4.0734,         6.8460,         4.0007,         6.6476,         4.2770,         6.2408
     903,         9.6948,        12.2546,         9.9372,        12.5169,         3.9470,         6.9400,         3.8915,         6.8905,         4.8930,         7.1615
     904,         9.6667,        12.2517,         9.9136,        12.5135,         4.2665,         7.1769,         4.2491,         7.1653,         4.7724,         7.2152
     905,         9.7187,        12.3087,         9.9738,        12.5724,         4.4044,         7.3731,         4.2354,         7.2538,         4.9463,         7.1506
     906,         9.7487,        12.3332,        10.0036,        12.6041,         4.6400,         7.3896,         4.5417,         7.3060,         4.9689,         6.9833
     907,         9.7482,        12.3079,        10.0051,        12.5850,         3.8124,         6.5198,         3.6641,         6.2200,         3.7184,         5.5564
     908,         9.6948,        12.2691,         9.9493,        12.5436,         3.8687,         6.6434,         3.6347,         6.3295,         4.2712,         6.1365
     909,         9.7859,        12.3505,        10.0443,        12.6302,         4.6627,         7.4796,         4.3800,         7.1636,         4.1186,         6.1392
     910,         9.7314,        12.3093,         9.9864,        12.5829,         3.3193,         6.0465,         3.2480,         5.8821,         4.1396,         6.5100
     911,         9.6088,        12.1622,         9.8592,        12.4387,         2.2631,         4.9472,         2.0281,         4.6471,         3.1467,         5.0615
     912,         9.5718,        12.1380,         9.8235,        12.4125,              0,              0,              0,              0,         3.4344,         5.3989
     913,         9.4834,        12.0642,         9.7608,        12.3681,              0,              0,              0,              0,         4.9516,         6.9070
     914,         9.6372,        12.2459,         9.9131,        12.5440,              0,              0,              0,              0,         4.3422,         6.1553
     915,         9.6565,        12.3263,         9.9042,        12.5760,         2.2827,         5.3775,              0,              0,         3.5241,         5.8815
     916,         9.6466,        12.2694,         9.9028,        12.5389,         1.5684,         4.5436,              0,              0,         4.1165,         5.8995
     917,         9.8027,        12.4762,        10.0429,        12.7207,         4.3075,         7.7225,         4.1230,         7.5772,         5.1348,         7.6045
     918,         9.6632,        12.3034,         9.9156,        12.5591,         2.4809,         5.7954,         2.1170,         5.4596,         3.6668,         6.3436
     919,         9.6146,        12.2250,         9.8667,        12.4904,         1.7956,         4.7301,              0,              0,         1.7989,         3.8095
     920,         9.6808,        12.2727,         9.9351,        12.5424,         3.0909,         6.3401,         2.9983,         6.2680,         3.7286,         5.9050
     921,         9.7227,        12.3368,         9.9744,        12.6049,         4.1118,         6.9872,         4.0328,         6.7976,         4.2275,         6.3112
     922,         9.7398,        12.3666,         9.9969,        12.6344,         4.5971,         7.7428,         4.4509,         7.6367,         4.3412,         6.2613
     923,         9.7287,        12.3293,         9.9896,        12.6060,         4.3765,         7.3319,         4.3130,         7.2788,         4.9969,         7.1115
     924,         9.7150,        12.3240,         9.9767,        12.5983,         4.4829,         7.4284,         4.3764,         7.3490,         5.1625,         7.4594
     925,         9.7444,        12.3520,         9.9908,        12.6024,         5.5705,         8.5877,         5.3299,         8.3506,         5.6832,         7.9683
     926,         9.7778,        12.3942,        10.0334,        12.6506,         6.1957,         9.2707,         6.1070,         9.1780,         5.9988,         8.2513
     927,         9.7341,        12.3600,         9.9861,        12.6108,         5.6492,         8.7613,         5.5323,         8.6173,         5.5275,         7.8169
     928,         9.7233,        12.3730,         9.9749,        12.6198,         5.4899,         8.7109,         5.3707,         8.6359,         4.9183,         7.4501
     929,         9.6941,        12.3271,         9.9421,        12.5783,         4.5256,         7.6216,         4.4665,         7.5693,         4.8070,         7.0858
     930,         9.7160,        12.3379,         9.9749,        12.6079,         4.6931,         7.5915,         4.6503,         7.5680,         4.6589,         6.9479
     931,         9.7745,        12.4083,        10.0231,        12.6621,         4.9589,         7.9499,         4.7273,         7.7742,         2.9132,         5.4307
     932,         9.6632,        12.3226,         9.9138,        12.5689,         4.6778,         7.9602,         4.5655,         7.8883,         4.1439,         6.8311
     933,         9.7122,        12.3832,         9.9582,        12.6204,         5.3980,         8.7417,         5.2901,         8.6751,         4.9154,         7.7682
     934,         9.7130,        12.4227,         9.9564,        12.6560,         5.6998,         9.1884,         5.5877,         9.1198,         4.9033,         7.5790
     935,         9.6880,        12.3678,         9.9369,        12.6120,         4.9871,         8.3225,         4.7756,         8.2173,         4.2924,         6.8689
     936,         9.7865,        12.4465,        10.0392,        12.7008,         4.8826,         8.2077,         4.7989,         8.1442,         4.3306,         6.2889
     937,         9.7537,        12.3874,        10.0070,        12.6497,         4.2676,         7.3783,         4.1139,         7.2819,         4.6533,         6.1448
     938,         9.7370,        12.3941,         9.9855,        12.6474,         2.7094,         5.9128,         2.5398,         5.7200,         4.7317,         6.8575
     939,         9.8268,        12.4880,        10.0763,        12.7419,         4.3196,         7.5451,         4.1243,         7.3231,         5.1518,         7.5027
     940,         9.8589,        12.5384,        10.1047,        12.7866,         4.5446,         7.6777,         4.2955,         7.3569,         5.3934,         8.1498
     941,         9.8172,        12.5226,        10.0614,        12.7643,         4.2092,         7.5903,         4.0798,         7.4075,         5.4278,         8.9591
     942,         9.8611,        12.5657,        10.0870,        12.7863,         4.9830,         8.4288,         4.7925,         8.2089,         5.6323,         9.1995
     943,         9.8095,        12.4797,        10.0530,        12.7248,         4.9199,         8.1148,         4.7895,         7.9759,         5.0623,         7.3605
     944,         9.7961,        12.5009,        10.0357,        12.7348,         5.4742,         8.8826,         5.3628,         8.8123,         5.3194,         8.4007
