taz,autoPeakRetail,autoPeakTotal,autoOffPeakRetail,autoOffPeakTotal,transitPeakRetail,transitPeakTotal,transitOffPeakRetail,transitOffPeakTotal,nonMotorizedRetail,nonMotorizedTotal
    1341,         7.6985,         9.8721,         7.8923,        10.1061,              0,              0,              0,              0,              0,              0
    1342,         8.4279,        10.5927,         8.5960,        10.8011,         0.1251,         0.6400,         0.3498,         1.9873,         3.3170,         6.7843
    1343,         8.5067,        10.6622,         8.7105,        10.9034,         0.7013,         2.0506,         0.2613,         1.5193,         3.2711,         5.1896
    1344,         8.6461,        10.7903,         8.8372,        11.0219,         1.6251,         3.5477,         0.8819,         2.4907,         4.2963,         6.3127
    1345,         8.6059,        10.7540,         8.7929,        10.9802,         1.3820,         3.2265,         0.4463,         2.1434,         4.2052,         6.2588
    1346,         8.6238,        10.7708,         8.7992,        10.9821,         0.0852,         0.7224,         0.0952,         0.8444,         4.4705,         6.4771
    1347,         8.6068,        10.7436,         8.7713,        10.9513,         0.1087,         0.7813,         0.1237,         1.0377,         2.8440,         5.3953
    1348,         8.6419,        10.7515,         8.7647,        10.8954,         2.4851,         4.5414,         2.5054,         4.5537,         5.2256,         6.4171
    1349,         8.7857,        10.9661,         8.9080,        11.1014,         2.7079,         4.6349,         2.7264,         4.6467,         4.8987,         6.8463
    1350,         8.3855,        10.5858,         8.5399,        10.7486,              0,              0,              0,              0,         3.1403,         5.4397
    1351,         8.5003,        10.7033,         8.6531,        10.8656,         0.9254,         2.8090,         1.2330,         3.4120,         2.5737,         4.9135
    1352,         8.1649,        10.3622,         8.3129,        10.5194,              0,              0,              0,              0,         1.8097,         3.4757
    1353,         7.8238,        10.0585,         8.0140,        10.2455,              0,              0,              0,              0,              0,              0
    1354,         8.0318,        10.2566,         8.2186,        10.4472,              0,              0,              0,              0,         3.3960,         4.9957
    1355,         8.2607,        10.5061,         8.4378,        10.6744,         0.1375,         0.9143,         0.2336,         1.4037,         2.3505,         4.2927
    1356,         8.4441,        10.6859,         8.6217,        10.8631,         0.0867,         0.6934,         0.1073,         0.7797,         2.8292,         4.9068
    1357,         8.4178,        10.6552,         8.6064,        10.8441,         0.1139,         0.8278,         0.1303,         0.8669,         2.6938,         4.4571
    1358,         8.4895,        10.7247,         8.6513,        10.8872,         2.2454,         4.5066,         2.3192,         4.5710,         4.0289,         6.2396
    1359,         8.7518,        10.9704,         8.8675,        11.0961,         3.6378,         5.7209,         3.6838,         5.7513,         4.6550,         7.4686
    1360,         8.9133,        11.1116,         9.0304,        11.2353,         4.7604,         6.8383,         4.7630,         6.8247,         6.0544,         8.0435
    1361,         8.9375,        11.1486,         9.0428,        11.2578,         4.2218,         7.0671,         4.2031,         7.0033,         6.6132,         8.5748
    1362,         8.8343,        11.0695,         8.9414,        11.1801,         3.5232,         5.8418,         3.4503,         5.7435,         5.6877,         7.6989
    1363,         8.8290,        11.1082,         8.9347,        11.2117,         4.3273,         6.2928,         4.1901,         6.1575,         4.6166,         8.4609
    1364,         8.7975,        11.0506,         8.9022,        11.1563,         4.1280,         6.6545,         4.0322,         6.5286,         5.2602,         7.8642
    1365,         8.7101,        10.9842,         8.8084,        11.0819,         0.5706,         2.7937,         0.7016,         3.0158,         4.7117,         7.6008
    1366,         8.4249,        10.7232,         8.5586,        10.8516,         1.6641,         4.1895,         1.7069,         4.2361,         3.3807,         6.0366
    1367,         8.3178,        10.5950,         8.4671,        10.7393,         0.1216,         1.0094,         0.0568,         0.4597,         1.2029,         4.3429
    1368,         8.2106,        10.5302,         8.3222,        10.6350,         0.2483,         1.0220,         0.0443,         0.3042,              0,              0
    1369,         8.5951,        10.8353,         8.7192,        10.9637,         1.5112,         3.9773,         1.5500,         4.0262,         4.5380,         6.5322
    1370,         8.3869,        10.6166,         8.4911,        10.7268,         0.1476,         0.8268,         0.1749,         0.9370,         2.9054,         4.8432
    1371,         8.4656,        10.6942,         8.5849,        10.8185,         0.2476,         1.1874,         0.3445,         1.4486,         3.2956,         5.1241
    1372,         8.6625,        10.8884,         8.7813,        11.0128,         0.8608,         2.6511,         1.0180,         2.9780,         4.2645,         5.9609
    1373,         8.5876,        10.8328,         8.7133,        10.9622,         2.2058,         4.2392,         0.8260,         2.6521,         4.0301,         6.2919
    1374,         8.7724,        10.9854,         8.8827,        11.1055,         2.4491,         4.6117,         2.4477,         4.6113,         5.3209,         6.9880
    1375,         8.6921,        10.8961,         8.8144,        11.0245,         1.3585,         3.2413,         1.4759,         3.4395,         3.3650,         5.6656
    1376,         8.8242,        11.0249,         8.9362,        11.1457,         3.3207,         5.4097,         3.3372,         5.4179,         4.0213,         6.4360
