fbpzoningm,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,exp_on
palo_altoGGtra2bHRADISNAinsfd,1221,44,10.36948624,85,365,palo_alto,GG,tra2b,HRADIS,NA,in,sfd,,,,,,,,,,
palo_altoGGtra2bHRANAinNA,1222,674,192.6024992,85,351,palo_alto,GG,tra2b,HRA,NA,in,NA,,,,,,,,,,
palo_altoGGtra2bHRANAinsfd,1223,1378,245.851582,85,360,palo_alto,GG,tra2b,HRA,NA,in,sfd,,,,,,,,,,
palo_altoGGtra3HRADISNAinNA,1224,135,44.62768805,85,356,palo_alto,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
palo_altoGGtra3HRADISNAinsfd,1225,307,50.83622645,85,363,palo_alto,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
palo_altoGGtra3HRANAinNA,1226,1003,541.033721,85,367,palo_alto,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
palo_altoGGtra3HRANAinsfd,1227,1443,240.5480013,85,360,palo_alto,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
palo_altoNANADISNAinNA,1228,80,1883.019854,85,401,palo_alto,NA,NA,DIS,NA,in,NA,,,,,,,,,,
palo_altoNANAHRADISNAinNA,1229,249,6445.407159,85,347,palo_alto,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
palo_altoNANAHRADISNAinsfd,1230,639,554.3049806,85,357,palo_alto,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
palo_altoNANAHRANAinNA,1231,777,672.7662501,85,362,palo_alto,NA,NA,HRA,NA,in,NA,,,,,,,,,,
palo_altoNANAHRANAinsfd,1232,3861,746.8016596,85,358,palo_alto,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
palo_altoNANANANAinNA,1233,2,1.715061485,85,358,palo_alto,NA,NA,NA,NA,in,NA,,,,,,,,,,
palo_altoNAtra2aHRADISNAinNA,1234,4,4.770504119,85,356,palo_alto,NA,tra2a,HRADIS,NA,in,NA,,,,,,,,,,
palo_altoNAtra2aHRANAinNA,1235,1,9.557752024,85,355,palo_alto,NA,tra2a,HRA,NA,in,NA,,,,,,,,,,
palo_altoNAtra2bHRADISNAinNA,1236,2,2.31150205,85,365,palo_alto,NA,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
palo_altoNAtra2bHRANAinNA,1237,2,6.835582836,85,351,palo_alto,NA,tra2b,HRA,NA,in,NA,,,,,,,,,,
palo_altoNAtra3HRADISNAinNA,1238,4,0.80189843,85,356,palo_alto,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
palo_altoNAtra3HRADISNAinsfd,1239,39,6.616131819,85,363,palo_alto,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
palo_altoNAtra3HRANAinNA,1240,198,78.46471709,85,367,palo_alto,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
palo_altoNAtra3HRANAinsfd,1241,851,160.0925099,85,351,palo_alto,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
petalumaGGNADISNAinNA,1242,657,399.9224725,97,1336,petaluma,GG,NA,DIS,NA,in,NA,,,,,,,,,,
petalumaGGNADISNAinsfd,1243,764,101.6031366,97,1336,petaluma,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
petalumaGGNANANAinNA,1244,203,189.7393541,97,1336,petaluma,GG,NA,NA,NA,in,NA,,,,,,,,,,
petalumaGGNANANAinsfd,1245,131,29.3566733,97,1336,petaluma,GG,NA,NA,NA,in,sfd,,,,,,,,,,
petalumaGGtra3DISNAinNA,1246,10,44.26621068,97,1335,petaluma,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
petalumaGGtra3DISNAinsfd,1247,25,3.775968471,97,1335,petaluma,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
petalumaGGtra3NANAinNA,1248,592,474.9129272,97,1332,petaluma,GG,tra3,NA,NA,in,NA,,,,,,,,,,
petalumaGGtra3NANAinsfd,1249,293,46.06824003,97,1331,petaluma,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
petalumaNANADISNAexp1_npNA,1250,1,1.4527504,97,1325,petaluma,NA,NA,DIS,NA,exp1_np,NA,HS,,2.75,,,,,,,1
petalumaNANADISNAexp1NA,1251,1,39.23189951,97,1325,petaluma,NA,NA,DIS,NA,exp1,NA,HS,,2.75,,,,,,,1
petalumaNANADISNAinNA,1252,998,1480.064378,97,1325,petaluma,NA,NA,DIS,NA,in,NA,,,,,,,,,,
petalumaNANADISNAinsfd,1253,5341,892.5793275,97,1334,petaluma,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
petalumaNANADISNAoutNA,1254,8,632.1483812,97,1325,petaluma,NA,NA,DIS,NA,out,NA,,,,,,,,,,
petalumaNANAHRANAinNA,1255,48,148.9819303,97,1326,petaluma,NA,NA,HRA,NA,in,NA,,,,,,,,,,
petalumaNANAHRANAinsfd,1256,893,336.8714213,97,1326,petaluma,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
petalumaNANANANAinNA,1257,1795,1310.05538,97,1336,petaluma,NA,NA,NA,NA,in,NA,,,,,,,,,,
petalumaNANANANAinsfd,1258,3859,720.0606748,97,1333,petaluma,NA,NA,NA,NA,in,sfd,,,,,,,,,,
petalumaNAtra3DISNAinNA,1259,102,133.0690321,97,1330,petaluma,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
petalumaNAtra3DISNAinsfd,1260,250,34.71209589,97,1330,petaluma,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
petalumaNAtra3HRANAinNA,1261,71,104.6371506,97,1326,petaluma,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
petalumaNAtra3HRANAinsfd,1262,592,125.9348006,97,1326,petaluma,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
petalumaNAtra3NANAinNA,1263,796,217.4208291,97,1327,petaluma,NA,tra3,NA,NA,in,NA,,,,,,,,,,
petalumaNAtra3NANAinsfd,1264,1530,211.7293555,97,1332,petaluma,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
piedmontGGNAHRADISNAinNA,1265,52,14.44439453,1,917,piedmont,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
piedmontGGNAHRADISNAinsfd,1266,1454,194.1321795,1,917,piedmont,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
piedmontGGNAHRADISNAoutsfd,1267,1,0.002419308,1,917,piedmont,GG,NA,HRADIS,NA,out,sfd,,,,,,,,,,
piedmontGGNAHRANAinNA,1268,41,18.52209539,1,918,piedmont,GG,NA,HRA,NA,in,NA,,,,,,,,,,
piedmontGGNAHRANAinsfd,1269,1313,294.8079944,1,918,piedmont,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
piedmontGGtra3HRADISNAinsfd,1270,2,0.259679766,1,938,piedmont,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
piedmontGGtra3HRANAinNA,1271,2,0.594258488,1,918,piedmont,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
piedmontGGtra3HRANAinsfd,1272,185,50.46455783,1,918,piedmont,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
piedmontNANAHRADISNAinNA,1273,10,12.41061478,1,917,piedmont,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
piedmontNANAHRADISNAinsfd,1274,156,21.3995383,1,917,piedmont,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
piedmontNANAHRANAinNA,1275,26,63.12291899,1,918,piedmont,NA,NA,HRA,NA,in,NA,,,,,,,,,,
piedmontNANAHRANAinsfd,1276,363,74.39592275,1,918,piedmont,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
piedmontNAtra3HRADISNAinsfd,1277,10,1.414209996,1,918,piedmont,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
piedmontNAtra3HRANAinNA,1278,16,13.50873009,1,918,piedmont,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
piedmontNAtra3HRANAinsfd,1279,312,84.89530489,1,918,piedmont,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
pinoleGGNADISNAinNA,1280,85,98.43002102,13,1080,pinole,GG,NA,DIS,NA,in,NA,,,,,,,,,,
pinoleGGNADISNAinsfd,1281,20,7.642192703,13,1079,pinole,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
pinoleGGNANANAinNA,1282,171,115.2420447,13,1083,pinole,GG,NA,NA,NA,in,NA,,,,,,,,,,
pinoleGGNANANAinsfd,1283,90,12.59867514,13,1083,pinole,GG,NA,NA,NA,in,sfd,,,,,,,,,,
pinoleGGtra3DISNAinNA,1284,88,63.59998357,13,1082,pinole,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
pinoleGGtra3DISNAinsfd,1285,60,9.912198779,13,1080,pinole,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
pinoleNANADISNAinNA,1286,192,1067.545691,13,1079,pinole,NA,NA,DIS,NA,in,NA,,,,,,,,,,
pinoleNANADISNAinsfd,1287,3212,838.3887475,13,1084,pinole,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
pinoleNANADISNAoutNA,1288,1,0.592715126,13,1083,pinole,NA,NA,DIS,NA,out,NA,,,,,,,,,,
pinoleNANANANAinNA,1289,158,195.9258461,13,1083,pinole,NA,NA,NA,NA,in,NA,,,,,,,,,,
pinoleNANANANAinsfd,1290,1302,202.567809,13,1083,pinole,NA,NA,NA,NA,in,sfd,,,,,,,,,,
pinoleNANANANAoutNA,1291,2,116.3371002,13,1083,pinole,NA,NA,NA,NA,out,NA,,,,,,,,,,
pinoleNAtra3DISNAinNA,1292,76,71.7190831,13,1082,pinole,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
pinoleNAtra3DISNAinsfd,1293,721,116.0411504,13,1082,pinole,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
pinoleNAtra3NANAinNA,1294,19,62.64174404,13,1074,pinole,NA,tra3,NA,NA,in,NA,,,,,,,,,,
pinoleNAtra3NANAoutNA,1295,1,24.9198793,13,1081,pinole,NA,tra3,NA,NA,out,NA,,,,,,,,,,
pittsburgGGNADISNAinNA,1296,117,53.51077796,13,1204,pittsburg,GG,NA,DIS,NA,in,NA,,,,,,,,,,
pittsburgGGNADISNAinsfd,1297,463,59.38715703,13,1202,pittsburg,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
pittsburgGGNANANAinNA,1298,740,482.0537439,13,1199,pittsburg,GG,NA,NA,NA,in,NA,,,,,,,,,,
pittsburgGGNANANAinsfd,1299,1715,186.1151707,13,1206,pittsburg,GG,NA,NA,NA,in,sfd,,,,,,,,,,
pittsburgGGtra2aDISNAinNA,1300,59,53.77639407,13,1202,pittsburg,GG,tra2a,DIS,NA,in,NA,,,,,,,,,,
pittsburgGGtra2aDISNAinsfd,1301,386,48.05001439,13,1202,pittsburg,GG,tra2a,DIS,NA,in,sfd,,,,,,,,,,
pittsburgGGtra2aNANAinNA,1302,339,313.3912342,13,1203,pittsburg,GG,tra2a,NA,NA,in,NA,,,,,,,,,,
pittsburgGGtra2aNANAinsfd,1303,941,117.5657194,13,1203,pittsburg,GG,tra2a,NA,NA,in,sfd,,,,,,,,,,
pittsburgGGtra3DISNAinNA,1304,2,0.182871934,13,1202,pittsburg,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
pittsburgGGtra3DISNAinsfd,1305,17,2.130857735,13,1202,pittsburg,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
pittsburgGGtra3NANAinNA,1306,2,0.235030036,13,1203,pittsburg,GG,tra3,NA,NA,in,NA,,,,,,,,,,
pittsburgGGtra3NANAinsfd,1307,11,1.258001911,13,1203,pittsburg,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
pittsburgNANADISNAinNA,1308,953,1792.82503,13,1201,pittsburg,NA,NA,DIS,NA,in,NA,,,,,,,,,,
pittsburgNANADISNAinsfd,1309,4990,860.8941267,13,1201,pittsburg,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
pittsburgNANADISppainNA,1310,7,54.34282255,13,1204,pittsburg,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
pittsburgNANANANAinNA,1311,1620,3562.729031,13,1098,pittsburg,NA,NA,NA,NA,in,NA,,,,,,,,,,
pittsburgNANANANAinsfd,1312,5285,859.4880187,13,1098,pittsburg,NA,NA,NA,NA,in,sfd,,,,,,,,,,
pittsburgNANANAppainNA,1313,47,1060.205692,13,1205,pittsburg,NA,NA,NA,ppa,in,NA,,,,,,,,,,
pittsburgNAtra2aNANAinNA,1314,3,12.12670173,13,1098,pittsburg,NA,tra2a,NA,NA,in,NA,,,,,,,,,,
pittsburgNAtra2aNANAinsfd,1315,8,0.768568399,13,1098,pittsburg,NA,tra2a,NA,NA,in,sfd,,,,,,,,,,
pleasant_hillGGNADISNAinNA,1316,139,213.1259681,13,1121,pleasant_hill,GG,NA,DIS,NA,in,NA,,,,,,,,,,
pleasant_hillGGNADISNAinsfd,1317,47,5.023774083,13,1121,pleasant_hill,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
pleasant_hillGGNAHRANAinNA,1318,124,150.2639324,13,1127,pleasant_hill,GG,NA,HRA,NA,in,NA,,,,,,,,,,
pleasant_hillGGNAHRANAinsfd,1319,354,62.00798581,13,1127,pleasant_hill,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
pleasant_hillGGtra2aDISNAinNA,1320,10,24.6929993,13,1121,pleasant_hill,GG,tra2a,DIS,NA,in,NA,,,,,,,,,,
pleasant_hillGGtra2aDISNAinsfd,1321,1,0.504151859,13,1121,pleasant_hill,GG,tra2a,DIS,NA,in,sfd,,,,,,,,,,
pleasant_hillGGtra2aHRANAinNA,1322,15,4.549353446,13,1129,pleasant_hill,GG,tra2a,HRA,NA,in,NA,,,,,,,,,,
pleasant_hillGGtra2aHRANAinsfd,1323,4,0.768884376,13,1129,pleasant_hill,GG,tra2a,HRA,NA,in,sfd,,,,,,,,,,
pleasant_hillGGtra2aNANAinNA,1324,1,0.439779345,13,1129,pleasant_hill,GG,tra2a,NA,NA,in,NA,,,,,,,,,,
pleasant_hillNANADISNAinNA,1325,502,322.6351365,13,1123,pleasant_hill,NA,NA,DIS,NA,in,NA,,,,,,,,,,
pleasant_hillNANADISNAinsfd,1326,1379,216.1590923,13,1121,pleasant_hill,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
pleasant_hillNANAHRADISNAinNA,1327,85,350.0045093,13,1126,pleasant_hill,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
pleasant_hillNANAHRADISNAinsfd,1328,743,170.0626122,13,1126,pleasant_hill,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
pleasant_hillNANAHRANAinNA,1329,795,790.1875877,13,1127,pleasant_hill,NA,NA,HRA,NA,in,NA,,,,,,,,,,
pleasant_hillNANAHRANAinsfd,1330,5771,1382.877781,13,1129,pleasant_hill,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
pleasant_hillNANANANAinNA,1331,3,10.95842394,13,1121,pleasant_hill,NA,NA,NA,NA,in,NA,,,,,,,,,,
pleasant_hillNANANANAinsfd,1332,12,2.229217314,13,1121,pleasant_hill,NA,NA,NA,NA,in,sfd,,,,,,,,,,
pleasantonGGtra2aHRANAinNA,1333,98,368.3763425,1,742,pleasanton,GG,tra2a,HRA,NA,in,NA,,,,,,,,,,
pleasantonGGtra3HRANAinNA,1334,747,615.691863,1,742,pleasanton,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
pleasantonGGtra3HRANAinsfd,1335,19,1.270079185,1,742,pleasanton,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
pleasantonNANAHRADISNAexp0sfd,1336,1,9.906052769,1,746,pleasanton,NA,NA,HRADIS,NA,exp0,sfd,HS,,5.5,,,,,,,1
pleasantonNANAHRADISNAinNA,1337,465,1345.944413,1,738,pleasanton,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
pleasantonNANAHRADISNAinsfd,1338,1175,442.2363084,1,746,pleasanton,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
pleasantonNANAHRADISNAoutNA,1339,14,294.3990925,1,746,pleasanton,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
pleasantonNANAHRADISNAoutsfd,1340,5,4.502680997,1,746,pleasanton,NA,NA,HRADIS,NA,out,sfd,,,,,,,,,,
pleasantonNANAHRANAinNA,1341,334,912.7385905,1,735,pleasanton,NA,NA,HRA,NA,in,NA,,,,,,,,,,
pleasantonNANAHRANAinsfd,1342,747,420.3771968,1,736,pleasanton,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
pleasantonNANAHRANAoutNA,1343,25,919.6150477,1,735,pleasanton,NA,NA,HRA,NA,out,NA,,,,,,,,,,
pleasantonNANAHRANAoutsfd,1344,10,20.95861812,1,735,pleasanton,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
pleasantonNAtra2aHRANAinNA,1345,6,11.80066802,1,735,pleasanton,NA,tra2a,HRA,NA,in,NA,,,,,,,,,,
pleasantonNAtra3HRADISNAexp1_npNA,1346,2,145.0403207,1,743,pleasanton,NA,tra3,HRADIS,NA,exp1_np,NA,HS,,5.5,,,,,,,1
pleasantonNAtra3HRADISNAinNA,1347,3215,3394.235077,1,746,pleasanton,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
pleasantonNAtra3HRADISNAinsfd,1348,7959,1816.880971,1,745,pleasanton,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
pleasantonNAtra3HRADISNAoutNA,1349,2,53.93503619,1,746,pleasanton,NA,tra3,HRADIS,NA,out,NA,,,,,,,,,,
pleasantonNAtra3HRANAinNA,1350,2888,1867.054594,1,742,pleasanton,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
pleasantonNAtra3HRANAinsfd,1351,4083,919.4918477,1,737,pleasanton,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
pleasantonNAtra3HRANAoutsfd,1352,2,50.37814061,1,735,pleasanton,NA,tra3,HRA,NA,out,sfd,,,,,,,,,,
pleasantonNAtra3NANAinNA,1353,1,1.025492401,1,728,pleasanton,NA,tra3,NA,NA,in,NA,,,,,,,,,,
portola_valleyNANAHRADISNAinNA,1354,3,0.851079381,81,298,portola_valley,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
portola_valleyNANAHRADISNAinsfd,1355,8,8.332042164,81,298,portola_valley,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
portola_valleyNANAHRANAinNA,1356,420,3291.437085,81,298,portola_valley,NA,NA,HRA,NA,in,NA,,,,,,,,,,
portola_valleyNANAHRANAinsfd,1357,1381,2192.591202,81,298,portola_valley,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
portola_valleyNANAHRANAoutNA,1358,1,16.0280357,81,347,portola_valley,NA,NA,HRA,NA,out,NA,,,,,,,,,,
portola_valleyNANAHRANAoutsfd,1359,2,3.141867689,81,347,portola_valley,NA,NA,HRA,NA,out,sfd,,,,,,,,,,
redwood_cityGGNADISNAinNA,1360,14,2.041148587,81,303,redwood_city,GG,NA,DIS,NA,in,NA,,,,,,,,,,
redwood_cityGGNADISNAinsfd,1361,8,1.242881128,81,325,redwood_city,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
redwood_cityGGNAHRADISNAinNA,1362,94,52.16001853,81,317,redwood_city,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
redwood_cityGGNAHRADISNAinsfd,1363,1578,304.6221047,81,301,redwood_city,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
redwood_cityGGNAHRANAinNA,1364,159,228.3193753,81,303,redwood_city,GG,NA,HRA,NA,in,NA,,,,,,,,,,
redwood_cityGGNAHRANAinsfd,1365,1234,196.0954561,81,301,redwood_city,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
redwood_cityGGNANANAinNA,1366,238,248.4924216,81,314,redwood_city,GG,NA,NA,NA,in,NA,,,,,,,,,,
redwood_cityGGNANANAinsfd,1367,49,8.358867633,81,325,redwood_city,GG,NA,NA,NA,in,sfd,,,,,,,,,,
redwood_cityGGtra2aHRADISNAinNA,1368,95,59.30024443,81,317,redwood_city,GG,tra2a,HRADIS,NA,in,NA,,,,,,,,,,
redwood_cityGGtra2aHRADISNAinsfd,1369,55,7.088947945,81,317,redwood_city,GG,tra2a,HRADIS,NA,in,sfd,,,,,,,,,,
