fbpzoningm,modcat_id,FREQUENCY,SUM_ACRES,manual_county,zone,juris,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat,exp_on
san_joseGGtra1NANAinsfd,1613,52,6.677083968,85,558,san_jose,GG,tra1,NA,NA,in,sfd,,,,,,,,,,
san_joseGGtra2aDISNAinNA,1614,490,315.0762065,85,601,san_jose,GG,tra2a,DIS,NA,in,NA,,,,,,,,,,
san_joseGGtra2aDISNAinsfd,1615,929,112.3758581,85,601,san_jose,GG,tra2a,DIS,NA,in,sfd,,,,,,,,,,
san_joseGGtra2aHRANAinNA,1616,1,0.577395251,85,606,san_jose,GG,tra2a,HRA,NA,in,NA,,,,,,,,,,
san_joseGGtra2aNANAinNA,1617,2079,623.8188507,85,558,san_jose,GG,tra2a,NA,NA,in,NA,,,,,,,,,,
san_joseGGtra2aNANAinsfd,1618,674,94.40656828,85,551,san_jose,GG,tra2a,NA,NA,in,sfd,,,,,,,,,,
san_joseGGtra2bDISNAinNA,1619,67,51.82159129,85,556,san_jose,GG,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_joseGGtra2bDISNAinsfd,1620,9,6.535921293,85,539,san_jose,GG,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_joseGGtra2bHRADISNAinNA,1621,51,312.6020667,85,412,san_jose,GG,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
san_joseGGtra2bNANAinNA,1622,2686,2262.778375,85,548,san_jose,GG,tra2b,NA,NA,in,NA,,,,,,,,,,
san_joseGGtra2bNANAinsfd,1623,688,140.231349,85,546,san_jose,GG,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_joseGGtra3DISNAinNA,1624,2866,1669.587377,85,582,san_jose,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
san_joseGGtra3DISNAinsfd,1625,2881,441.1756884,85,534,san_jose,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_joseGGtra3DISNAoutNA,1626,2,0.2394553,85,658,san_jose,GG,tra3,DIS,NA,out,NA,,,,,,,,,,
san_joseGGtra3HRADISNAinNA,1627,232,212.8572501,85,522,san_jose,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_joseGGtra3HRADISNAinsfd,1628,247,39.83067527,85,465,san_jose,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseGGtra3HRADISNAoutsfd,1629,1,0.02791507,85,530,san_jose,GG,tra3,HRADIS,NA,out,sfd,,,,,,,,,,
san_joseGGtra3HRANAinNA,1630,819,431.1861211,85,531,san_jose,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
san_joseGGtra3HRANAinsfd,1631,261,39.55601378,85,466,san_jose,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_joseGGtra3HRANAoutNA,1632,4,2.475436926,85,498,san_jose,GG,tra3,HRA,NA,out,NA,,,,,,,,,,
san_joseGGtra3HRANAoutsfd,1633,9,2.298533067,85,499,san_jose,GG,tra3,HRA,NA,out,sfd,,,,,,,,,,
san_joseGGtra3NANAinNA,1634,9957,5131.90757,85,533,san_jose,GG,tra3,NA,NA,in,NA,,,,,,,,,,
san_joseGGtra3NANAinsfd,1635,6228,919.3658578,85,467,san_jose,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
san_joseNANADISNAinNA,1636,3969,4553.204388,85,676,san_jose,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_joseNANADISNAinsfd,1637,16842,2936.4662,85,628,san_jose,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_joseNANADISNAoutNA,1638,251,7326.637409,85,628,san_jose,NA,NA,DIS,NA,out,NA,,,,,,,,,,
san_joseNANADISNAoutsfd,1639,193,256.6922629,85,628,san_jose,NA,NA,DIS,NA,out,sfd,,,,,,,,,,
san_joseNANAHRADISNAexp1_npNA,1640,7,210.0961343,85,696,san_jose,NA,NA,HRADIS,NA,exp1_np,NA,HS,,2.75,,,,,,,1
san_joseNANAHRADISNAinNA,1641,5668,6111.943402,85,694,san_jose,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_joseNANAHRADISNAinsfd,1642,39196,7586.71564,85,684,san_jose,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseNANAHRADISNAoutNA,1643,52,4204.334655,85,695,san_jose,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
san_joseNANAHRADISNAoutsfd,1644,37,1121.303856,85,695,san_jose,NA,NA,HRADIS,NA,out,sfd,,,,,,,,,,
san_joseNANAHRANAinNA,1645,2449,985.9622721,85,482,san_jose,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_joseNANAHRANAinsfd,1646,13583,2260.601903,85,515,san_jose,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_joseNANAHRANAoutNA,1647,2,0.762152276,85,516,san_jose,NA,NA,HRA,NA,out,NA,,,,,,,,,,
san_joseNANANANAinNA,1648,2918,3988.255081,85,605,san_jose,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_joseNANANANAinsfd,1649,8970,1380.708073,85,688,san_jose,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_joseNANANANAoutNA,1650,294,15119.97155,85,404,san_jose,NA,NA,NA,NA,out,NA,,,,,,,,,,
san_joseNAtra1DISNAinNA,1651,8,0.356097628,85,543,san_jose,NA,tra1,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra1DISNAinsfd,1652,5,0.220712408,85,543,san_jose,NA,tra1,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra1NANAinNA,1653,1,15.17064695,85,434,san_jose,NA,tra1,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2aDISNAinNA,1654,2,0.24989454,85,598,san_jose,NA,tra2a,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2aDISNAinsfd,1655,60,8.470652782,85,601,san_jose,NA,tra2a,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2aNANAinNA,1656,12,2.281948363,85,593,san_jose,NA,tra2a,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2aNANAinsfd,1657,10,2.287807239,85,593,san_jose,NA,tra2a,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra2bDISNAinNA,1658,16,16.41423844,85,539,san_jose,NA,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra2bDISNAinsfd,1659,11,18.68226286,85,539,san_jose,NA,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra2bNANAinNA,1660,138,68.8145589,85,547,san_jose,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra2bNANAinsfd,1661,79,12.89134509,85,547,san_jose,NA,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3DISNAinNA,1662,9911,5569.399611,85,582,san_jose,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_joseNAtra3DISNAinsfd,1663,23920,3553.387288,85,658,san_jose,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra3DISNAoutNA,1664,7,42.79659864,85,697,san_jose,NA,tra3,DIS,NA,out,NA,,,,,,,,,,
san_joseNAtra3DISNAoutsfd,1665,7,38.13445922,85,697,san_jose,NA,tra3,DIS,NA,out,sfd,,,,,,,,,,
san_joseNAtra3DISppainNA,1666,288,496.3616478,85,563,san_jose,NA,tra3,DIS,ppa,in,NA,,,,,,,,,,
san_joseNAtra3HRADISNAinNA,1667,1804,664.6780633,85,477,san_jose,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_joseNAtra3HRADISNAinsfd,1668,7334,1227.286645,85,477,san_jose,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_joseNAtra3HRANAinNA,1669,1302,574.7542673,85,525,san_jose,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_joseNAtra3HRANAinsfd,1670,9674,1620.613972,85,521,san_jose,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3NANAinNA,1671,13526,7091.987557,85,592,san_jose,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_joseNAtra3NANAinsfd,1672,21289,3057.285012,85,467,san_jose,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_joseNAtra3NAppainNA,1673,14,18.14887542,85,561,san_jose,NA,tra3,NA,ppa,in,NA,,,,,,,,,,
san_leandroGGNANANAinNA,1674,49,16.89449143,1,870,san_leandro,GG,NA,NA,NA,in,NA,,,,,,,,,,
san_leandroGGNANANAinsfd,1675,229,16.49568551,1,870,san_leandro,GG,NA,NA,NA,in,sfd,,,,,,,,,,
san_leandroGGtra1NANAinNA,1676,1034,428.9402749,1,872,san_leandro,GG,tra1,NA,NA,in,NA,,,,,,,,,,
san_leandroGGtra1NANAinsfd,1677,1126,148.5380797,1,871,san_leandro,GG,tra1,NA,NA,in,sfd,,,,,,,,,,
san_leandroGGtra2cNANAinNA,1678,751,150.3544594,1,870,san_leandro,GG,tra2c,NA,NA,in,NA,,,,,,,,,,
san_leandroGGtra2cNANAinsfd,1679,1342,178.9853388,1,869,san_leandro,GG,tra2c,NA,NA,in,sfd,,,,,,,,,,
san_leandroGGtra3DISNAinNA,1680,92,46.47468068,1,865,san_leandro,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
san_leandroGGtra3DISNAinsfd,1681,896,115.4051839,1,865,san_leandro,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_leandroGGtra3NANAinNA,1682,1275,333.6490043,1,871,san_leandro,GG,tra3,NA,NA,in,NA,,,,,,,,,,
san_leandroGGtra3NANAinsfd,1683,1721,237.5288942,1,868,san_leandro,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
san_leandroGGtra3NAppainNA,1684,27,108.0348122,1,864,san_leandro,GG,tra3,NA,ppa,in,NA,,,,,,,,,,
san_leandroNANADISNAinNA,1685,634,979.3257252,1,860,san_leandro,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_leandroNANADISNAinsfd,1686,3057,529.8833699,1,860,san_leandro,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_leandroNANADISNAoutNA,1687,2,277.0901032,1,860,san_leandro,NA,NA,DIS,NA,out,NA,,,,,,,,,,
san_leandroNANADISppainNA,1688,160,293.8021076,1,861,san_leandro,NA,NA,DIS,ppa,in,NA,,,,,,,,,,
san_leandroNANANANAinNA,1689,1242,832.9891575,1,873,san_leandro,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_leandroNANANANAinsfd,1690,6723,918.8052418,1,872,san_leandro,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_leandroNANANANAoutNA,1691,5,346.539909,1,873,san_leandro,NA,NA,NA,NA,out,NA,,,,,,,,,,
san_leandroNANANANAoutsfd,1692,2,0.746466631,1,873,san_leandro,NA,NA,NA,NA,out,sfd,,,,,,,,,,
san_leandroNANANAppainNA,1693,559,1163.840344,1,873,san_leandro,NA,NA,NA,ppa,in,NA,,,,,,,,,,
san_leandroNAtra1NANAinNA,1694,9,0.903609529,1,872,san_leandro,NA,tra1,NA,NA,in,NA,,,,,,,,,,
san_leandroNAtra2cNANAinNA,1695,20,7.189519693,1,869,san_leandro,NA,tra2c,NA,NA,in,NA,,,,,,,,,,
san_leandroNAtra2cNANAinsfd,1696,26,4.966729606,1,869,san_leandro,NA,tra2c,NA,NA,in,sfd,,,,,,,,,,
san_leandroNAtra3DISNAinNA,1697,44,27.22369454,1,865,san_leandro,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_leandroNAtra3DISNAinsfd,1698,485,90.04414057,1,865,san_leandro,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_leandroNAtra3NANAinNA,1699,256,197.7122274,1,863,san_leandro,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_leandroNAtra3NANAinsfd,1700,1113,142.0703728,1,868,san_leandro,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_leandroNAtra3NAppainNA,1701,27,58.70103228,1,875,san_leandro,NA,tra3,NA,ppa,in,NA,,,,,,,,,,
san_leandroNAtra3NAppainsfd,1702,1,0.443893266,1,864,san_leandro,NA,tra3,NA,ppa,in,sfd,,,,,,,,,,
san_mateoGGNADISNAinNA,1703,8,40.96534505,81,279,san_mateo,GG,NA,DIS,NA,in,NA,,,,,,,,,,
san_mateoGGNANANAinNA,1704,5,17.07796784,81,278,san_mateo,GG,NA,NA,NA,in,NA,,,,,,,,,,
san_mateoGGtra2aDISNAinNA,1705,10,5.392015037,81,281,san_mateo,GG,tra2a,DIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra2aDISNAinsfd,1706,36,5.293132,81,277,san_mateo,GG,tra2a,DIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra2aHRADISNAinNA,1707,454,187.136168,81,277,san_mateo,GG,tra2a,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra2aHRADISNAinsfd,1708,660,88.85966714,81,284,san_mateo,GG,tra2a,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra2aHRANAinNA,1709,25,5.130491175,81,283,san_mateo,GG,tra2a,HRA,NA,in,NA,,,,,,,,,,
san_mateoGGtra2aHRANAinsfd,1710,199,29.25074922,81,283,san_mateo,GG,tra2a,HRA,NA,in,sfd,,,,,,,,,,
san_mateoGGtra2aNANAinNA,1711,23,135.4086374,81,278,san_mateo,GG,tra2a,NA,NA,in,NA,,,,,,,,,,
san_mateoGGtra2bDISNAinNA,1712,406,171.4370566,81,280,san_mateo,GG,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra2bDISNAinsfd,1713,230,28.11740189,81,280,san_mateo,GG,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra2bHRADISNAinNA,1714,210,82.76076183,81,256,san_mateo,GG,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra2bHRADISNAinsfd,1715,63,13.68038829,81,256,san_mateo,GG,tra2b,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra2bNANAinNA,1716,512,147.0098011,81,257,san_mateo,GG,tra2b,NA,NA,in,NA,,,,,,,,,,
san_mateoGGtra2bNANAinsfd,1717,40,4.232665755,81,257,san_mateo,GG,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_mateoGGtra3DISNAinNA,1718,301,56.81230259,81,281,san_mateo,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra3DISNAinsfd,1719,188,24.33579169,81,280,san_mateo,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra3HRADISNAinNA,1720,702,183.7452237,81,256,san_mateo,GG,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoGGtra3HRADISNAinsfd,1721,429,62.0661027,81,258,san_mateo,GG,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoGGtra3HRANAinNA,1722,51,14.90707262,81,253,san_mateo,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
san_mateoGGtra3HRANAinsfd,1723,336,79.51135065,81,253,san_mateo,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_mateoGGtra3NANAinNA,1724,41,59.26845401,81,278,san_mateo,GG,tra3,NA,NA,in,NA,,,,,,,,,,
san_mateoNANADISNAinNA,1725,250,355.4102158,81,279,san_mateo,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_mateoNANADISNAinsfd,1726,2438,308.2783897,81,279,san_mateo,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNANADISNAoutNA,1727,1,7.572735137,81,261,san_mateo,NA,NA,DIS,NA,out,NA,,,,,,,,,,
san_mateoNANAHRADISNAinNA,1728,302,350.954182,81,290,san_mateo,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNANAHRADISNAinsfd,1729,1254,204.850609,81,277,san_mateo,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNANAHRANAinNA,1730,883,821.1994373,81,282,san_mateo,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_mateoNANAHRANAinsfd,1731,4302,767.3885206,81,253,san_mateo,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_mateoNANANANAinNA,1732,1110,1151.888555,81,265,san_mateo,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_mateoNANANANAinsfd,1733,1850,238.512259,81,262,san_mateo,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_mateoNANANANAoutNA,1734,1,0.582286162,81,262,san_mateo,NA,NA,NA,NA,out,NA,,,,,,,,,,
san_mateoNAtra2aHRADISNAinsfd,1735,1,0.150399276,81,277,san_mateo,NA,tra2a,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2aHRANAinNA,1736,1,2.029840577,81,283,san_mateo,NA,tra2a,HRA,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bDISNAinNA,1737,78,16.42915013,81,279,san_mateo,NA,tra2b,DIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bDISNAinsfd,1738,368,44.54066246,81,279,san_mateo,NA,tra2b,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2bHRADISNAinNA,1739,47,7.660425527,81,258,san_mateo,NA,tra2b,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bHRADISNAinsfd,1740,18,2.152346485,81,258,san_mateo,NA,tra2b,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra2bNANAinNA,1741,888,157.0014285,81,260,san_mateo,NA,tra2b,NA,NA,in,NA,,,,,,,,,,
san_mateoNAtra2bNANAinsfd,1742,292,38.20548886,81,260,san_mateo,NA,tra2b,NA,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3DISNAinNA,1743,275,83.77735759,81,281,san_mateo,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra3DISNAinsfd,1744,614,82.17932799,81,281,san_mateo,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3HRADISNAinNA,1745,240,61.87952022,81,258,san_mateo,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_mateoNAtra3HRADISNAinsfd,1746,579,74.15429349,81,276,san_mateo,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3HRANAinNA,1747,168,52.53590466,81,259,san_mateo,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_mateoNAtra3HRANAinsfd,1748,1084,205.0452163,81,285,san_mateo,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_mateoNAtra3NANAinNA,1749,171,36.70009268,81,260,san_mateo,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_mateoNAtra3NANAinsfd,1750,50,5.935511615,81,257,san_mateo,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_pabloGGNANANAinNA,1751,110,48.21766128,13,1064,san_pablo,GG,NA,NA,NA,in,NA,,,,,,,,,,
san_pabloGGNANANAinsfd,1752,21,2.062493716,13,1067,san_pablo,GG,NA,NA,NA,in,sfd,,,,,,,,,,
san_pabloGGtra3DISNAinNA,1753,485,290.8608614,13,1066,san_pablo,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
san_pabloGGtra3DISNAinsfd,1754,371,51.46933872,13,1066,san_pablo,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_pabloGGtra3NANAinNA,1755,616,230.9884909,13,1072,san_pablo,GG,tra3,NA,NA,in,NA,,,,,,,,,,
san_pabloGGtra3NANAinsfd,1756,1762,220.1140634,13,1067,san_pablo,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
san_pabloNANADISNAinNA,1757,72,79.93599693,13,1075,san_pablo,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_pabloNANADISNAinsfd,1758,38,7.389296862,13,1075,san_pablo,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_pabloNANANANAinNA,1759,316,81.05655865,13,1071,san_pablo,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_pabloNANANANAinsfd,1760,1204,122.3804253,13,1071,san_pablo,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_pabloNAtra3DISNAinNA,1761,89,40.8132635,13,1075,san_pablo,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_pabloNAtra3DISNAinsfd,1762,132,21.96721618,13,1075,san_pablo,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_pabloNAtra3NANAinNA,1763,75,31.53909331,13,1070,san_pablo,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_pabloNAtra3NANAinsfd,1764,612,80.11300247,13,1070,san_pablo,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_rafaelGGNADISNAinNA,1765,3,4.89839068,41,1421,san_rafael,GG,NA,DIS,NA,in,NA,,,,,,,,,,
san_rafaelGGNADISNAinsfd,1766,14,3.74320728,41,1421,san_rafael,GG,NA,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelGGNADISNAoutNA,1767,7,2.726894453,41,1428,san_rafael,GG,NA,DIS,NA,out,NA,,,,,,,,,,
san_rafaelGGNADISNAoutsfd,1768,7,1.507765639,41,1428,san_rafael,GG,NA,DIS,NA,out,sfd,,,,,,,,,,
san_rafaelGGNANANAinNA,1769,10,1.379652753,41,1427,san_rafael,GG,NA,NA,NA,in,NA,,,,,,,,,,
san_rafaelGGNANANAinsfd,1770,11,1.86399519,41,1427,san_rafael,GG,NA,NA,NA,in,sfd,,,,,,,,,,
san_rafaelGGNANANAoutNA,1771,12,22.62486878,41,1428,san_rafael,GG,NA,NA,NA,out,NA,,,,,,,,,,
san_rafaelGGtra3DISNAinNA,1772,1090,528.5839102,41,1429,san_rafael,GG,tra3,DIS,NA,in,NA,,,,,,,,,,
san_rafaelGGtra3DISNAinsfd,1773,839,93.1610972,41,1428,san_rafael,GG,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelGGtra3DISNAoutNA,1774,40,20.1278485,41,1428,san_rafael,GG,tra3,DIS,NA,out,NA,,,,,,,,,,
san_rafaelGGtra3DISNAoutsfd,1775,23,2.055757616,41,1428,san_rafael,GG,tra3,DIS,NA,out,sfd,,,,,,,,,,
san_rafaelGGtra3HRANAinNA,1776,28,48.6799994,41,1422,san_rafael,GG,tra3,HRA,NA,in,NA,,,,,,,,,,
san_rafaelGGtra3HRANAinsfd,1777,140,23.13489717,41,1422,san_rafael,GG,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_rafaelGGtra3NANAinNA,1778,745,529.8840995,41,1428,san_rafael,GG,tra3,NA,NA,in,NA,,,,,,,,,,
san_rafaelGGtra3NANAinsfd,1779,506,39.75200844,41,1428,san_rafael,GG,tra3,NA,NA,in,sfd,,,,,,,,,,
san_rafaelGGtra3NANAoutNA,1780,176,263.579418,41,1428,san_rafael,GG,tra3,NA,NA,out,NA,,,,,,,,,,
san_rafaelGGtra3NANAoutsfd,1781,9,0.153594619,41,1428,san_rafael,GG,tra3,NA,NA,out,sfd,,,,,,,,,,
san_rafaelNANADISNAinNA,1782,647,1494.258217,41,1431,san_rafael,NA,NA,DIS,NA,in,NA,,,,,,,,,,
san_rafaelNANADISNAinsfd,1783,3289,1190.5248,41,1421,san_rafael,NA,NA,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelNANADISNAoutNA,1784,108,307.725692,41,1424,san_rafael,NA,NA,DIS,NA,out,NA,,,,,,,,,,
san_rafaelNANADISNAoutsfd,1785,33,2.065169985,41,1424,san_rafael,NA,NA,DIS,NA,out,sfd,,,,,,,,,,
san_rafaelNANAHRANAinNA,1786,140,219.1824113,41,1431,san_rafael,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_rafaelNANAHRANAinsfd,1787,556,143.8844881,41,1422,san_rafael,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
san_rafaelNANANANAinNA,1788,282,979.6410741,41,1427,san_rafael,NA,NA,NA,NA,in,NA,,,,,,,,,,
san_rafaelNANANANAinsfd,1789,952,307.6249636,41,1427,san_rafael,NA,NA,NA,NA,in,sfd,,,,,,,,,,
san_rafaelNANANANAoutNA,1790,135,117.0798454,41,1427,san_rafael,NA,NA,NA,NA,out,NA,,,,,,,,,,
san_rafaelNANANANAoutsfd,1791,260,24.24480447,41,1428,san_rafael,NA,NA,NA,NA,out,sfd,,,,,,,,,,
san_rafaelNAtra3DISNAinNA,1792,1450,709.660744,41,1429,san_rafael,NA,tra3,DIS,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3DISNAinsfd,1793,2146,370.7369903,41,1430,san_rafael,NA,tra3,DIS,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3DISNAoutNA,1794,79,32.82392437,41,1424,san_rafael,NA,tra3,DIS,NA,out,NA,,,,,,,,,,
san_rafaelNAtra3DISNAoutsfd,1795,38,0.628056663,41,1424,san_rafael,NA,tra3,DIS,NA,out,sfd,,,,,,,,,,
san_rafaelNAtra3HRADISNAinNA,1796,5,0.566265704,41,1430,san_rafael,NA,tra3,HRADIS,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3HRADISNAinsfd,1797,3,0.394903525,41,1430,san_rafael,NA,tra3,HRADIS,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3HRANAinNA,1798,560,871.9290895,41,1422,san_rafael,NA,tra3,HRA,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3HRANAinsfd,1799,2575,495.9182195,41,1422,san_rafael,NA,tra3,HRA,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3NANAinNA,1800,65,125.735614,41,1425,san_rafael,NA,tra3,NA,NA,in,NA,,,,,,,,,,
san_rafaelNAtra3NANAinsfd,1801,210,17.79192556,41,1431,san_rafael,NA,tra3,NA,NA,in,sfd,,,,,,,,,,
san_rafaelNAtra3NANAoutNA,1802,165,64.96031967,41,1428,san_rafael,NA,tra3,NA,NA,out,NA,,,,,,,,,,
san_rafaelNAtra3NANAoutsfd,1803,126,10.25719824,41,1428,san_rafael,NA,tra3,NA,NA,out,sfd,,,,,,,,,,
san_ramonGGNAHRADISNAinNA,1804,425,587.8670146,13,1176,san_ramon,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_ramonGGNAHRADISNAinsfd,1805,2164,277.1221352,13,1176,san_ramon,GG,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_ramonGGNAHRANAinNA,1806,285,905.1655771,13,1168,san_ramon,GG,NA,HRA,NA,in,NA,,,,,,,,,,
san_ramonGGNAHRANAinsfd,1807,626,110.7990259,13,1168,san_ramon,GG,NA,HRA,NA,in,sfd,,,,,,,,,,
san_ramonNANAHRADISNAinNA,1808,1501,4572.434121,13,1175,san_ramon,NA,NA,HRADIS,NA,in,NA,,,,,,,,,,
san_ramonNANAHRADISNAinsfd,1809,10107,1952.415276,13,1175,san_ramon,NA,NA,HRADIS,NA,in,sfd,,,,,,,,,,
san_ramonNANAHRADISNAoutNA,1810,2,108.4679289,13,1171,san_ramon,NA,NA,HRADIS,NA,out,NA,,,,,,,,,,
san_ramonNANAHRANAinNA,1811,747,1042.192401,13,1170,san_ramon,NA,NA,HRA,NA,in,NA,,,,,,,,,,
san_ramonNANAHRANAinsfd,1812,3710,670.2642966,13,1168,san_ramon,NA,NA,HRA,NA,in,sfd,,,,,,,,,,
santa_claraGGNADISNAinNA,1813,1,0.136023357,85,444,santa_clara,GG,NA,DIS,NA,in,NA,,,,,,,,,,
santa_claraGGNAHRADISNAinNA,1814,106,36.77256904,85,461,santa_clara,GG,NA,HRADIS,NA,in,NA,,,,,,,,,,
