development_projects_id,raw_id,building_name,site_name,action,scen0,scen3,scen1,scen2,scen4,scen5,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price,source,apn
532,9335716,,,build,1,1,1,1,1,1,85 Bluxome St,San Francisco,941071664,San Francisco,-122.3973023,37.77610496,16635062309279,2015,,,OF,52999.0,52999.0,0.0,,rent,,5.0,,,,,,,,San Francisco-3786018
533,657769,,,build,1,1,1,1,1,1,350 Bush St,San Francisco,941042805,San Francisco,-122.4033037,37.79131148,10678693507611,2017,,,OF,432978.0,432978.0,0.0,,rent,,21.0,175.0,,,,,,,San Francisco-0269028
534,6018606,Concar Bldg 2 North,Concar,build,1,1,1,1,1,1,450 Concar Dr,San Mateo,94402,San Mateo,-122.3061096,37.55347763,11667096538911,2016,,,OF,104000.0,104000.0,0.0,,rent,,4.0,,,,,,,,San Mateo-35201020
535,629006,Foundry Square III,Foundry Square,build,1,1,1,1,1,1,505 Howard St,San Francisco,941053001,San Francisco,-122.3960393,37.78803702,12902653251058,2013,,,OF,292412.0,292412.0,0.0,,rent,,10.0,100.0,,,,,,,San Francisco-3736121
536,9448995,,,build,1,1,1,1,1,1,1263 Mission St,San Francisco,941032705,San Francisco,-122.4138821,37.77640801,2955586853068,2014,,,OF,33850.0,33850.0,0.0,,rent,,3.0,,,,,,,,San Francisco-3728076
537,8783194,Bldg 9,Quadrus Office Complex,build,1,1,1,1,1,1,2460 Sand Hill Rd,Menlo Park,940256918,San Mateo,-122.2022453,37.4223628,15762070120420,2015,,,OF,32400.0,32400.0,0.0,,rent,,3.0,20.0,,,,,,,Menlo Park-74270220
538,1362015,American Ag Credit HQ,,build,1,1,1,1,1,1,402 Aviation Blvd,Santa Rosa,954031069,Sonoma,-122.7827248,38.51261149,8073599319083,2015,,,OF,128000.0,128000.0,0.0,,rent,,3.0,,,,,,,,Unincorporated Sonoma-059-350-107
539,9298242,,,build,1,1,1,1,1,1,1393 N Broadway,Walnut Creek,945964636,Contra Costa,-122.0600459,37.89935158,3355145228250,2014,,,OF,2000.0,2000.0,0.0,,rent,,2.0,,,,,,,,Walnut Creek-84247
540,8000848,Schwab Bldg,,build,1,1,1,1,1,1,1231-1255 S California Blvd,Walnut Creek,94596,Contra Costa,-122.0626757,37.89483816,11898674403674,2011,,,OF,17707.0,17707.0,0.0,,rent,,3.0,,,,,2013.0,,,Walnut Creek-81448
541,7527654,Bldg 1,Centre Place,build,1,1,1,1,1,1,1273 S California Blvd,Walnut Creek,945965122,Contra Costa,-122.0626757,37.89483816,11898674403674,2011,,,OF,13137.0,13137.0,0.0,,rent,,2.0,10.0,,,,,,,Walnut Creek-81448
542,9121471,,,build,1,1,1,1,1,1,744 Empire St,Fairfield,945335510,Solano,-122.0429157,38.25064252,12771951016059,2014,,,OF,19000.0,19000.0,0.0,,rent,,2.0,70.0,21.0,,,,,,Fairfield-30185130
543,8045229,Bldg 4,,build,1,1,1,1,1,1,2601 Harbor Bay Pky,Alameda,94502,Alameda,-122.2507227,37.73266514,16862378254164,2012,,,OF,25000.0,25000.0,0.0,,rent,,2.0,100.0,,,,,,,Alameda-074 136204700
544,8045233,,,build,1,1,1,1,1,1,2701 Harbor Bay Pky,Alameda,94502,Alameda,-122.2515808,37.73329464,8276186374128,2012,,,OF,22950.0,22950.0,0.0,,rent,,2.0,100.0,,,,,,,Alameda-074 136204600
545,8126653,Stacey & Witbeck Bldg,,build,1,1,1,1,1,1,2800 Harbor Bay Pky,Alameda,94502,Alameda,-122.2535725,37.73426647,16320262013893,2012,,,OF,20000.0,20000.0,0.0,,rent,,2.0,100.0,,,,,,,Alameda-074 136204400
546,8044544,,,build,1,1,1,1,1,1,2801 Harbor Bay Pky,Alameda,945023043,Alameda,-122.2515808,37.73329464,8276186374128,2012,,,OF,45000.0,45000.0,0.0,,rent,,2.0,,,,,,,,Alameda-074 136204600
547,8045228,Bldg 1,,build,1,1,1,1,1,1,2901 Harbor Bay Pky,Alameda,945023044,Alameda,-122.2523927,37.73391113,3732519379571,2012,,,OF,45000.0,45000.0,0.0,,rent,,2.0,100.0,,,,,,,Alameda-074 136204500
548,628364,Bldg C,Westside Professional Center II,build,1,1,1,1,1,1,2470 Hilborn Rd,Fairfield,945341072,Solano,-122.0506761,38.27505768,13345914359034,2014,,,OF,30000.0,30000.0,0.0,,rent,,2.0,,30.0,,,,,,Fairfield-156490010
549,8829642,Bldg F,Pleasanton Corporate Center,build,1,1,1,1,1,1,5060 Johnson Dr,Pleasanton,94588,Alameda,-121.9077453,37.69483305,9253380226815,2013,,,OF,64035.0,64035.0,0.0,,rent,,1.0,50.0,,,,2012.0,85500000.0,,Pleasanton-941 130107900
550,8158148,,,build,1,1,1,1,1,1,55 La Goma St,Mill Valley,949412815,Marin,-122.5360779,37.8983199,12717841237252,2014,,,OF,9585.0,9585.0,0.0,,rent,,2.0,35.0,,,,,,,Mill Valley-3005508
551,9235344,,Redwood Business Center,build,1,1,1,1,1,1,1385 N McDowell Blvd,Petaluma,94954-111,Sonoma,-122.668672,38.27437074,6468319809493,2015,,,OF,56000.0,56000.0,0.0,,rent,,3.0,,27.6,,,,,,Petaluma-007-411-025
552,8913587,,,build,1,1,1,1,1,1,90 Railroad Ave,Danville,94526,Contra Costa,-122.0022839,37.82310361,13989876923976,2012,,,OF,3000.0,3000.0,0.0,,rent,,2.0,,,,,,,,Danville-41371
553,1366512,Bldg X- Pad Site ready to build,Westwind Business Park,build,1,1,1,1,1,1,3725 Westwind Blvd,Santa Rosa,954039081,Sonoma,-122.7972864,38.51030609,15378979146496,2011,,,OF,69620.0,69620.0,0.0,,rent,,2.0,90.0,,,,2006.0,,,Unincorporated Sonoma-059-370-024
554,8915292,,,build,1,1,1,1,1,1,1220 7th St,Berkeley,94710,Alameda,-122.3008529,37.88044771,3382366777610,2012,,,OF,7500.0,7500.0,0.0,,rent,,3.0,,,,,,,,Berkeley-060 235800601
555,9594374,,,build,1,1,1,1,1,1,740 Heinz Ave,Berkeley,947102748,Alameda,-122.2947279,37.85267534,7410549291041,2015,,,OF,105000.0,105000.0,0.0,,rent,,4.0,,,,,,,,Berkeley-053 164401400-2
556,6685897,,San Rafael Corporate Center,build,1,1,1,1,1,1,791 Lincoln Ave,San Rafael,94901,Marin,-122.5248053,37.97024149,9021346378913,2016,,,OF,85000.0,85000.0,0.0,,rent,,4.0,,,,,,,,San Rafael-1302151
557,9605378,Bldg A,San Leandro Tech Campus,build,1,1,1,1,1,1,1333 Martinez St,San Leandro,94577,Alameda,-122.1618576,37.72145658,14873184039315,2016,,,OF,132000.0,132000.0,0.0,,rent,,6.0,,,,,,,,San Leandro-075 004700700
558,9523284,Phase II - Bldg 4 & 6,Santa Clara Gateway,build,1,1,1,1,1,1,2550-2755 Great America Pky,Santa Clara,95054,Santa Clara,-121.9742364,37.41480712,5443657442714,2014,,,OF,301224.0,301224.0,0.0,,rent,,5.0,150.0,,,,,,,Santa Clara-10401099
559,9730498,,,build,1,1,1,1,1,1,467 1st St,Los Altos,94022,Santa Clara,-122.1144663,37.37442975,787914317918,2016,,,OF,24759.0,24759.0,0.0,,rent,,3.0,,,,,,,,Los Altos-16741053
560,8921672,Samsung HQ - Bldg 1,,build,1,1,1,1,1,1,3655 N 1st St,San Jose,95134,Santa Clara,-121.9463532,37.4092982,2322862587853,2015,,,OF,325000.0,325000.0,0.0,,rent,,10.0,,,,,,,,San Jose-9753026
561,8921674,Samsung HQ - Bldg 2,,build,1,1,1,1,1,1,3655 N 1st St,San Jose,95134,Santa Clara,-121.9463532,37.4092982,2322862587853,2015,,,OF,325000.0,325000.0,0.0,,rent,,10.0,,,,,,,,San Jose-9753026
562,8260280,,,build,1,1,1,1,1,1,343 2nd St,Los Altos,94022,Santa Clara,-122.1148575,37.37648714,17159596811925,2012,,,OF,45000.0,45000.0,0.0,,rent,,2.0,,,,,,,,Los Altos-16740074
563,8143516,Bldg 6,Technology Corners,build,1,1,1,1,1,1,815 11th Ave,Sunnyvale,94089,Santa Clara,-121.8166441,37.27855567,14112903426942,2014,,,OF,219000.0,219000.0,0.0,,rent,,5.0,255.0,,,,,,,San Jose-68410099
564,9017118,Bldg 2,The Grove at Los Gatos,build,1,1,1,1,1,1,Albright Way @ Albright,Los Gatos,95032,Santa Clara,-121.9644257,37.25704878,15130756145477,2015,,,OF,121250.0,121250.0,0.0,,rent,,4.0,,,,,,,,Los Gatos-42432045
565,8159934,Bldg 1,The Grove at Los Gatos,build,1,1,1,1,1,1,Albright Way @ Albright Way,Los Gatos,95032,Santa Clara,-121.9627639,37.25752212,11696441581852,2015,,,OF,121250.0,121250.0,0.0,,rent,,4.0,,,,,,,,Los Gatos-42432060
566,9344661,,Santa Clara Square,build,1,1,1,1,1,1,2685 Augustine Dr,Santa Clara,950542921,Santa Clara,-121.9749018,37.38312526,618413422481,2015,,,OF,180000.0,180000.0,0.0,,rent,,6.0,,,,,,,,Santa Clara-21645031
567,9344671,,Santa Clara Square,build,1,1,1,1,1,1,2695 Augustine Dr,Santa Clara,95054,Santa Clara,-121.9751543,37.38431266,3908283014991,2015,,,OF,230930.0,230930.0,0.0,,rent,,8.0,,,,,,,,Santa Clara-21645032
568,9344641,,Santa Clara Square,build,1,1,1,1,1,1,2727 Augustine Dr,Santa Clara,95054,Santa Clara,-121.9763993,37.38330136,5410657776935,2015,,,OF,181562.0,181562.0,0.0,,rent,,6.0,,,,,,,,Santa Clara-21645009
569,6453175,The Tollgate Buildings,,build,1,1,1,1,1,1,14639 Big Basin Way,Saratoga,95070,Santa Clara,-122.0370862,37.25615913,4698292349305,2014,,,OF,9000.0,9000.0,0.0,,rent,,2.0,,,,,,,,Saratoga-50325013
570,8772070,Bldg 3,Moffett Place,build,1,1,1,1,1,1,1152 Bordeaux Dr,Sunnyvale,940891209,Santa Clara,-122.0212986,37.40604503,17251260263018,2015,,,OF,315272.0,315272.0,0.0,,rent,,8.0,,,,,,,,Sunnyvale-11035008
571,8771899,Bldg 2,Moffett Place,build,1,1,1,1,1,1,1152 Bordeaux Dr,Sunnyvale,940891209,Santa Clara,-122.0212986,37.40604503,17251260263018,2015,,,OF,315272.0,315272.0,0.0,,rent,,8.0,,,,,,,,Sunnyvale-11035008
572,8771873,Bldg 1,Moffett Place,build,1,1,1,1,1,1,1152 Bordeaux Dr,Sunnyvale,940891209,Santa Clara,-122.0212986,37.40604503,17251260263018,2015,,,OF,315272.0,315272.0,0.0,,rent,,8.0,,,,,,,,Sunnyvale-11035008
573,9124823,,,build,1,1,1,1,1,1,250 Bryant St,Mountain View,940411212,Santa Clara,-122.0809374,37.39349953,659833312331,2016,,,OF,78000.0,78000.0,0.0,,rent,,3.0,153.0,,,,,,,Mountain View-15813026
574,9300203,,,build,1,1,1,1,1,1,260 N California Ave,Palo Alto,943013915,Santa Clara,-122.1439089,37.42790762,289938737083,2015,,,OF,50000.0,50000.0,0.0,,rent,,4.0,42.0,,,,,,,Palo Alto-12428033
575,9032062,,,build,1,1,1,1,1,1,605 Castro St,Mountain View,940412011,Santa Clara,-122.0821174,37.38801326,930692931353,2015,,,OF,29924.0,29924.0,0.0,,rent,,4.0,66.0,,,,,,,Mountain View-15809011
576,9201334,,,build,1,1,1,1,1,1,787 Castro St,Mountain View,940412013,Santa Clara,-122.0825007,37.38739829,17410514732300,2013,,,OF,5363.0,5363.0,0.0,,rent,,1.0,13.0,,,,,,,Mountain View-15809008
577,8853364,,Cypress Business Park,build,1,1,1,1,1,1,645 Clyde Ave,Mountain View,940432213,Santa Clara,-122.0472682,37.40111696,4005333602861,2015,,,OF,192864.0,192864.0,0.0,,rent,,6.0,200.0,,,,2015.0,249008000.0,,Mountain View-16055020
578,9559386,,Cypress Business Park,build,1,1,1,1,1,1,665 Clyde Ave,Mountain View,940432235,Santa Clara,-122.0477681,37.40230765,4458692989322,2015,,,OF,192865.0,192865.0,0.0,,rent,,6.0,,,,,2015.0,249008000.0,,Mountain View-16055021
579,8341496,Bldg 2,Coleman Highline,build,1,1,1,1,1,1,Coleman Ave,San Jose,95110,Santa Clara,-121.9282226,37.35256718,8359129770625,2016,,,OF,194549.0,194549.0,0.0,,rent,,6.0,,42.0,,,,,,San Jose-23046062
580,8341287,Bldg 1,Coleman Highline,build,1,1,1,1,1,1,Coleman Ave,San Jose,95110,Santa Clara,-121.9282226,37.35256718,8359129770625,2016,,,OF,162557.0,162557.0,0.0,,rent,,5.0,,42.0,,,,,,San Jose-23046062
581,9074869,,,build,1,1,1,1,1,1,611 Cowper St,Palo Alto,943011808,Santa Clara,-122.1573023,37.44746691,9482182022485,2015,,,OF,30000.0,30000.0,0.0,,rent,,3.0,,,,,,,,Palo Alto-12004036
582,9053658,Bldg 2,Moffett Gateway,build,1,1,1,1,1,1,Crossman Ave,Sunnyvale,94089,Santa Clara,-122.0126236,37.40799115,5684276356860,2015,,,OF,297920.0,297920.0,0.0,,rent,,7.0,,45.0,,,,,,Sunnyvale-11034025-1
583,9053634,Bldg 1,Moffett Gateway,build,1,1,1,1,1,1,Crossman Ave,Sunnyvale,94089,Santa Clara,-122.0126236,37.40799115,5684276356860,2016,,,OF,297920.0,297920.0,0.0,,rent,,7.0,,45.0,,,,,,Sunnyvale-11034025-1
584,8100203,College Terrace Centre,,build,1,1,1,1,1,1,2100 El Camino Real,Palo Alto,94306,Santa Clara,-122.1483484,37.42627514,984797761037,2016,,,OF,45472.0,45472.0,0.0,,rent,,3.0,,,,,,,,Palo Alto-13701029
585,8092055,,,build,1,1,1,1,1,1,2875 El Camino Real,Palo Alto,943062205,Santa Clara,-122.1408845,37.42288477,8876014802881,2014,,,OF,3250.0,3250.0,0.0,,rent,,1.0,9.0,,,,,,,Palo Alto-13237009
586,9149872,,,build,1,1,1,1,1,1,4073 El Camino Real,Palo Alto,94306,Santa Clara,-122.1266963,37.41492478,8037122389149,2014,,,OF,1780.0,1780.0,0.0,,rent,,3.0,9.0,,,,,,,Palo Alto-13246107
587,1521247,Bldg D,Moffett Towers,build,1,1,1,1,1,1,1100 Enterprise Way,Sunnyvale,94089,Santa Clara,-122.0360298,37.40973879,4091531465484,2013,,,OF,357481.0,357481.0,0.0,,rent,,8.0,200.0,,,,,,,Sunnyvale-11001037
588,7660690,Bldg 3,Castro Station,build,1,1,1,1,1,1,150 W Evelyn Ave,Mountain View,940411464,Santa Clara,-122.0715879,37.3923647,17082202404096,2014,,,OF,49052.0,49052.0,0.0,,rent,,3.0,,,,,,,,Mountain View-15837007
589,6463954,Bldg III,Mountain View Technology Center,build,1,1,1,1,1,1,331 Fairchild Dr,Mountain View,940432215,Santa Clara,-122.053884,37.40393135,7589589627173,2013,,,OF,87565.0,87565.0,0.0,,rent,,3.0,,,,,2012.0,18900000.0,,Mountain View-16054005
590,6247064,Phase II - Bldg 5,Santa Clara Gateway,build,1,1,1,1,1,1,2600 Great America Pky,Santa Clara,950543604,Santa Clara,-121.9742364,37.41480712,5443657442714,2013,,,OF,165000.0,165000.0,0.0,,rent,,5.0,150.0,,,,,,,Santa Clara-10401099
591,9388371,,,build,1,1,1,1,1,1,4800 Great America Pky,Santa Clara,950541221,Santa Clara,-121.9787394,37.40039805,9782810763075,2015,,,OF,170000.0,170000.0,0.0,,rent,,5.0,,,,,,,,Santa Clara-10404115
592,6247031,Phase I - Bldg 1,Santa Clara Gateway,build,1,1,1,1,1,1,5451 Great America Pky,Santa Clara,950543645,Santa Clara,-121.9763128,37.41162082,1175188528499,2013,,,OF,152333.0,152333.0,0.0,,rent,,6.0,100.0,,,,,,,Santa Clara-10401100
593,6247039,Phase I - Bldg 2,Santa Clara Gateway,build,1,1,1,1,1,1,5453 Great America Pky,Santa Clara,950543645,Santa Clara,-121.9763128,37.41162082,1175188528499,2013,,,OF,149608.0,149608.0,0.0,,rent,,5.0,100.0,,,,,,,Santa Clara-10401100
594,6247047,Phase I - Bldg 3,Santa Clara Gateway,build,1,1,1,1,1,1,5455 Great America Pky,Santa Clara,950543645,Santa Clara,-121.9763128,37.41162082,1175188528499,2013,,,OF,150000.0,150000.0,0.0,,rent,,5.0,100.0,,,,,,,Santa Clara-10401100
595,8388638,,STADIUM TECHCENTER,build,1,1,1,1,1,1,5490 Great America Pky,Santa Clara,95054,Santa Clara,-121.9783923,37.41294601,9931698009203,2015,,,OF,227500.0,227500.0,0.0,,rent,,6.0,,45.0,,,,,,Santa Clara-10452020
596,8209385,,,build,1,1,1,1,1,1,524 Hamilton Ave,Palo Alto,94301,Santa Clara,-122.157215,37.44777765,589492411391,2012,,,OF,7300.0,7300.0,0.0,,rent,,2.0,10.0,,,,2015.0,17300000.0,,Palo Alto-12004004
597,9197370,,,build,1,1,1,1,1,1,537 Hamilton Ave,Palo Alto,943012012,Santa Clara,-122.1575764,37.44826541,6995808358389,2014,,,OF,17150.0,17150.0,0.0,,rent,,3.0,19.0,,,,,,,Palo Alto-12003064
598,6500919,Bldg B,Campus at Lawson Lane,build,1,1,1,1,1,1,2215 Lawson Ln,Santa Clara,95054,Santa Clara,-121.962445,37.37510802,10705037938548,2012,,,OF,155310.0,155310.0,0.0,,rent,,5.0,150.0,,,,,,,Santa Clara-22444016
599,6434988,Bldg A,Campus at Lawson Lane,build,1,1,1,1,1,1,2225 Lawson Ln,Santa Clara,95054,Santa Clara,-121.9623721,37.37633707,16544860316377,2012,,,OF,155370.0,155370.0,0.0,,rent,,5.0,150.0,,,,,,,Santa Clara-22444018
600,9328645,,,build,1,1,1,1,1,1,1987 Leghorn St,Mountain View,940431747,Santa Clara,-122.0912562,37.41839481,15103034146315,2014,,,OF,10870.0,10870.0,0.0,,rent,,1.0,20.0,,,,,,,Mountain View-15302003
601,8990066,Intuit,,build,1,1,1,1,1,1,2600 Marine Way,Mountain View,94043,Santa Clara,-122.0975639,37.4283575,17564881774729,2016,,,OF,185000.0,185000.0,0.0,,rent,,4.0,,,,,,,,Mountain View-11602067
602,8771765,,,build,1,1,1,1,1,1,580 N Mary Ave,Sunnyvale,94085,Santa Clara,-122.0362643,37.39227991,11985332727932,2014,,,OF,125000.0,125000.0,0.0,,rent,,5.0,,,,,,,,Sunnyvale-16541002
603,9404877,,,build,1,1,1,1,1,1,415 N Mathilda Ave,Sunnyvale,940854222,Santa Clara,-122.0319031,37.3867538,12407194567686,2015,,,OF,34875.0,34875.0,0.0,,rent,,2.0,,,,,,,,Sunnyvale-16528005
604,8404163,,,build,1,1,1,1,1,1,433 N Mathilda Ave,Sunnyvale,94085,Santa Clara,-122.0319985,37.38789257,16889631507977,2015,,,OF,121872.0,121872.0,0.0,,rent,,4.0,,45.0,,,,,,Sunnyvale-16528023-2
605,8404170,,,build,1,1,1,1,1,1,435 N Mathilda Ave,Sunnyvale,940854222,Santa Clara,-122.0319985,37.38789257,16889631507977,2015,,,OF,91245.0,91245.0,0.0,,rent,,3.0,,45.0,,,,,,Sunnyvale-16528023-2
606,8398658,,LinkedIn Campus,build,1,1,1,1,1,1,505 N Mathilda Ave,Sunnyvale,940853537,Santa Clara,-122.0315949,37.39093706,4667907736842,2014,,,OF,212322.0,212322.0,0.0,,rent,,6.0,,,,,,,,Sunnyvale-16542006
607,8398655,,LinkedIn Campus,build,1,1,1,1,1,1,555 N Mathilda Ave,Sunnyvale,94085,Santa Clara,-122.0307396,37.39155418,6139725486094,2014,,,OF,212322.0,212322.0,0.0,,rent,,6.0,,,,,,,,Sunnyvale-16542005
608,8398683,,LinkedIn Campus,build,1,1,1,1,1,1,605 N Mathilda Ave,Sunnyvale,940853509,Santa Clara,-122.0328082,37.39095998,6194343290079,2014,,,OF,156785.0,156785.0,0.0,,rent,,4.0,,,,,,,,Sunnyvale-16542007
609,7943136,Juniper Networks-Bldg 1,,build,1,1,1,1,1,1,1221 N Mathilda Ave,Sunnyvale,94089,Santa Clara,-122.0300029,37.40810726,5821398374373,2012,,,OF,318000.0,318000.0,0.0,,rent,,8.0,200.0,,,,,,,Sunnyvale-11002068-4
610,7943127,Juniper Networks-Bldg 2,Juniper Networks,build,1,1,1,1,1,1,1223 N Mathilda Ave,Sunnyvale,94089,Santa Clara,-122.0300029,37.40810726,5821398374373,2013,,,OF,318712.0,318712.0,0.0,,rent,,8.0,250.0,,,,,,,Sunnyvale-11002068-4
611,9202728,,,build,1,1,1,1,1,1,340 E Middlefield Rd,Mountain View,94043,Santa Clara,-122.0582139,37.39737025,5538984200534,2013,,,OF,18282.0,18282.0,0.0,,rent,,2.0,64.0,,,,,,,Mountain View-16053008
612,8132865,Middlefield Station,,build,1,1,1,1,1,1,590 E Middlefield Rd,Mountain View,94043,Santa Clara,-122.0516014,37.39517998,9477187414069,2012,,,OF,99880.0,99880.0,0.0,,rent,,3.0,180.0,,,,2013.0,,,Mountain View-16058006
613,6577429,Bldg 2,,build,1,1,1,1,1,1,690 E Middlefield Rd,Mountain View,940434010,Santa Clara,-122.0496612,37.39464619,12096881319614,2015,,,OF,170090.0,170090.0,0.0,,rent,,5.0,,,,,2012.0,74500000.0,,Mountain View-16059007
614,6577423,Bldg 1,,build,1,1,1,1,1,1,690 E Middlefield Rd,Mountain View,940434010,Santa Clara,-122.0496612,37.39464619,12096881319614,2015,,,OF,170823.0,170823.0,0.0,,rent,,5.0,,,,,,,,Mountain View-16059007
615,7801826,Hanover Page Mill Centre,Stanford Research Park,build,1,1,1,1,1,1,1400 Page Mill Rd,Palo Alto,943041124,Santa Clara,-122.1482734,37.4172794,8609520910964,2015,,,OF,89584.0,89584.0,0.0,,rent,,2.0,290.0,,,,,,,Palo Alto-14219011
616,8828356,,,build,1,1,1,1,1,1,307 N Pastoria Ave,Sunnyvale,940854109,Santa Clara,-122.0362513,37.38637311,4389209585105,2013,,,OF,71715.0,71715.0,0.0,,rent,,3.0,150.0,,,,,,,Sunnyvale-16529002
617,9540640,,,build,1,1,1,1,1,1,479 N Pastoria Ave,Sunnyvale,940854112,Santa Clara,-122.0352108,37.38946167,6327395139834,2015,,,OF,52394.0,52394.0,0.0,,rent,,4.0,179.0,,,,,,,Sunnyvale-16530002
618,8438238,,,build,1,1,1,1,1,1,4900 Patrick Henry Dr,Santa Clara,950541822,Santa Clara,-121.9857798,37.40149602,5640731280695,2012,,,OF,74035.0,74035.0,0.0,,rent,,2.0,275.0,,,,2015.0,25542075.0,,Santa Clara-10404118
619,9005193,,,build,1,1,1,1,1,1,1255 Pear Ave,Mountain View,940431431,Santa Clara,-122.0751837,37.41487528,16606654251930,2015,,,OF,156317.0,156317.0,0.0,,rent,,5.0,100.0,,,,,,,Mountain View-11614133
620,6771604,Oakmead Tower,,build,1,1,1,1,1,1,384 Santa Trinita Ave,Sunnyvale,940853911,Santa Clara,-121.9993628,37.3819603,2356517052851,2013,,,OF,107155.0,107155.0,0.0,,rent,,4.0,120.0,,,,,,,Sunnyvale-20524001
621,8205982,Phase I- Bldg. C,3333 Scott,build,1,1,1,1,1,1,3315 Scott Blvd,Santa Clara,950543103,Santa Clara,-121.9801841,37.38143776,2935588658796,2013,,,OF,156889.0,156889.0,0.0,,rent,,4.0,,37.8,,,,,,Santa Clara-21631081
622,8205963,Phase I- Bldg. B,,build,1,1,1,1,1,1,3325 Scott Blvd,Santa Clara,950543103,Santa Clara,-121.982247,37.38146362,4789841579715,2013,,,OF,121953.0,121953.0,0.0,,rent,,4.0,120.0,,,,,,,Santa Clara-21631080
623,8205925,Phase I - Bldg. A,3333 Scott,build,1,1,1,1,1,1,3355 Scott Blvd,Santa Clara,950543103,Santa Clara,-121.982247,37.38146362,4789841579715,2013,,,OF,141266.0,141266.0,0.0,,rent,,4.0,,,,,,,,Santa Clara-21631080
624,8773248,"Bldg A - Apple, Inc.",,build,1,1,1,1,1,1,5409 Stevens Creek Blvd,Santa Clara,95051,Santa Clara,-122.0032061,37.32401434,16510247247378,2014,,,OF,187500.0,187500.0,0.0,,rent,,6.0,659.0,,,,,,,Santa Clara-31619031
625,8231899,Bldg 13,Shoreline Technology Park,build,1,1,1,1,1,1,2019 Stierlin Ct,Mountain View,940434655,Santa Clara,-122.0759391,37.42334967,1205735577397,2013,,,OF,70000.0,70000.0,0.0,,rent,,1.0,,,,,,,,Mountain View-11611037
626,8143570,,,build,1,1,1,1,1,1,278 University Ave,Palo Alto,943011713,Santa Clara,-122.1614936,37.44560981,15159201092000,2013,,,OF,23752.0,23752.0,0.0,,rent,,4.0,,,,,,,,Palo Alto-12026060
627,7140141,,,build,1,1,1,1,1,1,317-323 University Ave,Palo Alto,94301,Santa Clara,-122.1614484,37.44637668,10105566709270,2012,,,OF,15799.0,15799.0,0.0,,rent,,4.0,,,,,,,,Palo Alto-12015051
628,8910297,Bryant Park Plaza,,build,1,1,1,1,1,1,900 Villa St,Mountain View,940411236,Santa Clara,-122.0800795,37.39461371,6507005414442,2014,,,OF,21750.0,21750.0,0.0,,rent,,4.0,,,,,,,,Mountain View-15815021
629,6066307,,,build,1,1,1,1,1,1,1000 S White Rd,San Jose,95127,Santa Clara,-121.8207465,37.35855945,1183887559348,2011,,,OF,6500.0,6500.0,0.0,,rent,,2.0,31.0,33.0,,,2009.0,1075000.0,,Unincorporated Santa Clara-60138078
630,7948379,,,build,1,1,1,1,1,1,14251 Winchester Blvd,Los Gatos,95032,Santa Clara,-121.962865,37.26130507,12539934076785,2013,,,OF,13888.0,13888.0,0.0,,rent,,1.0,59.0,,,,,,,Los Gatos-40630011
631,8085460,Apple Campus 2,Apple's New HQ,build,1,1,1,1,1,1,N Wolfe Rd @ E Homestead Rd.,Cupertino,95014,Santa Clara,-122.0095328,37.33532059,14388951180974,2016,,,OF,2800000.0,2800000.0,0.0,,rent,,4.0,,,,,,,,Cupertino-31607044-1
632,7589137,,,build,1,1,1,1,1,1,899 W Evelyn Ave,Mountain View,940411225,Santa Clara,-122.078968,37.39515568,12540372546670,2013,,,OF,70232.0,70232.0,0.0,,rent,,4.0,,,,,,,,Mountain View-15815002
633,9691346,,,build,1,1,1,1,1,1,301 High St,Palo Alto,943011043,Santa Clara,-122.1655258,37.44571501,1453396607861,2015,,,OF,6750.0,6750.0,0.0,,rent,,2.0,,,,,,,,Palo Alto-12025062
634,9285113,Bldg 1,237 @ First,build,1,1,1,1,1,1,Hwy 237,San Jose,95134,Santa Clara,-121.963673,37.4204145,8427700634015,2016,,,OF,184350.0,184350.0,0.0,,rent,,6.0,,,,,,,,San Jose-1539046
635,9285128,Bldg 2,237 @ First,build,1,1,1,1,1,1,Hwy 237,San Jose,95134,Santa Clara,-121.963673,37.4204145,8427700634015,2016,,,OF,184350.0,184350.0,0.0,,rent,,6.0,,,,,,,,San Jose-1539046
636,9551469,,,build,1,1,1,1,1,1,16268 Los Gatos Blvd,Los Gatos,950324534,Santa Clara,-121.9640831,37.23234698,1930140449471,2015,,,OF,6813.0,6813.0,0.0,,rent,,2.0,29.0,,,,,,,Los Gatos-53206060
637,9098020,,,build,1,1,1,1,1,1,600 National Ave,Mountain View,940432222,Santa Clara,-122.0547489,37.40206879,9068422262661,2016,,,OF,150988.0,150988.0,0.0,,rent,,4.0,466.0,,,,,,,Mountain View-16054009
638,9500888,,,build,1,1,1,1,1,1,3303 Scott Blvd,Santa Clara,950543102,Santa Clara,-121.9786319,37.38104396,14073014513366,2015,,,OF,78800.0,78800.0,0.0,,rent,,3.0,,,,,,,,Santa Clara-21631048
639,8339375,The Offices at Main Street Cupertino,Main Street Cupertino,build,1,1,1,1,1,1,Stevens Creek Blvd @ Finc Ave,Cupertino,95014,Santa Clara,-122.0077255,37.32369508,14546033944954,2015,,,OF,130000.0,130000.0,0.0,,rent,,4.0,,,,,,,,Cupertino-31620079
