development_projects_id,raw_id,building_name,site_name,action,scen0,scen3,scen1,scen2,scen4,scen5,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price,source,apn
423,339518,Bldg 1 Phase II,Pinole Point Business Park,build,1,1,1,1,1,1,6000 Giant,Richmond,948061100,Contra Costa,-122.3457393,37.99778365,3167266160290,2015,,,IW,252375.0,252375.0,0.0,,rent,,1.0,255.0,,,,,,,Richmond-306059
424,339446,Bldg 4 Phase I,Pinole Point Business Park,build,1,1,1,1,1,1,6035 Giant Rd,Richmond,948061100,Contra Costa,-122.3436657,37.99950877,8468861597547,2013,,,IW,117236.0,117236.0,0.0,,rent,,1.0,175.0,,,,2014.0,,,Richmond-309786
425,9426081,2600 Goodrick Ave Expansion,,build,1,1,1,1,1,1,2600 Goodrick Ave,Richmond,948011108,Contra Costa,-122.3638678,37.97113962,7011461010037,2015,,,IW,68000.0,68000.0,0.0,,rent,,1.0,,,,,2015.0,,,Richmond-239429
426,9228483,Tesla,,build,1,1,1,1,1,1,47400 Kato Rd,Fremont,945387319,Alameda,-121.9316198,37.47884634,1851617189864,2015,,,IW,302400.0,302400.0,0.0,,rent,,1.0,,,,,,,,Fremont-519 174200100
427,8393026,Goodman Logistics Center Oakland,,build,1,1,1,1,1,1,8350 Pardee Dr,Oakland,94621,Alameda,-122.2070582,37.7331255,16674732680463,2014,,,IW,374725.0,374725.0,0.0,,rent,,1.0,203.0,,,,2015.0,52500000.0,,Oakland-042 441500314
428,9562006,Building #3,The Oaks Logistics Center,build,1,1,1,1,1,1,800 Atlantis St,Livermore,94551,Alameda,-121.8108474,37.67816666,2689779610600,2016,,,IW,367734.0,367734.0,0.0,,rent,,1.0,169.0,,,,,,,Unincorporated Alameda-904 001000202
429,6808921,Bldg 1,Napa Logistics Park,build,1,1,1,1,1,1,Devlin Rd,Napa,94558,Napa,-122.2708855,38.20440042,11552980657438,2015,,,IW,646000.0,646000.0,0.0,,rent,,1.0,661.0,,,,,,,Unincorporated Napa-14465
430,9561838,Building #1,The Oaks Logistics Center,build,1,1,1,1,1,1,201 Discovery Dr,Livermore,94551,Alameda,-121.807059,37.68508115,5510014304427,2016,,,IW,635533.0,635533.0,0.0,,rent,,1.0,354.0,,,,,,,Livermore-904 001200700
431,339469,Bldg 2 Phase II,Pinole Point Business Park,build,1,1,1,1,1,1,2 Giant Rd,Richmond,948061100,Contra Costa,-122.3489719,37.99870875,45388664148,2015,,,IW,224154.0,224154.0,0.0,,rent,,1.0,239.0,,,,,,,Richmond-307692
432,332072,,,build,1,1,1,1,1,1,400 Hudson Ln,San Leandro,945775946,Alameda,-122.1507811,37.71226504,518440393755,2014,,,IW,275000.0,275000.0,0.0,,rent,,1.0,50.0,,,,,,,San Leandro-075 008700800
433,8361034,,,build,1,1,1,1,1,1,1221-1263 Connecticut St,San Francisco,94107,San Francisco,-122.3960265,37.75044193,9643251205835,2012,,,IW,27880.0,27880.0,0.0,,rent,,2.0,,24.0,,,2013.0,1700000.0,,San Francisco-4287022
434,9705980,,,build,1,1,1,1,1,1,510 Harbor Blvd,Belmont,940024021,San Mateo,-122.2703074,37.52011483,7692544045370,2015,,,IW,10000.0,10000.0,0.0,,rent,,1.0,120.0,,,,,,,Unincorporated San Mateo-46030580
435,9503748,,,build,1,1,1,1,1,1,1280 Minnesota St,San Francisco,941077442,San Francisco,-122.390359,37.75431575,16117325304459,2012,,,IW,1510.0,1510.0,0.0,,rent,,1.0,,,,,,,,San Francisco-4228158
436,7847677,,,build,1,1,1,1,1,1,1939 Newcomb Ave,San Francisco,94124,San Francisco,-122.3964604,37.73854238,553791432615,2011,,,IW,6200.0,6200.0,0.0,,rent,,1.0,12.0,,,,2012.0,1650000.0,,San Francisco-5314049
437,8143611,,,build,1,1,1,1,1,1,1655 Old County Rd,San Carlos,94070,San Mateo,-122.2456046,37.49620255,11801402275894,2011,,,IW,20000.0,20000.0,0.0,,rent,,2.0,36.0,,,,,,,San Carlos-46223100
438,9451393,,,build,1,1,1,1,1,1,901 Rankin St,San Francisco,941241626,San Francisco,-122.3949175,37.74141733,16902489180737,2015,,,IW,82480.0,82480.0,0.0,,rent,,2.0,,,,,,,,San Francisco-5281003
439,7740455,,Napa Valley Gateway Business Park,build,1,1,1,1,1,1,1560 Airport Blvd,Napa,945586241,Napa,-122.2691677,38.22047165,9258104854386,2012,,,IW,107424.0,107424.0,0.0,,rent,,1.0,120.0,9.0,,,,,,Unincorporated Napa-14617
440,9471141,St. James Place,,build,1,1,1,1,1,1,12875 Alcosta Blvd,San Ramon,945831600,Contra Costa,-121.9632286,37.77648336,2361896639270,2015,,,IW,17408.0,17408.0,0.0,,rent,,2.0,30.0,18.0,,,,,,San Ramon-20071
441,1506934,,Conde Lane Business Park,build,1,1,1,1,1,1,1400-1600 American Way,Windsor,954927759,Sonoma,-122.8005996,38.53022647,220645125497,2013,,,IW,31000.0,31000.0,0.0,,rent,,1.0,80.0,,,,2015.0,4100000.0,,Windsor-164-550-012
442,9242164,,,build,1,1,1,1,1,1,1555 Atlantic St,Union City,945872005,Alameda,-122.0438779,37.60317495,6401481699079,2014,,,IW,333974.0,333974.0,0.0,,rent,,1.0,,,,,,,,Union City-475 013002300
443,8217098,Phase IV,,build,1,1,1,1,1,1,3865 Bithell Ln,Suisun City,945859644,Solano,-121.8654699,38.22539927,4050221108586,2013,,,IW,12750.0,12750.0,0.0,,rent,,1.0,,7.56,,,,,,Unincorporated Solano-48020550-1
444,6500114,SaxCo Int'L,Busch Corporate Park,build,1,1,1,1,1,1,Cordelia Rd,Fairfield,94534,Solano,-122.0911638,38.22622167,10358123550495,2015,,,IW,177000.0,177000.0,0.0,,rent,,1.0,225.0,,,,,,,Fairfield-46300150
445,9148567,Building B,Solano Logistics Center,build,1,1,1,1,1,1,2925 Cordelia Rd,Fairfield,94534,Solano,-122.0911638,38.22622167,10358123550495,2013,,,IW,318402.0,318402.0,0.0,,rent,,1.0,,,,,,,,Fairfield-46300150
446,9520922,,,build,1,1,1,1,1,1,2510 Dean Lesher Dr,Concord,945201259,Contra Costa,-122.0299357,38.02131343,10150479769875,2015,,,IW,55257.0,55257.0,0.0,,rent,,1.0,,10.8,,,,,,Unincorporated Contra Costa-337964-2
447,9105352,Building 3,The Crossings@880,build,1,1,1,1,1,1,Dixon Landing Rd @ I-880,Fremont,94538,Alameda,-121.9290023,37.45922032,2726819117310,2015,,,IW,311469.0,311469.0,0.0,,rent,,1.0,237.0,,,,,,,Fremont-519 082000222-1
448,7848150,,,build,1,1,1,1,1,1,5600 Earhart Ct,Windsor,95492,Sonoma,-122.7951854,38.52126708,5095055693502,2013,,,IW,36086.0,36086.0,0.0,,rent,,1.0,29.0,,,,,,,Windsor-164-240-013
449,325691,,,build,1,1,1,1,1,1,Industrial Pky SW,Hayward,945446043,Alameda,-122.062214,37.61889701,1991917679182,2013,,,IW,10000.0,10000.0,0.0,,rent,,1.0,,,,,,,,Hayward-465 007001703-1
450,6676113,,Gateway Industrial Park,build,1,1,1,1,1,1,3951 Industrial Way,Concord,94520,Contra Costa,-122.033483,38.00911491,13908236773639,2013,,,IW,19042.0,19042.0,0.0,,rent,,1.0,10.0,,,,2014.0,502500.0,,Concord-318793
451,6677862,,Gateway Industrial Park,build,1,1,1,1,1,1,3953 Industrial Way,Concord,94520,Contra Costa,-122.033483,38.00911491,13908236773639,2013,,,IW,21020.0,21020.0,0.0,,rent,,1.0,10.0,,,,2015.0,1733500.0,,Concord-318793
452,9487380,Bldg 136,Lombard Crossing Industrial Park,build,1,1,1,1,1,1,Lombard Rd,American Canyon,94503,Napa,-122.2586314,38.18977906,8468126993082,2015,,,IW,136275.0,136275.0,0.0,,rent,,1.0,216.0,,,,,,,American Canyon-2400
453,8318777,1K SF bldg + 9K SF Lot,,build,1,1,1,1,1,1,11825 Niles Canyon Rd,Sunol,94586,Alameda,-121.8870156,37.59287585,5308671600703,2011,,,IW,1000.0,1000.0,0.0,,rent,,1.0,15.0,,,,,,,Unincorporated Alameda-096 014002102
454,8931720,Horizon Beverage,,build,1,1,1,1,1,1,8380 Pardee Dr,Oakland,94621,Alameda,-122.2054287,37.7347814,9698787626582,2012,,,IW,155000.0,155000.0,0.0,,rent,,1.0,50.0,,,,,,,Oakland-042 441500311
455,8823458,,,build,1,1,1,1,1,1,540 Technology Way,Napa,94558,Napa,-122.2722905,38.22312227,10529056802503,2012,,,IW,27341.0,27341.0,0.0,,rent,,1.0,120.0,,,,,,,Unincorporated Napa-14585
456,9561993,Building #2,The Oaks Logistics Center,build,1,1,1,1,1,1,801 Challenger Ct,Livermore,94551,Alameda,-121.807073,37.68140889,4480009377006,2016,,,IW,294940.0,294940.0,0.0,,rent,,1.0,105.0,,,,,,,Livermore-904 001200800
457,6677904,,Gateway Industrial Park,build,1,1,1,1,1,1,3955 Industrial Way,Concord,94520,Contra Costa,-122.033483,38.00911491,13908236773639,2013,,,IW,14189.0,14189.0,0.0,,rent,,1.0,10.0,,,,2014.0,298000.0,,Concord-318793
458,9487566,Bldg 151,Lombard Crossing Industrial Park,build,1,1,1,1,1,1,265 Lombard Rd,American Canyon,94503,Napa,-122.2614675,38.18963536,893806683327,2015,,,IW,150925.0,150925.0,0.0,,rent,,1.0,125.0,,,,,,,American Canyon-2403
459,9228552,Bldg 2,Central Pacific Business Park,build,1,1,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.0369679,37.59475256,4602855059232,2015,,,IW,99514.0,99514.0,0.0,,rent,,1.0,,,,,,,,Union City-475 010003500
460,9228571,Bldg 4,Central Pacific Business Park,build,1,1,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.0369679,37.59475256,4602855059232,2015,,,IW,55476.0,55476.0,0.0,,rent,,1.0,,,,,,,,Union City-475 010003500
461,9228562,Bldg 3,Central Pacific Business Park,build,1,1,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.0369679,37.59475256,4602855059232,2015,,,IW,51584.0,51584.0,0.0,,rent,,1.0,,,,,,,,Union City-475 010003500
462,9228543,Bldg 1,Central Pacific Business Park,build,1,1,1,1,1,1,1550 Pacific St,Union City,945872015,Alameda,-122.0369679,37.59475256,4602855059232,2015,,,IW,94046.0,94046.0,0.0,,rent,,1.0,,,,,,,,Union City-475 010003500
463,8421873,,,build,1,1,1,1,1,1,2490-2496 Lafayette St,Santa Clara,950502910,Santa Clara,-121.9509301,37.36587754,4914253177784,2012,,,IW,29411.0,29411.0,0.0,,rent,,3.0,4.0,,,,,,,Santa Clara-22462013
464,8151720,,,build,1,1,1,1,1,1,1695 15th St,Oakland,946071557,Alameda,-122.2957542,37.81290929,14564674171944,2011,,,ME,24100.0,24100.0,0.0,,rent,,2.0,,,,,,,,Oakland-007 055203500
465,9603912,,,build,1,1,1,1,1,1,1845 El Camino Real,Palo Alto,943061151,Santa Clara,-122.1503317,37.42919909,11693558775450,2015,,,ME,6994.0,6994.0,0.0,,rent,,3.0,11.0,75.0,,,,,,Palo Alto-12430045
466,8767225,,,build,1,1,1,1,1,1,1580 Laurel St,San Carlos,94070,San Mateo,-122.2478797,37.49515326,5325934314158,2013,,,ME,2049.0,2049.0,0.0,,rent,,3.0,,,,,2012.0,,,San Carlos-51369090
467,8369960,,,build,1,1,1,1,1,1,3240-3246 Telegraph Ave,Oakland,946093018,Alameda,-122.266003,37.82154097,12989653088878,2012,,,ME,10800.0,10800.0,0.0,,rent,,2.0,7.0,,,,2012.0,565000.0,,Oakland-009 074600300
468,7978977,,,build,1,1,1,1,1,1,2051 El Camino Real,Palo Alto,943061124,Santa Clara,-122.1485145,37.42756544,14300555213089,2011,,,ME,6529.0,6529.0,0.0,,rent,,3.0,6.0,,,,2013.0,3800000.0,,Palo Alto-12431021
469,1573939,,,build,1,1,1,1,1,1,790 Sir Francis Drake Blvd,San Anselmo,949601962,Marin,-122.5638314,37.97880637,2972571254210,2014,,,OF,9239.0,9239.0,0.0,,rent,,2.0,22.0,30.0,,,2007.0,1000000.0,,San Anselmo-609134
470,6789737,,,build,1,1,1,1,1,1,240 3rd St,Los Altos,94022,Santa Clara,-122.115327,37.3778888,9076638560698,2012,,,OF,26056.0,26056.0,0.0,,rent,,3.0,50.0,57.0,,,,,,Los Altos-16740019
471,8429367,Lytton Gateway,,build,1,1,1,1,1,1,101 Lytton Ave,Palo Alto,943011045,Santa Clara,-122.1653015,37.4446135,15299031036793,2014,,,OF,59000.0,59000.0,0.0,,rent,,4.0,,60.0,,,,,,Palo Alto-12025111
472,8999116,,,build,1,1,1,1,1,1,4020 Campbell Ave,Menlo Park,94025,San Mateo,-122.1807068,37.47942955,15827034384202,2012,,,OF,19466.0,19466.0,0.0,,rent,,1.0,40.0,,,,2013.0,8460000.0,,Menlo Park-55253090
473,8891696,Building 3,The Cove,build,1,1,1,1,1,1,101 Oyster Point Blvd,South San Francisco,94080,San Mateo,-122.3953963,37.66382271,4766517615217,2016,,,OF,153047.0,153047.0,0.0,,rent,,4.0,,,,,,,,South San Francisco-15010760
474,8891700,Building 4,The Cove,build,1,1,1,1,1,1,101 Oyster Point Blvd,South San Francisco,94080,San Mateo,-122.3945143,37.66361258,10325961674245,2016,,,OF,140053.0,140053.0,0.0,,rent,,4.0,,,,,,,,South San Francisco-15010750
475,7950053,,,build,1,1,1,1,1,1,2151 Berkeley Way,Berkeley,94704,Alameda,-122.2675659,37.8735825,13043305799943,2012,,,OF,63600.0,63600.0,0.0,,rent,,5.0,,,,,,,,Berkeley-057 204700302
476,9340878,Lam Research Corp Building CA-2,,build,1,1,1,1,1,1,4540 Cushing Pky,Fremont,945386401,Alameda,-121.9552347,37.48871289,12019407849097,2015,,,OF,175458.0,175458.0,0.0,,rent,,2.0,,,,,,,,Fremont-525 135003700
477,7933935,EmeryStation Greenway,Emery Station Greenway,build,1,1,1,1,1,1,5800 Hollis St,Emeryville,94608,Alameda,-122.2891192,37.84042821,6032086172119,2012,,,OF,100900.0,100900.0,0.0,,rent,,4.0,,,,,,,,Emeryville-049 132800302
478,7587812,"Phase II, Brooklyn building",Pixar Studios,build,1,1,1,1,1,1,1200 Park Ave,Emeryville,94608,Alameda,-122.2837198,37.83259169,6858877701822,2011,,,OF,150000.0,150000.0,0.0,,rent,,3.0,100.0,,,,,,,Emeryville-049 153900100-2
479,8393040,,Sunnyvale Business Park,build,1,1,1,1,1,1,860 W California Ave,Sunnyvale,940864834,Santa Clara,-122.0360979,37.38165315,12551495567613,2013,,,OF,107000.0,107000.0,0.0,,rent,,3.0,,,,,,,,Sunnyvale--385017
480,9490275,,Stanford Research Park,build,1,1,1,1,1,1,1701 Page Mill Rd,Palo Alto,943041210,Santa Clara,-122.1527514,37.40823339,10325780993224,2014,,,OF,115600.0,115600.0,0.0,,rent,,2.0,,,,,,,,Palo Alto-14218009
481,8188651,,Williams Business Park,build,1,1,1,1,1,1,100 Glenn Way,San Carlos,94070,San Mateo,-122.2659489,37.51426951,8259280316580,2011,,,OF,12056.0,12056.0,0.0,,rent,,1.0,37.0,,,,,,,San Carlos-46053030
482,9544375,,,build,1,1,1,1,1,1,1 Kelly Ct,Menlo Park,940251418,San Mateo,-122.1490888,37.47572962,3806244782814,2015,,,OF,25600.0,25600.0,0.0,,rent,,3.0,,,,,,,,Menlo Park-55433240
483,8223088,Gilead Sciences Lab,,build,1,1,1,1,1,1,366-368 Lakeside Dr,Foster City,94404,San Mateo,-122.2796374,37.56495648,10097987641433,2013,,,OF,189000.0,189000.0,0.0,,rent,,5.0,200.0,,,,,,,Foster City-94901340
484,8188596,,Williams Business Park,build,1,1,1,1,1,1,285 Old Country Rd,San Carlos,94070,San Mateo,-122.2659489,37.51426951,8259280316580,2011,,,OF,14784.0,14784.0,0.0,,rent,,1.0,42.0,26.16,,,,,,San Carlos-46053030
485,9062462,,,build,1,1,1,1,1,1,1020 Kifer Rd,Sunnyvale,940865301,Santa Clara,-122.0039404,37.37293434,2621821727455,2013,,,OF,155000.0,155000.0,0.0,,rent,,2.0,,,,,,,,Sunnyvale-20550001-2
486,9348323,,,build,1,1,1,1,1,1,2680 Scott Blvd,Santa Clara,950502511,Santa Clara,-121.9599862,37.36825891,3076204313193,2014,,,OF,20219.0,20219.0,0.0,,rent,,1.0,,,,,,,,Santa Clara-22410110
487,8271637,Highland Care Pavilion,,build,1,1,1,1,1,1,1441 E 31st St,Oakland,94602,Alameda,-122.2316708,37.79828324,3862518236102,2013,,,OF,68640.0,68640.0,0.0,,rent,,3.0,200.0,,,,,,,Oakland-022 035800101
488,9156295,,Green Valley Health Plaza,build,1,1,1,1,1,1,4520 Business Center Dr,Fairfield,94534,Solano,-122.1337523,38.22641342,10739862387812,2014,,,OF,34580.0,34580.0,0.0,,rent,,2.0,,,,,,,,Fairfield-45280700
489,7958206,,,build,1,1,1,1,1,1,5151 Deer Valley Rd,Antioch,94531,Contra Costa,-121.7797728,37.96354522,1948324080859,2011,,,OF,4609.0,4609.0,0.0,,rent,,1.0,30.0,,,,,,,Antioch-203465
490,9285981,,,build,1,1,1,1,1,1,19270 Highway 12,Sonoma,954765414,Sonoma,-122.4745655,38.29866851,9945576144005,2012,,,OF,18691.0,18691.0,0.0,,rent,,1.0,71.0,,,,2013.0,5400000.0,,Sonoma-127-202-030
491,8316753,,,build,1,1,1,1,1,1,20103 Lake Chabot Rd,Castro Valley,94546,Alameda,-122.0886515,37.69847819,6330378776672,2012,,,OF,80000.0,80000.0,0.0,,rent,,4.0,100.0,,,,,,,Unincorporated Alameda-084A027900510
492,8299140,Eden Center Medical Building,,build,1,1,1,1,1,1,20400-20410 Lake Chabot Rd,Castro Valley,945465311,Alameda,-122.0862954,37.6961391,4042741879305,2012,,,OF,21000.0,21000.0,0.0,,rent,,3.0,40.0,30.6,,,,,,Unincorporated Alameda-084A015800805
493,8103086,Petaluma Health Center,,build,1,1,1,1,1,1,1179 N McDowell Blvd,Petaluma,94954,Sonoma,-122.660396,38.26842671,9010736554033,2011,,,OF,53000.0,53000.0,0.0,,rent,,1.0,50.0,,,,,,,Petaluma-137-110-046-1
494,9391980,EcoVive West,,build,1,1,1,1,1,1,Mount Diablo Blvd & Risa Rd,Lafayette,94549,Contra Costa,-122.1350897,37.88836353,11827019221812,2015,,,OF,10000.0,10000.0,0.0,,rent,,1.0,,42.0,,,,,,Lafayette-76203
495,9298161,,,build,1,1,1,1,1,1,1221 Rossmoor Pky,Walnut Creek,945959991,Contra Costa,-122.0710423,37.87859113,5886329100232,2014,,,OF,8171.0,8171.0,0.0,,rent,,1.0,,,,,2014.0,7600000.0,,Walnut Creek-67437
496,8003961,New West County Health Center,,build,1,1,1,1,1,1,13601 San Pablo Ave,San Pablo,94806,Contra Costa,-122.3387831,37.95578435,10785889193323,2012,,,OF,53000.0,53000.0,0.0,,rent,,2.0,,,,,,,,San Pablo-205575-2
497,8007682,,,build,1,1,1,1,1,1,1301 Solano Ave,Albany,94706,Alameda,-122.2926905,37.8908747,15225914920597,2011,,,OF,3144.0,3144.0,0.0,,rent,,2.0,5.0,30.0,,,,,,Albany-067 283304701
498,9148564,,,build,1,1,1,1,1,1,1800 N Texas St,Fairfield,94533,Solano,-122.0334118,38.26236719,13620937934959,2014,,,OF,8555.0,8555.0,0.0,,rent,,1.0,,,,,,,,Fairfield-33210030
499,9118463,Sutter Health,,build,1,1,1,1,1,1,596 Carroll St,Sunnyvale,940866207,Santa Clara,-122.0296871,37.36843726,8075192622076,2013,,,OF,116450.0,116450.0,0.0,,rent,,3.0,200.0,,,,,,,Sunnyvale-20931069
500,8316288,,,build,1,1,1,1,1,1,1330 S De Anza Blvd,San Jose,95129,Santa Clara,-122.0314837,37.29937351,6524890030845,2012,,,OF,3271.0,3271.0,0.0,,rent,,1.0,8.0,,,,,,,San Jose-37222049
501,9389377,Davita Dialysis Center,,build,1,1,1,1,1,1,275 Di Salvo Ave,San Jose,951281628,Santa Clara,-121.9373062,37.32407118,9121921060026,2013,,,OF,9075.0,9075.0,0.0,,rent,,1.0,30.0,,,,2014.0,6784000.0,,San Jose-27459001
502,7287409,,Los Gatos Medical Center,build,1,1,1,1,1,1,15400 Los Gatos Blvd,Los Gatos,95032,Santa Clara,-121.9575124,37.24550708,14579947665066,2015,,,OF,40000.0,40000.0,0.0,,rent,,2.0,196.0,,,,,,,Los Gatos-42415045
503,9503311,,,build,1,1,1,1,1,1,213 Quarry Rd,Palo Alto,943041416,Santa Clara,-121.8166441,37.27855567,14112903426942,2015,,,OF,95578.0,95578.0,0.0,,rent,,4.0,,,,,,,,San Jose-68410099
504,6648565,Samaritan Medical Center,,build,1,1,1,1,1,1,2589 Samaritan Dr,San Jose,95124,Santa Clara,-121.9515559,37.25338343,493614563,2011,,,OF,74800.0,74800.0,0.0,,rent,,4.0,276.0,,,,,,,San Jose-42137016
505,8777881,Jill & John Freidenrich Center,,build,1,1,1,1,1,1,800 Welch Rd,Palo Alto,94304,Santa Clara,-122.1772944,37.43734651,15147778553686,2012,,,OF,30690.0,30690.0,0.0,,rent,,3.0,70.0,,,,,,,Palo Alto-14203008
506,8441633,,,build,1,1,1,1,1,1,15720 Winchester Blvd,Los Gatos,95030,Santa Clara,-121.9763066,37.24027837,1501469310812,2012,,,OF,15510.0,15510.0,0.0,,rent,,2.0,60.0,,,,,,,Los Gatos-42427051
507,6648555,,,build,1,1,1,1,1,1,14830 Los Gatos Blvd,Los Gatos,950322019,Santa Clara,-121.9522127,37.25271459,12354366703964,2013,,,OF,25000.0,25000.0,0.0,,rent,,3.0,91.0,,,,,,,Los Gatos-42410064
508,7555170,,,build,1,1,1,1,1,1,222 2nd St,San Francisco,94105,San Francisco,-122.3982351,37.78631981,1832042537250,2015,,,OF,452418.0,452418.0,0.0,,rent,,26.0,90.0,,,,,,,San Francisco-3735063
509,8180080,SF Public Safety Building,,build,1,1,1,1,1,1,1245 3rd St,San Francisco,941582134,San Francisco,-122.3887837,37.77468149,1789043133274,2015,,,OF,264000.0,264000.0,0.0,,rent,,6.0,,,,,,,,San Francisco-8719002
510,9233590,270 Brannan,,build,1,1,1,1,1,1,270 Brannan St,San Francisco,941072007,San Francisco,-122.3915548,37.78296029,13971143401620,2015,,,OF,182000.0,182000.0,0.0,,rent,,5.0,12.0,,,,,,,San Francisco-3774026
511,9240102,345 Brannan,,build,1,1,1,1,1,1,345 Brannan St,San Francisco,941071810,San Francisco,-122.3925909,37.78068286,3997340586224,2015,,,OF,117000.0,117000.0,0.0,,rent,,5.0,26.0,,,,,,,San Francisco-3788039
512,8819191,,,build,1,1,1,1,1,1,4085 Campbell Ave,Menlo Park,94025,San Mateo,-122.1812248,37.48163829,4104846162013,2013,,,OF,58963.0,58963.0,0.0,,rent,,2.0,,,,,2014.0,46057000.0,,Menlo Park-55251200
513,9644966,,,build,1,1,1,1,1,1,151 Commonwealth Dr,Menlo Park,940251105,San Mateo,-122.1716419,37.48006531,12721040031247,2016,,,OF,260000.0,260000.0,0.0,,rent,,5.0,,,,,,,,Menlo Park-55243240
514,6018626,Concar Bldg 1,Concar,build,1,1,1,1,1,1,400 Concar Dr,San Mateo,94402,San Mateo,-122.3075867,37.55312376,13979455613758,2016,,,OF,90000.0,90000.0,0.0,,rent,,4.0,,48.0,,,,,,San Mateo-35202010
515,8031486,Concar Bldg 2 South,Concar,build,1,1,1,1,1,1,450 Concar Dr,San Mateo,94402,San Mateo,-122.3061096,37.55347763,11667096538911,2016,,,OF,96000.0,96000.0,0.0,,rent,,3.0,,48.0,,,,,,San Mateo-35201020
516,7482322,Station 4,Bay Meadows,build,1,1,1,1,1,1,3050 S Delaware St,San Mateo,94403,San Mateo,-122.2996784,37.54207019,10379181807728,2016,,,OF,209860.0,209860.0,0.0,,rent,,4.0,,54.0,,,,,,San Mateo-40030240
517,8783368,,,build,1,1,1,1,1,1,1460 El Camino Real,Menlo Park,94025,San Mateo,-122.1879337,37.4567034,16809053095620,2014,,,OF,27000.0,27000.0,0.0,,rent,,2.0,,,,,,,,Menlo Park-61422350
518,8387768,,,build,1,1,1,1,1,1,1706 El Camino Real,Menlo Park,94027,San Mateo,-122.1931048,37.45900109,1388460733436,2013,,,OF,11332.0,11332.0,0.0,,rent,,2.0,,,,,,,,Menlo Park-60343040
519,8197505,,,build,1,1,1,1,1,1,15 N Ellsworth Ave,San Mateo,94401,San Mateo,-122.3256319,37.56747046,10323912407200,2012,,,OF,2650.0,2650.0,0.0,,rent,,2.0,8.0,,,,,,,San Mateo-32321370
520,8443177,Facebook - West Campus,Facebook @ Menlo Park,build,1,1,1,1,1,1,1 Facebook Way,Menlo Park,94025,San Mateo,-122.1518756,37.48118455,14537319506781,2015,,,OF,435000.0,435000.0,0.0,,rent,,3.0,,,,,,,,Menlo Park-55260220
521,7280126,SFPUC Headquarters,,build,1,1,1,1,1,1,525 Golden Gate Ave,San Francisco,94102,San Francisco,-122.4191741,37.78092948,1605872109404,2012,,,OF,257097.0,257097.0,0.0,,rent,,13.0,,,,,,,,San Francisco-0766001
522,1512045,,Alexandria Technology Campus,build,1,1,1,1,1,1,259 E Grand Ave,South San Francisco,940804804,San Mateo,-122.3939913,37.65476553,10958772520664,2012,,,OF,170618.0,170618.0,0.0,,rent,,4.0,,,,,,,,South San Francisco-15050840
523,1512053,Building 3,Alexandria Technology Campus,build,1,1,1,1,1,1,269 E Grand Ave,South San Francisco,940804804,San Mateo,-122.3938355,37.65357173,10818578332121,2014,,,OF,107000.0,107000.0,0.0,,rent,,3.0,,,,,,,,South San Francisco-15050810
524,9491089,Genentech Bldg 35,,build,1,1,1,1,1,1,1475 Grandview Dr,South San Francisco,940804903,San Mateo,-122.381633,37.65729947,17069351134198,2015,,,OF,225000.0,225000.0,0.0,,rent,,7.0,,,,,,,,South San Francisco-15232460
525,9262567,Genentech Building 35,,build,1,1,1,1,1,1,1511 Grandview Dr,South San Francisco,940804911,San Mateo,-122.3826664,37.65564122,3206633847404,2016,,,OF,255199.0,255199.0,0.0,,rent,,7.0,,,,,,,,South San Francisco-15240270
526,7783415,,,build,1,1,1,1,1,1,100 Middlefield Rd,Menlo Park,940253505,San Mateo,-122.1641345,37.45505268,3778799436909,2011,,,OF,9650.0,9650.0,0.0,,rent,,2.0,32.0,,,,2013.0,8900000.0,,Menlo Park-62272620
527,9731818,,,build,1,1,1,1,1,1,3050 Middlefield Rd,Redwood City,940633765,San Mateo,-122.207229,37.47360804,11932268305571,2013,,,OF,2436.0,2436.0,0.0,,rent,,2.0,,,,,,,,Unincorporated San Mateo-60081450
528,6246925,Kaiser,Alexandria's Ctr For Science & Tec,build,1,1,1,1,1,1,1600 Owens St,San Francisco,94158,San Francisco,-122.3942644,37.7689551,6734863980911,2016,,,OF,182000.0,182000.0,0.0,,rent,,9.0,,,,,,,,San Francisco-8709011-2
529,8833969,Bldg 9,Quadrus Office Complex,build,1,1,1,1,1,1,2484 Sand Hill Rd,Menlo Park,94025,San Mateo,-122.2052908,37.4231186,14483107675772,2013,,,OF,11192.0,11192.0,0.0,,rent,,2.0,100.0,,,,,,,Menlo Park-74270220
530,7635850,,,build,1,1,1,1,1,1,188 Spear St,San Francisco,94105,San Francisco,-122.3931104,37.79135184,6085314450876,2012,,,OF,218556.0,218556.0,0.0,,rent,,12.0,200.0,,,,,,,San Francisco-3717019
531,6481235,University Building,University Plaza,build,1,1,1,1,1,1,2100 University Ave,East Palo Alto,94303,San Mateo,-122.1412646,37.46298881,2428712415342,2016,,,OF,209000.0,209000.0,0.0,,rent,,4.0,,45.0,,,,,,East Palo Alto-63321390
