serialno,puma1,asian,black,hisp,white
6496374,140,1,0,0,0
6498060,140,0,0,0,1
6498773,140,0,0,0,1
6501605,140,0,0,0,1
6507765,140,0,0,0,1
6509048,140,1,0,0,0
6512532,140,0,0,0,1
6514052,140,0,0,0,1
6515338,140,1,0,0,0
6517694,140,0,0,0,1
6520984,140,0,1,0,0
6522426,140,0,0,0,0
6525068,140,0,0,0,1
6532812,140,1,0,0,0
6536198,140,0,0,0,1
6536826,140,1,0,0,0
6540886,140,1,0,0,0
6552105,140,0,0,0,1
6552475,140,0,0,0,1
6555364,140,1,0,0,0
6573435,140,0,0,0,1
6575587,140,1,0,0,0
6577161,140,0,0,0,1
6581196,140,0,0,0,1
6581684,140,0,0,0,1
6587269,140,0,0,1,1
6588366,140,0,0,0,1
6596751,140,0,1,0,0
6606173,140,0,0,0,1
6608060,140,0,0,0,1
6609265,140,0,0,0,1
6619699,140,0,0,0,1
6624195,140,0,0,0,1
6624860,140,0,0,0,1
6627912,140,0,0,0,1
6630749,140,0,0,0,1
6631662,140,0,0,1,1
6638456,140,0,0,0,1
6643266,140,0,0,0,1
6646153,140,1,0,0,0
6647494,140,0,0,0,1
6648876,140,0,0,0,1
6655076,140,0,0,0,1
6665053,140,0,0,0,1
6672349,140,0,0,0,1
6676512,140,0,0,0,1
6678703,140,1,0,0,0
6684093,140,0,0,1,0
6684096,140,0,0,0,1
6698910,140,0,0,0,1
6699023,140,0,0,0,1
6701972,140,0,0,0,1
6704269,140,1,0,0,0
6704975,140,0,0,0,1
6705298,140,0,0,0,1
6705993,140,0,0,0,1
6706248,140,0,0,0,1
6706565,140,0,0,0,1
6707275,140,0,0,0,1
6715521,140,1,0,0,0
6720580,140,1,0,0,0
6721713,140,0,0,0,1
6722520,140,0,0,0,1
6723445,140,1,0,0,0
6736088,140,0,0,0,1
6739280,140,0,0,0,1
6742301,140,0,0,0,1
6742323,140,0,0,0,1
6743735,140,0,0,0,1
6744490,140,0,0,0,1
6747857,140,0,0,0,1
6750840,140,0,0,0,1
6751514,140,0,0,0,1
6760631,140,0,0,0,1
6773380,140,0,0,0,1
6781052,140,0,0,0,1
6781543,140,1,0,0,0
6785241,140,0,0,0,1
6793521,140,1,0,0,0
6794064,140,0,0,0,1
6799302,140,0,0,0,1
6803505,140,0,0,0,1
6806119,140,0,0,1,0
6806199,140,0,0,0,1
6808561,140,0,0,0,1
6809821,140,0,0,0,1
6815112,140,0,0,0,1
6816212,140,0,0,0,1
6832883,140,1,0,0,0
6849060,140,0,0,0,1
6856737,140,0,0,0,1
6859855,140,1,0,0,0
6862787,140,0,0,0,1
6865226,140,0,0,0,1
6866846,140,0,0,1,1
6868965,140,1,0,0,0
6871598,140,0,0,0,1
6879729,140,1,0,0,0
6881273,140,0,0,0,1
6888011,140,0,0,0,1
6898610,140,0,0,1,1
6903575,140,0,0,0,1
6907460,140,0,0,0,1
6908191,140,1,0,0,0
6909426,140,0,0,0,1
6909542,140,1,0,0,0
6911007,140,0,0,0,1
6912492,140,0,0,0,1
6920150,140,1,0,0,0
6921020,140,0,0,0,1
6922694,140,0,0,0,1
6924957,140,0,0,0,1
6946165,140,0,0,0,1
6950674,140,0,0,0,1
6952637,140,0,0,0,1
6952719,140,0,0,1,1
6953334,140,1,0,0,0
6955627,140,1,0,0,0
6964870,140,0,0,1,1
6966629,140,0,0,0,1
6974517,140,1,0,0,0
6982439,140,0,0,0,1
6984074,140,0,0,0,1
6985072,140,0,0,0,1
6986878,140,0,0,0,1
6988448,140,1,0,0,0
6992025,140,0,0,0,1
6993271,140,0,0,0,1
6994477,140,1,0,0,0
7002756,140,0,0,0,1
7005739,140,0,0,0,1
7008115,140,1,0,0,0
7019952,140,0,0,0,1
7023588,140,0,0,0,1
7030021,140,0,0,0,1
7031639,140,0,0,0,1
7036250,140,0,0,0,1
7036615,140,0,0,0,1
7051528,140,0,0,0,1
7053323,140,1,0,0,0
7056188,140,0,0,0,1
7059515,140,1,0,0,0
7063427,140,1,0,0,0
7072963,140,0,0,0,1
7073266,140,1,0,0,0
7076915,140,0,0,0,1
7077213,140,1,0,0,0
7080207,140,0,0,0,1
7083397,140,0,0,0,1
7089197,140,0,0,0,1
7100519,140,1,0,0,0
7108206,140,1,0,0,0
7109812,140,0,0,0,1
7116602,140,0,0,0,1
7116836,140,1,0,0,0
7127739,140,0,0,0,1
7131313,140,0,0,0,1
7133737,140,0,0,0,1
7137125,140,1,0,0,0
7137685,140,0,0,0,1
7138870,140,0,0,0,1
7139586,140,0,0,0,1
7140428,140,0,0,0,1
7150669,140,0,0,1,1
7154023,140,0,1,0,0
7154758,140,0,0,0,1
7162499,140,0,0,0,1
7164324,140,0,0,0,1
7170020,140,0,0,0,1
7178312,140,0,0,0,1
7181961,140,0,0,0,1
7187182,140,0,0,0,1
7190366,140,0,0,0,1
7192106,140,0,0,0,1
7193762,140,0,0,0,1
7201659,140,0,0,0,1
7203827,140,0,0,1,1
7207405,140,0,0,0,1
7210018,140,0,0,0,1
7212038,140,1,0,0,0
7212123,140,1,0,0,0
7216039,140,1,0,0,0
7217050,140,0,0,0,1
7223579,140,0,0,0,1
7233609,140,1,0,0,0
7241650,140,0,0,0,1
7243663,140,0,0,0,1
7246052,140,0,0,0,1
7249716,140,0,0,0,1
7252081,140,0,0,1,0
7263322,140,0,0,1,0
7265244,140,1,0,0,0
7273432,140,0,0,0,1
7276894,140,0,0,0,1
7281516,140,0,0,1,1
7295029,140,0,0,1,0
7297172,140,1,0,0,0
7306134,140,1,0,0,0
7308774,140,1,0,0,0
7309453,140,0,0,0,1
7312226,140,0,0,0,1
7330696,140,0,0,0,1
7339218,140,0,0,0,1
7351844,140,0,0,0,1
7368006,140,0,0,0,1
7389286,140,0,0,0,1
7417320,140,0,0,0,1
7421063,140,0,0,0,1
7426039,140,0,0,0,1
7427046,140,0,0,0,1
7427858,140,0,0,0,1
7427968,140,1,0,0,0
7429989,140,0,0,0,1
7440502,140,1,0,0,0
7442009,140,1,0,0,0
7455324,140,1,0,0,0
7456154,140,0,0,0,1
7459558,140,0,0,0,1
7461661,140,0,0,0,1
7472066,140,0,0,0,1
7479238,140,0,0,0,1
7481650,140,0,0,0,1
7482247,140,0,0,0,1
7495536,140,0,0,0,1
7500851,140,0,0,0,1
7502759,140,0,0,0,1
7503692,140,0,0,0,0
7509241,140,0,0,0,1
7510305,140,1,0,0,1
7523238,140,0,1,0,0
7523276,140,0,0,0,1
7533660,140,1,0,0,0
7535685,140,0,0,0,1
7544458,140,0,0,0,1
7552693,140,0,0,0,1
7562010,140,0,0,0,1
7584456,140,0,0,0,1
7586860,140,0,0,1,0
7589483,140,0,0,0,1
7592308,140,0,0,0,1
7594450,140,0,0,1,1
7604065,140,0,0,0,1
7607153,140,0,1,0,0
7607912,140,0,0,0,1
7608977,140,0,0,0,1
7609035,140,0,0,0,1
7614795,140,0,0,0,1
7617653,140,0,0,0,1
7618051,140,0,0,0,1
7618954,140,1,0,0,0
7624708,140,0,0,0,1
7634654,140,1,0,0,0
7644484,140,0,0,0,1
7645155,140,1,0,0,0
7646297,140,0,0,0,1
7652042,140,0,0,0,1
7655303,140,0,0,0,1
7658380,140,0,0,0,1
7664557,140,0,0,0,1
7666809,140,1,0,0,0
7666922,140,1,0,0,0
7667294,140,0,0,0,1
7670275,140,0,0,0,1
7670945,140,0,0,0,1
7678635,140,0,0,0,1
7691776,140,0,0,0,1
7696518,140,0,0,0,1
7701910,140,0,0,0,1
7704598,140,0,0,1,1
7708373,140,0,0,0,1
7709681,140,0,0,0,1
7725235,140,0,0,0,1
7735232,140,1,0,0,0
7737573,140,0,0,0,1
7748168,140,0,0,0,1
7749140,140,0,0,1,1
7749151,140,1,0,0,0
7749521,140,1,0,0,0
7749977,140,0,0,1,1
7752786,140,0,0,0,1
7758278,140,1,0,0,0
7759718,140,0,0,0,1
7762414,140,1,0,0,0
7763532,140,0,0,0,1
7767193,140,0,0,0,1
7776207,140,0,0,0,1
7780413,140,0,0,0,1
7788365,140,0,1,0,0
7790147,140,0,0,0,1
7790406,140,0,0,1,1
7797614,140,0,0,0,1
7803065,140,0,0,0,1
7812012,140,0,0,0,1
7812886,140,0,0,0,1
7819007,140,1,0,0,0
7820782,140,0,0,0,1
7822156,140,0,0,0,1
7825704,140,0,0,0,1
7831711,140,0,0,0,1
7832970,140,0,0,0,1
7846022,140,1,0,0,0
7854611,140,1,0,0,1
7855726,140,0,0,0,1
7862058,140,0,0,0,1
7862535,140,1,0,0,0
7866869,140,0,0,0,1
7869876,140,1,0,0,0
7875111,140,0,0,0,1
7880719,140,0,0,0,1
7882605,140,0,0,0,1
7886555,140,1,0,0,0
7892558,140,0,0,0,1
7894489,140,0,0,0,1
7895418,140,0,0,0,1
7902055,140,0,0,0,1
7920801,140,0,0,0,1
7932057,140,1,0,0,0
7937015,140,0,0,0,1
7938444,140,0,0,0,1
7939938,140,0,0,0,1
7940745,140,0,0,0,1
7946080,140,0,0,1,1
7947857,140,0,0,0,1
7949558,140,0,0,0,1
7952759,140,0,0,0,1
7954815,140,0,0,0,1
7968694,140,0,0,0,1
7971130,140,0,0,0,1
7971595,140,0,0,0,1
7972013,140,0,0,0,1
7974226,140,1,0,0,0
7980237,140,0,0,0,1
7980941,140,0,0,0,1
7984684,140,0,0,0,1
7989526,140,0,0,1,1
7992373,140,1,0,0,0
8003847,140,0,0,0,1
8005734,140,1,0,0,0
8012491,140,0,0,0,1
8020509,140,1,0,0,0
8029118,140,0,0,0,1
8032649,140,0,0,0,1
8035618,140,0,0,0,1
8043422,140,0,0,0,1
8044684,140,0,0,1,0
8056223,140,1,0,0,0
8057294,140,0,0,1,1
8064190,140,1,0,0,0
8069700,140,0,0,0,1
8071625,140,1,0,0,0
8073182,140,1,0,0,0
8073940,140,0,0,0,1
8080648,140,0,0,0,1
8095050,140,0,0,0,1
8095163,140,0,0,0,1
8098729,140,0,0,0,1
8099790,140,1,0,0,0
8101781,140,0,0,0,1
8105355,140,0,0,0,1
8106359,140,0,0,0,1
8107247,140,0,0,0,1
8110855,140,1,0,0,0
8121331,140,0,0,0,1
8131184,140,0,0,0,1
8137581,140,0,0,0,1
8138944,140,0,0,0,1
8146644,140,0,0,1,0
8150773,140,0,0,0,1
8151867,140,1,0,0,0
8152897,140,0,0,0,1
8154487,140,0,0,0,1
8159465,140,0,0,0,1
8172684,140,0,0,0,1
8177236,140,0,0,0,1
8194437,140,0,0,0,1
8200791,140,1,0,0,0
8208028,140,0,0,0,1
8208314,140,0,0,0,1
8209002,140,0,0,0,1
8209703,140,0,0,0,1
8210104,140,0,0,0,1
8219531,140,0,0,0,1
8219999,140,1,0,0,0
8225979,140,0,0,0,1
8230804,140,0,0,0,1
8231248,140,1,0,0,0
8231371,140,0,0,0,1
8232839,140,0,0,0,1
8235570,140,0,0,0,1
8237094,140,0,0,0,1
8249516,140,0,0,1,0
8252443,140,0,0,0,1
8263142,140,0,0,0,1
8266165,140,0,0,0,1
8268179,140,0,0,0,1
8269800,140,0,0,1,0
8278402,140,0,0,0,1
8282650,140,0,0,1,0
8283608,140,1,0,0,0
8288582,140,0,0,0,1
8297194,140,0,0,0,1
8299564,140,0,0,0,1
8300841,140,0,0,0,1
8302193,140,1,0,0,0
8304762,140,0,0,0,1
8305458,140,0,0,0,1
8307573,140,0,0,0,1
8309840,140,1,0,0,0
8310408,140,0,0,0,1
8312579,140,0,0,0,1
8313446,140,0,0,0,1
8315668,140,1,0,0,0
8316382,140,0,0,0,1
8316496,140,0,0,0,1
8317527,140,0,0,0,1
8320478,140,0,0,0,1
8327304,140,0,0,1,1
8347380,140,0,0,0,1
8350893,140,0,0,0,1
8355425,140,0,0,0,1
8356669,140,0,0,0,1
8361153,140,0,0,0,1
8377568,140,1,0,0,0
8378792,140,0,0,0,1
8383320,140,1,0,0,0
8389712,140,0,0,0,1
8393116,140,0,0,0,1
8398474,140,0,0,1,1
8398987,140,0,0,0,1
8402364,140,0,0,0,1
8409521,140,0,1,0,0
8418902,140,0,0,0,1
8420247,140,0,0,0,1
8421378,140,1,0,0,0
8447396,140,0,0,0,1
8447909,140,0,0,1,1
8458087,140,0,0,1,0
8459696,140,1,0,0,0
8460940,140,0,1,0,0
8461110,140,1,0,0,0
8462179,140,0,0,0,1
8462745,140,0,0,0,1
8462999,140,1,0,0,0
8466800,140,0,0,0,1
8474246,140,0,0,0,1
8481043,140,0,0,0,1
8488671,140,0,0,0,1
8489740,140,0,0,0,1
8491717,140,0,0,0,1
8495349,140,1,0,0,0
8497181,140,0,0,1,1
8502383,140,1,0,0,0
8504927,140,0,0,0,1
8509319,140,0,0,0,1
8510589,140,0,0,0,1
8524052,140,0,0,0,1
8535124,140,0,0,0,1
8535720,140,0,0,0,1
8538381,140,0,0,0,1
8548472,140,0,0,1,1
8550957,140,0,0,0,1
8553839,140,0,0,0,1
8560985,140,0,0,0,1
8562280,140,0,0,0,1
8563075,140,1,0,0,0
8566998,140,0,0,0,0
8572224,140,0,0,0,1
8574247,140,1,0,0,0
8576528,140,0,0,1,1
8585791,140,0,0,0,1
8587194,140,0,0,1,1
8590514,140,0,0,0,1
8596884,140,0,0,0,1
8597024,140,0,0,0,1
8598550,140,1,0,0,0
8603100,140,0,0,0,1
8611696,140,0,0,1,1
8615072,140,0,0,0,1
8632089,140,1,0,0,0
8643921,140,0,0,0,1
8647111,140,0,0,0,1
8652817,140,0,0,0,1
8654145,140,0,0,0,1
8664480,140,0,0,1,1
8679359,140,1,0,0,0
8680061,140,0,0,0,1
8681601,140,0,0,0,1
8684474,140,1,0,0,0
8706919,140,0,0,0,1
8713085,140,1,0,0,0
8715434,140,1,0,0,0
8722481,140,0,0,0,1
8724466,140,0,0,0,1
8729745,140,0,0,0,1
8733833,140,0,0,0,1
8739585,140,1,0,0,0
8745490,140,0,0,0,0
8747803,140,0,0,0,1
8758924,140,1,0,0,0
8759128,140,0,0,0,1
8775493,140,0,0,0,1
8784582,140,0,0,0,1
8785202,140,1,0,0,0
8805549,140,0,0,0,1
8811835,140,0,0,1,1
8814254,140,0,0,0,1
8825670,140,0,0,0,1
8830325,140,0,0,0,1
8831179,140,0,0,0,1
8841684,140,0,0,0,1
8843094,140,0,0,0,1
8847498,140,0,0,0,1
8854268,140,1,0,0,0
8858319,140,0,0,0,1
8862899,140,0,0,0,1
8866577,140,0,0,0,1
8874474,140,0,0,0,1
8874727,140,1,0,0,0
8889626,140,0,0,0,1
8890218,140,0,0,0,1
8895858,140,0,0,0,1
8909289,140,1,0,0,0
8913252,140,1,0,0,0
8919263,140,1,0,0,0
8921015,140,0,0,0,1
8929326,140,0,0,1,1
8931270,140,0,0,0,1
8931668,140,0,0,0,1
8940794,140,1,0,0,0
8942143,140,0,0,0,1
8944563,140,0,0,0,1
8945614,140,0,0,0,1
8947627,140,1,0,0,0
8948891,140,0,0,0,1
8949790,140,0,0,0,1
8953708,140,1,0,0,0
8960924,140,0,0,0,1
8965996,140,0,0,0,1
8967629,140,0,0,0,1
8972283,140,0,0,0,1
8978070,140,0,0,0,1
8978855,140,0,0,0,1
8979721,140,0,0,0,1
8980955,140,0,0,1,1
8983655,140,0,0,0,1
8989598,140,0,0,0,1
8991469,140,0,0,0,1
8995397,140,0,0,0,1
8996653,140,0,0,0,1
9001000,140,1,0,0,0
9002378,140,0,0,0,1
9008349,140,0,0,0,1
9017381,140,1,0,0,0
9020254,140,0,0,1,1
9030347,140,0,0,0,1
9033101,140,0,0,0,1
9033459,140,1,0,0,0
9039355,140,0,0,0,1
9040188,140,0,0,0,1
9046630,140,1,0,0,0
9047114,140,0,0,0,1
9051110,140,0,0,0,1
9061567,140,0,0,0,1
9065232,140,0,0,0,1
9072420,140,0,0,0,1
9073754,140,0,0,1,1
9086343,140,0,0,0,1
9087132,140,1,0,0,0
9090660,140,0,0,0,1
9097186,140,1,0,0,0
9106725,140,0,0,0,1
9107118,140,0,0,0,1
9115315,140,1,0,0,0
9115464,140,0,0,0,1
9122102,140,0,0,0,1
9125700,140,0,0,0,1
9128403,140,0,0,0,1
9128675,140,1,0,0,0
9134978,140,1,0,0,0
9136048,140,0,0,0,1
9138048,140,0,0,0,1
9140309,140,1,0,0,0
9145521,140,0,0,1,0
9149940,140,0,0,0,1
9156114,140,0,0,0,1
9161464,140,0,0,1,1
9163484,140,1,0,0,0
9163567,140,0,1,0,0
9168135,140,1,0,0,0
9171008,140,1,1,0,1
9171480,140,0,0,0,1
9175414,140,0,0,0,1
9178970,140,1,0,0,0
9184361,140,0,0,0,1
9209699,140,0,0,0,1
9209914,140,0,0,0,1
9213565,140,0,0,0,1
9214645,140,0,0,0,1
9229481,140,0,0,0,1
9243619,140,0,0,1,1
9251308,140,1,0,0,0
9259075,140,0,0,0,1
9260043,140,0,0,0,1
9270044,140,0,0,0,1
9290218,140,0,0,0,1
9295904,140,0,1,0,0
9303398,140,0,0,0,1
9303895,140,0,0,0,1
9305847,140,1,0,0,0
9311208,140,0,0,1,0
9311726,140,1,0,0,0
9317892,140,0,0,0,1
9321805,140,0,0,0,1
9322036,140,0,0,0,1
9323079,140,0,0,0,1
9325144,140,0,0,0,1
9327371,140,0,0,0,0
9330685,140,0,0,0,1
9331498,140,0,0,0,1
9332691,140,0,0,0,1
9336033,140,0,0,0,1
9338520,140,0,0,0,1
9347180,140,0,0,0,1
9349824,140,0,0,0,1
9352395,140,0,0,0,1
9361587,140,0,0,0,1
9366603,140,0,0,0,1
9373139,140,0,0,0,1
9384972,140,0,0,0,1
9391723,140,0,0,0,1
9392776,140,0,0,0,1
9393482,140,0,0,0,1
9398158,140,0,0,0,1
9400178,140,0,0,1,1
9402393,140,0,0,0,1
9409637,140,0,0,0,1
9409704,140,0,0,0,1
9419555,140,1,0,0,0
9421567,140,0,0,0,1
9422799,140,1,0,0,0
9423663,140,0,0,0,1
9423732,140,1,0,0,0
9455939,140,1,0,0,0
9460158,140,1,0,0,0
9460911,140,0,0,0,1
9462602,140,0,0,0,1
9468269,140,0,0,0,1
9469695,140,0,0,0,1
9471696,140,0,0,0,1
9473995,140,0,0,0,1
9491040,140,0,0,0,1
9492918,140,0,0,1,1
9497535,140,1,0,0,0
9505130,140,0,0,0,1
9507450,140,0,0,0,1
9509906,140,0,0,0,1
9512094,140,0,0,0,1
9515426,140,1,0,0,0
9529971,140,0,0,0,0
9545194,140,0,0,0,1
9554932,140,0,0,0,1
9556180,140,0,0,0,1
9561247,140,0,0,0,1
9562258,140,0,0,0,1
9563884,140,0,0,0,1
9566964,140,0,0,0,1
9575930,140,0,0,0,1
9579361,140,0,0,0,1
9579729,140,1,0,0,0
9583064,140,0,0,0,1
9587614,140,0,0,0,1
9593246,140,0,0,0,1
9598879,140,0,0,0,1
9606673,140,1,0,0,0
9606781,140,0,0,0,1
9616800,140,1,0,0,0
9619220,140,0,0,0,1
9623356,140,0,0,0,1
9630283,140,1,0,0,0
9636260,140,0,0,0,1
9640083,140,1,0,0,0
9645278,140,1,0,0,0
9646857,140,0,0,0,1
9653155,140,0,0,0,1
9654781,140,1,0,0,0
9656772,140,1,0,0,0
9658041,140,1,0,0,0
9664411,140,0,0,0,1
9668203,140,1,0,0,0
9680699,140,0,0,0,1
9681733,140,0,0,0,1
9683557,140,0,0,0,1
9686504,140,0,0,0,1
9703818,140,0,0,0,1
9704716,140,0,0,0,1
9713211,140,0,0,0,1
9717529,140,1,0,0,0
9717552,140,0,0,0,1
9722882,140,1,0,0,0
9724244,140,0,0,0,1
9724591,140,0,0,0,1
9725754,140,1,0,0,0
9729035,140,0,0,0,1
9733330,140,0,0,0,1
9733704,140,0,0,0,1
9734725,140,0,0,0,1
9734771,140,0,0,0,1
9737890,140,0,0,0,1
9737901,140,0,0,0,1
9747520,140,0,0,0,1
9754956,140,0,0,0,1
9756000,140,0,0,0,1
9762649,140,1,0,0,0
9763010,140,0,0,0,1
9773287,140,1,0,0,0
9780975,140,0,0,0,1
9785196,140,0,0,0,1
9786489,140,0,0,0,1
9789750,140,0,0,0,1
9790043,140,1,0,0,0
9801314,140,0,0,1,1
9805872,140,1,0,0,0
9812328,140,0,0,0,1
9814053,140,0,0,0,1
9815918,140,0,0,0,1
9823117,140,0,0,0,1
9823590,140,0,0,0,1
9824454,140,0,0,0,1
9827179,140,0,0,0,1
9829135,140,0,0,0,1
9848441,140,0,0,0,1
9848576,140,0,0,0,1
9853035,140,0,0,0,1
9857394,140,0,0,1,0
9861073,140,0,0,0,1
9862686,140,1,0,0,0
9865319,140,0,0,0,1
9882021,140,0,0,1,1
9908724,140,0,0,0,1
9914199,140,0,0,0,1
9917240,140,1,0,0,0
9918121,140,1,0,0,0
9920038,140,0,0,0,1
9936041,140,0,0,0,1
9939931,140,0,0,0,1
9942010,140,1,0,0,0
9950100,140,1,0,0,0
9953115,140,0,0,0,1
9953559,140,0,0,0,1
9958018,140,1,0,0,0
9965221,140,0,1,0,0
9976590,140,0,0,0,1
9986549,140,0,0,1,0
9991146,140,0,0,0,1
9991418,140,0,1,0,0
9991844,140,0,0,0,1
9993422,140,0,0,0,1
365,140,0,0,0,1
2480,140,0,1,0,0
2934,140,0,0,0,1
8904,140,0,0,0,1
9356,140,0,0,0,1
9997,140,0,0,1,1
10697,140,0,0,0,1
11552,140,0,0,0,1
16105,140,0,0,0,1
22833,140,1,0,0,0
24831,140,0,0,1,1
27731,140,0,0,0,1
35201,140,0,0,0,1
36138,140,0,0,0,1
38906,140,0,0,0,1
53921,140,0,0,0,1
54720,140,0,0,1,1
59564,140,0,0,0,1
60012,140,0,0,0,1
60456,140,0,0,0,1
60494,140,0,1,0,0
72941,140,0,0,0,1
84593,140,0,0,0,1
90669,140,0,0,0,1
94914,140,0,0,1,1
96545,140,0,0,0,1
109458,140,1,0,0,0
128175,140,0,0,0,1
129062,140,0,0,0,1
140190,140,0,0,1,1
143109,140,0,0,0,1
143351,140,0,0,0,1
146770,140,0,0,0,1
147827,140,0,0,0,1
154924,140,0,0,0,1
155658,140,0,0,0,1
169530,140,0,0,0,1
177391,140,0,0,0,1
185114,140,1,0,0,0
191045,140,1,0,0,0
191208,140,0,0,0,1
195445,140,0,0,0,1
197437,140,0,0,0,1
197444,140,0,0,0,1
197956,140,0,0,1,0
201230,140,0,0,0,1
207124,140,0,0,0,1
210068,140,0,0,0,1
215336,140,1,0,0,0
216403,140,0,0,0,1
216668,140,1,0,0,0
224882,140,0,0,0,1
226211,140,0,0,0,0
227720,140,0,0,0,1
233717,140,0,0,0,1
233817,140,0,0,1,1
239334,140,0,0,0,1
244917,140,0,0,1,0
246208,140,0,0,0,1
248631,140,0,0,0,1
253473,140,1,0,0,0
254748,140,0,0,0,1
263268,140,0,0,0,1
263406,140,0,0,0,1
267599,140,0,0,0,1
281423,140,0,0,0,1
283011,140,0,0,0,1
287364,140,0,0,0,1
287923,140,0,0,0,1
288415,140,0,0,0,1
293137,140,1,0,0,0
301253,140,0,0,0,1
301904,140,0,0,0,1
307970,140,0,0,0,1
319570,140,0,0,0,1
323756,140,0,0,0,1
324510,140,0,0,0,1
324714,140,0,0,0,1
327211,140,1,0,0,0
335013,140,0,0,0,1
335048,140,0,0,0,1
335685,140,0,0,0,1
337159,140,0,0,0,1
338045,140,1,0,0,1
338767,140,0,0,0,1
338830,140,0,0,0,1
343472,140,0,0,0,1
346640,140,1,0,0,0
347219,140,0,0,0,1
351181,140,0,0,0,1
354500,140,1,0,0,0
357183,140,0,0,0,1
358493,140,0,0,0,1
366440,140,0,0,1,0
376366,140,0,0,0,1
378941,140,0,0,0,1
388411,140,0,0,0,1
389026,140,0,0,0,1
394126,140,0,0,0,1
394234,140,0,1,0,0
400695,140,0,0,1,0
403270,140,0,0,0,1
419387,140,0,0,0,1
428469,140,0,0,0,1
431684,140,0,0,0,1
434341,140,0,0,1,0
435942,140,0,0,0,1
442804,140,0,0,0,1
446617,140,0,0,0,1
453672,140,1,0,0,1
457988,140,0,0,0,1
458822,140,0,0,0,1
461067,140,0,0,0,1
463812,140,0,1,0,0
465592,140,0,0,0,1
471256,140,0,0,0,1
478886,140,0,0,0,1
497034,140,0,0,0,1
502328,140,0,0,0,1
505790,140,0,0,0,1
508743,140,0,0,0,1
512078,140,0,0,0,1
522825,140,0,1,0,0
525112,140,1,0,0,0
534594,140,0,0,0,1
536062,140,0,0,0,1
536938,140,1,0,0,0
537971,140,0,0,0,1
540581,140,0,0,0,1
540890,140,0,0,0,1
543683,140,0,0,0,1
549061,140,0,0,0,1
550630,140,0,0,0,1
552167,140,0,0,0,1
555697,140,0,0,0,1
556154,140,0,0,1,1
566067,140,0,0,0,1
569323,140,0,0,0,1
572193,140,0,0,1,1
576529,140,0,0,0,1
578857,140,0,0,0,1
581459,140,0,0,0,1
586940,140,0,0,0,1
590124,140,0,0,0,1
594035,140,1,0,0,0
594581,140,0,0,0,1
597570,140,0,0,0,1
598617,140,0,0,1,0
599389,140,0,0,0,1
606475,140,0,0,0,1
608419,140,0,0,0,1
608922,140,0,0,0,1
611268,140,1,0,0,0
613383,140,0,0,0,1
617628,140,0,0,0,1
624504,140,1,0,0,0
633312,140,0,0,0,1
639228,140,0,0,0,1
648443,140,0,0,1,1
649424,140,0,1,0,0
649726,140,0,0,1,1
651966,140,0,0,0,1
668399,140,0,0,0,1
672478,140,0,0,0,1
676371,140,0,0,0,1
681189,140,0,0,0,1
685946,140,0,0,0,1
693801,140,0,0,1,0
698581,140,0,0,0,1
700249,140,0,0,1,1
700352,140,0,0,0,1
702673,140,0,0,0,1
713175,140,0,0,0,1
716525,140,0,0,0,1
717701,140,0,0,0,1
724551,140,0,0,0,1
725233,140,0,0,0,1
726140,140,0,0,0,1
727701,140,0,0,0,1
736322,140,0,0,0,1
739549,140,0,0,0,1
741473,140,0,0,1,1
741494,140,0,0,1,0
742964,140,0,0,0,1
755038,140,0,0,0,1
756596,140,0,0,0,1
760825,140,0,0,1,1
766516,140,0,0,0,1
768676,140,0,0,0,1
770098,140,1,0,0,0
777592,140,0,0,0,1
782581,140,0,0,0,1
782862,140,0,0,0,1
784411,140,0,0,0,1
787809,140,0,0,0,1
805375,140,0,0,0,1
813997,140,0,0,1,1
819351,140,0,0,0,1
832400,140,0,0,0,1
835605,140,0,0,0,1
837147,140,0,0,0,1
838906,140,0,0,0,1
839360,140,0,0,0,1
848739,140,0,0,0,1
851035,140,0,0,0,1
856968,140,0,0,0,1
860022,140,0,0,0,1
864700,140,0,0,0,1
865943,140,0,0,0,1
869820,140,0,0,0,1
871784,140,0,0,0,1
872905,140,1,0,0,0
879989,140,0,0,0,1
882284,140,0,0,0,1
882531,140,0,0,0,1
885119,140,0,0,0,1
885325,140,0,0,0,1
885818,140,0,0,1,1
886931,140,0,0,0,1
892472,140,0,0,0,1
892535,140,0,0,0,1
903013,140,1,0,0,0
904478,140,0,0,0,1
914431,140,0,0,0,1
924424,140,0,0,0,1
934651,140,0,0,1,0
936165,140,0,0,0,1
939041,140,1,0,0,0
940516,140,0,0,0,1
941377,140,0,0,0,1
944288,140,0,0,0,1
944622,140,0,0,1,0
947641,140,0,0,0,1
947842,140,0,0,0,1
950145,140,1,0,0,0
951099,140,0,0,0,1
953152,140,0,0,0,1
956507,140,0,0,0,1
962851,140,0,0,0,1
963702,140,0,0,0,1
966037,140,0,0,0,1
968252,140,0,0,0,1
968487,140,0,0,0,1
970508,140,0,0,0,1
974140,140,0,0,0,1
975966,140,0,0,0,0
976183,140,1,0,0,0
976545,140,0,0,0,1
977129,140,0,0,0,1
978197,140,1,0,0,0
979738,140,0,0,0,1
987095,140,1,0,0,0
987468,140,0,0,0,1
993680,140,0,0,0,1
1002005,140,0,0,0,1
1009786,140,0,0,0,1
1012819,140,0,0,0,1
1019176,140,0,0,0,1
1024814,140,0,0,1,0
