development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
278,8015924,,,build,1,1,1,1,380-388 12th St,Oakland,94607,Alameda,-122.27017,37.80249,4324379926347,2015,,,HM,24000,0,25,925,rent,,6,,,,,2013,715000
279,8363895,Terraza Palmera at St. Joseph's,,build,1,1,1,1,1272 26th Ave,Oakland,94601,Alameda,-122.23302,37.78054,227912798633,2013,,,HM,46500,0,62,925,rent,Affordable,4,,,,1287,,
280,8970754,Madison Park,,build,1,1,1,1,3900 Adeline St,Emeryville,946083814,Alameda,-122.27813,37.83008,15970353230694,2016,,,HM,100000,0,108,925,rent,Market,3,,,,,,
281,9470657,,,build,1,1,1,1,1665 Allan Way,Santa Rosa,95404,Sonoma,-122.69287,38.42775,1739820689761,2015,,,HM,9504,0,10,925,rent,Market,2,,,,,,
282,7818967,Berrellesa Palms,,build,1,1,1,1,310 Berrellesa St,Martinez,945531012,Contra Costa,-122.14111,38.01771,10229949651632,2014,,,HM,30000,0,48,925,rent,Affordable,2,50,,,1186,,
283,9491103,Oak Meadow Family Apartments,,build,1,1,1,1,69 Carol Ln,Oakley,945614463,Contra Costa,-121.73711,38.00181,11398792902432,2014,,,HM,30800,0,33,925,rent,Affordable,4,44,,,,,
284,8350766,The Park Alameda,,build,1,1,1,1,2428 Central Ave,Alameda,94501,Alameda,-122.24144,37.76330,14319974538559,2012,,,HM,33000,0,62,925,rent,Affordable,3,62,,,1287,,
285,8215454,Carlow Court Apartments at Emerald Vista,,build,1,1,1,1,6700 Dougherty Rd,Dublin,94568,Alameda,-121.91129,37.71506,3723749079290,2012,,,HM,99900,0,108,925,rent,Market,1,,,,,,
286,9716555,Garden Village,,build,1,1,1,1,2201 Dwight Way,Berkeley,947042114,Alameda,-122.26496,37.86461,13003777007328,2016,,,HM,65450,0,70,925,rent,Market/Affordable,4,,,,,,
287,9337104,Av??Vista Apartments,,build,1,1,1,1,460 Grand Ave,Oakland,946105010,Alameda,-122.25242,37.80898,4736618251657,2015,,,HM,51000,0,55,925,rent,Affordable,4,,,,,,
288,8404690,Hacienda,,build,1,1,1,1,4410 Hacienda Dr,Pleasanton,945882761,Alameda,-121.89438,37.69638,6842354170988,2017,,,HM,180000,0,194,925,rent,Market/Affordable,1,,,,,,
289,8935709,Harrison Street Senior Housing,,build,1,1,1,1,1633 Harrison St,Oakland,94612,Alameda,-122.26655,37.80516,11411618464116,2012,,,HM,76938,0,73,925,rent,Affordable,6,22,,,1287,,
290,8197479,Hartle Court Apartments,,build,1,1,1,1,200 Hartle Ct,Napa,94559,Napa,-122.28003,38.28360,4835296746619,2012,,,HM,31872,0,34,925,rent,Affordable,3,,,,,,
291,8421378,Heritage Commons,,build,1,1,1,1,191 Heritage Ln,Dixon,95620,Solano,-121.82133,38.43382,12404973088647,2013,,,HM,40000,0,60,925,rent,Market/Affordable,3,,,,1852,2015,
292,9709785,,,build,1,1,1,1,15888 Hesperian Blvd,San Lorenzo,945801500,Alameda,-122.12729,37.68226,4487286320689,2016,,,HM,65450,0,70,925,rent,Affordable,,56,,,,,
293,8397205,Town Green Village Building Q,Town Green Village,build,1,1,1,1,190 Johnson St,Windsor,95492,Sonoma,-122.81313,38.54610,2128746110605,2014,,,HM,53163,0,57,925,rent,,3,20,,,,,
294,7147060,MacArthur BART Transit Village,,build,1,1,1,1,W MacArthur Blvd,Oakland,94609,Alameda,-122.26587,37.82813,5369173475514,2015,,,HM,53864,0,58,925,rent,Market,7,,,,,,
295,9547352,Lillie Mae Jones Plaza,,build,1,1,1,1,120 W Macdonald Ave,Richmond,948012939,Contra Costa,-122.36795,37.93528,12219300059549,2011,,,HM,32493,0,26,925,rent,Affordable,3,27,,,1186,,
296,9285779,Ascent Apartments,,build,1,1,1,1,1960 N Main St,Walnut Creek,945963719,Contra Costa,-122.06343,37.90613,16059656363781,2015,,,HM,94500,0,102,925,rent,Market,4,170,,,,,
297,9548430,,,build,1,1,1,1,3607-3609 Maple Ave,Oakland,946023338,Alameda,-122.20500,37.79768,17281064174725,2014,,,HM,4200,0,4,925,rent,,2,,,,,2014,1110000
298,8907357,South Hayward BART Mixed Use Project Phase I,,build,1,1,1,1,28901 Mission Blvd,Hayward,94544,Alameda,-122.05372,37.63447,5247456654385,2017,,,HM,285000,0,308,925,rent,Market/Affordable,3,,,,,,
299,9412986,Park Central,,build,1,1,1,1,4700 Norris Canyon Rd,San Ramon,945831342,Contra Costa,-121.96323,37.77648,2361896639270,2014,,,HM,120000,0,129,925,rent,Market,3,224,,,,,
300,8413230,Owens,,build,1,1,1,1,SEC Owens Dr & Willow Rd,Pleasanton,94588,Alameda,-121.89697,37.69895,9713560872330,2017,,,HM,190000,0,205,925,rent,Market/Affordable,1,,,,,,
301,9524975,Siena Court,,build,1,1,1,1,760 Railroad Ave,Pittsburg,945652363,Contra Costa,-121.88494,38.03014,3375048112296,2012,,,HM,112736,0,121,925,rent,Affordable,4,,,,,,
302,9592585,Marea Alta,,build,1,1,1,1,1400-1498 San Leandro Blvd,San Leandro,94577,Alameda,-122.15931,37.72197,8850685571433,2016,,,HM,100000,0,108,925,rent,Affordable,5,,,,,,
303,9279181,The Intersection at 3800,,build,1,1,1,1,3800 San Pablo Ave,Emeryville,946083805,Alameda,-122.27865,37.82905,2391287904888,2016,,,HM,105000,0,113,925,rent,Market,5,,,,,,
304,9713505,Sonoma Springs,,build,1,1,1,1,17310 Sonoma Hwy,Fetters Hot Springs,95416,Sonoma,-122.48761,38.32117,13397163547036,2016,,,HM,56000,0,60,925,rent,Affordable,,,,,,,
305,9284920,Alameda Landing,,build,1,1,1,1,Stargell Ave @ Webster,Alameda,94501,Alameda,-122.28033,37.78836,15929099812790,2015,,,HM,58500,0,63,925,rent,Market,1,,,,,,
306,9669472,Hive Apartments,,build,1,1,1,1,Valley St,Oakland,94612,Alameda,-122.26685,37.81294,6575733224697,2015,,,HM,20000,0,21,925,rent,Market,2,,,,,,
307,8285877,,,build,1,1,1,1,396 1st St,Los Altos,94022,Santa Clara,-122.11577,37.37509,3155935983447,2013,,,HM,22491,0,20,925,rent,Market,3,36,,,,,
308,7762934,Tower 1,Century Towers,build,1,1,1,1,1731 N 1st St,San Jose,951124586,Santa Clara,-121.91492,37.36758,13252742275550,2017,,,HM,220000,0,237,925,rent,Market,14,335,,,,,
309,7762972,Tower 2,Century Towers,build,1,1,1,1,1733 N 1st St,San Jose,951124510,Santa Clara,-121.91449,37.36706,13161478223137,2017,,,HM,384000,0,415,925,rent,Market,14,335,,,,,
310,5817350,Twin Villa Oaks,,build,1,1,1,1,659 S 8th St,San Jose,95112,Santa Clara,-121.87601,37.32958,14293570107651,2011,,,HM,19566,0,21,925,rent,Market,3,20,,,,,
311,9341123,Cornerstone at Japantown,,build,1,1,1,1,871-875 N 10th St,San Jose,95112,Santa Clara,-121.89398,37.35735,17301012521289,2011,,,HM,111105,0,120,925,rent,Market,3,100,,,,,
312,8387481,Birch Plaza,,build,1,1,1,1,2650 Birch St,Palo Alto,94306,Santa Clara,-122.14188,37.42617,14731485269097,2015,,,HM,20000,0,21,925,rent,Market,4,,75,,,,
313,9583814,251 Brandon St,,build,1,1,1,1,251 Brandon St,San Jose,95134,Santa Clara,-121.94293,37.40228,815841307910,2013,,,HM,233029,0,271,925,rent,Market,4,,,,1852,,
314,9683730,Tree House Apartments,,build,1,1,1,1,488 W Charleston Rd,Palo Alto,943064103,Santa Clara,-122.12272,37.41145,107807130809,2011,,,HM,21060,0,22,925,rent,Affordable,4,,,,,,
315,9297787,Haven at Cottle Station,,build,1,1,1,1,Charlotte Dr,San Jose,95123,Santa Clara,,,15786527501368,2015,,,HM,296633,0,320,925,rent,Market,4,,,,,,
316,9375322,Camino Del Rey,,build,1,1,1,1,2525 El Camino Real,Santa Clara,95051,Santa Clara,-121.97213,37.35292,11341765117387,2013,,,HM,79887,0,86,925,rent,Affordable,3,12,,,,,
317,9599038,Creekside Vista Condominiums,,build,1,1,1,1,2585 El Camino Real,Santa Clara,950513003,Santa Clara,-121.97275,37.35292,16264077318386,2015,,,HM,60000,0,64,925,rent,Market,4,,,,,,
318,9454254,Villas On The Boulevard,,build,1,1,1,1,2611 El Camino Real,Santa Clara,950513060,Santa Clara,-121.97355,37.35292,7006176351433,2016,,,HM,148800,0,160,925,rent,Market,4,,,,,,
319,9706185,Austin's,,build,1,1,1,1,1616 W El Camino Real,Mountain View,940402453,Santa Clara,-122.09266,37.39061,2176929604492,2016,,,HM,53100,0,57,925,rent,Market,4,,,,,,
320,9706146,Tropicana Lodge,,build,1,1,1,1,1720 W El Camino Real,Mountain View,940402488,Santa Clara,-122.09350,37.39101,13670682870758,2015,,,HM,137700,0,148,925,rent,Market/Affordable,4,,,,,,
321,9156760,Anton 1101,,build,1,1,1,1,1101 N Fair Oaks Ave,Sunnyvale,940892102,Santa Clara,-122.01176,37.40108,3979777267709,2015,,,HM,77600,0,83,925,rent,Market,4,100,,,,,
322,8274027,Franklin Street Apartments,,build,1,1,1,1,135 Franklin St,Mountain View,94041,Santa Clara,-122.08033,37.39540,6779913979932,2013,,,HM,40000,0,51,925,rent,Affordable,4,51,,,1287,,
323,8275572,Capitol Station,,build,1,1,1,1,700-780 Grandview Ter,San Jose,95133,Santa Clara,,,12011782593549,2012,,,HM,51057,0,34,925,rent,Market,3,54,,,,2012,8500000
324,9611308,ILARA Apartments Phase II,,build,1,1,1,1,1201 S Main St,Milpitas,95035,Santa Clara,-121.90244,37.41230,9195580738140,2015,,,HM,160000,0,172,925,rent,Market,4,,,,,,
325,6406584,Latitude 37,,build,1,1,1,1,2455 Masonic Dr,San Jose,95125,Santa Clara,-121.87615,37.29050,12141359432412,2012,,,HM,135045,0,145,925,rent,Market,5,283,,,,2013,30000000
326,9712114,,,build,1,1,1,1,100 Moffett Blvd,Mountain View,940434721,Santa Clara,-122.07768,37.39661,14015992967672,2016,,,HM,156400,0,169,925,rent,Market,4,,,,,,
327,8778500,Centerra,,build,1,1,1,1,76-90 Notre Dame Ave,San Jose,95113,Santa Clara,-121.89520,37.33578,3250047679691,2015,,,HM,350000,0,378,925,rent,Market,21,475,,,,,
328,9412999,Park Plaza,,build,1,1,1,1,195 Page Mill Rd,Palo Alto,943062030,Santa Clara,-122.13826,37.42631,942804577771,2015,,,HM,50708,0,54,925,rent,Market/Affordable,3,,75,,,,
329,9475586,Solaire,,build,1,1,1,1,470 Persian Dr,Sunnyvale,940891708,Santa Clara,-122.01252,37.40541,12522643541975,2015,,,HM,81354,0,87,925,rent,Market,2,,,,,,
330,9348606,Studio 819,,build,1,1,1,1,819 N Rengstorff Ave,Mountain View,940432413,Santa Clara,-122.09229,37.41493,2353804864001,2015,,,HM,60000,0,49,925,rent,Affordable,3,,,,1439,,
331,8200117,Epic Phase III,Epic,build,1,1,1,1,535-545 River Oaks Pky,San Jose,95134,Santa Clara,-121.91924,37.40062,12049894677734,2015,,,HM,192000,0,207,925,rent,Market,4,,,,,,
332,303131,Los Altos Gardens,,build,1,1,1,1,960 N San Antonio Rd,Los Altos,940221346,Santa Clara,-122.11481,37.39923,15872575226104,2013,,,HM,72102,0,77,925,rent,Market,2,70,,,,2006,
333,9196805,Silvery Towers Phase I,,build,1,1,1,1,115-187 N San Pedro St,San Jose,95110,Santa Clara,-121.89520,37.33768,13157310850658,2016,,,HM,259204,0,280,925,rent,Market,22,,,,,,
334,9505801,,,build,1,1,1,1,778 Sharmon Palms Ln,Campbell,950085219,Santa Clara,-121.96134,37.27547,1640537115417,2015,,,HM,3548,0,3,925,rent,,2,,,,,2014,1300000
335,9057128,Lotus Townhomes,,build,1,1,1,1,637 E Taylor Ave,Sunnyvale,94086,Santa Clara,-122.01632,37.38363,26691245770,2013,,,HM,53974,0,36,925,rent,Market,3,80,,,,,
336,9342304,Vista 99,,build,1,1,1,1,99 Vista Montana,San Jose,951341510,Santa Clara,-121.95781,37.41204,3342154604251,2015,,,HM,443200,0,479,925,rent,Market,5,,,,,,
337,9425979,Raintree,,build,1,1,1,1,520-592 E Weddell Dr,Sunnyvale,94089,Santa Clara,-122.01344,37.39811,13551855528031,2016,,,HM,400000,0,432,925,rent,Market,,,,,,,
338,9567900,Sares Regis,,build,1,1,1,1,610 E Weddell Dr,Sunnyvale,940891751,Santa Clara,-122.01088,37.39613,7580318044163,2017,,,HM,174250,0,188,925,rent,Market,4,,,,,,
339,7980476,1190 Mission Apartments,,build,1,1,1,1,1190 Mission St,San Francisco,941024928,San Francisco,-122.41349,37.77841,6533589452790,2013,,,HM,662618,0,418,666,rent,Market/Affordable,11,,,4.76,3174,,
340,8238185,NEMA,,build,1,1,1,1,8 10th St,San Francisco,94103,San Francisco,-122.41725,37.77583,15714321484108,2013,,,HM,500000,0,754,682,rent,Market/Affordable,35,668,,6.04,4058,,
341,9031646,Avalon Hayes Valley,,build,1,1,1,1,323-325 Octavia St,San Francisco,941025809,San Francisco,-122.42512,37.77496,7428144505392,2015,,,HM,200000,0,244,817,rent,Market,5,,,,,,
342,1352812,Venn on Market,,build,1,1,1,1,1844 Market St,San Francisco,94102,San Francisco,-122.42443,37.77155,102756071397,2013,,,HM,115000,0,113,818,rent,Market,8,81,,5.13,4200,,
343,7726911,Meridian Apartments,,build,1,1,1,1,1432 W San Carlos St,San Jose,951263231,Santa Clara,-121.91500,37.32319,3203487669236,2015,,,HM,210300,0,218,822,rent,Market,4,230,,3.46,2734,,
344,8870189,Humboldt Apartments,,build,1,1,1,1,670 7th St,Santa Rosa,954044245,Sonoma,-122.71414,38.44265,9236301313437,2013,,,HM,50000,0,51,825,rent,Affordable,5,,,1.28,1054,,
345,8187583,The Plaza,,build,1,1,1,1,1 Plaza View Ln,Foster City,94404,San Mateo,-122.27052,37.56486,12408724141573,2013,,,HM,200000,0,307,841,rent,Market/Affordable,5,230,,4.16,3495,,
346,322838,Mosso,Mosso,build,1,1,1,1,900 Folsom St,San Francisco,941071007,San Francisco,-122.40412,37.78015,2917438179687,2014,,,HM,228667,0,463,872,rent,Market,8,312,,5.89,4126,,
347,7622172,Via,,build,1,1,1,1,621-691 Tasman Dr,Sunnyvale,940891707,Santa Clara,-122.00881,37.40344,15922387730536,2011,,,HM,309421,0,284,911,rent,Market,5,284,,3.49,3182,,
348,8038149,Lawrence Station,,build,1,1,1,1,1271-1281 Lawrence Station Rd,Sunnyvale,94089,Santa Clara,-121.99654,37.40806,16817990269966,2013,,,HM,153934,0,336,918,rent,Market,5,150,,3.37,3093,2014,5960422000
349,8375147,MB360,,build,1,1,1,1,1200 Fourth St,San Francisco,94158,San Francisco,-122.39181,37.77248,11831270781028,2016,,,HM,311954,0,335,930,rent,Market,6,,,,,,
350,8022243,,,build,1,1,1,1,636 El Camino Real,South San Francisco,94080,San Mateo,-122.42893,37.64958,8669858936301,2012,,,HM,150000,0,109,963,rent,Affordable,5,211,,1.25,1200,,
351,8934043,Parc on Powell Apartments,,build,1,1,1,1,1333 Powell St,Emeryville,946082523,Alameda,-122.28823,37.83927,747106463926,2015,,,HM,98033,0,75,1001,rent,Market/Affordable,4,,,3.47,3497,2013,8737160000
352,8981511,Loft House,,build,1,1,1,1,150 S Taaffe St,Sunnyvale,94086,Santa Clara,-122.03247,37.37751,102594599428,2014,,,HM,99750,0,133,1072,rent,Market,5,235,,4.02,4304,,
353,9109396,One South Market,,build,1,1,1,1,1 S Market St,San Jose,95113,Santa Clara,-121.89213,37.33489,9589580496633,2015,,,HM,525000,0,310,1088,rent,Market,23,312,,3.36,3584,,
354,7621401,Town Centrale,Town Centrale,build,1,1,1,1,1417-1459 Sycamore Ave,Hercules,94547,Contra Costa,-122.27661,38.01438,7291019156087,2016,,,HM,75090,0,67,1112,rent,Market,4,,,,,,
355,9294597,,,build,1,1,1,1,3820 24th St,San Francisco,941143811,San Francisco,-122.42799,37.75191,12208272942485,2015,,,HM,9883,0,10,925,rent,Market,4,,,,,,
356,8885366,,,build,1,1,1,1,2655 Bush St,San Francisco,94115,San Francisco,-122.44077,37.78582,15749167009607,2015,,,HM,113380,0,122,925,rent,Market,6,86,,,,,
357,8370176,Rene Cazenave Apartments,,build,1,1,1,1,25 Essex St,San Francisco,94105,San Francisco,-122.39501,37.78626,9470839607288,2013,,,HM,74635,0,120,925,rent,Affordable,8,,,,1287,,
358,9563098,Retail A,Foster Square,build,1,1,1,1,700 Foster City Blvd,Foster City,944042248,San Mateo,-122.26809,37.55889,3627716745633,2016,,,HM,13000,0,14,925,rent,Affordable,,,,,,,
359,9563111,Retail C & D,Foster Square,build,1,1,1,1,700 Foster City Blvd,Foster City,944042248,San Mateo,-122.26809,37.55889,3627716745633,2018,,,HM,20300,0,21,925,rent,Market,4,,,,,,
360,8361297,Echelon on Rincon Hill,,build,1,1,1,1,375-399 Fremont St,San Francisco,94105,San Francisco,-122.39222,37.78732,16284666471785,2016,,,HM,500000,0,540,925,rent,Market,42,251,,,,,
361,9377661,,,build,1,1,1,1,388 Fulton St,San Francisco,94102,San Francisco,-122.42288,37.77907,10420937758406,2015,,,HM,38100,0,41,925,rent,Market,6,,,,,,
362,9191542,555 Fulton,,build,1,1,1,1,555 Fulton St,San Francisco,941024278,San Francisco,-122.42575,37.77817,1772022535630,2015,,,HM,146160,0,158,925,rent,Market,5,77,,,,,
363,9004808,,,build,1,1,1,1,1 Henry Adams St,San Francisco,941035003,San Francisco,-122.40347,37.76920,16297503496075,2017,,,HM,289920,0,313,925,rent,Market,6,164,,,,,
364,9531449,Openhouse / Mercy,,build,1,1,1,1,55 Laguna St,San Francisco,941026232,San Francisco,-122.42559,37.77134,15499560390069,2016,,,HM,250000,0,270,925,rent,Market,3,,,,,,
365,8242744,1400 Mission,,build,1,1,1,1,1400 Mission St,San Francisco,94103,San Francisco,-122.41649,37.77528,12622635162864,2015,,,HM,250000,0,270,925,rent,Market,15,42,,,,,
366,8345469,Vida,,build,1,1,1,1,2558 Mission St,San Francisco,941102512,San Francisco,-122.41941,37.75602,2974862634009,2015,,,HM,100000,0,114,925,rent,Market,8,,,,,,
367,9028929,,,build,1,1,1,1,1645 Pacific Ave,San Francisco,941092517,San Francisco,-122.42233,37.79466,11377564259816,2014,,,HM,65000,0,39,925,rent,Market,6,,,,,,
368,7370763,1500 N California,,build,1,1,1,1,1500 N California Blvd,Walnut Creek,94596,Contra Costa,-122.06338,37.90008,16512473218984,2016,,,HM,161510,0,174,925,rent,Market,6,242,,,,,
369,9011363,Tam Ridge Residences,,build,1,1,1,1,195-205 Tamal Vista Blvd,Corte Madera,94925,Marin,-122.51800,37.93621,16852987005674,2015,,,HM,200000,0,216,925,rent,Market/Affordable,4,295,,,,,
370,9131357,Creekside Commons,,build,1,1,1,1,1677 S Bascom Ave,Campbell,95008,Santa Clara,-121.93271,37.29223,1607419491360,2015,,,HM,80000,0,86,925,rent,Market,4,,,,,,
371,9655847,One Marina Hotel,,build,1,1,1,1,650 Bair Island Rd,Redwood City,940632733,San Mateo,-122.22610,37.49527,5009167896923,2016,,,HO,109034,109034,0,,rent,,5,178,,,,2014,
372,9647152,Hampton Inn,,build,1,1,1,1,942 Mission St,San Francisco,941032911,San Francisco,-122.40778,37.78217,14031229069985,2015,,,HO,79265,79265,0,,rent,,15,,,,,,
373,8375712,Aloft Cupertino,,build,1,1,1,1,10165 N De Anza Blvd,Cupertino,95014,Santa Clara,-122.03285,37.32542,9030196062914,2013,,,HO,84410,84410,0,,rent,,4,125,,,,,
374,9673566,The Clement,,build,1,1,1,1,711 El Camino Real,Palo Alto,943012302,Santa Clara,-122.16280,37.44019,3261689297773,2015,,,HO,22957,22957,0,,rent,,4,,,,,,
375,9018707,Hilton Garden Inn,,build,1,1,1,1,4216 El Camino Real,Palo Alto,94306,Santa Clara,-122.12304,37.40927,8120235003942,2015,,,HO,40000,40000,0,,rent,,4,100,,,,,
376,9475660,Homewood Suites by Hilton Palo Alto,,build,1,1,1,1,4329 El Camino Real,Palo Alto,943064407,Santa Clara,-122.11820,37.40568,11389929321439,2015,,,OF,,35000,0,,rent,,,,,,,,
377,8072195,Marriott Courtyard,,build,1,1,1,1,660-666 W El Camino Real,Sunnyvale,940871211,Santa Clara,-122.03948,37.36928,5463688905612,2014,,,HO,32391,32391,0,,rent,,1,,,,,2013,4400000
378,9579097,Marriott Townplace Suites,,build,1,1,1,1,2877 Lakeside Dr,Santa Clara,950542805,Santa Clara,-121.97873,37.38316,9180747725631,2014,,,HO,75540,75540,0,,rent,,5,,,,,,
379,8144306,Hotel Enchante,,build,1,1,1,1,1 Main St,Los Altos,940222903,Santa Clara,-122.11440,37.38079,2250622812275,2015,,,HO,12087,12087,0,,rent,,3,,,,,,
380,8288243,Residence Inn Marriott,,build,1,1,1,1,10 Skyport Dr,San Jose,95110,Santa Clara,-121.91372,37.36595,2041226200640,2015,,,HO,125000,125000,0,,rent,,7,250,,,,,
381,6931902,Hyatt House San Jose / Silicon Valley,@ First Retail Center,build,1,1,1,1,75 Headquarters Dr,San Jose,95134,Santa Clara,,,11037437173371,2011,,,HO,116628,116628,0,,rent,,7,120,,,,2014,312500000
382,8781894,,Main Street Cupertino,build,1,1,1,1,Stevens Creek Blvd,Cupertino,95014,Santa Clara,-122.00954,37.32392,11564115812766,2015,,,HO,67670,67670,0,,rent,,5,,,,,,
383,9365289,Hampton Inn,South Napa Century Center,build,1,1,1,1,Imola Ave,Napa,945594007,Napa,-122.28158,38.28230,15835719770504,2015,,,HO,76000,76000,0,,rent,,4,,,,,,
384,8040526,UCSF Medical Center at Mission Bay,,build,1,1,1,1,601 16th St,San Francisco,941582515,San Francisco,-122.39014,37.76591,4589579150497,2015,,,HP,878000,878000,0,,rent,,6,,,,,,
385,9314888,Ravenswood Clinic,,build,1,1,1,1,1885 Bay Rd,Palo Alto,943031312,San Mateo,-122.13251,37.47302,1572261227975,2015,,,HP,38000,38000,0,,rent,,2,180,,,,,
386,8256352,PAMF Outpatient Center,,build,1,1,1,1,301 Industrial Rd,San Carlos,94070,San Mateo,-122.25947,37.51487,9885102585800,2014,,,HP,193200,193200,0,,rent,,5,,,,,,
387,9257983,Chinese Hospital,,build,1,1,1,1,835 Jackson St,San Francisco,941334800,San Francisco,-122.40898,37.79547,16520253573188,2015,,,HP,99000,99000,0,,rent,,1,,,,,,
388,8053798,UCSF Neurosciences Laboratory & Research Bldg,,build,1,1,1,1,675 Nelson Rising Ln,San Francisco,94122,San Francisco,-122.39147,37.76912,5131469157944,2012,,,HP,237000,237000,0,,rent,,5,,,,,,
389,7973727,,Mills-Peninsula Health Services,build,1,1,1,1,1501 Trousdale Dr,Burlingame,94010,San Mateo,-122.38245,37.59284,8569218685032,2011,,,HP,440000,440000,0,,rent,,8,760,,,,,
390,9046351,Van Ness & Geary Hospital,,build,1,1,1,1,Van Ness Ave @ Geary Blvd,San Francisco,94109,San Francisco,-122.42231,37.78598,6263405635213,2019,,,HP,875378,875378,0,,rent,,1,,,,,,
391,7720444,Kaiser Permanente Hospital,,build,1,1,1,1,1100 Veterans Blvd,Redwood City,940632037,San Mateo,-122.22349,37.48877,12287169440319,2015,,,HP,280000,280000,0,,rent,,7,,,,,,
392,9412882,,,build,1,1,1,1,1415 3rd St,San Rafael,949012826,Marin,-122.53232,37.97281,9552412175937,2015,,,HP,10500,10500,0,,rent,,2,,,,,,
393,8271626,Highland Care Pavilion,,build,1,1,1,1,1441 E 31st St,Oakland,94602,Alameda,-122.23167,37.79828,3862518236102,2016,,,HP,250000,250000,0,,rent,,9,,,,,,
394,8271657,Oakland Zoo Vet Hospital,,build,1,1,1,1,9777 Golf Links Rd,Oakland,94605,Alameda,-122.13765,37.75288,11605612162618,2012,,,HP,17000,17000,0,,rent,,2,,,,,,
395,7802869,Alta Bates Summit Medical Center,,build,1,1,1,1,350 Hawthorne Ave,Oakland,946093100,Alameda,-122.26534,37.82052,1319288489393,2014,,,HP,250000,250000,0,,rent,,11,,,,,,
396,7916121,Eden Medical Center,,build,1,1,1,1,20103 Lake Chabot Rd,Castro Valley,945465305,Alameda,-122.08873,37.69767,1036587122488,2012,,,HP,230000,230000,0,,rent,,6,100,,,,,
397,8849741,Kaiser Medical Center,,build,1,1,1,1,1701 Marina Blvd,San Leandro,94577,Alameda,-122.16568,37.70718,7700160408672,2014,,,HP,434000,434000,0,,rent,,6,,,,,,
398,8886371,Sutter Medical Center Santa Rosa,,build,1,1,1,1,10 Mark West Springs Rd,Santa Rosa,95403,Sonoma,-122.75191,38.49512,15163956896469,2014,,,HP,80000,80000,0,,rent,,2,,,,,,
399,7778513,Tom & Billie Long Patient Care Tower,John Muir Medical Center,build,1,1,1,1,1601 Ygnacio Valley Rd,Walnut Creek,94598,Contra Costa,-122.04071,37.91289,14338234887518,2012,,,HP,380000,380000,0,,rent,,6,520,,,,,
400,7726031,New Stanford Hospital,,build,1,1,1,1,Pasteur Dr,Palo Alto,94304,Santa Clara,-122.17341,37.43658,81355366815,2016,,,HP,1300000,1300000,0,,rent,,7,,,,,,
401,9242165,,,build,1,1,1,1,16110 E 14th St,San Leandro,94578,Alameda,-122.11725,37.69819,7682150126214,2014,,,HP,47782,47782,0,,rent,,2,,,,,,
402,7128717,VA Inpatient Mental Health Center,,build,1,1,1,1,3801 Miranda Ave,Palo Alto,943041207,Santa Clara,-122.14019,37.40501,2570411337657,2012,,,HP,76000,76000,0,,rent,,2,80,,,,,
403,7779149,Stoneridge Creek,Staples Ranch,build,1,1,1,1,El Charro Rd,Pleasanton,94588,Alameda,-121.85277,37.69776,15350814396973,2014,,,HP,7600,7600,0,,rent,,1,,,,,,
404,8154293,Kaiser Permanente San Mateo Medical Offices,,build,1,1,1,1,1000 Franklin Pky,San Mateo,94403,San Mateo,-122.29058,37.54335,6762690582178,2011,,,HP,64700,64700,0,,rent,,3,,,,,,
405,8295324,Savvis Expansion,Marriott Business Park,build,1,1,1,1,4650 Old Ironsides Dr,Santa Clara,95054,Santa Clara,-121.98095,37.39760,93140175930,2012,,,IL,37744,37744,0,,rent,,1,20,,,,,
406,7916138,SV4,Leed Gold Data Center,build,1,1,1,1,2972 Stender Way,Santa Clara,95054,Santa Clara,-121.97080,37.37589,9926719735703,2011,,,IL,101000,101000,0,,rent,,2,100,,,,,
407,7649945,SC1-Phase 1,,build,1,1,1,1,555 Reed St,Santa Clara,95050,Santa Clara,-121.94357,37.36159,10473891023182,2011,,,IL,360000,360000,0,,rent,,1,182,,,,,
408,7889487,Laura Chenel,Carneros Business Park,build,1,1,1,1,22085 Carneros Vineyard Way,Sonoma,95476,Sonoma,-122.43600,38.25407,14014942396180,2011,,,IL,30000,30000,0,,rent,,1,80,,,,,
409,8913083,,,build,1,1,1,1,1035 Obrien Dr,Menlo Park,940251408,San Mateo,-122.15017,37.47513,2408587153706,2013,,,IL,36068,36068,0,,rent,,2,,,,,,
410,8152812,Altec Industries : Bldg 2,Altec Industries : Bldg 2,build,1,1,1,1,1450 N 1st St,Dixon,95620,Solano,-121.82110,38.46003,5008100729853,2012,,,IL,42000,42000,0,,rent,,1,65,,,,,
411,8234936,Delta Products Corp.,,build,1,1,1,1,4405 Cushing Pky,Fremont,94538,Alameda,-121.94861,37.48793,10880804116352,2015,,,IL,200037,200037,0,,rent,,,,,,,,
412,9105347,Building 1,The Crossings@880,build,1,1,1,1,Dixon Landing Rd @ I-880,Fremont,94538,Alameda,-121.92900,37.45922,2726819117310,2015,,,IL,174578,174578,0,,rent,,1,136,,,,,
