development_projects_id,raw_id,name,site_name,action,scen0,scen3,scen1,scen2,address,city,zip,county,x,y,geom_id,year_built,duration,building_type_id,building_type,building_sqft,non_residential_sqft,residential_units,unit_ave_sqft,tenure,rent_type,stories,parking_spaces,Average Weighted Rent,rent_ave_sqft,rent_ave_unit,last_sale_year,last_sale_price
991,8270683,Vincent Academy,,build,1,1,1,1,2501 Chestnut St,Oakland,94607,Alameda,-122.28220,37.81812,8573979645895,2015,,,SC,54860,54860,0,0,rent,,3,,,0,0,0,0
992,9584748,The Goddard School,,build,1,1,1,1,100 Gatekeeper Rd,San Ramon,945825728,Contra Costa,-121.92099,37.75603,11885519865756,2012,,,SC,8068,8068,0,0,rent,,1,39,,0,0,0,0
993,8244618,IVC - Main Building Complex,,build,1,1,1,1,1800 Ignacio Blvd,Novato,94949,Marin,-122.57961,38.07497,14187608696924,2011,,,SC,32264,32264,0,0,rent,,2,,,0,0,0,0
994,8284393,,,build,1,1,1,1,2900 Technology Ct,San Pablo,94806,Contra Costa,-122.33258,37.98940,3315690569879,2012,,,SC,44394,44394,0,0,rent,,2,60,,0,0,0,0
995,8260524,Main Building,,build,1,1,1,1,3000 Mission College Blvd,Santa Clara,95054,Santa Clara,-121.98238,37.39265,6595446654681,2014,,,SC,118000,118000,0,0,rent,,3,200,,0,0,0,0
996,9256820,Multidisciplinary - Arts Building,San Jose City College,build,1,1,1,1,2100 Moorpark Ave,San Jose,951282723,Santa Clara,-121.92740,37.31462,3736555745858,2012,,,SC,40862,40862,0,0,rent,,3,,,0,0,0,0
997,9595073,Mission Hall UCSF,,build,1,1,1,1,550 16th St,San Francisco,941582549,San Francisco,-122.39147,37.76912,5131469157944,2014,,,SC,270000,270000,0,0,rent,,7,,,0,0,0,0
998,8965181,El Cerrito Recycling Center,,build,1,1,1,1,7501 Schmidt Ln,El Cerrito,94530,Contra Costa,-122.29919,37.91969,3909754057439,2012,,,VP,2130,2130,0,0,rent,,1,,,0,0,0,0
999,5710159,,,build,1,1,1,1,700-898 Country Club Dr,Moraga,94556,Contra Costa,-122.13750,37.83579,3918631850742,2011,,,VP,9769,9769,0,0,rent,,2,60,,0,0,0,0
1000,8018698,,,build,1,1,1,1,9161 Edes Ave,Oakland,94603,Alameda,-122.18998,37.73675,1763170052802,2011,,,VP,25000,25000,0,0,rent,,1,50,,0,0,0,0
1001,1,Mission Bay Block N4P3,Mission Bay Core,build,1,1,1,1,,,,,-122.39726,37.77303,12249422278243,2020,,12,MR,155300,500,129,1200,own,,7,,,,,,840000
1002,2,Mission Bay Avalon III,Mission Bay Core,build,1,1,1,1,,,,,-122.39527,37.77470,15940424771980,2011,,12,MR,323200,11200,260,1200,own,,7,,,,,,840000
1003,3,Mission Bay Avalon I,Mission Bay Core,build,1,1,1,1,,,,,-122.39302,37.77647,15206316167420,2011,,12,MR,307800,7800,250,1200,own,,7,,,,,,840000
1004,4,Mission Bay Mission Creek Senior Community,Mission Bay Core,build,1,1,1,1,,,,,-122.39343,37.77522,16150986594716,2011,,12,MR,174600,7800,139,1200,rent,Senior,,,,,,,
1005,5,Mission Bay Block 1,Mission Bay Core,build,1,1,1,1,,,,,-122.39082,37.77505,10664841578246,2020,,10,RS,50000,50000,0,,,,,,,,,,
1006,8,Mission Bay Block 13 West,Mission Bay Core,build,1,1,1,1,,,,,-122.39285,37.77286,5865646853577,2020,,3,HM,321600,0,268,1200,own,,7,,,,,,840000
1007,10,Mission Bay Block 3 East,Mission Bay Core,build,1,1,1,1,,,,,-122.39024,37.77330,15458195239893,2020,,3,HM,116400,0,97,1200,own,,7,,,,,,840000
1008,11,Mission Bay Block 12 East,Mission Bay Core,build,1,1,1,1,,,,,-122.39436,37.77142,15181392866732,2020,,3,HM,326400,0,272,1200,own,,7,,,,,,840000
1009,12,Mission Bay Block 12 West,Mission Bay Core,build,1,1,1,1,,,,,-122.39436,37.77142,15181392866732,2020,,3,HM,150000,0,125,1200,own,,7,,,,,,840000
1010,13,Mission Bay Blocks 5 and 11,Mission Bay Core,build,1,1,1,1,,,,,-122.39436,37.77142,15181392866732,2014,,12,MR,439000,7000,360,1200,own,,7,,,,,,840000
1011,14,Mission Bay Block 4 East,Mission Bay Core,build,1,1,1,1,,,,,-122.39009,37.77244,17224011391604,2020,,3,HM,120000,0,100,1200,own,,7,,,,,,840000
1012,15,Mission Bay Blocks 9 and 9A ,Mission Bay Core,build,1,1,1,1,,,,,-122.38832,37.77254,2126123904673,2020,,3,HM,180000,0,150,1200,own,,6,,,,,,840000
1013,16,Mission Bay Radiance/Madrone Block 10,Mission Bay Core,build,1,1,1,1,,,,,-122.38854,37.77159,11202506426812,2012,,12,MR,404800,10000,329,1200,own,,16,,,,,,840000
1014,17,Mission Bay Blocks 7 East And 7 West,Mission Bay Core,build,1,1,1,1,,,,,-122.39086,37.77146,3299135373490,2020,,3,HM,284400,0,237,1200,own,,7,,,,,,840000
1015,18,Mission Bay Blocks 6 East And 6 West,Mission Bay Core,build,1,1,1,1,,,,,-122.39248,37.77136,8216476456028,2020,,3,HM,279600,0,233,1200,own,,7,,,,,,840000
1016,244,Giants Housing,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2017,,3,HM,277500,0,300,925,own,Affordable,,,,,,,
1017,245,Giants Housing,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2017,,3,HM,277500,0,300,925,own,Market,,,,,,,
1018,246,Giants Housing,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,3,HM,277500,0,300,925,own,Market,,,,,,,
1019,247,Giants Housing,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,3,HM,277500,0,300,925,own,Market,,,,,,,
1020,248,Giants Housing,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,3,HM,277500,0,300,925,own,Market/Affordable,,,,,,,
1021,249,Giants Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2017,,10,RS,300000,300000,0,,,,,,,,,,
1022,250,Giants Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2017,,10,RS,300000,300000,0,,,,,,,,,,
1023,251,Giants Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,10,RS,300000,300000,0,,,,,,,,,,
1024,252,Giants Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,10,RS,300000,300000,0,,,,,,,,,,
1025,253,Giants Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,10,RS,300000,300000,0,,,,,,,,,,
1026,254,Anchor Brewery,Giants Mission Rock,build,1,1,1,1,,,,,-122.38615,37.77570,13070364287005,2018,,7,IL,200000,200000,0,,,,,,,,,,
1027,255,Anchor Retail,Giants Mission Rock,build,1,1,1,1,,,,,-122.38615,37.77570,13070364287005,2018,,10,RS,12000,12000,0,,,,,,,,,,
1028,19,Mission Bay Smith Cardiovacular Research Building,UCSF Mission Bay,build,1,1,1,1,,,,,-122.39147,37.76912,5131469157944,2010,,6,SC,200000,200000,0,,,,,,,,,,
1029,20,Mission Bay Helen Diller Cancer Reseaech Center,UCSF Mission Bay,build,1,1,1,1,,,,,-122.39147,37.76912,5131469157944,2009,,6,SC,160000,160000,0,,,,,,,,,,
1030,21,Mission Bay 1450 Owens,UCSF Mission Bay,build,1,1,1,1,,,,,-122.39638,37.76852,12891664171707,2020,,6,SC,59000,59000,0,,,,,,,,,,
1031,23,Mission Bay 1500 Owens,UCSF Mission Bay,build,1,1,1,1,,,,,-122.39638,37.76852,12891664171707,2009,,6,SC,165000,165000,0,,,,,,,,,,
1032,24,Mission Bay 1600 Owens (Kaiser),UCSF Mission Bay,build,1,1,1,1,,,,,-122.39638,37.76852,12891664171707,2020,,4,OF,264000,264000,0,,,,10,,,,,,
1033,25,Mission Bay Block 40,UCSF Mission Bay,build,1,1,1,1,,,,,-122.39320,37.76559,2710213731264,2020,,6,SC,600000,600000,0,,,,,,,,,,
1034,26,Mission Bay Public Safety Building,Mission Bay Core,build,1,1,1,1,,,,,-122.38878,37.77468,1789043133274,2020,,6,SC,280000,280000,0,,,,,,,,,,
1035,27,Mission Bay 455 Mission Bay Boulevard,UCSF Mission Bay,build,1,1,1,1,,,,,-122.38829,37.77049,6029494134612,2010,,14,ME,521450,521450,0,,,,,,,,,,
1036,307,Mission Bay Hotel,Mission Bay Core,build,1,1,1,1,,,,,0.00000,0.00000,10664841578246,2020,,5,HO,112500,112500,0,,,,,,,,,,
1037,308,Mission Bay School,Mission Bay Core,build,1,1,1,1,,,,,0.00000,0.00000,11547429224343,2020,,6,SC,25000,25000,0,,,,,,,,,,
1038,309,Mission Bay Add Housing (total of 6000 units),Mission Bay Core,build,1,1,1,1,,,,,0.00000,0.00000,1987118846904,2020,,3,HM,1080000,0,900,1200,,,,,,,,,
1039,310,Mission Bay Add Office (total of 5m),Mission Bay Core,build,1,1,1,1,,,,,0.00000,0.00000,12609033939872,2020,,4,OF,600000,600000,0,,,,,,,,,,
1040,311,Mission Bay Add Retail (total of 100K),Mission Bay Core,build,1,1,1,1,,,,,0.00000,0.00000,8483476510662,2020,,10,RS,600000,600000,0,,,,,,,,,,
1041,322,Warriors Stadium,Warriors,build,1,1,1,1,,,,,0.00000,0.00000,10770277608209,2017,,10,RS,300000,300000,0,,,,,,,,,,
1042,323,Warriors Retail,Warriors,build,1,1,1,1,,,,,0.00000,0.00000,10770277608209,2017,,10,RS,100000,100000,0,,,,,,,,,,
1043,323,Warriors Office,Warriors,build,1,1,1,1,,,,,0.00000,0.00000,10770277608209,2017,,4,OF,580000,580000,0,,,,,,,,,,
1044,30,Transbay Block 3720 Transit Center Tower,Transbay,build,1,1,1,1,,,,,-122.39660,37.78969,7104084258435,2017,,14,ME,2286600,2286600,0,,,,,,,,,,
1045,256,Transbay Terminal Center,Transbay,build,1,1,1,1,,,,,-122.39660,37.78969,7104084258435,2017,,10,RS,40000,40000,0,,,,,,,,,,
1046,257,Transbay Admin Office,Transbay,build,1,1,1,1,,,,,-122.39660,37.78969,7104084258435,2017,,4,OF,5000,5000,0,,,,,,,,,,
1047,258,Transbay Terminal West,Transbay,build,1,1,1,1,,,,,-122.39751,37.78860,6517123997269,2017,,10,RS,50000,50000,0,,,,,,,,,,
1048,259,Transbay Termina East,Transbay,build,1,1,1,1,,,,,-122.39547,37.79019,9568185365876,2017,,10,RS,20000,20000,0,,,,,,,,,,
1049,31,Park Tower at Transbay / Transbay Block 3718,Transbay,build,1,1,1,1,,,,,-122.39453,37.79055,17329531198870,2018,,14,ME,751000,751000,0,,,,43,,,,,,
1050,32,Essex building,Transbay,build,1,1,1,1,,,,,-122.39511,37.78720,17265257405191,2017,,3,HM,495800,0,536,925,own,Market/Affordable,43,,,,,,900000
1051,33,Rem Koolhaas,Transbay,build,1,1,1,1,,,,,-122.39459,37.78790,11992800345729,2019,,12,MR,1106900,31500,554,925,own,Market/Affordable,56,,,,,,900000
1052,34,Transbay Block 3738,Transbay,build,1,1,1,1,,,,,-122.39361,37.78871,8695287094504,2025,,12,MR,389675,0,545,715,own,Market/Affordable,30,,,,,,900000
1053,35,Transbay Block 3739,Transbay,build,1,1,1,1,,,,,-122.39315,37.78966,8430391218013,2025,,12,MR,2254670,496295,1465,925,own,Market/Affordable,,,,,,,900000
1054,36,Tishman Speyer,Transbay,build,1,1,1,1,,,,,-122.39184,37.79007,17090335104476,2025,,12,MR,379128,10053,399,925,own,Market/Affordable,40,,,,,,900000
1055,38,Transbay Block 3764,Transbay,build,1,1,1,1,,,,,-122.39468,37.78434,16411128982922,2025,,12,MR,130200,8680,101,925,own,,,,,,,,900000
1056,260,555 Howard Condos (all in one building),Transbay,build,1,1,1,1,,,,,-122.39687,37.78738,6550242144401,2018,,3,MR,123775,6300,127,925,,,36,,,,,,
1057,261,555 Howard Hotel,Transbay,build,1,1,1,1,,,,,-122.39697,37.78731,1481255110514,2018,,5,HO,93660,93660,0,,,,36,,,,,,
