pba50zoningmodcat,FREQUENCY,SUM_ACRES,manual_county,ZONE_ID,juris_id,gg_id,tra_id,sesit_id,ppa_id,exp2020_id,exsfd_id,add_bldg,drop_bldg,dua_up,far_up,dua_down,far_down,subsidy,notes,res_rent_cat
menpGGtra2HRANAinsfd,24,6.054185786,81,340,menp,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,2
menpGGtra2HRADRNAinsfd,4,2.366222773,81,340,menp,GG,tra2,HRADR,NA,in,sfd,HM,,50,2,,,,,2
menpGGtra3HRANAinNA,800,344.1569082,81,340,menp,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,2
menpGGtra3HRANAinsfd,539,78.85065691,81,340,menp,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,2
milbGGNAHRANAinNA,86,59.58540736,81,240,milb,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
milbGGNAHRANAinsfd,22,2.690934742,81,240,milb,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
milbGGtra1HRANAinNA,448,192.4400479,81,240,milb,GG,tra1,HRA,NA,in,NA,HM,,200,7.5,,,,,2
milbGGtra1HRANAinsfd,395,51.5914855,81,240,milb,GG,tra1,HRA,NA,in,sfd,HM,,50,2,,,,,2
paciGGNAHRANAinNA,87,49.63738837,81,220,paci,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
paciGGNAHRANAinsfd,902,97.01992319,81,220,paci,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
paciGGNAHRADRNAinNA,245,78.85261168,81,223,paci,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
paciGGNAHRADRNAinsfd,316,30.4987164,81,223,paci,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
paciGGNANANAinNA,2,0.157873588,81,220,paci,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,2
paciGGNANANAinsfd,8,1.232623334,81,220,paci,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,2
paciGGtra3HRADRNAinNA,17,5.716323733,81,221,paci,GG,tra3,HRADR,NA,in,NA,HM,,50,2.5,,,,,2
paciGGtra3HRADRNAinsfd,333,33.38427064,81,221,paci,GG,tra3,HRADR,NA,in,sfd,HM,,50,2,,,,,2
redcGGNAHRANAinNA,403,85.026401,81,325,redc,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
redcGGNAHRANAinsfd,1245,184.9204569,81,316,redc,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
redcGGNAHRADRNAinNA,229,91.60908212,81,317,redc,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
redcGGNAHRADRNAinsfd,1776,338.8595055,81,301,redc,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
redcGGNANANAinNA,417,348.2742036,81,326,redc,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,2
redcGGNANANAinsfd,17,2.210294568,81,323,redc,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,2
redcGGtra2HRANAinNA,287,53.15845948,81,325,redc,GG,tra2,HRA,NA,in,NA,HM,,100,2.5,,,,,2
redcGGtra2HRANAinsfd,124,14.1434167,81,325,redc,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,2
redcGGtra2HRADRNAinNA,95,59.30024443,81,317,redc,GG,tra2,HRADR,NA,in,NA,HM,,100,2.5,,,,,2
redcGGtra2HRADRNAinsfd,55,7.088947945,81,317,redc,GG,tra2,HRADR,NA,in,sfd,HM,,50,2,,,,,2
redcGGtra2NANAinNA,532,212.8053121,81,315,redc,GG,tra2,NA,NA,in,NA,HM,,75,2,,,,,2
redcGGtra2NANAinsfd,38,4.509361997,81,326,redc,GG,tra2,NA,NA,in,sfd,HM,,35,1.5,,,,,2
sbruGGNADRNAinNA,56,8.477890795,81,236,sbru,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,2
sbruGGNADRNAinsfd,5,0.38967278,81,236,sbru,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,2
sbruGGNAHRADRNAinNA,1,0.08467964,81,232,sbru,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
sbruGGNAHRADRNAinsfd,8,0.740166426,81,231,sbru,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
sbruGGNANANAinNA,809,258.1969659,81,235,sbru,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,2
sbruGGNANANAinsfd,622,58.59411739,81,238,sbru,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,2
sbruGGtra1NANAinNA,350,183.3259636,81,234,sbru,GG,tra1,NA,NA,in,NA,HM,,150,5,,,,,2
sbruGGtra1NANAinsfd,324,30.66914163,81,238,sbru,GG,tra1,NA,NA,in,sfd,HM,,50,2,,,,,2
sbruGGtra3NANAinNA,330,61.5184884,81,238,sbru,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,2
sbruGGtra3NANAinsfd,352,34.35783416,81,238,sbru,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,2
scarGGNAHRANAinNA,347,55.64989919,81,309,scar,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
scarGGNAHRANAinsfd,469,65.36206714,81,318,scar,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
scarGGNAHRADRNAinNA,6,4.022744149,81,318,scar,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
scarGGNAHRADRNAinsfd,4,0.719293715,81,318,scar,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
scarGGtra3DRNAinNA,24,8.718188135,81,310,scar,GG,tra3,DR,NA,in,NA,HM,,35,2,,,,,2
scarGGtra3DRNAinsfd,2,0.181103664,81,310,scar,GG,tra3,DR,NA,in,sfd,HM,,35,2,,,,,2
scarGGtra3HRANAinNA,517,135.6648896,81,309,scar,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,2
scarGGtra3HRANAinsfd,323,53.13532614,81,309,scar,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,2
scarGGtra3HRADRNAinNA,1,0.695290694,81,309,scar,GG,tra3,HRADR,NA,in,NA,HM,,50,2.5,,,,,2
scarGGtra3NANAinNA,1,0.351701479,81,309,scar,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,2
smatGGNADRNAinNA,309,97.77764764,81,281,smat,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,2
smatGGNADRNAinsfd,189,24.45040491,81,280,smat,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,2
smatGGNAHRANAinNA,51,14.90707262,81,253,smat,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
smatGGNAHRANAinsfd,336,79.51135065,81,253,smat,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
smatGGNAHRADRNAinNA,704,183.2760513,81,256,smat,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
smatGGNAHRADRNAinsfd,430,62.16344279,81,258,smat,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
smatGGNANANAinNA,46,76.34642185,81,278,smat,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,2
smatGGtra2DRNAinNA,8,3.057378272,81,281,smat,GG,tra2,DR,NA,in,NA,HM,,75,2,,,,,2
smatGGtra2HRANAinNA,11,2.115318903,81,283,smat,GG,tra2,HRA,NA,in,NA,HM,,100,2.5,,,,,2
smatGGtra2HRANAinsfd,199,29.25074922,81,283,smat,GG,tra2,HRA,NA,in,sfd,HM,,50,2,,,,,2
smatGGtra2HRADRNAinNA,456,189.4708048,81,277,smat,GG,tra2,HRADR,NA,in,NA,HM,,100,2.5,,,,,2
smatGGtra2HRADRNAinsfd,696,94.15279914,81,284,smat,GG,tra2,HRADR,NA,in,sfd,HM,,50,2,,,,,2
smatGGtra2NANAinNA,37,138.4238097,81,278,smat,GG,tra2,NA,NA,in,NA,HM,,75,2,,,,,2
smatGGtra3DRNAinNA,406,171.4370566,81,280,smat,GG,tra3,DR,NA,in,NA,HM,,35,2,,,,,2
smatGGtra3DRNAinsfd,229,28.00278867,81,280,smat,GG,tra3,DR,NA,in,sfd,HM,,35,2,,,,,2
smatGGtra3HRANAinNA,340,85.12246149,81,257,smat,GG,tra3,HRA,NA,in,NA,HM,,50,2.5,,,,,2
smatGGtra3HRANAinsfd,11,1.319662083,81,257,smat,GG,tra3,HRA,NA,in,sfd,HM,,50,2,,,,,2
smatGGtra3HRADRNAinNA,208,83.2299342,81,256,smat,GG,tra3,HRADR,NA,in,NA,HM,,50,2.5,,,,,2
smatGGtra3HRADRNAinsfd,62,13.5830482,81,256,smat,GG,tra3,HRADR,NA,in,sfd,HM,,50,2,,,,,2
smatGGtra3NANAinNA,172,61.88733962,81,278,smat,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,2
smatGGtra3NANAinsfd,29,2.913003672,81,278,smat,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,2
ssfrGGNADRNAinNA,5,0.811557217,81,209,ssfr,GG,NA,DR,NA,in,NA,HM,,25,1.5,,,,,2
ssfrGGNADRNAinsfd,10,1.119053397,81,209,ssfr,GG,NA,DR,NA,in,sfd,HM,,25,1.5,,,,,2
ssfrGGNAHRANAinNA,128,82.07847601,81,215,ssfr,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
ssfrGGNAHRANAinsfd,1080,165.3506123,81,214,ssfr,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
ssfrGGNAHRADRNAinNA,481,203.5805638,81,230,ssfr,GG,NA,HRADR,NA,in,NA,HM,,35,1,,,,,2
ssfrGGNAHRADRNAinsfd,2521,263.9683008,81,231,ssfr,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
ssfrGGNANANAinNA,295,179.8556675,81,213,ssfr,GG,NA,NA,NA,in,NA,HM,,35,1,,,,,2
ssfrGGNANANAinsfd,780,81.95986658,81,213,ssfr,GG,NA,NA,NA,in,sfd,HM,,35,1,,,,,2
ssfrGGtra1HRANAinNA,100,181.1192472,81,215,ssfr,GG,tra1,HRA,NA,in,NA,HM,,200,7.5,,,,,2
ssfrGGtra1HRANAinsfd,1039,117.1168858,81,216,ssfr,GG,tra1,HRA,NA,in,sfd,HM,,50,2,,,,,2
ssfrGGtra1HRADRNAinNA,9,10.29493741,81,217,ssfr,GG,tra1,HRADR,NA,in,NA,HM,,200,7.5,,,,,2
ssfrGGtra1HRADRNAinsfd,115,16.08183219,81,217,ssfr,GG,tra1,HRADR,NA,in,sfd,HM,,50,2,,,,,2
ssfrGGtra1NANAinNA,69,138.4870863,81,212,ssfr,GG,tra1,NA,NA,in,NA,HM,,150,5,,,,,2
ssfrGGtra1NANAinsfd,13,1.574965313,81,213,ssfr,GG,tra1,NA,NA,in,sfd,HM,,50,2,,,,,2
ssfrGGtra3DRNAinNA,13,2.151429459,81,209,ssfr,GG,tra3,DR,NA,in,NA,HM,,35,2,,,,,2
ssfrGGtra3DRNAinsfd,32,3.34787568,81,209,ssfr,GG,tra3,DR,NA,in,sfd,HM,,35,2,,,,,2
ssfrGGtra3HRADRNAinsfd,12,1.239423413,81,217,ssfr,GG,tra3,HRADR,NA,in,sfd,HM,,50,2,,,,,2
ssfrGGtra3NANAinNA,522,87.15610458,81,211,ssfr,GG,tra3,NA,NA,in,NA,HM,,35,2,,,,,2
ssfrGGtra3NANAinsfd,81,7.600389655,81,210,ssfr,GG,tra3,NA,NA,in,sfd,HM,,35,2,,,,,2
woodGGNAHRANAinNA,18,85.91737196,81,300,wood,GG,NA,HRA,NA,in,NA,HM,,35,1,,,,,2
woodGGNAHRANAinsfd,60,55.22239771,81,300,wood,GG,NA,HRA,NA,in,sfd,HM,,35,1,,,,,2
woodGGNAHRADRNAinsfd,2,0.627784486,81,301,wood,GG,NA,HRADR,NA,in,sfd,HM,,35,1,,,,,2
paciNANAHRADRppainNA,10,8.606327262,81,223,paci,NA,NA,HRADR,ppa,in,NA,IW,,,2,,,,,
paciNANAHRADRppainsfd,1,0.126331823,81,223,paci,NA,NA,HRADR,ppa,in,sfd,IW,,,2,,,,,
atheNANAHRANAinNA,19,34.77763934,81,339,athe,NA,NA,HRA,NA,in,NA,,,,,,,,,
atheNANAHRANAinsfd,386,370.9323841,81,339,athe,NA,NA,HRA,NA,in,sfd,,,,,,,,,
atheNANANANAinNA,87,326.5602903,81,342,athe,NA,NA,NA,NA,in,NA,,,,,,,,,
atheNANANANAinsfd,1333,1550.360008,81,342,athe,NA,NA,NA,NA,in,sfd,,,,,,,,,
atheNAtra3HRANAinNA,2,22.29472235,81,327,athe,NA,tra3,HRA,NA,in,NA,,,,,,,,,
atheNAtra3NANAinNA,4,17.28984004,81,342,athe,NA,tra3,NA,NA,in,NA,,,,,,,,,
atheNAtra3NANAinsfd,167,104.5993016,81,342,athe,NA,tra3,NA,NA,in,sfd,,,,,,,,,
belmNANADRNAinNA,26,329.1864821,81,288,belm,NA,NA,DR,NA,in,NA,,,,,,,,,
belmNANADRNAinsfd,34,17.0969368,81,288,belm,NA,NA,DR,NA,in,sfd,,,,,,,,,
belmNANAHRANAinNA,333,235.2249414,81,286,belm,NA,NA,HRA,NA,in,NA,,,,,,,,,
belmNANAHRANAinsfd,3610,612.7732868,81,289,belm,NA,NA,HRA,NA,in,sfd,,,,,,,,,
belmNANAHRADRNAinNA,142,239.7504054,81,287,belm,NA,NA,HRADR,NA,in,NA,,,,,,,,,
belmNANAHRADRNAinsfd,1425,350.4205243,81,288,belm,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
belmNANANANAinNA,269,132.9121254,81,289,belm,NA,NA,NA,NA,in,NA,,,,,,,,,
belmNANANANAinsfd,81,40.56084959,81,275,belm,NA,NA,NA,NA,in,sfd,,,,,,,,,
belmNAtra3HRANAinNA,89,18.95248651,81,275,belm,NA,tra3,HRA,NA,in,NA,,,,,,,,,
belmNAtra3HRANAinsfd,167,25.68312859,81,275,belm,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
belmNAtra3HRADRNAinNA,3,17.6053965,81,287,belm,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
belmNAtra3HRADRNAinsfd,16,4.595973967,81,287,belm,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
brisNANANANAinNA,921,858.395575,81,208,bris,NA,NA,NA,NA,in,NA,,,,,,,,,
brisNANANANAinsfd,673,87.39600412,81,208,bris,NA,NA,NA,NA,in,sfd,,,,,,,,,
brisNAtra3NANAinNA,22,66.88296008,81,208,bris,NA,tra3,NA,NA,in,NA,,,,,,,,,
burlNANAHRANAinNA,223,216.0715245,81,246,burl,NA,NA,HRA,NA,in,NA,,,,,,,,,
burlNANAHRANAinsfd,2260,462.2980577,81,246,burl,NA,NA,HRA,NA,in,sfd,,,,,,,,,
burlNANAHRADRNAinNA,347,401.5692189,81,248,burl,NA,NA,HRADR,NA,in,NA,,,,,,,,,
burlNANAHRADRNAinsfd,373,49.66509978,81,249,burl,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
burlNAtra2HRADRNAinNA,1,16.52953867,81,249,burl,NA,tra2,HRADR,NA,in,NA,,,,,,,,,
burlNAtra2HRADRNAinsfd,1,0.206604904,81,249,burl,NA,tra2,HRADR,NA,in,sfd,,,,,,,,,
burlNAtra3HRANAinNA,1,4.731848801,81,248,burl,NA,tra3,HRA,NA,in,NA,,,,,,,,,
burlNAtra3HRADRNAinNA,138,114.0603643,81,248,burl,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
burlNAtra3HRADRNAinsfd,43,5.251768436,81,249,burl,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
colmNANAHRANAinNA,8,1.148193623,81,200,colm,NA,NA,HRA,NA,in,NA,,,,,,,,,
colmNANAHRANAinsfd,5,0.750431695,81,200,colm,NA,NA,HRA,NA,in,sfd,,,,,,,,,
colmNANANANAinNA,118,447.0855625,81,200,colm,NA,NA,NA,NA,in,NA,,,,,,,,,
colmNANANANAinsfd,2,0.237787639,81,216,colm,NA,NA,NA,NA,in,sfd,,,,,,,,,
colmNAtra1NANAinNA,1,0.333218877,81,200,colm,NA,tra1,NA,NA,in,NA,,,,,,,,,
colmNAtra3NANAinNA,64,215.0040264,81,200,colm,NA,tra3,NA,NA,in,NA,,,,,,,,,
dalcNANADRNAinNA,74,179.156454,81,196,dalc,NA,NA,DR,NA,in,NA,,,,,,,,,
dalcNANADRNAinsfd,460,43.84419078,81,196,dalc,NA,NA,DR,NA,in,sfd,,,,,,,,,
dalcNANAHRANAinNA,109,81.10608464,81,218,dalc,NA,NA,HRA,NA,in,NA,,,,,,,,,
dalcNANAHRANAinsfd,1389,121.2251353,81,218,dalc,NA,NA,HRA,NA,in,sfd,,,,,,,,,
dalcNANAHRADRNAinNA,262,120.2642784,81,219,dalc,NA,NA,HRADR,NA,in,NA,,,,,,,,,
dalcNANAHRADRNAinsfd,1948,162.1004606,81,219,dalc,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
dalcNANANANAinNA,182,110.489365,81,193,dalc,NA,NA,NA,NA,in,NA,,,,,,,,,
dalcNANANANAinsfd,13,1.424886027,81,193,dalc,NA,NA,NA,NA,in,sfd,,,,,,,,,
dalcNAtra1HRANAinsfd,22,1.829996058,81,191,dalc,NA,tra1,HRA,NA,in,sfd,,,,,,,,,
dalcNAtra1NANAinNA,8,1.94436336,81,194,dalc,NA,tra1,NA,NA,in,NA,,,,,,,,,
dalcNAtra1NANAinsfd,15,1.369393826,81,192,dalc,NA,tra1,NA,NA,in,sfd,,,,,,,,,
dalcNAtra3DRNAinNA,296,536.8146975,81,206,dalc,NA,tra3,DR,NA,in,NA,,,,,,,,,
dalcNAtra3DRNAinsfd,2112,193.998049,81,206,dalc,NA,tra3,DR,NA,in,sfd,,,,,,,,,
dalcNAtra3HRANAinNA,314,115.087401,81,191,dalc,NA,tra3,HRA,NA,in,NA,,,,,,,,,
dalcNAtra3HRANAinsfd,3232,261.2180895,81,195,dalc,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
dalcNAtra3HRADRNAinNA,28,66.48335829,81,219,dalc,NA,tra3,HRADR,NA,in,NA,,,,,,,,,
dalcNAtra3HRADRNAinsfd,146,13.31535885,81,219,dalc,NA,tra3,HRADR,NA,in,sfd,,,,,,,,,
dalcNAtra3NANAinNA,736,521.8962802,81,194,dalc,NA,tra3,NA,NA,in,NA,,,,,,,,,
dalcNAtra3NANAinsfd,2845,230.3055857,81,197,dalc,NA,tra3,NA,NA,in,sfd,,,,,,,,,
epalNANADRNAinNA,14,33.98329032,81,332,epal,NA,NA,DR,NA,in,NA,,,,,,,,,
epalNANADRNAinsfd,244,32.33640483,81,332,epal,NA,NA,DR,NA,in,sfd,,,,,,,,,
epalNANANANAinNA,981,607.048458,81,335,epal,NA,NA,NA,NA,in,NA,,,,,,,,,
epalNANANANAinsfd,2565,363.8878972,81,334,epal,NA,NA,NA,NA,in,sfd,,,,,,,,,
foscNANADRNAinNA,25,94.55519256,81,268,fosc,NA,NA,DR,NA,in,NA,,,,,,,,,
foscNANADRNAinsfd,92,14.38867344,81,272,fosc,NA,NA,DR,NA,in,sfd,,,,,,,,,
foscNANAHRANAinNA,712,879.2647198,81,266,fosc,NA,NA,HRA,NA,in,NA,,,,,,,,,
foscNANAHRANAinsfd,2455,289.7596087,81,266,fosc,NA,NA,HRA,NA,in,sfd,,,,,,,,,
foscNANAHRADRNAinNA,463,484.8936608,81,273,fosc,NA,NA,HRADR,NA,in,NA,,,,,,,,,
foscNANAHRADRNAinsfd,3415,358.1431965,81,267,fosc,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
foscNANANANAinNA,24,155.0646028,81,270,fosc,NA,NA,NA,NA,in,NA,,,,,,,,,
foscNANANANAinsfd,65,11.75857034,81,269,fosc,NA,NA,NA,NA,in,sfd,,,,,,,,,
halfNANADRNAinNA,2580,2830.261757,81,296,half,NA,NA,DR,NA,in,NA,,,,,,,,,
halfNANADRNAinsfd,2782,556.897409,81,295,half,NA,NA,DR,NA,in,sfd,,,,,,,,,
halfNANAHRADRNAinNA,88,27.74118758,81,294,half,NA,NA,HRADR,NA,in,NA,,,,,,,,,
halfNANAHRADRNAinsfd,182,27.44676981,81,294,half,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
hillNANADRNAinNA,57,279.0920643,81,254,hill,NA,NA,DR,NA,in,NA,,,,,,,,,
hillNANADRNAinsfd,171,358.0642273,81,252,hill,NA,NA,DR,NA,in,sfd,,,,,,,,,
hillNANAHRANAinNA,1,0.458735779,81,246,hill,NA,NA,HRA,NA,in,NA,,,,,,,,,
hillNANAHRANAinsfd,22,9.353958784,81,254,hill,NA,NA,HRA,NA,in,sfd,,,,,,,,,
hillNANAHRADRNAinNA,169,354.3234844,81,254,hill,NA,NA,HRADR,NA,in,NA,,,,,,,,,
hillNANAHRADRNAinsfd,3573,2394.896532,81,254,hill,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
hillNANANANAinNA,1,3.546238504,81,291,hill,NA,NA,NA,NA,in,NA,,,,,,,,,
hillNANANANAinsfd,1,1.502786995,81,254,hill,NA,NA,NA,NA,in,sfd,,,,,,,,,
menpNANADRNAinNA,108,597.1412489,81,332,menp,NA,NA,DR,NA,in,NA,,,,,,,,,
menpNANADRNAinsfd,1,0.136791962,81,332,menp,NA,NA,DR,NA,in,sfd,,,,,,,,,
menpNANAHRANAinNA,465,450.5551587,81,345,menp,NA,NA,HRA,NA,in,NA,,,,,,,,,
menpNANAHRANAinsfd,2206,500.2209072,81,338,menp,NA,NA,HRA,NA,in,sfd,,,,,,,,,
menpNANAHRADRNAinNA,22,13.08288956,81,344,menp,NA,NA,HRADR,NA,in,NA,,,,,,,,,
menpNANAHRADRNAinsfd,864,232.657884,81,344,menp,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
menpNANANANAinNA,570,2469.893572,81,331,menp,NA,NA,NA,NA,in,NA,,,,,,,,,
menpNANANANAinsfd,1068,155.2080577,81,331,menp,NA,NA,NA,NA,in,sfd,,,,,,,,,
menpNAtra3HRANAinNA,7,12.89768026,81,341,menp,NA,tra3,HRA,NA,in,NA,,,,,,,,,
menpNAtra3HRANAinsfd,49,11.79078112,81,340,menp,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
milbNANAHRANAinNA,392,213.015197,81,244,milb,NA,NA,HRA,NA,in,NA,,,,,,,,,
milbNANAHRANAinsfd,1494,300.7097582,81,244,milb,NA,NA,HRA,NA,in,sfd,,,,,,,,,
milbNANAHRADRNAinNA,183,250.545733,81,242,milb,NA,NA,HRADR,NA,in,NA,,,,,,,,,
milbNANAHRADRNAinsfd,2951,507.7515485,81,242,milb,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
milbNAtra1HRANAinNA,12,24.79485266,81,240,milb,NA,tra1,HRA,NA,in,NA,,,,,,,,,
milbNAtra1HRANAinsfd,22,2.933779169,81,244,milb,NA,tra1,HRA,NA,in,sfd,,,,,,,,,
milbNAtra3HRANAinNA,59,12.24437269,81,240,milb,NA,tra3,HRA,NA,in,NA,,,,,,,,,
milbNAtra3HRANAinsfd,58,6.437726467,81,240,milb,NA,tra3,HRA,NA,in,sfd,,,,,,,,,
milbNAtra3NANAinNA,2,7.417923534,81,240,milb,NA,tra3,NA,NA,in,NA,,,,,,,,,
paciNANADRNAinNA,280,4088.845521,81,224,paci,NA,NA,DR,NA,in,NA,,,,,,,,,
paciNANADRNAinsfd,117,56.43000169,81,224,paci,NA,NA,DR,NA,in,sfd,,,,,,,,,
paciNANAHRANAinNA,293,301.6315369,81,226,paci,NA,NA,HRA,NA,in,NA,,,,,,,,,
paciNANAHRANAinsfd,2663,452.3798906,81,226,paci,NA,NA,HRA,NA,in,sfd,,,,,,,,,
paciNANAHRADRNAinNA,973,643.8428841,81,225,paci,NA,NA,HRADR,NA,in,NA,,,,,,,,,
paciNANAHRADRNAinsfd,6179,859.9545764,81,221,paci,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
paciNANANANAinNA,53,453.8728577,81,226,paci,NA,NA,NA,NA,in,NA,,,,,,,,,
paciNANANANAinsfd,50,28.84377172,81,226,paci,NA,NA,NA,NA,in,sfd,,,,,,,,,
porvNANADRNAinNA,3,0.851079381,81,298,porv,NA,NA,DR,NA,in,NA,,,,,,,,,
porvNANADRNAinsfd,8,8.332042164,81,298,porv,NA,NA,DR,NA,in,sfd,,,,,,,,,
porvNANAHRANAinNA,213,267.1304145,81,298,porv,NA,NA,HRA,NA,in,NA,,,,,,,,,
porvNANAHRANAinsfd,852,690.7363256,81,298,porv,NA,NA,HRA,NA,in,sfd,,,,,,,,,
porvNANANANAinNA,207,3024.30667,81,298,porv,NA,NA,NA,NA,in,NA,,,,,,,,,
porvNANANANAinsfd,529,1501.854877,81,298,porv,NA,NA,NA,NA,in,sfd,,,,,,,,,
redcNANADRNAinNA,2017,7415.734713,81,330,redc,NA,NA,DR,NA,in,NA,,,,,,,,,
redcNANADRNAinsfd,774,109.3377471,81,330,redc,NA,NA,DR,NA,in,sfd,,,,,,,,,
redcNANAHRANAinNA,709,698.7183777,81,311,redc,NA,NA,HRA,NA,in,NA,,,,,,,,,
redcNANAHRANAinsfd,2606,486.7291881,81,317,redc,NA,NA,HRA,NA,in,sfd,,,,,,,,,
redcNANAHRADRNAinNA,856,643.7447692,81,312,redc,NA,NA,HRADR,NA,in,NA,,,,,,,,,
redcNANAHRADRNAinsfd,1810,371.4455766,81,317,redc,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
redcNANANANAinNA,1487,1606.630953,81,321,redc,NA,NA,NA,NA,in,NA,,,,,,,,,
redcNANANANAinsfd,2078,298.1496947,81,326,redc,NA,NA,NA,NA,in,sfd,,,,,,,,,
redcNAtra2HRANAinNA,1,1.394256664,81,316,redc,NA,tra2,HRA,NA,in,NA,,,,,,,,,
redcNAtra2NANAinNA,1,0.151735571,81,315,redc,NA,tra2,NA,NA,in,NA,,,,,,,,,
sbruNANADRNAinNA,201,305.7627358,81,236,sbru,NA,NA,DR,NA,in,NA,,,,,,,,,
sbruNANADRNAinsfd,1400,154.1615674,81,236,sbru,NA,NA,DR,NA,in,sfd,,,,,,,,,
sbruNANAHRANAinNA,212,195.3908874,81,229,sbru,NA,NA,HRA,NA,in,NA,,,,,,,,,
sbruNANAHRANAinsfd,1323,205.7931112,81,229,sbru,NA,NA,HRA,NA,in,sfd,,,,,,,,,
sbruNANAHRADRNAinNA,329,312.9176439,81,233,sbru,NA,NA,HRADR,NA,in,NA,,,,,,,,,
sbruNANAHRADRNAinsfd,3054,462.2742956,81,232,sbru,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
sbruNANANANAinNA,48,242.8650917,81,235,sbru,NA,NA,NA,NA,in,NA,,,,,,,,,
sbruNANANANAinsfd,1146,138.3504796,81,235,sbru,NA,NA,NA,NA,in,sfd,,,,,,,,,
scarNANADRNAinNA,311,626.8120025,81,310,scar,NA,NA,DR,NA,in,NA,,,,,,,,,
scarNANADRNAinsfd,59,83.19548539,81,305,scar,NA,NA,DR,NA,in,sfd,,,,,,,,,
scarNANAHRANAinNA,344,132.5542812,81,308,scar,NA,NA,HRA,NA,in,NA,,,,,,,,,
scarNANAHRANAinsfd,4128,675.6764402,81,307,scar,NA,NA,HRA,NA,in,sfd,,,,,,,,,
scarNANAHRADRNAinNA,302,273.9599027,81,304,scar,NA,NA,HRADR,NA,in,NA,,,,,,,,,
scarNANAHRADRNAinsfd,2320,521.8443199,81,306,scar,NA,NA,HRADR,NA,in,sfd,,,,,,,,,
scarNANANANAinNA,3,16.96445811,81,310,scar,NA,NA,NA,NA,in,NA,,,,,,,,,
