TAZ,shrq1_2010,shrq2_2010,shrq3_2010,shrq4_2010,shrw0_2010,shrw1_2010,shrw2_2010,shrw3_2010,shra1_2010,shra2_2010,shra3_2010,shra4_2010,shrn_2010,shry_2010,qmn,qsd,wmn,wsd,amn,asd
300429,0.227847605,0.093668503,0.268358203,0.410125689,0.179686275,0.394058824,0.361,0.065254902,0.289166017,0.230709275,0.440374123,0.039750585,0.608196078,0.391803922," 80,367 "," 9,888,428 ", 1.33140 , 135 , 41 ," 7,811 "
300430,0.1202391,0.095710267,0.197552743,0.58649789,0.105428973,0.449690577,0.346455696,0.098424754,0.309751434,0.141491396,0.48709369,0.06166348,0.516357243,0.483642757," 95,227 "," 20,665,575 ", 1.46740 , 178 , 45 ," 14,323 "
300431,0.091170213,0.395021277,0.262425532,0.251382979,0.403659574,0.347851064,0.209489362,0.039,0.248878924,0.227204783,0.431240658,0.092675635,0.725617021,0.274382979," 71,560 "," 5,071,744 ", 0.89553 , 79 , 43 ," 7,427 "
300432,0.075459184,0.094336735,0.216989796,0.613214286,0.184234694,0.419234694,0.292397959,0.104132653,0.221395349,0.118139535,0.450232558,0.210232558,0.682729592,0.317270408," 99,388 "," 11,965,067 ", 1.34767 , 84 , 50 ," 7,745 "
300433,0.194654545,0.416036364,0.164109091,0.2252,0.243854545,0.515127273,0.221163636,0.019854545,0.303766707,0.204131227,0.414337789,0.077764277,0.592,0.408," 62,920 "," 2,513,181 ", 1.02297 , 62 , 44 ," 4,349 "
300434,0.076075021,0.04279586,0.080818729,0.800310391,0.176952021,0.301401151,0.41071141,0.110935418,0.310246679,0.09772296,0.535104364,0.056925996,0.564875549,0.435124451," 109,571 "," 28,680,547 ", 1.48891 , 201 , 45 ," 16,640 "
300435,0.040875635,0.107626904,0.164847716,0.686649746,0.176954315,0.301408629,0.41071066,0.110926396,0.262985494,0.101544221,0.48198409,0.153486196,0.564885787,0.435114213," 104,475 "," 27,399,217 ", 1.48889 , 232 , 49 ," 14,926 "
300436,0,0.058890122,0.061109878,0.88,0.16826859,0.335049945,0.385982242,0.110699223,0.320553781,0.060702875,0.522896699,0.095846645,0.55900111,0.44099889," 117,539 "," 41,964,451 ", 1.47232 , 247 , 48 ," 21,546 "
300437,0.423413377,0.349015987,0.121445351,0.106125285,0.288793419,0.465521024,0.245685558,0,0.302176697,0.466389245,0.225352113,0.006081946,0.451553931,0.548446069," 45,038 "," 3,878,210 ", 0.95689 , 262 , 36 ," 15,135 "
300438,0.143549258,0.091929825,0.159676113,0.604844804,0.327786775,0.311120108,0.277152497,0.083940621,0.237832413,0.150526844,0.484696438,0.126944305,0.705816464,0.294183536," 94,670 "," 22,416,146 ", 1.14243 , 146 , 46 ," 13,347 "
300439,0.063657056,0.144567527,0.078254932,0.713520486,0.152837633,0.347162367,0.404719272,0.095280728,0.273426237,0.088419029,0.505526189,0.132628544,0.493474962,0.506525038," 102,911 "," 24,189,951 ", 1.47103 , 190 , 48 ," 15,188 "
300440,0,0.057425743,0.340339463,0.602234795,0.208596767,0.360588959,0.333333333,0.097480941,0.229791561,0.193695984,0.403152008,0.173360447,0.734936351,0.265063649," 105,091 "," 21,368,379 ", 1.34894 , 167 , 47 ," 11,171 "
300441,0.730231214,0.132572254,0.072080925,0.065115607,0.262506864,0.499436432,0.152394439,0.085662264,0.229190422,0.270239453,0.370581528,0.129988597,0.671387283,0.328612717," 30,825 "," 724,210 ", 1.08691 , 62 , 44 ," 4,029 "
300442,0.410335303,0.294814867,0.151987693,0.142862138,0.262517483,0.499440559,0.152377622,0.085664336,0.282660333,0.306413302,0.359857482,0.051068884,0.671363636,0.328636364," 49,438 "," 1,192,953 ", 1.08689 , 51 , 40 ," 3,903 "
300443,0.143150289,0.233786127,0.24517341,0.377890173,0.166999046,0.42992572,0.378941588,0.024133645,0.186327078,0.132707775,0.542895442,0.138069705,0.729075145,0.270924855," 79,518 "," 5,867,963 ", 1.26745 , 104 , 46 ," 5,851 "
300444,0.149122807,0,0.175438596,0.675438596,0.307638328,0.357040104,0.255219115,0.080102453,0.149136578,0.127158556,0.527472527,0.196232339,0.748736842,0.251263158," 100,702 "," 9,867,723 ", 1.13182 , 53 , 48 ," 5,169 "
300445,0.070055647,0.188956692,0,0.740987661,0.187016129,0.371827957,0.40938172,0.031774194,0.251552795,0.075569358,0.534161491,0.138716356,0.702311828,0.297688172," 102,177 "," 14,457,996 ", 1.29545 , 118 , 48 ," 7,617 "
300446,0,0.054532374,0.172733813,0.772733813,0.293154922,0.328765152,0.335599439,0.042480486,0.202723147,0.072617247,0.488653555,0.236006051,0.737014388,0.262985612," 112,864 "," 11,069,801 ", 1.14015 , 70 , 51 ," 5,546 "
300447,0.111850075,0.274126505,0.442982352,0.171041068,0.199738717,0.374299287,0.334584323,0.091377672,0.268857356,0.203136669,0.414488424,0.11351755,0.562779097,0.437220903," 70,832 "," 5,214,787 ", 1.34501 , 100 , 45 ," 7,056 "
300448,0.18455414,0.33477707,0.300414013,0.180254777,0.224267516,0.385350318,0.286910828,0.103471338,0.267305644,0.156549521,0.455804047,0.120340788,0.619171975,0.380828025," 64,398 "," 2,641,654 ", 1.30063 , 65 , 46 ," 5,758 "
300449,0.180334448,0.172140468,0.204916388,0.442608696,0.195685619,0.417424749,0.2890301,0.097859532,0.286900369,0.207564576,0.379151292,0.126383764,0.459899666,0.540100334," 82,171 "," 6,180,395 ", 1.31842 , 63 , 46 ," 5,098 "
300450,0.079,0.197525,0.37285,0.350625,0.199745006,0.374290643,0.334591635,0.091372716,0.282889734,0.199239544,0.428136882,0.08973384,0.562775,0.437225," 83,730 "," 6,747,913 ", 1.34500 , 95 , 44 ," 7,247 "
300451,0.183229273,0.223601403,0.145966518,0.447202806,0.199746275,0.374294172,0.334593667,0.091365886,0.284528302,0.201509434,0.400754717,0.113207547,0.562761194,0.437238806," 80,388 "," 8,419,311 ", 1.34499 , 96 , 45 ," 6,651 "
300452,0.17419598,0.126884422,0.262361809,0.436557789,0.263021684,0.379331139,0.323827232,0.033819945,0.233115468,0.151416122,0.461873638,0.153594771,0.737437186,0.262562814," 83,881 "," 8,202,077 ", 1.13859 , 100 , 47 ," 5,947 "
300453,0.223519108,0.27866242,0.409283439,0.088535032,0.195700637,0.417420382,0.289028662,0.097850318,0.318365514,0.257296812,0.351145038,0.073192636,0.459888535,0.540111465," 59,702 "," 6,821,536 ", 1.31838 , 133 , 43 ," 9,221 "
300454,0,0.129314079,0.370685921,0.5,0.245893354,0.363803747,0.345680349,0.04462255,0.261555806,0.162344983,0.473506201,0.10259301,0.55368231,0.44631769," 97,974 "," 6,813,014 ", 1.20242 , 72 , 45 ," 5,684 "
300455,0.040607867,0.161168057,0.294421931,0.503802145,0.139511323,0.51,0.331346841,0.019141836,0.277073968,0.290968533,0.378013895,0.053943604,0.557806913,0.442193087," 94,391 "," 20,319,712 ", 1.23586 , 238 , 41 ," 11,934 "
300456,0.174285714,0.081213518,0.194592934,0.549907834,0.139508449,0.51,0.331351767,0.019139785,0.2600795,0.218057922,0.437251562,0.084611016,0.557803379,0.442196621," 90,575 "," 17,638,872 ", 1.23586 , 185 , 43 ," 10,012 "
300457,0.053288069,0.13949523,0.382448271,0.42476843,0.139508449,0.51,0.331351767,0.019139785,0.258064516,0.186264308,0.444328824,0.111342352,0.557803379,0.442196621," 90,769 "," 13,560,333 ", 1.23586 , 185 , 45 ," 11,213 "
300458,0.035140187,0.118925234,0.245934579,0.6,0.139509346,0.51,0.33135514,0.019135514,0.290350128,0.239965841,0.412467976,0.057216055,0.557803738,0.442196262," 100,554 "," 12,684,375 ", 1.23586 , 121 , 42 ," 6,311 "
300459,0.484564103,0.293205128,0.222230769,0,0.266673504,0.184312418,0.451960307,0.097053771,0.345500315,0.329767149,0.297042165,0.027690371,0.361153846,0.638846154," 38,241 "," 2,597,203 ", 1.40851 , 132 , 40 ," 6,445 "
300460,0.0209321,0.248957281,0.345172405,0.384938214,0.382590674,0.190259067,0.313419689,0.11373057,0.269282815,0.208389716,0.387009472,0.135317997,0.653523316,0.346476684," 87,248 "," 6,959,811 ", 1.19241 , 89 , 46 ," 7,263 "
300461,0.058253055,0.224047448,0.421955428,0.295744069,0.137928556,0.523152242,0.280788779,0.058130423,0.260657734,0.357490865,0.342874543,0.038976857,0.586419842,0.413580158," 81,680 "," 21,330,687 ", 1.27656 , 325 , 39 ," 15,604 "
300462,0.012929104,0.145708955,0.202117537,0.639244403,0.13079169,0.340052798,0.438689938,0.090465574,0.330449251,0.08452579,0.479866889,0.10515807,0.44511194,0.55488806," 102,826 "," 34,094,367 ", 1.51597 , 339 , 48 ," 20,340 "
300463,0,0,0.307686375,0.692313625,0.105424165,0.449691517,0.346452442,0.098431877,0.31207802,0.072768192,0.485371343,0.129782446,0.516349614,0.483650386," 111,154 "," 13,761,639 ", 1.46742 , 97 , 49 ," 9,325 "
300464,0.210437788,0.141520737,0.472995392,0.175046083,0.165576037,0.387903226,0.322235023,0.124285714,0.343712575,0.283832335,0.325748503,0.046706587,0.570529954,0.429470046," 69,245 "," 5,991,696 ", 1.44252 , 100 , 42 ," 6,689 "
300465,0.236818182,0.763181818,0,0,0.5,0.5,0,0,0,0.447368421,0.552631579,0,1,0," 37,895 "," 317,490 ", 0.50000 , 5 , 34 , 352 
300466,0.217897484,0.093392456,0.287932702,0.400777358,0.181332117,0.411733577,0.338667883,0.068266423,0.180887372,0.288395904,0.439419795,0.091296928,0.796514599,0.203485401," 80,603 "," 10,413,841 ", 1.31435 , 136 , 41 ," 6,754 "
300467,0.030217073,0.080602899,0.148609342,0.740570687,0.19638951,0.372731425,0.385928223,0.044950843,0.282312925,0.051870748,0.464285714,0.201530612,0.610120192,0.389879808," 108,540 "," 15,811,585 ", 1.29293 , 121 , 52 ," 8,875 "
300468,0.169324034,0.102746781,0.120118026,0.607811159,0.273347639,0.266555794,0.386244635,0.073851931,0.314046579,0.255094614,0.359170306,0.071688501,0.500847639,0.499152361," 92,749 "," 28,506,002 ", 1.28276 , 262 , 43 ," 11,804 "
300469,0.384622144,0.184253076,0.148471002,0.282653779,0.207061387,0.404790777,0.292279573,0.095868262,0.236351959,0.217726397,0.450867052,0.095054592,0.69340949,0.30659051," 61,270 "," 6,689,896 ", 1.30572 , 121 , 43 ," 9,215 "
300470,0.296307339,0.26233945,0.330252294,0.111100917,0.299915136,0.387944678,0.265694167,0.046446019,0.270412643,0.234416155,0.381035996,0.114135206,0.538646789,0.461353211," 56,558 "," 3,449,075 ", 1.07260 , 90 , 45 ," 5,295 "
300471,0.178183995,0.255318088,0.143619542,0.422878376,0.259376559,0.302842893,0.377057357,0.060723192,0.214285714,0.17032967,0.444139194,0.171245421,0.638379052,0.361620948," 78,511 "," 7,827,795 ", 1.25734 , 111 , 47 ," 6,921 "
300472,0.180519187,0.243544018,0.1203386,0.455598194,0.198261851,0.455665914,0.315485327,0.030586907,0.189749182,0.217011996,0.495092694,0.098146129,0.718374718,0.281625282," 80,244 "," 9,536,391 ", 1.18757 , 114 , 43 ," 6,186 "
300473,0.639528414,0.14610746,0.161671604,0.052692522,0.203590923,0.486534037,0.288146043,0.021728997,0.168910649,0.165238678,0.44247246,0.223378213,0.852962406,0.147037594," 35,688 "," 1,743,858 ", 1.13453 , 167 , 49 ," 11,766 "
300474,0.091205298,0.052119205,0.258953642,0.597721854,0.163112583,0.359099338,0.416304636,0.061483444,0.284946237,0.161290323,0.483382209,0.070381232,0.609668874,0.390331126," 99,145 "," 22,528,471 ", 1.39460 , 232 , 44 ," 13,674 "
300475,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.3275,0.25,0.345,0.0775,0.142857143,0.285714286,0.428571429,0.142857143,0.7425,0.2575,#DIV/0!, -   , 1.19575 , 1 , 43 , 40 
300476,0.51827503,0.216706876,0.207575392,0.057442702,0.424723465,0.37342131,0.176198116,0.025657109,0.114086147,0.69790454,0.140279395,0.047729919,0.950241255,0.049758745," 41,312 "," 3,106,697 ", 0.81049 , 135 , 33 ," 11,818 "
300477,0.469386973,0.189233716,0.187394636,0.153984674,0.329744435,0.456990689,0.145177976,0.0680869,0.073333333,0.38962963,0.488888889,0.048148148,0.905862069,0.094137931," 49,796 "," 1,288,010 ", 0.97203 , 43 , 37 ," 9,820 "
300478,0.016391466,0.061474954,0.203896104,0.718237477,0.165687993,0.43923413,0.336069908,0.059007969,0.314508862,0.080204266,0.517572845,0.087714028,0.509406308,0.490593692," 109,104 "," 39,454,934 ", 1.30610 , 273 , 47 ," 24,919 "
300479,0.069315403,0.086625917,0.205452323,0.638606357,0.193549965,0.34651214,0.417271816,0.04266608,0.28602462,0.163649529,0.44750181,0.102824041,0.526552567,0.473447433," 101,200 "," 13,091,560 ", 1.32185 , 129 , 46 ," 8,178 "
300480,0.333333333,0.16025641,0.333333333,0.173076923,0.331465201,0.523919414,0.132380952,0.012234432,0.219709208,0.316639742,0.413570275,0.050080775,0.75,0.25," 60,513 "," 2,519,613 ", 0.82905 , 57 , 40 ," 3,491 "
300481,0.517446809,0.355567376,0.053971631,0.073014184,0.331489362,0.523900709,0.132375887,0.012234043,0.226760563,0.257746479,0.452112676,0.063380282,0.75,0.25," 37,207 "," 1,197,392 ", 0.82902 , 59 , 41 ," 4,331 "
300482,0.037228916,0.156915663,0.212771084,0.593084337,0.29486747,0.311349398,0.347698795,0.046084337,0.207605344,0.08684481,0.504110997,0.201438849,0.646373494,0.353626506," 98,777 "," 24,186,959 ", 1.15883 , 215 , 50 ," 15,509 "
300483,0.157727273,0.308939394,0.226015152,0.307318182,0.140121212,0.608545455,0.229090909,0.022242424,0.15942029,0.229595728,0.470633105,0.140350877,0.770530303,0.229469697," 72,764 "," 8,591,667 ", 1.14013 , 168 , 44 ," 8,387 "
300484,0.055783578,0.100024944,0.074876981,0.769314497,0.187006803,0.371836735,0.409387755,0.031768707,0.211956522,0.13134058,0.490036232,0.166666667,0.702312925,0.297687075," 107,492 "," 17,661,314 ", 1.29545 , 139 , 48 ," 7,886 "
300485,0.355643722,0.332015752,0.236220705,0.076119821,0.230106639,0.567029012,0.120429505,0.082434844,0.176067073,0.300304878,0.439786585,0.083841463,0.747227139,0.252772861," 48,688 "," 3,501,927 ", 1.07992 , 136 , 41 ," 7,636 "
300487,0.054636459,0.247776607,0.273192835,0.424394099,0.267270811,0.387713383,0.28455216,0.060463646,0.233365477,0.233365477,0.446480231,0.086788814,0.674415174,0.325584826," 86,874 "," 18,560,751 ", 1.15635 , 201 , 43 ," 12,137 "
300488,0.118728814,0.415508475,0.150677966,0.315084746,0.210042373,0.33940678,0.323898305,0.126652542,0.299334812,0.251662971,0.358093126,0.090909091,0.51470339,0.48529661," 71,919 "," 3,244,977 ", 1.40516 , 55 , 44 ," 3,787 "
300489,0.127533235,0.137680945,0.133338257,0.601447563,0.263017179,0.379326135,0.323830485,0.033826201,0.248554913,0.120809249,0.429479769,0.201156069,0.737444609,0.262555391," 93,957 "," 20,312,943 ", 1.13861 , 170 , 50 ," 11,664 "
300490,0.083323944,0.256676056,0.223323944,0.436676056,0.23743662,0.387605634,0.306197183,0.068760563,0.270576132,0.205761317,0.406378601,0.117283951,0.627549296,0.372450704," 85,251 "," 7,136,986 ", 1.22691 , 79 , 45 ," 4,991 "
300491,0,0.206536965,0.413035019,0.380428016,0.237431907,0.387626459,0.30618677,0.068754864,0.25323741,0.191366906,0.415827338,0.139568345,0.627548638,0.372451362," 89,890 "," 4,841,347 ", 1.22689 , 58 , 46 ," 3,803 "
300493,0.318794162,0.147649202,0.305371507,0.22818513,0.223105134,0.319364303,0.364669927,0.092860636,0.295069904,0.220750552,0.384841795,0.099337748,0.483863081,0.516136919," 64,379 "," 4,295,723 ", 1.35514 , 106 , 45 ," 6,360 "
300494,0.281815857,0.225012788,0.361355499,0.131815857,0.167851662,0.48230179,0.226496164,0.123350384,0.286078098,0.278438031,0.370967742,0.064516129,0.571713555,0.428286445," 59,738 "," 3,580,488 ", 1.34235 , 76 , 42 ," 5,436 "
300495,0.286870154,0.242428337,0.280806067,0.189895441,0.349138514,0.432989865,0.191402027,0.026469595,0.231372549,0.291503268,0.379738562,0.097385621,0.73785473,0.26214527," 61,414 "," 4,797,761 ", 0.90314 , 110 , 42 ," 7,142 "
300496,0.08711165,0.240412621,0.28223301,0.390242718,0.314118589,0.331642436,0.261983932,0.092255042,0.22513922,0.193317422,0.419252188,0.162291169,0.656650485,0.343349515," 83,484 "," 7,328,684 ", 1.16005 , 77 , 47 ," 7,258 "
300497,0.048655835,0.160413589,0.307710487,0.483220089,0.344165436,0.403175775,0.169098966,0.083559823,0.23062201,0.205263158,0.439712919,0.124401914,0.742127031,0.257872969," 92,968 "," 15,682,235 ", 1.01712 , 104 , 45 ," 12,062 "
300498,0.09091922,0.076935933,0.47551532,0.356629526,0.208434305,0.142865101,0.471491045,0.177209548,0.285067873,0.211161388,0.423076923,0.080693816,0.55183844,0.44816156," 87,446 "," 7,036,189 ", 1.67064 , 134 , 44 ," 7,205 "
300499,0.132896488,0.358793215,0.182724139,0.325586157,0.188668942,0.30556314,0.340273038,0.165494881,0.306006494,0.216720779,0.368506494,0.108766234,0.490307167,0.509692833," 73,455 "," 4,106,764 ", 1.53224 , 76 , 45 ," 5,424 "
300501,0.242278481,0.43814346,0.15978903,0.15978903,0.39649789,0.26628692,0.222109705,0.115105485,0.272727273,0.234752589,0.394706559,0.097813579,0.528860759,0.471139241," 56,107 "," 1,577,832 ", 1.09035 , 40 , 44 ," 4,226 "
300502,0.337100045,0.171885884,0.277518924,0.213495147,0.39651089,0.266280708,0.222086345,0.115122057,0.300178412,0.206958073,0.384032114,0.108831401,0.528885449,0.471114551," 61,680 "," 5,950,619 ", 1.09036 , 110 , 45 ," 10,522 "
300503,0.0791841,0.346150628,0.140271967,0.434393305,0.284665272,0.286359833,0.345083682,0.083891213,0.248542274,0.220116618,0.389941691,0.141399417,0.58874477,0.41125523," 82,285 "," 9,636,323 ", 1.25337 , 118 , 46 ," 6,878 "
300504,0.215130952,0.111107143,0.392440476,0.281321429,0.221985453,0.387935858,0.316936703,0.073141986,0.273280802,0.203796562,0.427292264,0.095630372,0.572880952,0.427119048," 74,787 "," 12,312,383 ", 1.26318 , 193 , 44 ," 15,309 "
300505,0.5,0,0,0.5,0.303030303,0.363636364,0.333333333,0,0.042253521,0.169014085,0.76056338,0.028169014,0.939393939,0.060606061," 70,000 "," 863,299 ", 1.03030 , 9 , 39 , 869 
300506,0.260662021,0.042648084,0,0.696689895,0.190487805,0.468850174,0.340662021,0,0.059259259,0.477777778,0.412962963,0.05,0.947735192,0.052264808," 92,915 "," 10,588,578 ", 1.15017 , 85 , 36 ," 3,517 "
300507,0.066930233,0.071568106,0.280318937,0.581182724,0.089168843,0.595099036,0.301187368,0.014544754,0.166312595,0.478603945,0.309559939,0.04552352,0.719335548,0.280664452," 99,298 "," 43,404,155 ", 1.24547 , 433 , 36 ," 16,959 "
300508,0.060883978,0.164206788,0.362549329,0.412359905,0.089171271,0.595098658,0.301183899,0.014546172,0.196853147,0.398251748,0.356293706,0.048601399,0.719337017,0.280662983," 88,851 "," 25,180,357 ", 1.24547 , 365 , 38 ," 14,569 "
300509,0,0.210617029,0.456049638,0.333333333,0.053103448,0.464827586,0.406551724,0.075517241,0.02452698,0.397337071,0.566222845,0.011913104,0.456551724,0.543448276," 87,628 "," 510,225 ", 1.52714 , 9 , 35 ," 12,991 "
300510,0.100940594,0.402211221,0.238168317,0.258679868,0.184904041,0.335830624,0.274459975,0.20480536,0.194972067,0.177653631,0.420670391,0.206703911,0.665841584,0.334158416," 71,002 "," 6,625,572 ", 1.56061 , 155 , 48 ," 11,725 "
300512,0.289895833,0.25265625,0.335104167,0.12234375,0.295572917,0.296119792,0.262473958,0.145833333,0.203636364,0.183636364,0.38,0.232727273,0.673411458,0.326588542," 57,819 "," 3,125,355 ", 1.30232 , 79 , 50 ," 7,269 "
300514,0.281522514,0.309384084,0.177425547,0.231667855,0.205886654,0.410420475,0.308829982,0.074862888,0.275555556,0.271111111,0.394920635,0.058412698,0.607696527,0.392303473," 61,298 "," 4,833,799 ", 1.27513 , 124 , 41 ," 8,023 "
300515,0.11778607,0.189228856,0.338358209,0.354626866,0.205870647,0.410422886,0.308830846,0.074875622,0.236938926,0.199411332,0.444444444,0.119205298,0.607711443,0.392288557," 81,679 "," 6,682,996 ", 1.27517 , 91 , 45 ," 7,939 "
300516,0,0.16483871,0.169233871,0.665927419,0.233387097,0.392399194,0.325383065,0.048830645,0.307086614,0.07808399,0.524934383,0.089895013,0.631673387,0.368326613," 104,197 "," 16,549,421 ", 1.20431 , 122 , 47 ," 11,620 "
300517,0.145618221,0.225856833,0.222885033,0.405639913,0.260390456,0.462190889,0.227787419,0.049631236,0.211856171,0.139941691,0.502429543,0.145772595,0.748806941,0.251193059," 80,884 "," 8,504,989 ", 1.08155 , 91 , 47 ," 7,355 "
300518,0.133831776,0.249065421,0.293676012,0.323426791,0.260404984,0.462180685,0.227788162,0.049626168,0.167711599,0.214733542,0.512539185,0.105015674,0.748816199,0.251183801," 77,138 "," 4,619,806 ", 1.08152 , 63 , 43 ," 4,510 "
300519,0.311639344,0.214001929,0.246547734,0.227810993,0.124532305,0.533731919,0.268351013,0.073384764,0.212451023,0.261210274,0.442316064,0.084022638,0.72536162,0.27463838," 62,505 "," 9,529,807 ", 1.31260 , 232 , 42 ," 13,323 "
300520,0.12011509,0.37915601,0.287992327,0.212736573,0.176278772,0.478785166,0.327531969,0.017404092,0.150364204,0.165452653,0.412591051,0.271592092,0.739526854,0.260473146," 68,495 "," 7,412,643 ", 1.19128 , 217 , 50 ," 15,297 "
300521,0.393841463,0.192743902,0.279329268,0.134085366,0.298231707,0.44027439,0.217682927,0.043810976,0.183566434,0.230769231,0.442307692,0.143356643,0.818353659,0.181646341," 53,688 "," 2,137,071 ", 1.02022 , 62 , 44 ," 3,387 "
300522,0.389601594,0.370139442,0.183984064,0.0562749,0.1762749,0.478784861,0.32752988,0.017410359,0.222421525,0.231390135,0.466367713,0.079820628,0.739521912,0.260478088," 44,253 "," 2,356,149 ", 1.19130 , 139 , 42 ," 6,973 "
300523,0.244899329,0.437852349,0.191096197,0.126152125,0.299418345,0.410178971,0.233176734,0.057225951,0.19765343,0.23465704,0.472021661,0.09566787,0.763691275,0.236308725," 54,434 "," 2,675,839 ", 1.06538 , 83 , 43 ," 6,994 "
300525,0.303113772,0.05,0.381257485,0.265628743,0.14011976,0.608532934,0.229101796,0.022245509,0.210401891,0.169030733,0.503546099,0.117021277,0.770538922,0.229461078," 70,501 "," 4,770,199 ", 1.14015 , 85 , 45 ," 5,896 "
300527,0.143391356,0.089771891,0.241896766,0.524939987,0.225958987,0.306670688,0.376839566,0.09053076,0.306426576,0.291524371,0.315429991,0.086619062,0.738516285,0.261483715," 91,160 "," 21,230,733 ", 1.35910 , 223 , 43 ," 11,365 "
300528,0.235287671,0.281041096,0.368191781,0.115479452,0.238794521,0.338465753,0.284273973,0.138465753,0.335816263,0.251396648,0.343885785,0.068901304,0.430958904,0.569041096," 60,066 "," 3,396,604 ", 1.36395 , 78 , 43 ," 6,480 "
300530,0.080676643,0.039109376,0.127135594,0.753078387,0.220096386,0.426024096,0.318746988,0.03513253,0.138115632,0.125267666,0.429336188,0.307280514,0.80113253,0.19886747," 107,276 "," 16,195,710 ", 1.17946 , 104 , 52 ," 8,564 "
300531,0.032994012,0.316826347,0.198023952,0.452155689,0.22008982,0.426017964,0.318742515,0.035149701,0.129078014,0.262411348,0.381560284,0.226950355,0.801137725,0.198862275," 87,113 "," 6,989,581 ", 1.17950 , 84 , 47 ," 4,508 "
300532,0.179734848,0.181647727,0.118541667,0.520075758,0.309109848,0.404943182,0.246003788,0.039943182,0.149122807,0.286842105,0.43245614,0.131578947,0.847897727,0.152102273," 85,363 "," 13,379,724 ", 1.02876 , 105 , 43 ," 6,494 "
300533,0.044427481,0.18221374,0.115572519,0.65778626,0.314122137,0.331641221,0.261984733,0.092251908,0.271899886,0.168373151,0.443686007,0.116040956,0.656641221,0.343358779," 100,335 "," 8,686,641 ", 1.16004 , 49 , 46 ," 5,158 "
300535,0.552727273,0.210909091,0.054545455,0.181818182,0.349921913,0.320225636,0.289713526,0.040138925,0.172413793,0.572413793,0.193103448,0.062068966,0.859487179,0.140512821," 44,873 "," 2,964,421 ", 1.03211 , 93 , 36 ," 5,243 "
300536,0.280195759,0.337243067,0.253360522,0.129200653,0.167846656,0.482300163,0.226492659,0.123360522,0.295821462,0.204653371,0.398860399,0.100664767,0.571712887,0.428287113," 55,798 "," 3,643,050 ", 1.34238 , 120 , 45 ," 10,428 "
300537,0.086704129,0.173408257,0.165699159,0.574188455,0.249845201,0.35880805,0.334814241,0.056532508,0.258712345,0.080921441,0.470761961,0.189604253,0.589659443,0.410340557," 94,133 "," 18,198,330 ", 1.21499 , 159 , 51 ," 12,390 "
300538,0.1565,0.438916667,0.09925,0.305333333,0.267625,0.255666667,0.292708333,0.184,0.299408284,0.213017751,0.379881657,0.107692308,0.532958333,0.467041667," 68,205 "," 3,291,515 ", 1.44828 , 60 , 45 ," 3,894 "
300539,0.216394161,0.139343066,0.25410219,0.390160584,0.267620438,0.255678832,0.292715328,0.183985401,0.300819352,0.219274288,0.3765119,0.10339446,0.532978102,0.467021898," 78,615 "," 12,332,594 ", 1.44826 , 172 , 45 ," 11,616 "
300540,0.339440591,0.307109199,0.17349099,0.17995922,0.25417561,0.497687805,0.206243902,0.041892683,0.257262997,0.252675841,0.407110092,0.08295107,0.725843902,0.274156098," 55,286 "," 6,306,983 ", 1.04842 , 206 , 43 ," 13,433 "
300541,0.493080645,0.207612903,0.164354839,0.134951613,0.254177419,0.497693548,0.206241935,0.041887097,0.16,0.201666667,0.411666667,0.226666667,0.72583871,0.27416129," 46,756 "," 2,254,607 ", 1.04840 , 125 , 48 ," 8,157 "
300542,0.233341584,0.19230198,0.279480198,0.294876238,0.254183168,0.49769802,0.206237624,0.041881188,0.175189394,0.183712121,0.432765152,0.208333333,0.725841584,0.274158416," 71,372 "," 5,237,143 ", 1.04838 , 81 , 48 ," 7,111 "
300543,0.212449664,0.217069351,0.337281879,0.233199105,0.221845638,0.418657718,0.224116331,0.135380313,0.279452906,0.192415294,0.346907056,0.181224744,0.561521253,0.438478747," 69,087 "," 9,895,591 ", 1.31365 , 170 , 49 ," 16,183 "
300544,0.292902301,0.280323274,0.258759229,0.168015195,0.237160149,0.46047486,0.237160149,0.065204842,0.216809223,0.419114913,0.305317962,0.058757903,0.669804469,0.330195531," 58,711 "," 7,329,541 ", 1.14997 , 210 , 38 ," 11,808 "
300545,0.136655172,0.533344828,0.163344828,0.166655172,0.173137931,0.417896552,0.273137931,0.135827586,0.328318584,0.272566372,0.323893805,0.075221239,0.525517241,0.474482759," 59,950 "," 2,454,148 ", 1.41240 , 61 , 43 ," 4,137 "
300546,0.174119433,0.147054656,0.483532389,0.195293522,0.354139676,0.453502024,0.18152834,0.01082996,0.216920609,0.462710505,0.257818765,0.06255012,0.68832996,0.31167004," 72,324 "," 14,276,620 ", 0.85230 , 196 , 38 ," 10,539 "
300547,0.257442177,0.178571429,0.157741497,0.406244898,0.354140873,0.453502769,0.181526279,0.010830079,0.18769422,0.224362958,0.402113114,0.185829708,0.688340136,0.311659864," 75,297 "," 13,750,506 ", 0.85229 , 146 , 46 ," 9,378 "
300548,0,0.124582113,0.040413006,0.835004882,0.152840237,0.347159763,0.404704142,0.095295858,0.297082228,0.086648983,0.529619805,0.086648983,0.493491124,0.506508876," 113,215 "," 14,860,672 ", 1.47104 , 98 , 47 ," 8,694 "
