zone_id,gid,tract,area,acres,tothh,hhpop,sfdu,mfdu,hhincq1,hhincq2,hhincq3,hhincq4,NEWdevacres,totemp,agrempn,mwtempn,retempn,fpsempn,herempn,othempn
939,38,403800.0,687975.5,15.793999671936035,,,,,,,,,,,,,,,,
940,39,403900.0,506200.9375,11.621000289916992,,,,,,,,,,,,,,,,
973,40,404000.0,367039.65625,8.425999641418457,,,,,,,,,,,,,,,,
974,41,404100.0,801987.125,18.410999298095703,,,,,,,,,,,,,,,,
935,56,405500.0,419253.03125,9.625,,,,,,,,,,,,,,,,
916,42,404200.0,2737284.5,62.8390007019043,,,,,,,,,,,,,,,,
915,43,404300.0,1852341.0,42.52399826049805,,,,,,,,,,,,,,,,
914,44,404400.0,4087290.5,93.83100128173828,,,,,,,,,,,,,,,,
919,45,404501.0,1110655.625,25.496999740600586,,,,,,,,,,,,,,,,
913,46,404502.0,3099407.5,71.15299987792969,,,,,,,,,,,,,,,,
