zone_id,SD,ZONE,COUNTY,AGREMPN,FPSEMPN,HEREMPN,RETEMPN,TOTEMP,MWTEMPN,OTHEMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,SHPOP62P,TOTHH,GQPOP,MFDU,SFDU,CIACRE_UNWEIGHTED,RESACRE_UNWEIGHTED,CIACRE,RESACRE,TOTACRE,HHPOP,TOTPOP,EMPRES,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P
792,16,792,4,0.0,50.0,22.0,10.0,131,11.0,38.0,107.0,202.0,363.0,305.0,0.139,977.0,79,10.0,1013.0,1.02265716121,151.717006981,3.0,188.0,195.0,3731,3810,2044,221.0,790.0,1243.0,1212.0,344.0
793,16,793,4,0.0,139.0,195.0,60.0,473,21.0,58.0,345.0,302.0,370.0,257.0,0.12,1274.0,23,707.0,610.0,27.4001957373,117.050220081,22.0,200.0,239.0,4636,4659,2135,298.0,1091.0,1632.0,1274.0,364.0
794,16,794,4,0.0,73.0,17.0,8.0,666,195.0,373.0,72.0,71.0,242.0,478.0,0.085,863.0,0,9.0,865.0,32.8667185633,211.830108395,25.0,103.0,561.0,3311,3311,1543,388.0,685.0,1386.0,675.0,177.0
795,16,795,4,2.0,244.0,299.0,48.0,1358,376.0,389.0,188.0,310.0,230.0,170.0,0.092,898.0,0,173.0,747.0,147.846230842,84.6011924162,146.0,151.0,437.0,3214,3214,1462,257.0,776.0,1312.0,678.0,191.0
796,16,796,4,18.0,397.0,1277.0,1306.0,4845,1664.0,183.0,180.0,342.0,631.0,675.0,0.128,1828.0,61,17.0,1831.0,334.272930066,248.550652348,387.0,373.0,858.0,6761,6822,3391,449.0,1497.0,2358.0,1943.0,575.0
797,16,797,4,0.0,617.0,681.0,564.0,7342,4787.0,693.0,451.0,470.0,657.0,517.0,0.125,2095.0,68,404.0,1626.0,565.445334003,256.468031826,654.0,355.0,1055.0,7235,7303,3345,556.0,1491.0,2806.0,1835.0,615.0
798,16,798,4,1.0,110.0,377.0,25.0,626,58.0,55.0,462.0,425.0,440.0,232.0,0.21,1559.0,65,173.0,811.0,21.46247975,176.280075216,12.0,288.0,334.0,4181,4246,1881,209.0,705.0,1318.0,1362.0,652.0
799,16,799,4,0.0,150.0,58.0,16.0,348,21.0,103.0,271.0,312.0,416.0,667.0,0.113,1666.0,16,31.0,1608.0,11.8926798836,224.600292338,20.0,307.0,382.0,5149,5165,2809,382.0,917.0,1932.0,1581.0,353.0
800,16,800,4,0.0,136.0,1033.0,100.0,1679,28.0,382.0,526.0,451.0,522.0,432.0,0.17,1931.0,47,735.0,1278.0,97.2600317759,206.312845273,82.0,346.0,433.0,5797,5844,2807,364.0,1124.0,2164.0,1467.0,725.0
801,16,801,4,0.0,611.0,324.0,188.0,1943,636.0,184.0,678.0,753.0,1208.0,911.0,0.099,3550.0,47,1165.0,2293.0,138.789478877,260.875807436,278.0,473.0,769.0,10877,10924,5337,860.0,1945.0,4775.0,2665.0,679.0
802,16,802,4,2.0,31.0,440.0,17.0,739,2.0,247.0,423.0,451.0,349.0,210.0,0.107,1433.0,26,303.0,1189.0,19.2684407827,145.300233805,57.0,220.0,281.0,5982,6008,2151,537.0,1663.0,2323.0,1026.0,459.0
803,16,803,4,1.0,18.0,409.0,3.0,463,8.0,24.0,147.0,266.0,247.0,233.0,0.207,893.0,62,304.0,612.0,59.9142123685,807.906665027,150.0,183.0,6800.0,2303,2365,1268,153.0,395.0,900.0,541.0,376.0
804,17,804,4,0.0,97.0,272.0,20.0,540,3.0,148.0,226.0,320.0,320.0,225.0,0.195,1091.0,22,224.0,898.0,77.9330869931,182.205463606,40.0,276.0,611.0,3278,3300,1437,179.0,625.0,1191.0,819.0,486.0
805,17,805,4,0.0,106.0,372.0,223.0,782,20.0,61.0,425.0,630.0,602.0,494.0,0.144,2151.0,37,204.0,2087.0,57.8517397476,251.85396735,126.0,220.0,470.0,7762,7799,3386,611.0,1769.0,2901.0,1704.0,814.0
806,17,806,4,1.0,1180.0,1154.0,754.0,9216,4797.0,1330.0,1001.0,843.0,761.0,411.0,0.226,3016.0,97,421.0,2489.0,883.084626734,368.555179008,1099.0,500.0,1677.0,9189,9286,4205,584.0,1640.0,3035.0,2407.0,1620.0
807,17,807,4,0.0,25.0,52.0,51.0,147,7.0,12.0,330.0,337.0,336.0,191.0,0.165,1194.0,10,0.0,1245.0,6.31018482419,147.389531591,21.0,179.0,240.0,4543,4553,1835,325.0,1014.0,1574.0,1087.0,553.0
808,17,808,4,0.0,35.0,1485.0,17.0,1550,3.0,10.0,210.0,237.0,318.0,124.0,0.138,889.0,42,6.0,918.0,8.77312566677,118.508082761,46.0,158.0,208.0,3754,3796,1491,258.0,883.0,1302.0,990.0,363.0
809,17,809,4,5.0,239.0,215.0,56.0,2027,882.0,630.0,208.0,208.0,197.0,105.0,0.222,718.0,7,0.0,746.0,184.23075584,100.44298448,256.0,126.0,417.0,2298,2305,1015,142.0,426.0,707.0,642.0,388.0
810,17,810,4,17.0,3225.0,948.0,1372.0,18753,8731.0,4460.0,780.0,1094.0,897.0,434.0,0.165,3205.0,27,1420.0,1637.0,2249.35426714,353.143597024,2396.0,598.0,11815.0,10732,10759,4950,758.0,2092.0,3810.0,2821.0,1278.0
811,17,811,4,0.0,390.0,807.0,135.0,2278,720.0,226.0,677.0,688.0,619.0,340.0,0.206,2324.0,179,583.0,1668.0,194.797831162,271.729528079,343.0,283.0,640.0,6592,6771,3081,403.0,1144.0,2395.0,1777.0,1052.0
812,17,812,4,0.0,328.0,887.0,938.0,3696,34.0,1509.0,236.0,455.0,337.0,177.0,0.193,1205.0,39,23.0,941.0,151.107500937,113.461178592,233.0,154.0,398.0,3472,3511,1738,209.0,623.0,1238.0,940.0,501.0
813,17,813,4,0.0,146.0,1595.0,101.0,1880,8.0,30.0,220.0,294.0,270.0,99.0,0.141,883.0,17,347.0,590.0,49.7464379142,100.608683139,98.0,123.0,260.0,3106,3123,1373,220.0,767.0,1073.0,750.0,313.0
814,17,814,4,0.0,30.0,96.0,44.0,184,4.0,10.0,238.0,289.0,229.0,172.0,0.173,928.0,6,4.0,950.0,14.6128689894,118.931610729,6.0,150.0,201.0,3426,3432,1500,267.0,727.0,1174.0,824.0,440.0
815,17,815,4,0.0,26.0,216.0,4.0,276,1.0,29.0,466.0,422.0,212.0,35.0,0.097,1135.0,119,817.0,342.0,26.5271170254,91.8416291912,67.0,89.0,156.0,4453,4572,1784,472.0,1160.0,1892.0,736.0,312.0
816,17,816,4,0.0,21.0,192.0,95.0,346,6.0,32.0,274.0,253.0,238.0,122.0,0.243,887.0,213,256.0,664.0,29.69297335,82.8219307117,28.0,118.0,202.0,2992,3205,1267,215.0,644.0,1051.0,669.0,626.0
817,17,817,4,0.0,63.0,220.0,55.0,398,6.0,54.0,789.0,886.0,329.0,56.0,0.058,2060.0,32,1671.0,416.0,34.2862320523,131.607112114,72.0,143.0,215.0,8000,8032,3445,929.0,2090.0,3516.0,1213.0,284.0
818,17,818,4,0.0,36.0,230.0,8.0,313,13.0,26.0,302.0,398.0,415.0,197.0,0.154,1312.0,46,322.0,1060.0,57.4085243167,157.367835367,102.0,195.0,312.0,4609,4655,2173,318.0,1048.0,1662.0,1108.0,519.0
819,17,819,4,1.0,84.0,170.0,229.0,557,14.0,59.0,217.0,260.0,117.0,80.0,0.102,674.0,1,296.0,405.0,49.6373151985,60.4828534219,30.0,128.0,159.0,2375,2376,1212,204.0,491.0,1002.0,519.0,160.0
820,17,820,4,4.0,300.0,572.0,34.0,1192,41.0,241.0,808.0,1025.0,989.0,1105.0,0.094,3927.0,52,1210.0,2357.0,543.941829573,4378.95172775,204.0,1644.0,14520.0,11492,11544,6408,1001.0,1962.0,5089.0,2825.0,667.0
821,17,821,4,0.0,306.0,402.0,40.0,943,15.0,180.0,299.0,408.0,419.0,453.0,0.112,1579.0,1094,217.0,1362.0,348.665084887,418.523859589,371.0,450.0,1070.0,4129,5223,2735,238.0,911.0,2206.0,1502.0,366.0
822,17,822,4,0.0,109.0,94.0,16.0,285,15.0,51.0,157.0,138.0,270.0,435.0,0.246,1000.0,15,64.0,989.0,41.9339058854,741.368191154,9.0,819.0,1079.0,2630,2645,1499,106.0,433.0,657.0,966.0,483.0
823,17,823,4,0.0,214.0,567.0,36.0,1148,66.0,265.0,875.0,848.0,632.0,402.0,0.176,2757.0,49,1297.0,1597.0,144.215133578,457.562800987,99.0,515.0,769.0,7077,7126,3666,452.0,1178.0,2629.0,1958.0,909.0
824,17,824,4,0.0,243.0,297.0,301.0,1127,43.0,243.0,560.0,566.0,438.0,161.0,0.081,1725.0,0,1170.0,685.0,99.8541529513,132.642682269,162.0,267.0,437.0,4671,4671,2484,353.0,797.0,2477.0,795.0,249.0
825,17,825,4,0.0,58.0,90.0,17.0,241,23.0,53.0,627.0,632.0,373.0,180.0,0.105,1812.0,15,829.0,1108.0,16.9991514926,170.411525827,52.0,204.0,267.0,6173,6188,2520,564.0,1505.0,2489.0,1185.0,445.0
826,17,826,4,0.0,140.0,258.0,284.0,1058,111.0,265.0,668.0,549.0,259.0,134.0,0.106,1610.0,9,1165.0,476.0,46.4958756468,96.5710631342,95.0,102.0,222.0,4612,4621,2251,462.0,885.0,2183.0,739.0,352.0
827,17,827,4,0.0,221.0,552.0,132.0,3264,22.0,2337.0,426.0,412.0,319.0,163.0,0.147,1320.0,13,473.0,740.0,58.7872337152,96.1299940874,68.0,133.0,251.0,4036,4049,1881,317.0,719.0,1727.0,853.0,433.0
828,17,828,4,0.0,182.0,443.0,167.0,1244,96.0,356.0,793.0,771.0,428.0,182.0,0.107,2174.0,167,1200.0,1061.0,65.7761959824,197.9103735,198.0,229.0,441.0,7060,7227,3093,768.0,1567.0,3089.0,1252.0,551.0
829,17,829,4,0.0,71.0,125.0,3.0,1496,2.0,1295.0,257.0,402.0,264.0,91.0,0.142,1014.0,23,54.0,878.0,22.6055187878,92.6552665705,24.0,159.0,195.0,3305,3328,1605,301.0,671.0,1307.0,707.0,342.0
830,17,830,4,0.0,52.0,354.0,66.0,546,18.0,56.0,562.0,630.0,505.0,139.0,0.117,1836.0,4,765.0,1141.0,32.9122375306,176.980625513,98.0,188.0,290.0,6805,6809,2773,704.0,1533.0,2769.0,1230.0,573.0
831,17,831,4,0.0,22.0,477.0,33.0,630,44.0,54.0,432.0,424.0,306.0,59.0,0.108,1221.0,156,557.0,650.0,28.1548790973,91.6635051489,65.0,88.0,157.0,3700,3856,2036,417.0,804.0,1591.0,754.0,290.0
832,17,832,4,0.0,86.0,398.0,45.0,659,9.0,121.0,680.0,451.0,421.0,171.0,0.211,1723.0,4,463.0,1333.0,60.2702185192,176.369192863,74.0,222.0,302.0,5247,5251,2171,319.0,1076.0,1724.0,1278.0,854.0
833,17,833,4,0.0,27.0,141.0,8.0,226,9.0,41.0,342.0,476.0,416.0,196.0,0.206,1430.0,27,15.0,1456.0,31.628006794,186.748249367,25.0,246.0,317.0,4529,4556,2036,267.0,947.0,1447.0,1182.0,713.0
834,17,834,4,0.0,176.0,210.0,22.0,1613,951.0,254.0,397.0,544.0,434.0,270.0,0.256,1645.0,5,140.0,1557.0,159.108896143,221.300128109,210.0,322.0,589.0,5105,5110,2313,259.0,928.0,1550.0,1346.0,1027.0
835,17,835,4,0.0,161.0,269.0,240.0,817,40.0,107.0,417.0,534.0,436.0,236.0,0.171,1623.0,19,93.0,1573.0,43.5230959198,193.390657395,90.0,239.0,329.0,5404,5423,2432,361.0,1122.0,1905.0,1357.0,678.0
836,17,836,4,0.0,34.0,151.0,195.0,617,198.0,39.0,504.0,468.0,343.0,164.0,0.22,1479.0,13,265.0,1218.0,54.7438637828,172.478070422,43.0,279.0,322.0,4655,4668,2024,351.0,834.0,1607.0,1075.0,801.0
837,17,837,4,0.0,106.0,474.0,35.0,1133,61.0,457.0,1143.0,1299.0,557.0,174.0,0.129,3173.0,446,820.0,2299.0,42.4283918155,352.875471432,56.0,394.0,468.0,9925,10371,4181,906.0,1994.0,4307.0,2209.0,955.0
838,17,838,4,0.0,268.0,200.0,162.0,914,39.0,245.0,633.0,509.0,204.0,76.0,0.201,1422.0,37,667.0,838.0,43.0057200462,137.785758671,52.0,200.0,252.0,3766,3803,1618,301.0,611.0,1484.0,812.0,595.0
839,17,839,4,0.0,868.0,844.0,292.0,3350,189.0,1157.0,834.0,655.0,336.0,132.0,0.241,1957.0,148,1191.0,751.0,92.7499414917,104.085815446,175.0,149.0,330.0,4422,4570,2065,311.0,678.0,1739.0,963.0,879.0
840,17,840,4,0.0,332.0,627.0,146.0,1278,22.0,151.0,693.0,945.0,627.0,273.0,0.262,2538.0,115,723.0,1422.0,33.0940350277,201.758724282,117.0,377.0,503.0,5548,5663,3054,299.0,675.0,2050.0,1465.0,1174.0
841,17,841,4,0.0,150.0,540.0,21.0,797,14.0,72.0,454.0,550.0,408.0,209.0,0.163,1621.0,264,759.0,965.0,30.1713234759,208.876831039,12.0,294.0,313.0,4262,4526,2140,374.0,806.0,1814.0,979.0,553.0
842,17,842,4,0.0,101.0,180.0,102.0,579,26.0,170.0,409.0,471.0,273.0,146.0,0.173,1299.0,41,764.0,608.0,27.6339124866,127.496872957,42.0,188.0,230.0,3205,3246,1728,278.0,493.0,1352.0,698.0,425.0
843,17,843,4,0.0,83.0,147.0,7.0,308,14.0,57.0,275.0,380.0,375.0,367.0,0.137,1397.0,127,95.0,1360.0,99.0639059786,358.658817536,6.00000000003,442.0,558.0,4093,4220,2258,249.0,863.0,1495.0,1228.0,385.0
844,17,844,4,14.0,373.0,405.0,97.0,1439,43.0,507.0,341.0,423.0,915.0,1396.0,0.144,3075.0,20,718.0,2439.0,400.156212417,7243.66305134,85.0,1893.0,26251.0,8763,8783,5311,527.0,1613.0,2719.0,3121.0,803.0
845,17,845,4,21.0,187.0,758.0,29.0,1278,29.0,254.0,358.0,548.0,715.0,806.0,0.216,2427.0,107,26.0,2500.0,20.9076802321,702.109148794,38.0,787.0,1280.0,6787,6894,3789,298.0,1485.0,1730.0,2288.0,1093.0
846,17,846,4,0.0,327.0,373.0,68.0,1034,39.0,227.0,551.0,726.0,521.0,306.0,0.219,2104.0,35,494.0,1688.0,56.0341556035,281.2515441,70.0,360.0,457.0,5397,5432,2675,257.0,993.0,1775.0,1508.0,899.0
847,17,847,4,0.0,386.0,454.0,196.0,1551,17.0,498.0,447.0,357.0,217.0,133.0,0.2,1154.0,0,685.0,503.0,58.0483319499,84.505541685,50.0,123.0,228.0,2715,2715,1281,175.0,445.0,1055.0,623.0,417.0
848,17,848,4,1.0,260.0,2529.0,264.0,3434,97.0,283.0,578.0,684.0,371.0,156.0,0.198,1789.0,215,1258.0,540.0,85.3240485604,135.738414648,122.0,150.0,273.0,4493,4708,2345,290.0,799.0,1878.0,1018.0,723.0
849,17,849,4,0.0,60.0,281.0,17.0,413,9.0,46.0,254.0,363.0,368.0,363.0,0.23,1348.0,36,102.0,1290.0,36.9442375396,208.349785205,33.0,282.0,328.0,3809,3845,1888,230.0,775.0,1095.0,1070.0,675.0
850,17,850,4,0.0,128.0,54.0,1.0,343,18.0,142.0,258.0,319.0,361.0,384.0,0.24,1322.0,14,14.0,1337.0,8.58887314081,356.100816383,10.0,448.0,605.0,3675,3689,1814,182.0,687.0,959.0,1193.0,668.0
851,17,851,4,0.0,59.0,55.0,5.0,243,7.0,117.0,104.0,159.0,211.0,283.0,0.248,757.0,0,0.0,765.0,144.550493448,155.948867957,11.0,198.0,618.0,2081,2081,1096,86.0,392.0,492.0,725.0,386.0
852,17,852,4,0.0,112.0,164.0,34.0,548,7.0,231.0,375.0,525.0,553.0,649.0,0.208,2102.0,7,61.0,2113.0,15.7377897126,372.301230607,44.0,463.0,568.0,5905,5912,3099,298.0,1114.0,1749.0,1847.0,904.0
853,17,853,4,0.0,146.0,652.0,23.0,1157,51.0,285.0,452.0,676.0,580.0,309.0,0.163,2017.0,635,614.0,1479.0,215.959810595,255.110165173,164.0,265.0,595.0,5426,6061,2727,371.0,1225.0,2178.0,1573.0,714.0
854,17,854,4,0.0,48.0,115.0,62.0,509,12.0,272.0,949.0,803.0,309.0,146.0,0.081,2207.0,19,1707.0,499.0,17.8554957379,121.412948872,55.0,141.0,203.0,6623,6642,2760,737.0,1476.0,2938.0,1141.0,350.0
855,17,855,4,0.0,19.0,477.0,33.0,842,35.0,278.0,819.0,536.0,235.0,112.0,0.161,1702.0,8,787.0,948.0,37.2151529649,145.872261582,43.0,221.0,283.0,4970,4978,1965,473.0,1024.0,1906.0,966.0,609.0
856,17,856,4,0.0,82.0,291.0,92.0,897,19.0,413.0,919.0,787.0,495.0,231.0,0.159,2432.0,80,942.0,1554.0,32.3104584832,208.426030194,145.0,230.0,383.0,7335,7415,3351,522.0,1432.0,2872.0,1729.0,860.0
857,17,857,4,4.0,136.0,490.0,56.0,891,52.0,153.0,289.0,420.0,234.0,72.0,0.141,1015.0,79,467.0,592.0,87.7440532117,98.0237969452,115.0,125.0,246.0,3149,3228,1248,233.0,628.0,1290.0,754.0,323.0
858,17,858,4,1.0,159.0,385.0,388.0,1369,56.0,380.0,733.0,622.0,500.0,200.0,0.21,2055.0,0,559.0,1397.0,48.1271218791,203.202708613,71.0,313.0,385.0,6004,6004,2689,339.0,1132.0,2045.0,1522.0,966.0
859,17,859,4,0.0,44.0,120.0,54.0,266,8.0,40.0,410.0,343.0,395.0,218.0,0.267,1366.0,10,90.0,1334.0,23.6475551954,185.975977646,7.00000000002,274.0,304.0,4333,4343,1748,243.0,772.0,1261.0,1151.0,916.0
860,17,860,4,0.0,338.0,281.0,441.0,11916,10163.0,693.0,474.0,698.0,572.0,482.0,0.22,2226.0,3,290.0,1567.0,293.70051084,190.480818334,585.0,312.0,2202.0,6297,6300,3188,414.0,886.0,2250.0,1693.0,1057.0
861,17,861,4,1.0,756.0,492.0,18.0,2402,739.0,396.0,687.0,615.0,532.0,325.0,0.244,2159.0,23,91.0,2149.0,170.300104553,285.964302253,162.0,431.0,612.0,6850,6873,2907,383.0,1309.0,2125.0,1738.0,1318.0
862,17,862,4,10.0,837.0,705.0,1205.0,4731,1204.0,770.0,978.0,893.0,624.0,238.0,0.235,2733.0,144,1400.0,1426.0,344.181303917,209.938300187,459.0,313.0,773.0,6786,6930,3420,407.0,1013.0,2642.0,1585.0,1283.0
863,17,863,4,0.0,229.0,790.0,997.0,2853,447.0,390.0,415.0,430.0,329.0,156.0,0.202,1330.0,12,381.0,997.0,135.555882025,138.536832191,161.0,192.0,355.0,3983,3995,1607,258.0,686.0,1357.0,1092.0,602.0
864,17,864,4,0.0,638.0,1283.0,577.0,3148,246.0,404.0,1280.0,1149.0,564.0,185.0,0.158,3178.0,6,2719.0,671.0,127.537249291,159.200658094,236.0,183.0,433.0,7433,7439,3914,515.0,1105.0,3146.0,1824.0,849.0
865,17,865,4,0.0,36.0,432.0,6.0,533,11.0,48.0,452.0,447.0,331.0,183.0,0.291,1413.0,3,117.0,1354.0,46.6972260185,177.020077221,7.0,304.0,313.0,3846,3849,1611,168.0,552.0,1173.0,1059.0,897.0
866,17,866,4,0.0,102.0,597.0,6.0,1041,16.0,320.0,355.0,354.0,369.0,360.0,0.298,1438.0,8,45.0,1452.0,29.0371259239,411.019241795,39.0,522.0,818.0,3768,3776,1875,153.0,534.0,1057.0,1138.0,894.0
867,17,867,4,0.0,51.0,211.0,54.0,416,25.0,75.0,262.0,240.0,278.0,229.0,0.271,1009.0,1,170.0,879.0,15.6178895277,128.049853753,9.0,193.0,202.0,2476,2477,1171,102.0,372.0,719.0,761.0,523.0
868,17,868,4,1.0,108.0,253.0,38.0,579,16.0,163.0,429.0,401.0,405.0,212.0,0.173,1447.0,7,241.0,1257.0,19.5027396194,169.962589992,28.0,230.0,259.0,3798,3805,1843,276.0,675.0,1337.0,1041.0,476.0
869,17,869,4,0.0,134.0,219.0,95.0,552,18.0,86.0,611.0,447.0,348.0,283.0,0.233,1689.0,178,694.0,1090.0,18.3001246902,174.354235282,29.0,219.0,251.0,3935,4113,1991,229.0,618.0,1396.0,1138.0,732.0
870,17,870,4,0.0,130.0,40.0,256.0,1612,72.0,1114.0,553.0,593.0,352.0,159.0,0.178,1657.0,1,458.0,1364.0,20.392057454,142.473363664,47.0,194.0,247.0,4780,4781,1974,347.0,717.0,1959.0,1123.0,635.0
871,17,871,4,5.0,848.0,2096.0,639.0,5037,276.0,1173.0,1129.0,1115.0,489.0,148.0,0.241,2881.0,233,1544.0,1142.0,95.7927197146,147.766323497,191.0,204.0,415.0,6665,6898,3220,413.0,931.0,2588.0,1657.0,1309.0
872,17,872,4,1.0,68.0,346.0,323.0,1208,181.0,289.0,844.0,1038.0,663.0,344.0,0.176,2889.0,13,759.0,2224.0,89.3083340756,291.504168757,111.0,422.0,538.0,9439,9452,4174,726.0,1774.0,3371.0,2348.0,1233.0
873,17,873,4,1.0,1304.0,981.0,980.0,12015,6459.0,2290.0,542.0,642.0,439.0,214.0,0.153,1837.0,5,463.0,1438.0,968.128243948,241.104308172,1682.0,321.0,2003.0,5879,5884,2543,431.0,1159.0,2150.0,1508.0,636.0
874,18,874,4,0.0,230.0,38.0,13.0,1835,1112.0,442.0,0.0,0.0,0.0,0.0,0.183,0.0,0,0.0,0.0,1461.07524792,0.0,2350.0,0.0,2428.5,0,0,0,0.0,0.0,0.0,0.0,0.0
875,18,875,4,15.0,2891.0,3013.0,781.0,12280,1864.0,3716.0,548.0,267.0,132.0,58.0,0.183,1005.0,50,127.0,944.0,700.216451173,105.996902103,869.0,157.0,1609.9,3590,3640,1163,287.0,869.0,1214.0,760.0,510.0
876,18,876,4,0.0,39.0,0.0,0.0,74,19.0,16.0,323.0,189.0,54.0,49.0,0.173,615.0,62,84.0,580.0,9.09110075888,63.7970007681,12.0,108.0,120.0,2253,2315,740,147.0,625.0,804.0,429.0,310.0
877,18,877,4,7.0,3.0,179.0,5.0,236,37.0,5.0,383.0,242.0,176.0,68.0,0.14,869.0,4,186.0,762.0,42.6754428036,84.9259003529,42.0,107.0,156.0,3285,3289,1051,282.0,921.0,1169.0,570.0,347.0
878,18,878,4,0.0,111.0,284.0,44.0,783,229.0,115.0,760.0,467.0,192.0,54.0,0.117,1473.0,74,485.0,1025.0,55.1820609708,121.627364587,99.0,133.0,250.0,5210,5284,1697,525.0,1311.0,1953.0,1060.0,435.0
879,18,879,4,0.0,55.0,25.0,154.0,406,116.0,56.0,516.0,392.0,261.0,82.0,0.132,1251.0,9,168.0,1166.0,18.4261073834,95.3275909507,63.0,94.0,157.0,3845,3854,1551,309.0,893.0,1381.0,916.0,355.0
880,18,880,4,0.0,8.0,361.0,187.0,626,3.0,67.0,388.0,295.0,161.0,78.0,0.098,922.0,0,358.0,684.0,16.6029666424,81.6359170216,34.0,103.0,142.0,3669,3669,1173,383.0,1038.0,1324.0,676.0,248.0
881,18,881,4,0.0,75.0,47.0,44.0,241,9.0,66.0,514.0,299.0,204.0,47.0,0.11,1064.0,10,496.0,679.0,6.07751005529,84.8749865932,10.0,128.0,142.0,3174,3184,1196,332.0,765.0,1154.0,696.0,237.0
882,18,882,4,0.0,50.0,389.0,26.0,599,2.0,132.0,387.0,301.0,179.0,46.0,0.13,913.0,9,238.0,728.0,22.5523329143,96.0869131719,45.0,139.0,196.0,2444,2453,1105,177.0,551.0,872.0,638.0,215.0
883,18,883,4,0.0,300.0,153.0,8.0,607,5.0,141.0,289.0,245.0,265.0,341.0,0.261,1140.0,0,20.0,1159.0,278.040729512,381.247277042,38.0,492.0,1702.0,2823,2823,1407,126.0,401.0,721.0,1020.0,555.0
884,18,884,4,0.0,144.0,650.0,130.0,1047,36.0,87.0,223.0,274.0,347.0,523.0,0.233,1367.0,24,184.0,1191.0,37.9187840069,395.317906032,239.0,455.0,1149.0,3283,3307,1817,147.0,477.0,817.0,1312.0,554.0
885,18,885,4,2.0,250.0,525.0,17.0,932,30.0,108.0,438.0,494.0,585.0,1035.0,0.208,2552.0,0,355.0,1984.0,170.692353129,1226.04696459,190.0,1088.0,2115.0,6033,6033,3699,285.0,853.0,1738.0,2278.0,879.0
886,18,886,4,0.0,60.0,157.0,125.0,451,26.0,83.0,542.0,505.0,375.0,266.0,0.134,1688.0,18,244.0,1587.0,15.755628988,247.379077843,14.0,360.0,376.0,4254,4272,2278,321.0,904.0,1487.0,1174.0,386.0
887,18,887,4,0.0,53.0,375.0,25.0,527,10.0,64.0,421.0,235.0,271.0,193.0,0.171,1120.0,138,267.0,927.0,65.8718653112,155.991079839,108.0,226.0,437.0,2756,2894,1174,222.0,583.0,918.0,817.0,354.0
888,18,888,4,0.0,30.0,616.0,16.0,708,1.0,45.0,806.0,514.0,155.0,49.0,0.1,1524.0,39,801.0,981.0,25.6061495237,115.458047709,9.00000000003,189.0,198.0,4958,4997,1597,496.0,1406.0,1780.0,977.0,338.0
889,18,889,4,0.0,14.0,123.0,18.0,191,4.0,32.0,571.0,401.0,123.0,36.0,0.101,1131.0,2,366.0,902.0,7.87260635836,82.967661994,10.0,120.0,130.0,3491,3493,1216,361.0,862.0,1278.0,759.0,233.0
890,18,890,4,0.0,12.0,395.0,58.0,504,1.0,38.0,753.0,561.0,162.0,54.0,0.129,1530.0,3,442.0,1231.0,6.9125605157,120.984777296,41.0,155.0,211.0,5171,5174,1654,484.0,1319.0,1838.0,1051.0,482.0
891,18,891,4,0.0,26.0,15.0,41.0,151,5.0,64.0,753.0,483.0,168.0,43.0,0.118,1447.0,11,484.0,1086.0,7.2085897805,120.397007743,40.0,145.0,186.0,5233,5244,1676,548.0,1430.0,1839.0,985.0,442.0
892,18,892,4,75.0,149.0,151.0,37.0,952,290.0,250.0,491.0,400.0,175.0,76.0,0.097,1142.0,7,390.0,867.0,114.741385294,100.929195979,167.0,114.0,313.0,4506,4513,1474,466.0,1204.0,1761.0,777.0,305.0
893,18,893,4,0.0,38.0,126.0,40.0,709,224.0,281.0,475.0,284.0,82.0,23.0,0.099,864.0,19,381.0,594.0,76.4214968884,70.5120536932,122.0,78.0,210.0,3356,3375,1079,359.0,997.0,1230.0,555.0,234.0
894,18,894,4,0.0,53.0,235.0,4.0,892,360.0,240.0,535.0,321.0,97.0,37.0,0.136,990.0,127,500.0,573.0,59.2266044009,66.5591564327,117.0,79.0,201.0,3403,3530,1128,374.0,905.0,1301.0,590.0,360.0
895,18,895,4,1.0,76.0,586.0,26.0,1089,67.0,333.0,1027.0,509.0,168.0,64.0,0.114,1768.0,0,611.0,1326.0,68.4793414207,80.2222424288,158.0,118.0,296.0,5822,5822,1861,526.0,1710.0,2041.0,1070.0,475.0
896,18,896,4,0.0,288.0,1182.0,233.0,3968,1543.0,722.0,400.0,243.0,86.0,23.0,0.099,752.0,4,295.0,510.0,326.011074531,42.2059258005,408.0,64.0,595.0,2653,2657,988,218.0,591.0,1212.0,452.0,184.0
897,18,897,4,0.0,28.0,51.0,27.0,265,12.0,147.0,593.0,323.0,118.0,70.0,0.098,1104.0,51,547.0,643.0,17.5479324223,65.4137097359,57.0,70.0,128.0,4001,4052,1295,422.0,1004.0,1672.0,677.0,277.0
898,18,898,4,0.0,19.0,236.0,27.0,347,7.0,58.0,713.0,368.0,104.0,64.0,0.109,1249.0,62,685.0,675.0,10.1085345977,70.4424887995,21.0,101.0,125.0,4055,4117,1316,421.0,1055.0,1639.0,677.0,325.0
899,18,899,4,0.0,60.0,358.0,36.0,1107,18.0,635.0,1154.0,794.0,277.0,102.0,0.135,2327.0,20,862.0,1654.0,28.2608651974,168.632004344,49.0,225.0,281.0,7431,7451,2381,644.0,1789.0,2748.0,1538.0,732.0
